feature,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,description
Saprotroph,0.241082096,0.548600444,0.629458952,0.506997781,0.544674859,0.363244581,0.393539853,0.534860898,0.438428059,0.405913978,0.38103772,0.479049326,0.47661717,0.427206008,0.403481823,0.562724014,0.396526711,0.542968083,0.569721796,0.532172726,0.645801331,0.332010582,0.378349548,0.53823178,0.326207544,0.459378734,0.401860386,0.452124936,0.535330261,0.4369773,0.319593787,0.46176822,0.365292712,0.362817887,0.353089264,0.381677761,0.383427206,0.473374296,0.202636969,0.493300905,0.441841611,0.410394265,0.414021164,0.564686807,0.453917051,0.649769585,0.305342209,0.280337942,0.456050521,0.317801673,0.270651988,0.369901007,0.276113671,0.264208909,0.233444274,0.442737669,0.402543096,0.35906298,0.333461342,0.368151562,0.425029869,0.365847414,0.141150367,0.385816692,0.386072709,0.530977983,0.34276327,0.313492063,0.355009387,0.344640724,0.349206349,0.349291688,0.355350742,0.254778973,0.339861751,0.280508619,0.287634409,0.473672982,0.237028503,0.339349718,0.434929169,0.231438812,0.365164704,0.431174262,0.503200205,0.447431302,0.264422256,0.488009899,0.439964158,0.46880867,0.264720942,0.441158901,0.443164363,0.371266428,0.297960403,0.275772316,Saprotroph
Unassigned,0.348480969,0.22665984,0.209378734,0.293437447,0.260411333,0.400238949,0.392430449,0.20041816,0.178102065,0.357740229,0.409839563,0.235748421,0.171616317,0.346134153,0.397806793,0.165855948,0.220558116,0.243343574,0.25281618,0.234340331,0.233188257,0.442182966,0.395972009,0.143966547,0.167434716,0.344470046,0.362647209,0.239417989,0.218894009,0.347328896,0.433734426,0.27338283,0.310291859,0.308841099,0.356630824,0.318356375,0.215779143,0.408943506,0.612817887,0.162143711,0.24645844,0.324287421,0.366359447,0.145972009,0.256869773,0.143198498,0.383341867,0.403268476,0.244965011,0.282258065,0.384152586,0.196236559,0.178870114,0.417221369,0.311870626,0.167264038,0.188897423,0.338624339,0.347158218,0.13667008,0.196833931,0.19047619,0.25140809,0.215224441,0.201442226,0.263312852,0.351041133,0.450460829,0.257381806,0.472179553,0.470899471,0.165130568,0.316222905,0.607228196,0.421915003,0.543053422,0.463005632,0.315454856,0.430662229,0.346944871,0.213560335,0.584741423,0.42349377,0.321300563,0.251834784,0.40015361,0.487156511,0.221326165,0.275430961,0.313961427,0.602065199,0.258704557,0.23088411,0.377752176,0.333077317,0.290791944,Unassigned
Pathotroph,0.126344086,0.098054275,0.059737157,0.074415429,0.074031405,0.104198669,0.074500768,0.111111111,0.180406213,0.093403311,0.092293907,0.105649428,0.133555214,0.119047619,0.08004779,0.103131934,0.169141492,0.090245776,0.065710872,0.092336576,0.042200034,0.072068612,0.057817034,0.213005632,0.082607954,0.073818058,0.102491893,0.086533538,0.091696535,0.06801502,0.094555385,0.098224953,0.110129715,0.134792627,0.131635091,0.09417136,0.051075269,0.041346646,0.026625704,0.12532002,0.103857314,0.103601297,0.07718894,0.132701826,0.112305854,0.040237242,0.075951528,0.108934972,0.07718894,0.194700461,0.055171531,0.109831029,0.042285373,0.080474484,0.071385902,0.130483018,0.075268817,0.110769756,0.072793992,0.283922171,0.114908687,0.073775388,0.073220686,0.160436935,0.180832907,0.071812596,0.127922854,0.08781362,0.077743642,0.07223929,0.063150708,0.070233828,0.082650623,0.068100358,0.084101382,0.04672299,0.098822325,0.08000512,0.094299368,0.12532002,0.092165899,0.094939409,0.065198839,0.098566308,0.060078512,0.063790749,0.12532002,0.100401092,0.074415429,0.105094726,0.060121181,0.130355009,0.152543096,0.094128691,0.183051715,0.28469022,Pathotroph
Pathotroph-Symbiotroph,0.023468169,0.010325994,0.007381806,0.012374125,0.00853388,0.005205666,0.009259259,0.013014166,0.010966035,0.059609148,0.021334699,0.012288786,0.072623315,0.011264721,0.024833589,0.011691415,0.037421062,0.009515276,0.004522956,0.012416795,0.006571087,0.050477897,0.042797406,0.002474825,0.050861922,0.035031575,0.018091825,0.052867384,0.042456051,0.042114695,0.03754907,0.017750469,0.044674859,0.015232975,0.033410138,0.025430961,0.213645673,0.014635603,0.090587131,0.044930876,0.05593958,0.013782215,0.033026114,0.017366445,0.009344598,0.043693463,0.068996416,0.026668373,0.072452637,0.028631166,0.090075098,0.12890425,0.208781362,0.081370541,0.075738181,0.023510838,0.085765489,0.043352108,0.089648404,0.081071855,0.035330261,0.17067759,0.271377368,0.012672811,0.03187404,0.005888377,0.012246117,0.00921659,0.136840758,0.006016385,0.013611538,0.12886158,0.063193378,0.002730841,0.010582011,0.010838027,0.003200205,0.023852193,0.03968254,0.012374125,0.030679297,0.002261478,0.003925585,0.005717699,0.013654207,0.009344598,0.008405871,0.002005462,0.012928827,0.007595153,0.003669568,0.00494965,0.005077658,0.006016385,0.026753712,0.005931046,Pathotroph-Symbiotroph
Pathotroph-Saprotroph,0.17566991,0.098694316,0.055854241,0.09203789,0.081925243,0.110727087,0.108508278,0.109148319,0.148574842,0.064174774,0.070959208,0.147252091,0.12536269,0.076762246,0.077316948,0.134195255,0.103089264,0.095024748,0.076932924,0.098480969,0.055086192,0.087600273,0.089691074,0.089477727,0.103302611,0.070233828,0.084485407,0.088709677,0.095707459,0.085424134,0.087557604,0.120797064,0.130355009,0.145289299,0.094043352,0.102449223,0.106076122,0.053678102,0.050733914,0.146313364,0.091995221,0.130739034,0.083461342,0.116914149,0.146228025,0.114866018,0.141491722,0.160863629,0.119815668,0.15296979,0.157492746,0.131677761,0.137438129,0.124082608,0.248805257,0.193548387,0.171445639,0.12608807,0.10483871,0.091781874,0.167562724,0.142217102,0.217912613,0.203106332,0.181515617,0.09203789,0.146697389,0.116572794,0.132787165,0.091525858,0.090203106,0.108892302,0.151903055,0.057091654,0.105265404,0.105820106,0.137608807,0.098224953,0.164746544,0.154975252,0.212877624,0.073391364,0.104710701,0.113244581,0.142942482,0.064217443,0.091483188,0.166794675,0.144222564,0.088624339,0.049112477,0.136798088,0.151433692,0.13880355,0.134451272,0.113884622,Pathotroph-Saprotroph
Saprotroph-Symbiotroph,0.000170678,0.000213347,0.000298686,0.000469363,0.00068271,0.00140809,0.000256016,0.000298686,0.012459464,0.000341355,0.001365421,0.000426694,0.000981396,0.000597372,0.000256016,0.000170678,0.001322751,0,8.53E-05,0.000469363,0.000213347,4.27E-05,0.000170678,0.000384025,0.218680662,0.000170678,0.000213347,0.033239461,8.53E-05,8.53E-05,0.000469363,0.000170678,0.00068271,0.001280082,0.000426694,0.000384025,0.000341355,0.000298686,0.000213347,0.000810719,0.027820447,0.000256016,0.000213347,0.000170678,0.000426694,0,0.000469363,0,0.000128008,0.000853388,0.000341355,0.000768049,0.001152074,0.000128008,0,0.001322751,0.029399215,0.001109404,0.000384025,0.000810719,8.53E-05,0.001621437,0.000341355,8.53E-05,0.000469363,0.000512033,0.000213347,0.000213347,0.000213347,0.000597372,0.000384025,0.000213347,0.003968254,0.000384025,0.000853388,4.27E-05,0.000298686,0.000298686,0.000554702,0.000298686,0.000896057,0.00068271,0.000256016,0.005162997,0.001365421,0.001280082,0,0.00068271,0.012886158,0.000384025,0.000170678,0.000341355,0.000170678,0.00068271,0,0.000469363,Saprotroph-Symbiotroph
Pathotroph-Saprotroph-Symbiotroph,0.076378222,0.00494965,0.020011947,0.010454002,0.009515276,0.006997781,0.011008705,0.011051374,0.01698242,0.010838027,0.014592934,0.00776583,0.007595153,0.01062468,0.007040451,0.008661888,0.058713091,0.005547022,0.009856631,0.011819423,0.005120328,0.002389486,0.025089606,0.004010923,0.027948455,0.004693634,0.018731866,0.029313876,0.00635774,0.008192524,0.009131251,0.009259259,0.029441884,0.012886158,0.016043693,0.064900154,0.013782215,0.003754907,0.01135006,0.004352279,0.021846732,0.002944188,0.016385049,0.013142174,0.004394948,0.001962792,0.012203448,0.006059054,0.022401434,0.010667349,0.023852193,0.052184673,0.144606588,0.025644308,0.044930876,0.021164021,0.029441884,0.005504352,0.038487797,0.026327018,0.022913466,0.020822666,0.031618024,0.007552483,0.004821642,0.012246117,0.006059054,0.008448541,0.018561188,0.002176139,0.004437617,0.163338454,0.013056836,0.001109404,0.02547363,0.004309609,0.002304147,0.003456221,0.013782215,0.004437617,0.006144393,0.00281618,0.012800819,0.00921659,0.007253798,0.004394948,0.008619218,0.004693634,0.021036013,0.005461683,0.01275815,0.013952893,0.00426694,0.003114866,0.013142174,0.011478068,Pathotroph-Saprotroph-Symbiotroph
Symbiotroph,0.00567503,0.003413552,0.010496672,0.003840246,0.010880696,0.003840246,0.003114866,0.010454002,0.003754907,0.002218809,0.001792115,0.004522956,0.005248336,0.00281618,0.002730841,0.002048131,0.011051374,0.006101724,0.013696877,0.009813961,0.00563236,0.006869773,0.004138932,0.003882915,0.017750469,0.004181601,0.004053593,0.008448541,0.005120328,0.005419013,0.011478068,0.008107186,0.003029527,0.00994197,0.005034989,0.004352279,0.005973716,0.001365421,0.000640041,0.007893839,0.001920123,0.002474825,0.001621437,0.002645503,0.007680492,0.001322751,0.003456221,0.003242874,0.003114866,0.004053593,0.007125789,0.004181601,0.004096262,0.001578768,0.005291005,0.007851169,0.009515276,0.003584229,0.006016385,0.002517494,0.033922171,0.002304147,0.002346817,0.003797576,0.00921659,0.007467145,0.005504352,0.008107186,0.00921659,0.005333675,0.001920123,0.007851169,0.003840246,0.001621437,0.005034989,0.001237413,0.003072197,0.00213347,0.005077658,0.003797576,0.005120328,0.003456221,0.00640041,0.002944188,0.006528418,0.002986858,0.004181601,0.004693634,0.007296467,0.00213347,0.002048131,0.005803038,0.005973716,0.002048131,0.004096262,0.003840246,Symbiotroph
Pathogen-Saprotroph-Symbiotroph,0.002730841,0.009088582,0.007381806,0.005973716,0.009344598,0.004138932,0.007381806,0.009643284,0.010325994,0.005760369,0.006784434,0.007296467,0.00640041,0.005547022,0.006485748,0.011520737,0.002176139,0.007253798,0.006656426,0.008149855,0.006187063,0.00635774,0.005973716,0.004565626,0.005205666,0.008021847,0.007424475,0.009344598,0.004352279,0.006443079,0.005931046,0.010539341,0.006101724,0.008917904,0.009685953,0.008277863,0.0098993,0.002602833,0.004394948,0.014934289,0.008320533,0.011520737,0.007723161,0.00640041,0.008832565,0.00494965,0.008747226,0.01062468,0.003882915,0.008064516,0.011136713,0.006315071,0.006656426,0.005291005,0.00853388,0.012118109,0.007723161,0.011904762,0.007211128,0.008747226,0.003413552,0.032258065,0.01062468,0.01130739,0.003754907,0.015745008,0.007552483,0.00567503,0.012246117,0.005291005,0.006187063,0.006187063,0.009813961,0.006955112,0.006912442,0.007467145,0.004053593,0.002901519,0.01416624,0.012502133,0.003626899,0.006272401,0.018049155,0.012672811,0.013142174,0.00640041,0.010411333,0.011392729,0.011819423,0.007936508,0.005333675,0.007936508,0.006485748,0.006187063,0.007467145,0.013142174,Pathogen-Saprotroph-Symbiotroph
