Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Rubrobacterales,0.034556619,0.032271883,0.01795659,0.021383693,0.027845209,0.010459803,0.013351421,0.013565615,0.013672712,0.010745395,0.020991004,0.017778095,0.027845209,0.029558761,0.048336427,0.013172926,0.007675282,0.023489933,0.021347994,0.021026703,0.029987148,0.015886049,0.021990575,0.01195916,0.012601742,0.010424104,0.01477938,0.020598315,0.033985435,0.019812937,0.024953591,0.024560902,0.017742396,0.024489504,0.021669285,0.026095959,0.031093817,0.016635728,0.016921319,0.013886906,0.019634442,0.0141011,0.018170784,0.017314008,0.027309724,0.019741539,0.030736827,0.030843924,0.039875768,0.036448665,0.023668428,0.023418535,0.021062402,0.018492075,0.015314865,0.01620734,0.012923033,0.01267314,0.014922176,0.018063687,0.037091247,0.00913894,0.025381979,0.01128088,0.007318292,0.025810367,0.048907611,0.040803941,0.028987577,0.018099386,0.02184778,0.018884764,0.014993574,0.016100243,0.021990575,0.01934885,0.054548051,0.030558332,0.038983293,0.021240897,0.021169499,0.028916179,0.030558332,0.043981151,0.035449093,0.011744966,0.014707982,0.011816364,0.007282593,0.014279594,0.019563044,0.02852349,0.024453806,0.017885192,0.025203484,0.017670998,k__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;
Tistrellales,0.021419392,0.019741539,0.028559189,0.020384121,0.023132943,0.020526917,0.027631015,0.031736399,0.036234471,0.029094674,0.033128659,0.033628445,0.030165643,0.028202199,0.024525203,0.029201771,0.034735114,0.024489504,0.025881765,0.031415108,0.035663287,0.033021562,0.038055119,0.028487791,0.032985863,0.026809939,0.035449093,0.028416393,0.034306726,0.035449093,0.030843924,0.021954876,0.030022847,0.026809939,0.027738112,0.034592318,0.03309296,0.015671855,0.024882193,0.031557904,0.029523062,0.037519634,0.03734114,0.030308439,0.043338569,0.033735542,0.035984578,0.01970584,0.029166072,0.027631015,0.036484364,0.030951021,0.033985435,0.023525632,0.051549336,0.02395402,0.033485649,0.030237041,0.035306297,0.041089533,0.03062973,0.037448236,0.034485221,0.043338569,0.037126946,0.018920463,0.02641725,0.026560046,0.02324004,0.027952306,0.027381122,0.023882622,0.028951878,0.02709553,0.030415536,0.036912752,0.022597458,0.023525632,0.025774668,0.022918749,0.020277024,0.01795659,0.022240468,0.018170784,0.032236184,0.022383264,0.031022419,0.027880908,0.023382836,0.028773383,0.032307582,0.025881765,0.034913608,0.043231472,0.03309296,0.025274882,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;
Gemmatales,0.019955733,0.021240897,0.011852063,0.016778523,0.012958732,0.01724261,0.021169499,0.015636156,0.024596601,0.013922605,0.015921748,0.011102385,0.017385406,0.021240897,0.02006283,0.005747537,0.003355705,0.010638298,0.019598743,0.013494217,0.020098529,0.016135942,0.012708839,0.005747537,0.014458089,0.009388833,0.01231615,0.015421962,0.016135942,0.010816793,0.013529916,0.016064544,0.013994003,0.01513637,0.035306297,0.019598743,0.011030987,0.009995716,0.008139369,0.005961731,0.014029702,0.008067971,0.017742396,0.045837498,0.008639155,0.011709267,0.02359703,0.04119663,0.025667571,0.019491646,0.01867057,0.016742825,0.012637441,0.015314865,0.006568613,0.031058118,0.023311438,0.018456376,0.019206055,0.014243895,0.026631444,0.006925603,0.023061545,0.007603884,0.005676139,0.01867057,0.024525203,0.017314008,0.037840925,0.019420248,0.033342853,0.012923033,0.020491218,0.022633157,0.020027131,0.02006283,0.028844781,0.02395402,0.025453377,0.017992289,0.036555762,0.039161788,0.026381551,0.024846494,0.021347994,0.022990147,0.016707126,0.014029702,0.015886049,0.025024989,0.016849921,0.021704984,0.016314437,0.015243467,0.019670141,0.019063259,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;
Microtrichales,0.032950164,0.03380694,0.040054262,0.044588034,0.025953163,0.03555619,0.027666714,0.030522633,0.032593174,0.032700271,0.029451664,0.029523062,0.027345423,0.026452949,0.02745252,0.038662002,0.03980437,0.031522205,0.026345852,0.030594031,0.02498929,0.028809082,0.026238755,0.028737684,0.029487363,0.03380694,0.028023704,0.030594031,0.026917036,0.036484364,0.031165215,0.029951449,0.037269742,0.03452092,0.025596173,0.028059403,0.028380694,0.030736827,0.039947166,0.043267171,0.02006283,0.037091247,0.032593174,0.016600029,0.030165643,0.035377695,0.031557904,0.031807797,0.022347565,0.02359703,0.024917892,0.028737684,0.035377695,0.031200914,0.033878338,0.021990575,0.026131658,0.019063259,0.020491218,0.026310153,0.029166072,0.038947594,0.02923747,0.034806511,0.041125232,0.028701985,0.02498929,0.025239183,0.019206055,0.030915322,0.025881765,0.026952735,0.025203484,0.022311866,0.027666714,0.02570327,0.012387548,0.028237898,0.023489933,0.024132515,0.024953591,0.027345423,0.032236184,0.034342425,0.030094245,0.029987148,0.030772526,0.030808225,0.026238755,0.033235756,0.036305869,0.025631872,0.031522205,0.033414251,0.033235756,0.035877481,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;
Micromonosporales,0.014529487,0.019384549,0.015029273,0.019170356,0.012423247,0.020134228,0.01374411,0.016457233,0.014743681,0.017064115,0.012458946,0.01231615,0.013315722,0.013458518,0.012958732,0.023382836,0.018527774,0.021633586,0.011637869,0.018099386,0.011245181,0.015243467,0.01442239,0.01338712,0.0141011,0.014636584,0.011923461,0.009246037,0.012887334,0.011852063,0.012744538,0.010602599,0.015743253,0.018277881,0.011459375,0.016742825,0.012744538,0.043052977,0.020348422,0.019063259,0.013244324,0.0211338,0.012851635,0.010959589,0.022383264,0.014208196,0.016171641,0.013958304,0.009924318,0.015886049,0.011816364,0.017528202,0.016135942,0.014136799,0.01867057,0.011887762,0.011209482,0.013065829,0.011495074,0.015529059,0.020562616,0.017849493,0.017314008,0.019170356,0.021312295,0.012030558,0.010638298,0.01620734,0.013137227,0.017171212,0.011994859,0.020634014,0.012566043,0.021347994,0.014743681,0.014172498,0.016385835,0.012994431,0.015172069,0.016814222,0.012066257,0.016278738,0.011209482,0.014600885,0.013101528,0.016385835,0.012744538,0.017635299,0.011923461,0.017563901,0.015100671,0.013494217,0.016778523,0.013137227,0.012280451,0.014600885,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;
Chthoniobacterales,0.010531201,0.007068399,0.006747108,0.007068399,0.00492646,0.009210338,0.019277453,0.012137655,0.022954448,0.012744538,0.015100671,0.011066686,0.014136799,0.017171212,0.0141011,0.002963016,0.001320862,0.006175925,0.02677424,0.007710981,0.021347994,0.010495502,0.010102813,0.005747537,0.013315722,0.007068399,0.012994431,0.014600885,0.011852063,0.011209482,0.011744966,0.008996145,0.007710981,0.00810367,0.033378552,0.007639583,0.010067114,0.004105383,0.005961731,0.004462373,0.012744538,0.007639583,0.016385835,0.039947166,0.005104955,0.008960446,0.009710124,0.020598315,0.01585035,0.008924747,0.018849065,0.00774668,0.008282165,0.005604741,0.002356133,0.026381551,0.017992289,0.013637013,0.01724261,0.011709267,0.010745395,0.004855062,0.009067542,0.005069256,0.003676996,0.008889048,0.016350136,0.008353563,0.028773383,0.009781522,0.033057261,0.009603027,0.015064972,0.012708839,0.015279166,0.01970584,0.014350992,0.019563044,0.023561331,0.010531201,0.031165215,0.019170356,0.013779809,0.014315293,0.014600885,0.01195916,0.014315293,0.008603456,0.012958732,0.010174211,0.013351421,0.018277881,0.008532058,0.01020991,0.009781522,0.006568613,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;
Isosphaerales,0.016135942,0.025060688,0.010138512,0.016064544,0.025167785,0.013172926,0.013315722,0.010245609,0.012387548,0.011495074,0.010638298,0.005961731,0.011530773,0.012280451,0.014600885,0.003891189,0.001820648,0.008924747,0.012244752,0.008567757,0.011030987,0.008674854,0.006175925,0.003998286,0.00810367,0.00667571,0.005069256,0.02041982,0.008424961,0.006497215,0.010281308,0.011530773,0.010459803,0.009531629,0.020598315,0.013994003,0.01128088,0.006497215,0.006283022,0.003891189,0.008246466,0.002141939,0.008781951,0.030701128,0.004962159,0.008889048,0.021954876,0.032807368,0.016992717,0.01831358,0.015529059,0.016671427,0.014707982,0.011994859,0.003427103,0.025060688,0.015957447,0.015671855,0.010888191,0.013208625,0.025881765,0.006640011,0.027274025,0.005854634,0.004176781,0.019598743,0.013101528,0.019241754,0.037591032,0.016421534,0.023632729,0.010245609,0.013172926,0.012351849,0.014172498,0.016492932,0.021919177,0.016814222,0.028344995,0.015814651,0.034378124,0.038554905,0.020883907,0.024275311,0.015457661,0.01374411,0.011459375,0.01128088,0.01160217,0.009674425,0.01195916,0.022990147,0.017421105,0.007139797,0.014743681,0.008353563,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;
Pseudonocardiales,0.016064544,0.017742396,0.018920463,0.017813794,0.017528202,0.017421105,0.017206911,0.015100671,0.017635299,0.018527774,0.017349707,0.01585035,0.015707554,0.014815079,0.016671427,0.016849921,0.018384978,0.01970584,0.016028845,0.016635728,0.014029702,0.014672283,0.015564758,0.012994431,0.015029273,0.010781094,0.013851207,0.017492503,0.01656433,0.019920034,0.016957018,0.014136799,0.02041982,0.020705412,0.013958304,0.0175996,0.017135513,0.015529059,0.019384549,0.015993146,0.010531201,0.019741539,0.015707554,0.014386691,0.021026703,0.017778095,0.020169927,0.015600457,0.015064972,0.017885192,0.016064544,0.027988005,0.019598743,0.01688562,0.019206055,0.015778952,0.014136799,0.015350564,0.01549336,0.023097244,0.018599172,0.022811652,0.023882622,0.021633586,0.024203913,0.018599172,0.014493788,0.022026274,0.016243039,0.016814222,0.014993574,0.016278738,0.016957018,0.016064544,0.018135085,0.01970584,0.020169927,0.016742825,0.019670141,0.017099814,0.016243039,0.018956162,0.019063259,0.020705412,0.017635299,0.015814651,0.020812509,0.021276596,0.016528631,0.020277024,0.022954448,0.019670141,0.025846066,0.01795659,0.017920891,0.013779809,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;
Pseudomonadales,0.000571184,0.000571184,0.000428388,0.000392689,0.000428388,0.000963873,0.000285592,0.002034842,0.000999572,0.002141939,0.001106669,0.000892475,0.00071398,0.001178067,0.000464087,0.001820648,0.000928174,0.00071398,0.000785378,0.001213766,0.001856347,0.001677852,0.001035271,0.002570327,0.001570755,0.008424961,0.000999572,0.000928174,0.001356561,0.001784949,0.002677424,0.002391832,0.001892046,0.002677424,0.000499786,0.000535485,0.000785378,0.024953591,0.00071398,0.003427103,0.001178067,0.001285164,0.001178067,0.000214194,0.000749679,0.000928174,0.00035699,0.000642582,0.000821077,0.011923461,0.001213766,0.000499786,0.001142368,0.000571184,0.001249465,0.00210624,0.001249465,0.000606883,0.000571184,0.000928174,0.000214194,0.001856347,0.000392689,0.001677852,0.000999572,0.000678281,0.000678281,0.000285592,0.000107097,0.000571184,0.000642582,0.002855919,0.000821077,0.000571184,0.000821077,0.000678281,0.000535485,0.00139226,0.000249893,0.025489076,0.000821077,0.004997858,0.000892475,0.000571184,0.010067114,0.002498929,0.001856347,0.001892046,0.007639583,0.000678281,0.002249036,0.00492646,0.001963444,0.003855491,0.006889904,0.012744538,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;
Streptomycetales,0.015279166,0.018884764,0.019134657,0.014458089,0.020705412,0.017028416,0.012387548,0.018420677,0.017278309,0.015778952,0.017135513,0.01831358,0.018277881,0.017778095,0.016314437,0.018527774,0.019991432,0.018813366,0.016957018,0.017528202,0.0141011,0.01374411,0.016385835,0.016671427,0.01795659,0.017135513,0.014565186,0.018492075,0.017492503,0.019134657,0.020455519,0.015707554,0.019884335,0.010959589,0.012994431,0.015172069,0.017064115,0.016314437,0.014208196,0.020598315,0.013494217,0.021954876,0.015993146,0.013851207,0.014815079,0.0175996,0.020526917,0.01902756,0.012101956,0.018956162,0.011530773,0.01513637,0.016028845,0.012387548,0.022811652,0.01160217,0.012530344,0.013886906,0.013494217,0.012744538,0.015314865,0.022133371,0.017314008,0.017528202,0.01831358,0.014386691,0.011066686,0.013280023,0.011637869,0.013565615,0.009960017,0.014922176,0.015707554,0.014208196,0.015029273,0.014172498,0.015743253,0.014886477,0.014458089,0.017028416,0.013101528,0.012244752,0.013458518,0.013922605,0.011316579,0.017314008,0.01688562,0.016992717,0.017135513,0.018206483,0.015279166,0.014565186,0.020848208,0.018527774,0.01656433,0.017028416,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;
Corynebacteriales,0.011852063,0.012815936,0.013244324,0.012566043,0.011709267,0.019527345,0.010138512,0.01160217,0.013172926,0.010745395,0.011138084,0.011566472,0.01128088,0.010781094,0.00913894,0.013886906,0.013565615,0.011923461,0.011637869,0.010317007,0.010602599,0.009960017,0.011780665,0.010459803,0.010245609,0.010138512,0.012244752,0.014458089,0.011030987,0.012744538,0.013208625,0.012994431,0.015064972,0.013958304,0.010673997,0.010959589,0.012494645,0.008353563,0.012458946,0.014208196,0.012994431,0.011887762,0.012994431,0.010709696,0.012101956,0.011530773,0.012780237,0.010424104,0.010102813,0.015814651,0.012244752,0.013208625,0.013779809,0.011637869,0.016492932,0.009888619,0.010317007,0.010602599,0.010388405,0.014743681,0.011352278,0.013779809,0.011709267,0.014279594,0.016100243,0.011209482,0.009781522,0.011423676,0.009781522,0.011495074,0.008710553,0.010602599,0.010031415,0.010352706,0.012815936,0.012744538,0.012030558,0.011316579,0.009388833,0.012244752,0.01020991,0.012780237,0.012387548,0.01092389,0.012030558,0.011423676,0.012530344,0.01549336,0.013958304,0.012066257,0.012923033,0.012708839,0.016742825,0.012351849,0.010138512,0.01092389,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;
