Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Sphingomonadales,0.002784521,0.003712695,0.003391404,0.0035342,0.00456947,0.003819792,0.003105812,0.004105383,0.003391404,0.004283878,0.003034414,0.002141939,0.002641725,0.002713123,0.002284735,0.004962159,0.005354848,0.006104527,0.003212909,0.004248179,0.002784521,0.003855491,0.004105383,0.003569899,0.002998715,0.005604741,0.003141511,0.003926888,0.003498501,0.003070113,0.004319577,0.004141082,0.005104955,0.007353991,0.003391404,0.004498072,0.004462373,0.003712695,0.00528345,0.006925603,0.005461945,0.003891189,0.004248179,0.002784521,0.005533343,0.004962159,0.004069684,0.003284307,0.003819792,0.006175925,0.006104527,0.003712695,0.005354848,0.00599743,0.004319577,0.003248608,0.00456947,0.005426246,0.003427103,0.004747965,0.003034414,0.005569042,0.004426674,0.005747537,0.006318721,0.004426674,0.004605169,0.003320006,0.003569899,0.004319577,0.002641725,0.005711838,0.002784521,0.00421248,0.003320006,0.003998286,0.002141939,0.003284307,0.003676996,0.003141511,0.001463658,0.002570327,0.002927317,0.002641725,0.003141511,0.002998715,0.00246323,0.003712695,0.002570327,0.003070113,0.002998715,0.002284735,0.001784949,0.00282022,0.00421248,0.00564044,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;
Rhodobacterales,0.002498929,0.002713123,0.003248608,0.003641297,0.004141082,0.003676996,0.00317721,0.005247751,0.004855062,0.005926032,0.004747965,0.004105383,0.004176781,0.003962587,0.004248179,0.005890333,0.004747965,0.004390975,0.003248608,0.00456947,0.004283878,0.00492646,0.004890761,0.004248179,0.005711838,0.005319149,0.004462373,0.007282593,0.005069256,0.005247751,0.004462373,0.003320006,0.004105383,0.004283878,0.003248608,0.004319577,0.006711409,0.003320006,0.004283878,0.006140226,0.005461945,0.006961302,0.003998286,0.00317721,0.00492646,0.005461945,0.004783664,0.003141511,0.003784093,0.004890761,0.004533771,0.003891189,0.003355705,0.004319577,0.003569899,0.004640868,0.005212052,0.005533343,0.00421248,0.005212052,0.001892046,0.005747537,0.0035342,0.006532914,0.004997858,0.003748394,0.003712695,0.003462802,0.002570327,0.004390975,0.003962587,0.005390547,0.005176353,0.003926888,0.004105383,0.004033985,0.003070113,0.0035342,0.002963016,0.003784093,0.002141939,0.003212909,0.003676996,0.002320434,0.00456947,0.003784093,0.003998286,0.00528345,0.003498501,0.004855062,0.003748394,0.003819792,0.003855491,0.004962159,0.004105383,0.003355705,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;
Haliangiales,0.00282022,0.002677424,0.003355705,0.00317721,0.004390975,0.002891618,0.002855919,0.003998286,0.004605169,0.004105383,0.002998715,0.00317721,0.003712695,0.002891618,0.003569899,0.004890761,0.006997001,0.005140654,0.003712695,0.004141082,0.0035342,0.003641297,0.005212052,0.004462373,0.003998286,0.00421248,0.004248179,0.003676996,0.003391404,0.003712695,0.004355276,0.003891189,0.004712266,0.003462802,0.003248608,0.003248608,0.003284307,0.002998715,0.004283878,0.004248179,0.005354848,0.004712266,0.003391404,0.000678281,0.003284307,0.00282022,0.003141511,0.004355276,0.00210624,0.002034842,0.002891618,0.001535056,0.003320006,0.003034414,0.005033557,0.002320434,0.002748822,0.001856347,0.002320434,0.002284735,0.002284735,0.002855919,0.001963444,0.003391404,0.004355276,0.001999143,0.002713123,0.001927745,0.001856347,0.002748822,0.002356133,0.002141939,0.001963444,0.002284735,0.003212909,0.002249036,0.00210624,0.002034842,0.002213337,0.002748822,0.001142368,0.001606454,0.002141939,0.002070541,0.003855491,0.002034842,0.002784521,0.002855919,0.001856347,0.001820648,0.003034414,0.001927745,0.002284735,0.005212052,0.003748394,0.004819363,k__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;
Geobacterales,0.000178495,0.000107097,0.000178495,0.00035699,0.000142796,0.000535485,0,0.000963873,0.000999572,0.000928174,0.000642582,0.000892475,0.00035699,0.000142796,0.000249893,0.000535485,0.000178495,0.000214194,0.000178495,0.00107097,0.000214194,0.001463658,0.000749679,0.00107097,0.001213766,0.001178067,0.001642153,0.001178067,0.000606883,0.000749679,0.000178495,0.000142796,0.000249893,0.000785378,0.000214194,0.000785378,0.000249893,0.000464087,0.000571184,0.000535485,0.000606883,0.001499357,0.001142368,0.000571184,0.000856776,0.000321291,0.000142796,0.000249893,3.57E-05,0.000107097,0.000214194,0.000392689,0.000214194,0.000285592,0.001106669,0.000142796,0.000428388,0.000464087,0.00071398,0.000142796,7.14E-05,0.000428388,0.000142796,0.000214194,7.14E-05,0.000142796,0.000142796,0.000107097,0,3.57E-05,0.000321291,0.000392689,0.00035699,0.00035699,0.000499786,0.000178495,0.000178495,0.000285592,3.57E-05,0.000214194,0.000392689,0.001642153,0.000392689,7.14E-05,0.000142796,0.001213766,0.000535485,0.00035699,0.000785378,0.000499786,0.000821077,0.000178495,0.000606883,0.003320006,0.004533771,0.006961302,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;
Entotheonellales,0.001820648,0.001356561,0.002427531,0.001606454,0.002713123,0.001642153,0.002427531,0.003891189,0.003891189,0.003105812,0.004355276,0.0035342,0.002998715,0.002713123,0.002356133,0.00246323,0.003141511,0.001963444,0.002677424,0.002641725,0.004283878,0.00456947,0.004462373,0.00246323,0.003891189,0.002891618,0.004676567,0.004426674,0.003998286,0.004533771,0.003462802,0.00282022,0.003355705,0.002606026,0.002249036,0.0035342,0.003605598,0.003998286,0.00246323,0.003070113,0.003712695,0.004712266,0.005461945,0.003498501,0.006068828,0.003819792,0.003462802,0.001856347,0.004141082,0.002213337,0.00564044,0.003284307,0.002748822,0.002391832,0.006068828,0.002427531,0.004105383,0.003605598,0.006033129,0.004248179,0.002570327,0.003070113,0.002784521,0.00456947,0.003605598,0.001784949,0.003891189,0.001499357,0.001713551,0.001963444,0.002606026,0.002998715,0.003212909,0.002963016,0.00317721,0.003141511,0.002320434,0.002427531,0.001606454,0.002570327,0.002249036,0.000928174,0.001856347,0.002141939,0.00317721,0.00210624,0.002284735,0.00210624,0.002498929,0.002356133,0.003284307,0.002320434,0.003212909,0.006140226,0.004283878,0.002713123,k__Bacteria;p__Entotheonellaeota;c__Entotheonellia;o__Entotheonellales;
Chitinophagales,0.000499786,0.00107097,0.000678281,0.001320862,0.000321291,0.001606454,0.002213337,0.001892046,0.001820648,0.003105812,0.001677852,0.001142368,0.001106669,0.001285164,0.001606454,0.003498501,0.002213337,0.002784521,0.001249465,0.003891189,0.002034842,0.002427531,0.001285164,0.001570755,0.000856776,0.001963444,0.001499357,0.000928174,0.00317721,0.002391832,0.003569899,0.001927745,0.002320434,0.0035342,0.001606454,0.002284735,0.002534628,0.000928174,0.001035271,0.000856776,0.001642153,0.001713551,0.002034842,0.001213766,0.003891189,0.002998715,0.001427959,0.001856347,0.00282022,0.005390547,0.003926888,0.004069684,0.00107097,0.001642153,0.001999143,0.001606454,0.002177638,0.003498501,0.00246323,0.003784093,0.001213766,0.003105812,0.002713123,0.004533771,0.004640868,0.003569899,0.002570327,0.003105812,0.002998715,0.003141511,0.001820648,0.002356133,0.00210624,0.002213337,0.00317721,0.002070541,0.00174925,0.004105383,0.001892046,0.003070113,0.001142368,0.002998715,0.001249465,0.001784949,0.001784949,0.001427959,0.001927745,0.003391404,0.000821077,0.000963873,0.002249036,0.001963444,0.00071398,0.001320862,0.002356133,0.001856347,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;
Desulfuromonadales,0.000178495,0.000214194,0,0.000285592,0.000214194,0.000571184,0.000249893,0.000892475,0.000678281,0.001285164,0.000392689,0.000571184,0.000321291,7.14E-05,0.000285592,0.000571184,0.000428388,0.000428388,0.000428388,0.001285164,0.000285592,0.001499357,0.000928174,0.001320862,0.000642582,0.001356561,0.000821077,0.000999572,0.000464087,0.000249893,0.000285592,0.000535485,0.000571184,0.000535485,0.000107097,0.000928174,0.000214194,0.000464087,0.000428388,0.000749679,0.000678281,0.001677852,0.00071398,7.14E-05,0.000499786,0.000321291,0.000178495,0.000214194,0.000142796,0.000249893,0.000142796,0.00035699,3.57E-05,0.000392689,0.000678281,7.14E-05,0.000142796,0.000856776,0.000856776,0.000214194,0.000107097,0.000249893,0.000142796,0.000285592,3.57E-05,0.000107097,0.000142796,0.000142796,0,3.57E-05,0.000142796,0.000321291,0.000178495,0.000464087,7.14E-05,0,0.000142796,7.14E-05,0.000107097,0.000142796,0.000392689,0.001249465,0.00035699,7.14E-05,0.000142796,0.000928174,0.001249465,0.000392689,0.000606883,0.000856776,0.00035699,0.000107097,0.000499786,0.002748822,0.003784093,0.005354848,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;
Pedosphaerales,0.001285164,0.000606883,0.000749679,0.000749679,0.000535485,0.001570755,0.001820648,0.003498501,0.003712695,0.003284307,0.002784521,0.0035342,0.002998715,0.002356133,0.004141082,0.000856776,0.000392689,0.000963873,0.004462373,0.003248608,0.005247751,0.003998286,0.00282022,0.002963016,0.002249036,0.001999143,0.002998715,0.003141511,0.003605598,0.002927317,0.002177638,0.002177638,0.001106669,0.000892475,0.003855491,0.002070541,0.00210624,0.001606454,0.00071398,0.000678281,0.002284735,0.00246323,0.003034414,0.004462373,0.001499357,0.001927745,0.001320862,0.002249036,0.003676996,0.002606026,0.003712695,0.000999572,0.000821077,0.001178067,0.000392689,0.002855919,0.002855919,0.003819792,0.003926888,0.001642153,0.001535056,0.000392689,0.00107097,0.000678281,0.000428388,0.001178067,0.003855491,0.002034842,0.001677852,0.001427959,0.002498929,0.002177638,0.001463658,0.002713123,0.001642153,0.001249465,0.002927317,0.002284735,0.001927745,0.000892475,0.001178067,0.001999143,0.001178067,0.002034842,0.002498929,0.001570755,0.001178067,0.001178067,0.002356133,0.001285164,0.001320862,0.001963444,0.001035271,0.002320434,0.001927745,0.001535056,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;
S085,0.00174925,0.001677852,0.00246323,0.001178067,0.003141511,0.002391832,0.00210624,0.00317721,0.004176781,0.002320434,0.002998715,0.003141511,0.002213337,0.001999143,0.002606026,0.001713551,0.002748822,0.001927745,0.002963016,0.002070541,0.003212909,0.003641297,0.002570327,0.004248179,0.004176781,0.003676996,0.004390975,0.001999143,0.003034414,0.002677424,0.001856347,0.00210624,0.003427103,0.002570327,0.00246323,0.00282022,0.002784521,0.002284735,0.003855491,0.004962159,0.003427103,0.004747965,0.003605598,0.001356561,0.003676996,0.003212909,0.001820648,0.001892046,0.001463658,0.000892475,0.002249036,0.001249465,0.002963016,0.002748822,0.001856347,0.002177638,0.00317721,0.001784949,0.00210624,0.001642153,0.001677852,0.001820648,0.00139226,0.001606454,0.001606454,0.000821077,0.002177638,0.001035271,0.001178067,0.001178067,0.002356133,0.002713123,0.002141939,0.001963444,0.001820648,0.000821077,0.001356561,0.001285164,0.001035271,0.001499357,0.001570755,0.000428388,0.001999143,0.001570755,0.002998715,0.002356133,0.001606454,0.001570755,0.001427959,0.001820648,0.001713551,0.001499357,0.000856776,0.004390975,0.001820648,0.00246323,k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085;
Thermoactinomycetales,0.001606454,0.001677852,0.001963444,0.00174925,0.002534628,0.001570755,0.001178067,0.002141939,0.001427959,0.001285164,0.001677852,0.001606454,0.002284735,0.001999143,0.002284735,0.00492646,0.002284735,0.001677852,0.001927745,0.000856776,0.000606883,0.000999572,0.000571184,0.00174925,0.001606454,0.002498929,0.00139226,0.001856347,0.00139226,0.001963444,0.00210624,0.002927317,0.001285164,0.00107097,0.001463658,0.00035699,0.001356561,0.001892046,0.001356561,0.001677852,0.001213766,0.000928174,0.001213766,0.000678281,0.001427959,0.001535056,0.00174925,0.00282022,0.000392689,0.00035699,0.000963873,0.000963873,0.001320862,0.001106669,0.000464087,0.000821077,0.000321291,0.000499786,0.000464087,0.000535485,0.001927745,0.002606026,0.001249465,0.002213337,0.001677852,0.001499357,0.000571184,0.000821077,0.000749679,0.000856776,0.000499786,0.00107097,0.000392689,0.001106669,0.000678281,0.000785378,0.001035271,0.000892475,0.001499357,0.001356561,0.00139226,0.000642582,0.001856347,0.00035699,0.001820648,0.00174925,0.001463658,0.001463658,0.000535485,0.001677852,0.00174925,0.001642153,0.001570755,0.001570755,0.002177638,0.003320006,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;
Enterobacterales,0,0,0,0,0,0,0,0,0,3.57E-05,7.14E-05,0,7.14E-05,0,0,0,0,0.000535485,0,3.57E-05,0,3.57E-05,0,0.000107097,0,0.000178495,0,3.57E-05,0,0.000178495,0,7.14E-05,0.000285592,0.00456947,0,0,0.000571184,0.003498501,3.57E-05,0.000178495,3.57E-05,0.000606883,0,0.000142796,0.000392689,3.57E-05,0,0,0.00071398,0.001927745,0,0.000107097,0.000214194,0.000392689,7.14E-05,0.00174925,0.000142796,0,7.14E-05,0.000749679,0,0.000214194,0,0,0,0,0,0,0,0,0,0.000142796,0.00035699,0,0,0,0,0.000107097,0,0.000285592,0,7.14E-05,0,0,0,0.000107097,3.57E-05,0.000142796,7.14E-05,0,7.14E-05,7.14E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;
Myxococcales,0.003212909,0.002963016,0.002356133,0.002034842,0.002677424,0.002249036,0.001820648,0.002748822,0.003034414,0.003462802,0.003034414,0.002963016,0.002391832,0.002213337,0.001963444,0.003355705,0.003355705,0.003462802,0.001784949,0.002927317,0.001999143,0.002784521,0.003141511,0.003070113,0.002177638,0.002320434,0.002498929,0.002320434,0.002498929,0.00246323,0.003462802,0.002927317,0.002855919,0.003141511,0.00210624,0.002677424,0.002606026,0.003427103,0.00317721,0.003212909,0.002748822,0.002320434,0.002606026,0.001213766,0.0035342,0.002427531,0.002606026,0.002713123,0.00107097,0.001320862,0.002356133,0.001713551,0.002891618,0.003248608,0.003212909,0.001820648,0.001035271,0.001892046,0.001535056,0.002963016,0.002070541,0.002427531,0.001570755,0.001820648,0.002356133,0.00210624,0.002855919,0.001570755,0.001677852,0.002748822,0.000999572,0.002070541,0.001784949,0.00174925,0.001463658,0.00282022,0.002141939,0.001642153,0.001677852,0.000999572,0.001570755,0.001856347,0.001570755,0.001427959,0.003676996,0.002177638,0.001570755,0.001963444,0.001570755,0.00210624,0.002213337,0.003498501,0.001963444,0.003498501,0.004141082,0.004355276,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;
Dongiales,0.001427959,0.001499357,0.001285164,0.002034842,0.002570327,0.002391832,0.001499357,0.003391404,0.002534628,0.00421248,0.002213337,0.002427531,0.001927745,0.002570327,0.001963444,0.003462802,0.002677424,0.00317721,0.002427531,0.003498501,0.001856347,0.00317721,0.002427531,0.003427103,0.003034414,0.003962587,0.002249036,0.002570327,0.001713551,0.002141939,0.001927745,0.002534628,0.002249036,0.002891618,0.00174925,0.002855919,0.002963016,0.002391832,0.002249036,0.003462802,0.003320006,0.003391404,0.002927317,0.002141939,0.002784521,0.003248608,0.002249036,0.002534628,0.002249036,0.002284735,0.001463658,0.002213337,0.002070541,0.002356133,0.002213337,0.001642153,0.002356133,0.002784521,0.002141939,0.00246323,0.001642153,0.002641725,0.001784949,0.003748394,0.002284735,0.001499357,0.001356561,0.001606454,0.001427959,0.002713123,0.001963444,0.002641725,0.002177638,0.002427531,0.001784949,0.001820648,0.001499357,0.001320862,0.001213766,0.002641725,0.001249465,0.00174925,0.001427959,0.002213337,0.001642153,0.002855919,0.002070541,0.001713551,0.001535056,0.002141939,0.001963444,0.001178067,0.001249465,0.003212909,0.001642153,0.003498501,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;
Acetobacterales,0.001499357,0.001892046,0.001178067,0.001356561,0.001499357,0.000785378,0.00107097,0.000892475,0.001213766,0.001499357,0.00174925,0.000963873,0.002034842,0.001320862,0.00210624,0.003141511,0.002677424,0.002855919,0.001320862,0.002356133,0.00210624,0.002070541,0.001820648,0.001713551,0.001713551,0.001713551,0.001784949,0.00139226,0.002570327,0.002213337,0.0035342,0.001999143,0.002713123,0.002855919,0.001784949,0.003605598,0.002963016,0.00071398,0.001178067,0.001356561,0.001713551,0.000749679,0.00174925,0.001213766,0.003569899,0.00139226,0.003320006,0.002070541,0.0035342,0.004105383,0.003212909,0.002748822,0.001570755,0.00107097,0.002891618,0.001249465,0.001677852,0.001535056,0.001820648,0.00210624,0.001963444,0.001463658,0.003784093,0.004033985,0.003676996,0.002498929,0.002070541,0.003355705,0.002070541,0.001784949,0.001178067,0.001784949,0.001820648,0.000963873,0.001820648,0.001570755,0.001213766,0.001499357,0.002427531,0.001927745,0.001463658,0.002534628,0.001963444,0.001892046,0.002784521,0.000928174,0.00139226,0.00174925,0.000285592,0.000856776,0.001570755,0.001285164,0.002070541,0.001285164,0.003212909,0.001142368,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;
PLTA13,0.000999572,0.000571184,0.00174925,0.001535056,0.001570755,0.002249036,0.002641725,0.002606026,0.002748822,0.002498929,0.00107097,0.002284735,0.001927745,0.002320434,0.001106669,0.002927317,0.002070541,0.00139226,0.001570755,0.001820648,0.002141939,0.001856347,0.001927745,0.002320434,0.00174925,0.002427531,0.00174925,0.001035271,0.002284735,0.001784949,0.002213337,0.001856347,0.001820648,0.002320434,0.001427959,0.00139226,0.002177638,0.001892046,0.001320862,0.002356133,0.00317721,0.002855919,0.002534628,0.001320862,0.001677852,0.002963016,0.002320434,0.001535056,0.001713551,0.00107097,0.001427959,0.001499357,0.001999143,0.002249036,0.003569899,0.002070541,0.001784949,0.001820648,0.001713551,0.001784949,0.001463658,0.002677424,0.001642153,0.002998715,0.002070541,0.001642153,0.002141939,0.001427959,0.001999143,0.001463658,0.00174925,0.002391832,0.00210624,0.000892475,0.001856347,0.001963444,0.00174925,0.001642153,0.001892046,0.002713123,0.001535056,0.001285164,0.001356561,0.002606026,0.003070113,0.001927745,0.002677424,0.002677424,0.001320862,0.001713551,0.002748822,0.001713551,0.001820648,0.00317721,0.003248608,0.00317721,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13;
Xanthomonadales,0.000571184,0.001249465,0.00107097,0.000928174,0.000606883,0.001142368,0.000892475,0.000856776,0.000678281,0.001606454,0.001106669,0.000821077,0.000999572,0.000428388,0.00107097,0.001856347,0.001178067,0.001892046,0.000821077,0.001249465,0.000571184,0.001106669,0.000785378,0.001142368,0.000785378,0.001999143,0.001213766,0.000606883,0.000928174,0.001642153,0.00210624,0.001106669,0.00139226,0.0035342,0.000892475,0.00071398,0.00139226,0.000963873,0.001178067,0.002963016,0.001677852,0.001784949,0.001642153,0.000678281,0.001677852,0.001642153,0.001285164,0.001535056,0.000606883,0.001820648,0.000928174,0.000606883,0.000785378,0.001499357,0.001820648,0.000535485,0.001035271,0.000821077,0.000749679,0.00107097,0.000642582,0.001677852,0.000499786,0.001713551,0.001535056,0.000499786,0.001499357,0.000678281,0.000535485,0.000678281,0.001106669,0.001463658,0.00071398,0.00071398,0.000821077,0.000963873,0.000571184,0.000856776,0.000464087,0.002249036,0.00035699,0.001178067,0.000499786,0.00035699,0.001213766,0.000642582,0.000749679,0.000785378,0.00071398,0.000892475,0.000999572,0.001035271,0.00071398,0.001427959,0.002141939,0.003105812,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;
Subgroup_7,0.00139226,0.001178067,0.001713551,0.001106669,0.001999143,0.001356561,0.001927745,0.001642153,0.001820648,0.001820648,0.001784949,0.001427959,0.001499357,0.001892046,0.001677852,0.002141939,0.002249036,0.002141939,0.002320434,0.00174925,0.002070541,0.001463658,0.00246323,0.001356561,0.001892046,0.001499357,0.002320434,0.001784949,0.001106669,0.00139226,0.001892046,0.001499357,0.001642153,0.001713551,0.001213766,0.002284735,0.001963444,0.001535056,0.002034842,0.001285164,0.002141939,0.001499357,0.002748822,0.001213766,0.001606454,0.001963444,0.001784949,0.001570755,0.001856347,0.001499357,0.002284735,0.00107097,0.002713123,0.002249036,0.003320006,0.001570755,0.001535056,0.00246323,0.001999143,0.001784949,0.00174925,0.001713551,0.001784949,0.001606454,0.001606454,0.001606454,0.002284735,0.001285164,0.001642153,0.002606026,0.001499357,0.001642153,0.001285164,0.001892046,0.00174925,0.00210624,0.001463658,0.001570755,0.00174925,0.001320862,0.00139226,0.000963873,0.001285164,0.001178067,0.002141939,0.001499357,0.00174925,0.001642153,0.001285164,0.001356561,0.002249036,0.001106669,0.001784949,0.00210624,0.002070541,0.001499357,k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;
CCD24,0.001285164,0.000785378,0.001427959,0.001320862,0.001713551,0.00210624,0.001642153,0.002356133,0.002320434,0.002427531,0.002249036,0.001856347,0.001427959,0.001499357,0.001535056,0.002391832,0.001999143,0.001713551,0.001463658,0.001856347,0.001856347,0.002498929,0.001856347,0.00246323,0.002284735,0.002284735,0.00174925,0.001820648,0.001927745,0.001463658,0.001499357,0.000892475,0.002177638,0.001963444,0.001213766,0.001856347,0.001178067,0.001856347,0.001963444,0.002284735,0.002177638,0.002034842,0.002070541,0.000749679,0.001570755,0.001606454,0.000999572,0.001249465,0.001213766,0.001356561,0.001142368,0.001142368,0.001499357,0.001963444,0.003070113,0.001499357,0.00174925,0.001356561,0.000999572,0.001249465,0.00071398,0.002034842,0.00107097,0.001499357,0.000821077,0.001677852,0.001963444,0.001249465,0.000856776,0.001784949,0.001606454,0.002677424,0.001892046,0.001677852,0.001677852,0.000856776,0.001499357,0.001713551,0.001106669,0.001213766,0.001249465,0.000821077,0.001178067,0.000963873,0.002320434,0.00107097,0.001927745,0.00139226,0.000963873,0.001213766,0.001892046,0.000749679,0.000963873,0.002606026,0.002391832,0.002356133,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;
Thermoanaerobaculales,0.000749679,0.000999572,0.001427959,0.000821077,0.000999572,0.000999572,0.000928174,0.001213766,0.001035271,0.001570755,0.001249465,0.001356561,0.001285164,0.000856776,0.000892475,0.000928174,0.001642153,0.001285164,0.001106669,0.000856776,0.000963873,0.001249465,0.00174925,0.001320862,0.000785378,0.00139226,0.00139226,0.001249465,0.001106669,0.001356561,0.001142368,0.001035271,0.001356561,0.00071398,0.000749679,0.000928174,0.00107097,0.002998715,0.002141939,0.001499357,0.001320862,0.001535056,0.001499357,0.000464087,0.001570755,0.000856776,0.000999572,0.000928174,0.000821077,0.000606883,0.001463658,0.001356561,0.001320862,0.001249465,0.001249465,0.00071398,0.001035271,0.001320862,0.001356561,0.00071398,0.000785378,0.001213766,0.000678281,0.000999572,0.000856776,0.000642582,0.000999572,0.000499786,0.000464087,0.000785378,0.000856776,0.000892475,0.000678281,0.00071398,0.000892475,0.000499786,0.000392689,0.000428388,0.00071398,0.000642582,0.000285592,0.000285592,0.00071398,0.000606883,0.001106669,0.001249465,0.000464087,0.000642582,0.000856776,0.000821077,0.001142368,0.000606883,0.001035271,0.001606454,0.000999572,0.001178067,k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;
Planctomycetales,0.000392689,0.000499786,0.000249893,0.000606883,0.000892475,0.000392689,0.000642582,0.000678281,0.001142368,0.001142368,0.000678281,0.000499786,0.000892475,0.000785378,0.000928174,0.000285592,7.14E-05,0.001463658,0.00071398,0.000821077,0.000535485,0.001285164,0.00035699,0.00071398,0.000499786,0.000821077,0.000499786,0.001677852,0.000464087,0.000571184,0.00071398,0.000606883,0.000642582,0.000321291,0.001213766,0.000606883,0.000821077,0.000606883,0.000392689,0.000464087,0.000821077,0.000285592,0.000963873,0.001035271,0.000285592,0.000678281,0.002748822,0.002570327,0.000821077,0.000821077,0.000499786,0.000606883,0.000678281,0.000892475,0.000285592,0.001535056,0.000928174,0.000749679,0.000285592,0.000464087,0.000785378,3.57E-05,0.000392689,0.000499786,0.000107097,0.000571184,0.000999572,0.000428388,0.001035271,0.000464087,0.000606883,0.000606883,0.00071398,0.000963873,0.000392689,0.000285592,0.000999572,0.000785378,0.000571184,0.001213766,0.000892475,0.000785378,0.000678281,0.000821077,0.001320862,0.000499786,0.000321291,0.000606883,0.000499786,0.00071398,0.000571184,0.000642582,0.000464087,0.000821077,0.001035271,0.001784949,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;
Verrucomicrobiales,0.000428388,0.00035699,0.00035699,0.000749679,0.000178495,0.00035699,0.000464087,0.000571184,0.001142368,0.001213766,0.000535485,0.000428388,0.000571184,0.000678281,0.000999572,7.14E-05,0.000107097,0.000321291,0.000856776,0.00071398,0.000642582,0.000892475,0.000392689,0.000428388,0.000428388,0.000214194,0.000678281,0.000428388,0.000606883,0.00035699,0.000749679,0.000499786,0.000321291,0.000464087,0.000785378,0.000392689,0.000249893,0.000499786,0.000392689,0.000285592,0.000535485,0.000535485,0.000749679,0.000606883,0.000249893,0.00035699,0.000392689,0.001427959,0.000535485,0.000249893,0.000285592,0.000178495,0.000142796,0.000499786,0.000142796,0.00071398,0.000571184,0.000464087,0.000678281,0.00035699,0,7.14E-05,0.000214194,0.000178495,0.000107097,0.000249893,0.000499786,3.57E-05,0.000392689,0.000142796,0.000963873,0.000535485,0.00071398,0.000178495,0.00071398,0.000464087,0.000285592,0.000642582,0.000464087,0.000749679,0.000856776,0.002570327,0.000571184,0.000678281,0.00139226,0.000535485,0.000535485,0.000892475,0.000392689,0.000392689,0.000785378,0.000928174,0.000321291,0.000535485,0.000821077,0.001356561,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;
Nov-24,0.001249465,0.000428388,0.000749679,0.000571184,0.000535485,0.001249465,0.000642582,0.000928174,0.001142368,0.001106669,0.00139226,0.001106669,0.000892475,0.000499786,0.001285164,0.000178495,7.14E-05,0.000249893,0.002356133,0.000963873,0.001606454,0.001606454,0.000678281,0.000642582,0.001142368,0.000856776,0.001142368,0.00107097,0.001106669,0.000535485,0.000571184,0.000571184,0.000499786,0.000606883,0.001963444,0.001035271,0.000821077,0.000928174,0.000428388,0.000142796,0.000785378,0.000928174,0.000999572,0.002070541,0.000285592,0.000642582,0.000464087,0.001035271,0.001535056,0.000642582,0.00139226,0.000749679,0.000642582,0.000999572,0.000535485,0.001320862,0.001499357,0.00107097,0.001320862,0.001249465,0.001320862,0.000178495,0.000571184,0.000535485,0.000214194,0.000285592,0.002177638,0.00071398,0.001106669,0.000892475,0.001713551,0.00071398,0.001142368,0.001142368,0.00071398,0.001178067,0.001356561,0.001106669,0.001106669,0.000856776,0.001213766,0.000535485,0.001927745,0.000856776,0.000963873,0.001463658,0.000749679,0.000749679,0.000856776,0.000928174,0.000928174,0.000821077,0.000428388,0.000856776,0.000856776,0.00071398,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;
