Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Leucosporidiaceae,0.003413552,0,0,0,0.001792115,0,0.000128008,0,0.000170678,8.53E-05,8.53E-05,0,0.000512033,0,0,0.000597372,0,0,0,0.000128008,0.001536098,0,0.000597372,0.000213347,0.000213347,0,0,0.000128008,4.27E-05,0,0,0,0,0,4.27E-05,0.000128008,0.000384025,0,0,8.53E-05,8.53E-05,0,0,4.27E-05,0.001024066,0.000213347,0.000640041,0.001066735,0,0,0,0.000384025,0.000256016,0,0,8.53E-05,0,0.000170678,0,0.000170678,8.53E-05,0,0.000170678,0,0,0,8.53E-05,4.27E-05,0.001664107,4.27E-05,0.000128008,0.000128008,0,0,0,4.27E-05,0,0,4.27E-05,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0.002176139,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;
Piptocephalidaceae,0,0,0,0,0,0,0.000469363,0,0,8.53E-05,0.000256016,0,0,0.000554702,0,0.000256016,0.000128008,0,0,0.000512033,0,0,0.000213347,0.000810719,0,0,0,0,0.000384025,0.000298686,0,0,0,0,0.000554702,0,0,0,0,0,0.000128008,0,0,0,0.000213347,0.001877453,0,0,0,4.27E-05,0.000640041,0,0,0.000170678,0.000298686,0,0.000938727,0.001706776,0,0.000341355,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0.000341355,0.000256016,0.000170678,0.000341355,0.000298686,0.000896057,0,0,0.000512033,0.000341355,0,0,0,0.003413552,0,0,0,0,0,0,0.000512033,0.000426694,k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;
Entylomataceae,0,0,0.000128008,4.27E-05,8.53E-05,0,0.000213347,0,0.000128008,0.000213347,8.53E-05,0.000170678,4.27E-05,0.000256016,0,4.27E-05,0.000256016,0,0,0.000170678,0.000341355,0.000213347,0,0.000341355,0.000810719,0.000128008,8.53E-05,0,8.53E-05,0.000298686,0,0,0,0,0,0.000256016,0,0.000128008,0,0.000298686,0.000213347,0.000384025,0,0.000170678,0.000768049,0.000298686,0,0.000128008,0.000341355,8.53E-05,0,0,8.53E-05,0.000128008,0.000170678,0,0,0.000426694,0.000426694,0,0,0.000128008,0,0.000170678,4.27E-05,0,0.000213347,0,0.000896057,0.000512033,0.000256016,0,0.000810719,0.001024066,8.53E-05,4.27E-05,0,0.000384025,0.000128008,8.53E-05,0.000384025,0.000256016,0,0.000256016,0.000938727,0.000853388,0.000170678,0.000341355,0.000938727,0.000256016,0,0,0.000640041,0,0.003413552,0.001066735,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomataceae;
Symmetrosporaceae,0,0,0,0,0,0,0,0,4.27E-05,0.000256016,0,0,0,8.53E-05,8.53E-05,8.53E-05,0,0.000170678,0.000384025,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000426694,0,0.000640041,0,0,0.003285544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;
Apiosporaceae,0,0,0,0,0,0,0.000128008,0.000170678,0,0,0.000128008,8.53E-05,0,0,0,4.27E-05,0,0.000810719,0.002944188,0.000554702,0,0,0,8.53E-05,0,0,0.000640041,4.27E-05,0,0,0.000256016,0,0,0,0,0,0,0.000170678,0.000298686,4.27E-05,0,0,0.000170678,0.000213347,0,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0.000298686,0,4.27E-05,0,0,0,0,0,0.000170678,0,0,0,8.53E-05,0,0.000640041,0,4.27E-05,0,0.000170678,4.27E-05,0,4.27E-05,0.000426694,0.000213347,0,0,0.002560164,0.000256016,0.000341355,0,0.000554702,0.000170678,0,0,0.000256016,0.000170678,0.000128008,8.53E-05,0.000213347,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Apiosporaceae;
Saccharomycetales_fam_Incertae_sedis,8.53E-05,0,0,0,0,0.000128008,0.000256016,0.000256016,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,0.000170678,8.53E-05,8.53E-05,0,0.000469363,0,0,0,0.002773511,0,0.000213347,0,4.27E-05,0,0,0,0.000341355,0,4.27E-05,8.53E-05,0,0,8.53E-05,4.27E-05,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0.000170678,0.000640041,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;
Geoglossales_fam_Incertae_sedis,0,0.000170678,0.000768049,0.000768049,0.000768049,0.000213347,0.000640041,0.000853388,0,0.000256016,0.000640041,0.000640041,0,0.000128008,0.000554702,0.002730841,0.000213347,0.000768049,0.000597372,0.000128008,0,0,0.000597372,0.000512033,0.000597372,4.27E-05,0,0.000298686,0.000298686,0,0.000128008,0.000170678,0.000213347,0,0,0.00072538,0,0,0.000170678,0.000128008,0.000213347,0,0,8.53E-05,0.000256016,0,0,0.000256016,0.000512033,0.000256016,8.53E-05,0.000341355,0.001024066,0,0,0.000896057,0.000213347,0.000256016,0.000213347,0.000426694,0.000298686,0,8.53E-05,0.000298686,0.000213347,0.000170678,0,0.000128008,0.000597372,0,0,0.000256016,0.00072538,0.000384025,4.27E-05,0.000170678,0,0.000128008,0.000298686,0.00072538,0.000128008,0.000170678,0,0.000170678,0,4.27E-05,0.000128008,4.27E-05,0,4.27E-05,0,0.000170678,4.27E-05,8.53E-05,4.27E-05,8.53E-05,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossales_fam_Incertae_sedis;
Pyxidiophoraceae,0,0.000213347,0,4.27E-05,0.000384025,4.27E-05,0.000256016,0.000426694,0.000768049,0.000128008,0,0.000128008,0.000256016,0.000554702,0.000341355,0,0.001365421,0.000938727,4.27E-05,0.000554702,0.001024066,0,0.000768049,0.000341355,0.000128008,0.000170678,0,0.000213347,0.000170678,0,0,0,0.000938727,0,0,0.000554702,0.001578768,0.000256016,0,0.00068271,0.000938727,0.000170678,0.000170678,0.000213347,0.000896057,0,0.000170678,0.000213347,0.001109404,0,4.27E-05,0.000426694,0.000341355,0.000128008,0,0.000810719,0.000554702,0.000256016,0.00068271,0.000597372,0.001024066,0.000512033,0.000554702,0.001066735,0.000384025,4.27E-05,0.002048131,0.000469363,0.000810719,0.000170678,0.000128008,0.001322751,0.000554702,0.001152074,0,0.000554702,0.000213347,0.000128008,0,0.00068271,0.000512033,0.000512033,0.000213347,0.001962792,0.001578768,0.000298686,4.27E-05,0.002688172,0.00068271,0.000213347,0.001322751,0.001664107,0.001024066,0.000426694,0,0.001152074,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;f__Pyxidiophoraceae;
Protrudomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0.000128008,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,4.27E-05,0.002645503,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001237413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0.000298686,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Protrudomycetaceae;
Hypocreaceae,0,0.000170678,4.27E-05,8.53E-05,0.000128008,0.000256016,0,0.000469363,0.000170678,0.000426694,0.000128008,0,0,0,0,0.000170678,0,0,0,0.000298686,0,0.000213347,0.000170678,0.000256016,0,0.000298686,0.000170678,4.27E-05,8.53E-05,8.53E-05,0.000128008,8.53E-05,0,4.27E-05,4.27E-05,8.53E-05,0,0,0,8.53E-05,0,0,4.27E-05,0.000128008,8.53E-05,0.000170678,8.53E-05,0.000512033,0.002602833,8.53E-05,0.000170678,0,8.53E-05,0.000170678,4.27E-05,0,0.000298686,0.000213347,0,0,0.000128008,0.000341355,0,8.53E-05,0.000597372,0.000426694,8.53E-05,4.27E-05,0.001280082,0.000170678,0.000170678,0,4.27E-05,8.53E-05,0.000426694,0,0.000128008,4.27E-05,0,0,4.27E-05,0,0.000128008,0,0,0.000341355,0,0,0,0,0,0,0,8.53E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;
Tremellales_fam_Incertae_sedis,0,0,0,8.53E-05,0,0,0.001237413,0,0,0.001322751,4.27E-05,0,0,0,0.000938727,4.27E-05,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002602833,4.27E-05,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;
Blastocladiomycota_fam_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,4.27E-05,0,0.000640041,0.000768049,0.000341355,0.002560164,0.001493429,0,0.000384025,0.001024066,0.000384025,0,0,0.000298686,0.000128008,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0.000341355,0.000384025,0.000384025,0.000512033,0.000768049,0.000469363,0.000213347,0.00068271,4.27E-05,0,0.000512033,0.001920123,0.000341355,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;f__Blastocladiomycota_fam_Incertae_sedis;
Branch06_fam_Incertae_sedis,0.000170678,0,0.000170678,0.000298686,0.00072538,8.53E-05,0.000384025,0.000341355,0.000768049,0.001493429,0.000469363,0.000213347,0,0.000384025,0.000256016,0.00072538,0,0.000640041,0.001152074,0.000213347,0.000298686,0.000298686,0.000128008,0.002432156,0.000341355,0.000597372,0.000597372,0.000597372,0.000341355,0.001024066,0.000554702,8.53E-05,0.000170678,0.000170678,0,0.000256016,0.000170678,0,0,0.000810719,0.001237413,0.00068271,0,0.000469363,0.000853388,0.001237413,0.000597372,0.000896057,0.000810719,0.000384025,8.53E-05,0.000170678,0.000256016,0.000426694,0.000298686,0.000768049,0.000256016,0.000128008,0.000213347,0.000213347,0,0.000213347,0.000640041,0.000384025,0.00068271,4.27E-05,4.27E-05,0.000128008,0.000341355,0.000128008,0,8.53E-05,8.53E-05,0.000597372,0.000768049,0.000298686,0.000341355,0.000256016,0.000298686,0.000512033,0.000213347,8.53E-05,0.000384025,0.000170678,0,0.000298686,0,0.000256016,0,0,0.000512033,8.53E-05,0.000213347,4.27E-05,0.000341355,0.000768049,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;
GS11_fam_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072538,0,0,0,0.000128008,0.000341355,0,0,0.000597372,0.000597372,0,0,0,8.53E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000256016,0,0,0.000213347,0,0,0,4.27E-05,8.53E-05,0,0,0.000341355,0,0,0,0.001024066,0,0,0,0.000128008,0.002346817,0,0.000170678,0,0.000341355,0,0,0.000896057,0,0,0,0.000256016,4.27E-05,0,0,0.000938727,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__GS11_fam_Incertae_sedis;
Teichosporaceae,0.000640041,0.00068271,0.000256016,0.000298686,0.000512033,0.000469363,0.000384025,0.000384025,0.000554702,0.001578768,0.000554702,0.000213347,0,0.000768049,0.000170678,0.00072538,0.000256016,0.000128008,0.000512033,4.27E-05,0,0.001280082,0.000554702,0.000554702,0.00068271,0.000469363,0.000213347,0.00068271,0.000170678,0.000213347,0.000341355,0.000341355,0.000469363,0,0.000256016,0.000810719,0,0.000256016,0,0.001109404,0.000213347,0.000512033,0.000213347,0.000512033,0.000768049,0.000554702,0.002346817,0.000938727,0.000810719,0.000298686,0.000256016,0.000298686,0.001109404,0.000256016,0.000426694,0.000640041,0.000341355,0.001152074,0.000512033,0.000512033,8.53E-05,0.000298686,0.000469363,0.000170678,0.000341355,0.000128008,0.000469363,0.000128008,0.001024066,0.000341355,0.000213347,0.001621437,0.000810719,0.001834784,0.000384025,0.000768049,0.000128008,0.000640041,0.000341355,0.001024066,0.000256016,0.000341355,0.000170678,0.000597372,0,0.001237413,0,0.001621437,0.000170678,0.000170678,0.000298686,0.000981396,0.000256016,0.000938727,0.000341355,0.001493429,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;
Mycosphaerellaceae,0.000298686,0.000384025,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,8.53E-05,0.002346817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0.000597372,0,4.27E-05,0.001024066,8.53E-05,0,0,0,0,0,8.53E-05,0,0,0,8.53E-05,0,0,0,0.000341355,0,0,0,0.000341355,0.000512033,0,0,0,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853388,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;
Bartaliniaceae,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,8.53E-05,0,0,0,0,0.000128008,0,0,8.53E-05,0,0,8.53E-05,0,0.000128008,0,0,0,0.000170678,0,0,0,8.53E-05,0,0,0,0.000213347,0,0,0,0.002304147,4.27E-05,0,0,0.001920123,0,0,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0.000256016,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Bartaliniaceae;
Pluteaceae,0,0,0,4.27E-05,0,4.27E-05,0.000298686,0.000469363,0.000128008,8.53E-05,0.000597372,0,0,8.53E-05,0,0,0,0.000256016,0.000128008,0,0.000170678,0,0.000256016,8.53E-05,0,0.001365421,0,0.000128008,8.53E-05,0.000426694,4.27E-05,0,0,0,0,0,0,0.001109404,0,0.000128008,0,0,0,8.53E-05,0,0.000597372,0,0,0,4.27E-05,0,0,0.000298686,4.27E-05,0,0.000896057,0,0.000512033,0,0,0.000128008,8.53E-05,0,0.000213347,0.000384025,0.000128008,0,0.001194743,0,0,0,0,0.000768049,4.27E-05,0.002261478,0.000213347,4.27E-05,8.53E-05,8.53E-05,0.000512033,0,0,0.000170678,0,0,0,0,8.53E-05,0,0,0.000128008,0.000170678,0.000341355,0,0.000170678,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;
Kondoaceae,0.000170678,0.000213347,0,0,0.000213347,0,0,4.27E-05,0.000128008,0.000384025,0.000128008,0,0,0,0.00068271,0.00072538,4.27E-05,4.27E-05,0.000128008,0,0.000426694,0,0,0,0,8.53E-05,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,4.27E-05,0,0.000469363,4.27E-05,0,0,0,0,8.53E-05,0,0.00213347,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0.000213347,0.000213347,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000128008,0.000213347,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;
Amplistromataceae,0,0.000128008,0,4.27E-05,0,0,0.000256016,0,0.000128008,0.000469363,0.000512033,0.000128008,0.000128008,0,0,0,0,0.000170678,0,0,0,4.27E-05,0,0.000128008,0.000853388,0,4.27E-05,8.53E-05,0.000213347,0,8.53E-05,0,0.000597372,0,0,0,0.000256016,0,0,0.000170678,0.000341355,0,4.27E-05,0,0,0.000170678,0,8.53E-05,0.000128008,0,0,0,0,8.53E-05,0,0,0.000128008,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554702,0.000426694,0.0020908,0,0.000170678,0.000170678,0.000128008,0,0.000256016,0,4.27E-05,0,0,0.000213347,0,0,0,0,0,0.000170678,0.000170678,0.000341355,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Amplistromataceae;
Auriculariales_fam_Incertae_sedis,0,0,0,0,0,0,0.000128008,0.000768049,0,0,0,8.53E-05,0,0,0,0,0,4.27E-05,0,0,0,0,4.27E-05,0,8.53E-05,4.27E-05,0.000170678,0,0,8.53E-05,4.27E-05,8.53E-05,0,0,0,0.001109404,0,0,0.000426694,0,0,0.000213347,8.53E-05,0,0.000341355,0,0,4.27E-05,0,0,0,0,0.000426694,0,0.000170678,0.000256016,0.000128008,0,0,8.53E-05,0,0,0.0020908,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0,4.27E-05,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0,0,0.000384025,0.001194743,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;
Ajellomycetaceae,0,0,0.000597372,0,0,0,0.000597372,0.00072538,0,0,0.001152074,0.000384025,0,0.00072538,0.00072538,0.000256016,0,0.000256016,0.000213347,0.000597372,0,8.53E-05,0.000810719,0.001920123,0.000896057,0.000170678,0.000512033,0,0.000298686,0.000128008,0.000768049,0,0.000384025,4.27E-05,0.000128008,0,0.000512033,8.53E-05,0.000213347,0,0.000512033,0.000512033,0.000938727,0,0.000384025,0.000256016,0.000170678,0,0.000128008,0.000213347,8.53E-05,0,0,0.000426694,4.27E-05,0,0,0.000298686,0,0,0.000128008,0.000213347,0,0,8.53E-05,0.000384025,0,0,0,0.000810719,0,0,0,0,0,0.001664107,0,0,0,0.001365421,0,0.000128008,0,0.001664107,0,0.000298686,0,0.000896057,0,0,0,0.002048131,0,0,0,0.000938727,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;
Ramicandelaberaceae,0,0,4.27E-05,4.27E-05,0,0,0.000298686,0.000213347,0,0,0.000512033,0.000298686,0,0,0.000128008,0.000298686,0.000170678,0.000512033,0,0.000341355,0,0,8.53E-05,0.001024066,0.000213347,0.000128008,0,8.53E-05,0.001365421,0,0.000128008,0,0.000128008,0.000341355,8.53E-05,0,0,0,0,8.53E-05,0.000341355,0,0,0.000170678,0,0.000810719,0.000298686,0.001877453,0,4.27E-05,0,0,4.27E-05,0,0.000213347,0.00145076,8.53E-05,0,0,0,0,0.000128008,0,0,0,4.27E-05,0,0.000170678,0.000170678,0,4.27E-05,0.001322751,0,4.27E-05,0,8.53E-05,0,8.53E-05,0,8.53E-05,0,0,0.000981396,0.000768049,0,0,0,0.000213347,0,0,8.53E-05,0.000128008,0,0,0,0,k__Fungi;p__Kickxellomycota;c__Ramicandelaberomycetes;o__Ramicandelaberales;f__Ramicandelaberaceae;
Mortierellales_fam_Incertae_sedis,0,0,0,0.000170678,0.000170678,0,0.000170678,4.27E-05,0,0,0,4.27E-05,0,0,0,0,0.001706776,0.000170678,0.000384025,0.000170678,0,0,0,0.000554702,0,0,0,0.000256016,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0.000128008,0,0,0,0,0,4.27E-05,0.000128008,0,0,0.000213347,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0.000256016,0,0,0,0.000298686,4.27E-05,0.000298686,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellales_fam_Incertae_sedis;
Cryptococcaceae,0.001664107,0,0,0,0.00072538,0,0,0,8.53E-05,0,8.53E-05,0,0.000938727,0.000256016,4.27E-05,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000512033,0.00140809,0.000597372,0.000554702,0.000170678,0.000170678,0.000170678,0.000341355,0.000128008,0,0.000298686,0,0,0.000256016,8.53E-05,0.000170678,0,0,0,0.000213347,8.53E-05,8.53E-05,0.000597372,0,0.000128008,0,0.001024066,0.000213347,0,0,0,0,0,0.000426694,8.53E-05,0,0,0,0,0,0,0,0,0.000810719,0,0,0,0.000640041,0,0.000384025,0.000213347,0.000469363,0,0,0,0.000213347,0.000128008,0,0.000298686,0.001152074,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;
Myrmecridiaceae,0,0.000128008,0.000256016,4.27E-05,0.000170678,0,8.53E-05,8.53E-05,0,0,0,0.000128008,0,8.53E-05,0.000128008,0,8.53E-05,0.000298686,0.000298686,0.000170678,0,0.000128008,0.000256016,8.53E-05,8.53E-05,0.000469363,0.000426694,0.000170678,4.27E-05,0.000213347,0.000298686,0,0,0,0,8.53E-05,0,0,0.000128008,0,0,0.000298686,0.000554702,0,0,0,0,0,0,0.000341355,0.000298686,0.001664107,0,0.000554702,0.000426694,0.000469363,0,0.000469363,0.000170678,0.000128008,0,0.000938727,0.001066735,0,0,0.000896057,0,0,0.00140809,0.000426694,0.000469363,0,8.53E-05,0.000128008,0,0,0,8.53E-05,4.27E-05,0,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0.000768049,0,0,0,0.000170678,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;
Geoglossaceae,0,0.001621437,0,0.001621437,0,0,0,0,0,4.27E-05,0.000213347,0,0,4.27E-05,0,0,0,0.00072538,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000554702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;
Chionosphaeraceae,0.000512033,0.000213347,4.27E-05,0.000298686,0.000256016,4.27E-05,0.000128008,0,0.000170678,0,4.27E-05,0.000341355,4.27E-05,0.000341355,0.000128008,0.000213347,0.000256016,0,0,0,0.000341355,0.000170678,8.53E-05,8.53E-05,0.000170678,0.000384025,0,0.000597372,8.53E-05,0,0.000128008,0.000128008,0,0,0.000170678,0.000426694,0,0.000170678,0,0.000170678,0.000128008,0,8.53E-05,0.00068271,0.000128008,0.001621437,0.000298686,0.000298686,8.53E-05,0,0,0.000384025,0.000128008,0,4.27E-05,0.000213347,0.000128008,8.53E-05,0.000298686,0.00068271,4.27E-05,0.000213347,0.000170678,0,0,8.53E-05,4.27E-05,0,0.000554702,0,0,0.000170678,0.000128008,0.000896057,0,0.000170678,8.53E-05,0,0.000298686,0.001578768,8.53E-05,4.27E-05,0.000170678,0.000170678,0.000213347,0,0,0.000128008,4.27E-05,0,8.53E-05,8.53E-05,0,0.000128008,0.000170678,0.000469363,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;
Ploettnerulaceae,0,0,0,0,0.001152074,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,8.53E-05,0.00072538,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001621437,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae;
Pulvinulaceae,0,0.000640041,0.000469363,0.000384025,8.53E-05,0.000256016,0.000640041,4.27E-05,0,0,0.000170678,0,0,0.000213347,0.000896057,0.000170678,8.53E-05,0,0.000426694,4.27E-05,0,0,0.000938727,0.000384025,0.000128008,0.000256016,0,0,0,0,0.000170678,0,0.000256016,0,0,0,8.53E-05,0,0.000341355,0,0.000469363,0,0.000213347,0,0,0,0,4.27E-05,0.000384025,0,0,0,0.000256016,0.001621437,0.000981396,0,0.000341355,4.27E-05,0,4.27E-05,0.000938727,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0.00068271,8.53E-05,8.53E-05,0.000128008,8.53E-05,0,8.53E-05,0.000213347,8.53E-05,0,0,8.53E-05,0.000384025,8.53E-05,0,0,0.000128008,0,0,0,0,0.000170678,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pulvinulaceae;
Sakaguchiaceae,0,0,0.000213347,0,0.000170678,0.000213347,0.000341355,0.000426694,0.000213347,0.000853388,0.000810719,8.53E-05,0,0.000384025,0.00072538,0.000213347,0.000128008,0.000341355,0.000768049,8.53E-05,0,0.000640041,0.000853388,0.000341355,0.000256016,0.000426694,0.000256016,0.000170678,0.000256016,0.000512033,0.000170678,8.53E-05,0.000298686,0,0.000554702,0.000298686,0.000426694,8.53E-05,0.000981396,0.000298686,0.000512033,0.000298686,0.000426694,0.000213347,0.000298686,0.000597372,0.000810719,0.000128008,0.000128008,0.000213347,0.000128008,0,8.53E-05,0.000512033,0.000426694,0.000128008,8.53E-05,0.000384025,0.000384025,0.000128008,0.000170678,0.000256016,0.001621437,0.000213347,0,0.000298686,0.001536098,0,0.000170678,0.000469363,0.000298686,4.27E-05,0.000469363,0,0.000298686,0.000128008,0,8.53E-05,0.000341355,0.000384025,0.000768049,0.000128008,0.00072538,0.000170678,0.000256016,0.000341355,0.000298686,0.000256016,0.000170678,0.000213347,0.000384025,0,0.000384025,0.000128008,0.000213347,0.000170678,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;f__Sakaguchiaceae;
