Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Rhizophlyctidales,0,0.000256016,0.000298686,0.000597372,0.000128008,0.000298686,0.012331456,0.002688172,0.000384025,0.001152074,0.000128008,0.001365421,0.001066735,0.000384025,0.000426694,0.002432156,0.000341355,0.000213347,0.000256016,0.001152074,0.000512033,0.001194743,0.003328213,0.003840246,0.000213347,0.000256016,0.000128008,0.002517494,0.00563236,0.002346817,0.000554702,0.003114866,0.003840246,0.002517494,0.00145076,0.000170678,0,0,0.000298686,0.000938727,0.00072538,0.004053593,0.000298686,0.000768049,0.003072197,0.000469363,0.002005462,0.004906981,0.011008705,0.00068271,0.001066735,0.003114866,0.000384025,0.00499232,0.000469363,0.003285544,0.000512033,0.00068271,0.002773511,0.031319338,0.004608295,0.000213347,0.001493429,0.000554702,0.000810719,0.000128008,0.00422427,0.000597372,0,0.000597372,0.007211128,0.000469363,0.005248336,0.001493429,0.001578768,0.002432156,0.000853388,0.000426694,0.002048131,0.00354156,0.001749445,0.000512033,0.000810719,0,0.00072538,0.000469363,0.000256016,0.000640041,0.001664107,0.001280082,0,0.002048131,0.000768049,0.00068271,0.002005462,0.001322751,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;
Chaetothyriales,0.002304147,0.002560164,0.001749445,0.003968254,0.015958355,0.002730841,0.002261478,0.006528418,0.008107186,0.002304147,0.001194743,0.003413552,0.004736303,0.007851169,0.003754907,0.002432156,0.007680492,0.002517494,0.002389486,0.007680492,0.013952893,0.00281618,0.00426694,0.003754907,0.003797576,0.001792115,0.001962792,0.003157535,0.002389486,0.00426694,0.010069978,0.003029527,0.004864311,0.005461683,0.002346817,0.004736303,0.011094043,0.001834784,0.002048131,0.004394948,0.002901519,0.007552483,0.001706776,0.003157535,0.003200205,0.00853388,0.004650964,0.003242874,0.001749445,0.007467145,0.002602833,0.007381806,0.006229732,0.003413552,0.002432156,0.004053593,0.00281618,0.002560164,0.002005462,0.003456221,0.030039256,0.005034989,0.003456221,0.003669568,0.003370882,0.003370882,0.005248336,0.002261478,0.008789896,0.004138932,0.004565626,0.003370882,0.006741765,0.002005462,0.004096262,0.004437617,0.001536098,0.0020908,0.007253798,0.002005462,0.005845707,0.006955112,0.006229732,0.00640041,0.012630142,0.004437617,0.008107186,0.003712238,0.013952893,0.003370882,0.001322751,0.004693634,0.00145076,0.007424475,0.00494965,0.002730841,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;
Spizellomycetales,8.53E-05,0.00072538,0.000640041,0.000341355,0.000853388,0.000597372,8.53E-05,0.000426694,0.000810719,0,0,4.27E-05,0.000341355,0.00072538,0.000853388,0.001024066,0.000640041,0.000170678,0.000469363,0.000298686,0.001664107,0.001194743,0.001152074,0.000341355,0.000384025,0.000213347,0.000554702,0.001493429,0.000896057,0.005248336,8.53E-05,0.003114866,0.001237413,0.000554702,0.00145076,0.000768049,0.003114866,8.53E-05,0,0.003285544,0.000597372,0.001194743,4.27E-05,0.000128008,0.002432156,0.000426694,0.002986858,0.002474825,0.001109404,0.000512033,0.006955112,8.53E-05,0.004650964,0.004522956,0.019286568,0.003413552,0.001536098,0.000128008,0.000597372,0.000426694,0.001621437,0.002346817,0.012160778,0.002474825,0.000384025,0.001920123,0.012160778,0.000384025,0.003072197,0.001920123,0.001834784,0.00068271,0.0020908,0.000256016,0.000128008,0,0.001066735,0.00213347,0.00849121,0.001152074,0.000341355,0.000128008,0.00072538,0.000384025,0.006315071,0.029783239,0.006613757,0.00281618,0.00281618,0.00281618,8.53E-05,8.53E-05,0.002432156,0.000426694,0.000512033,0.00072538,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;
Atractiellales,0.000298686,0.000298686,0.000170678,0.000298686,0.001066735,0.000128008,0,0.000128008,0.000384025,8.53E-05,0,0.000341355,0.000170678,0.000426694,0,0,0.001834784,0.000213347,0,0.000341355,0.001792115,0.00068271,8.53E-05,0.000128008,0.00068271,0,0.023638846,0.000896057,0.000597372,8.53E-05,0.000170678,0,0.001024066,0.000554702,0.000384025,0.000213347,0.002517494,0,0,0.00068271,0.000298686,4.27E-05,0,0.00145076,0.00145076,0.000256016,8.53E-05,0.000213347,0.000213347,0,4.27E-05,0.000341355,0.003456221,0.000213347,0.000384025,0.000256016,0.001109404,0.000512033,0,0.006016385,0.00068271,0.000384025,0.000213347,0.000213347,0.001152074,0,0.000469363,0.000170678,0.002261478,0.000810719,4.27E-05,0.000170678,0.002304147,0,0,0.000213347,0.000469363,0.000213347,4.27E-05,0,0.00072538,0.000256016,0,0,0.001664107,4.27E-05,8.53E-05,0.000256016,0.000810719,0,0,0.001322751,0.000640041,0.000554702,0.000341355,0,k__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;
Thelebolales,0.001109404,0.002986858,0.006272401,0.005504352,0.01839051,0.003712238,0.004309609,0.006059054,0.004096262,0.003925585,0.012928827,0.002986858,0.001536098,0.003029527,0.005589691,0.003712238,0.004309609,0.003114866,0.005803038,0.006443079,0.018091825,0.006869773,0.002645503,0.004522956,0.003114866,0.003968254,0.0078085,0.004010923,0.001834784,0.003413552,0.006229732,0.006016385,0.004565626,0.006784434,0.008576549,0.00426694,0.011136713,0.001194743,0.002901519,0.004394948,0.002474825,0.005205666,0.005504352,0.002560164,0.004138932,0.001792115,0.005547022,0.00567503,0.001493429,0.004096262,0.004864311,0.002944188,0.018603857,0.003925585,0.004650964,0.00640041,0.003370882,0.003200205,0.006912442,0.00140809,0.001664107,0.004010923,0.003157535,0.003882915,0.00285885,0.003584229,0.003754907,0.003285544,0.023297491,0.005931046,0.004181601,0.002773511,0.002730841,0.002048131,0.005803038,0.000938727,0.001152074,0.001152074,0.006528418,0.003328213,0.004736303,0.002773511,0.004821642,0.020267964,0.013611538,0.009045912,0.003413552,0.006528418,0.007211128,0.002474825,0.00422427,0.003456221,0.006016385,0.002688172,0.003285544,0.00494965,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;
Fungi_ord_Incertae_sedis,0.000853388,0.002645503,0.005760369,0.00494965,0.004736303,0.003242874,0.005888377,0.002986858,0.005419013,0.006059054,0.005504352,0.003584229,0.003882915,0.002730841,0.002005462,0.003370882,0.003114866,0.00281618,0.005760369,0.002261478,0.001066735,0.004608295,0.004864311,0.003328213,0.002261478,0.005931046,0.004437617,0.007851169,0.006571087,0.003200205,0.001749445,0.004053593,0.005376344,0.012928827,0.008235194,0.00563236,0.006827104,0.00140809,0.003925585,0.00921659,0.002986858,0.006827104,0.011392729,0.00072538,0.009301929,0.001621437,0.004565626,0.005162997,0.003029527,0.012203448,0.004010923,0.010496672,0.001664107,0.007723161,0.002730841,0.010710019,0.0020908,0.008661888,0.003328213,0.006443079,0.005888377,0.005077658,0.003200205,0.009429937,0.011435399,0.010069978,0.011734084,0.005162997,0.002645503,0.008235194,0.005120328,0.006997781,0.013526199,0.003968254,0.013910224,0.00213347,0.006528418,0.003029527,0.006144393,0.006229732,0.008789896,0.021377368,0.011776754,0.00776583,0.010454002,0.010069978,0.007381806,0.010582011,0.009003243,0.006741765,0.008661888,0.005760369,0.012886158,0.012246117,0.003968254,0.005205666,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;
Chaetosphaeriales,0.000554702,0,0.001194743,0,0.000128008,0.000384025,0.000256016,0,0,4.27E-05,0.000896057,0.000128008,0.020993344,0,0,8.53E-05,0.000256016,8.53E-05,0.000512033,0.000128008,0.000128008,8.53E-05,0.000853388,0,0.000640041,0.000384025,0.001280082,0.000170678,8.53E-05,0,0,0,0.003328213,0.000341355,0.001066735,0.000128008,0,0,8.53E-05,0,4.27E-05,0.000426694,0.001066735,0,0.000170678,0.000341355,0,0,0.000981396,0.000341355,0.000341355,0.000128008,4.27E-05,4.27E-05,0.000170678,4.27E-05,0,0.000128008,0.003456221,0,0,0.000128008,0,0.000213347,8.53E-05,0.000981396,0.000426694,0.000170678,0,0.002986858,0.000128008,0,4.27E-05,4.27E-05,0.002474825,0,0.000213347,0,0,0,0,0.00068271,0.000896057,0.000341355,0,0.000853388,0.001109404,4.27E-05,8.53E-05,0.000384025,0.000896057,0,0.000213347,0,0,8.53E-05,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;
Ustilaginales,0,0.00068271,0.000512033,0,0.000469363,0.001280082,0.002986858,0.000213347,0,0.000810719,0.000128008,0,0.000213347,0.000384025,0.000853388,0.000128008,8.53E-05,0.00281618,0.000298686,0,0.000298686,0.001152074,0.001280082,0.000213347,0,0.000554702,0.000384025,0.000384025,0,0.000128008,0.000341355,0.000256016,4.27E-05,0.003413552,0.002346817,0.000170678,0.0020908,0.000298686,0.001962792,0.000426694,0,0.001322751,0.000896057,0,0.000256016,0,0.00072538,0.000213347,0,0.01484895,0.001152074,0,0.002304147,0.002304147,0.00140809,0.000341355,4.27E-05,0.004522956,0.003072197,0,0.000341355,0.000170678,0.001024066,0.000256016,0.000213347,0.001194743,0.010496672,8.53E-05,0.002048131,0.001152074,0.000810719,0.000128008,0,0.00213347,0.002304147,0,0.001280082,0.000341355,0.00072538,0,0.000810719,0.003840246,0.00213347,0,0.001066735,0.001152074,0.001664107,0.000213347,0,0.004437617,0.00140809,0,0.000298686,0.000469363,0.000810719,0.000426694,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;
Malasseziales,0.005248336,0,0,0.0098993,0.008064516,0,0,0.010325994,0.000170678,0,0,0.012160778,0.005162997,0,0,0,0,4.27E-05,0.006656426,0,0,0,0.009813961,0,0,0,0,0,0,0,0.008405871,0,0,0,0.000213347,0,0.000256016,0,0,0,4.27E-05,0,0,0,0.000128008,0,0,0.000213347,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000170678,8.53E-05,0.000170678,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,4.27E-05,8.53E-05,0,0,0,0,8.53E-05,4.27E-05,4.27E-05,0,0,0.000384025,0.000170678,0,0,0.000128008,0,0.011606076,0.000128008,0,0,0,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;
Pezizomycotina_ord_Incertae_sedis,0.005205666,0.00567503,0.001621437,0.004394948,0.005120328,0.002346817,0.001664107,0.006741765,0.010710019,0.000597372,0.001280082,0.003882915,0.003797576,0.006869773,0.004096262,0.001749445,0.004309609,0.000768049,0.001322751,0.003285544,0.002645503,0.001237413,0.00213347,0.001578768,0.01062468,0.001920123,0.001493429,0.002645503,0.000512033,0.001536098,0.00072538,0.003498891,0.001322751,0.00426694,0.002432156,0.001664107,0.00145076,0.000810719,0.000853388,0.004138932,0.002005462,0.001152074,0.001962792,0.006144393,0.001152074,0.000298686,0.004352279,0.001365421,0.000810719,0.003754907,0.001194743,0.006443079,0.00068271,0.000810719,0.001152074,0.002176139,0.000426694,0.002389486,0.00068271,0.000512033,0.00072538,0.001152074,0.000640041,0.002048131,0.000768049,0.001749445,0.0020908,0.00213347,0.001280082,0.001322751,0.001578768,0.00145076,0.001621437,0.00072538,0.001365421,0.001066735,0.000981396,0.000554702,0.000853388,0.000810719,0.002261478,0.002432156,0.006016385,0.005034989,0.002986858,0.011776754,0.002517494,0.00354156,0.008576549,0.001024066,0.002048131,0.003797576,0.001792115,0.00140809,0.001493429,0.002346817,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;
Saccharomycetales,0.000256016,0.000938727,0.001237413,0.001237413,0.002389486,0.000554702,0.000853388,0.001152074,0.001365421,0.00140809,0.00072538,0.001237413,0.002432156,0.001322751,0.00072538,0.002304147,0.000853388,0.001024066,0.001834784,0.002261478,0.002048131,0.001194743,0.00354156,0.000896057,0.001493429,0.001536098,0.001664107,0.000384025,0.002389486,0.001237413,0.002048131,0.002261478,0.000298686,0.00281618,0.002005462,0.001237413,0.009600614,0.000128008,0.000640041,0.001066735,0.000256016,0.002218809,0.000938727,0,0.005973716,0.001365421,0.007339136,0.00140809,0.000469363,0.000640041,0.002048131,0.001194743,0.001194743,0.000896057,0.001237413,0.003072197,0.001066735,0.002602833,0.0020908,0.00068271,0.004480287,0.001834784,0.002688172,0.001706776,0.00140809,0.003285544,0.000981396,0.001706776,0.004608295,0.001792115,0.002048131,0.001066735,0.000938727,0.001706776,0.001024066,0,0.003882915,0.000938727,0.003200205,0.001578768,0.000640041,0.000768049,0.003413552,0.005845707,0.003285544,0.001578768,0.000896057,0.003072197,0.002602833,0.001066735,0.001152074,0.000810719,0.010069978,0.003242874,0.0020908,0.002560164,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;
Rhizophydiales,0.00072538,0.002645503,0.001493429,0.002432156,0.00072538,0.000384025,0.002560164,0.002176139,0.001621437,0.003029527,0.002218809,0.001578768,0.000896057,0.001536098,0.00285885,0.001578768,0.001109404,0.002560164,0.003029527,0.001664107,0.000981396,0.007851169,0.002261478,0.001322751,0.001024066,0.004309609,0.001706776,0.002773511,0.004010923,0.005973716,0.00563236,0.003157535,0.001237413,0.00354156,0.009813961,0.003456221,0.002389486,8.53E-05,0.000554702,0.00281618,0.000938727,0.004864311,0.002218809,0.001109404,0.009387267,0.004138932,0.007168459,0.001706776,0.002730841,0.004650964,0.005205666,0.002261478,0.001365421,0.00140809,0.003498891,0.001877453,0.003413552,0.00567503,0.006741765,0.002560164,0.006912442,0.003626899,0.002474825,0.001664107,0.004010923,0.003584229,0.008832565,0.004309609,0.0020908,0.00354156,0.001578768,0.001749445,0.001749445,0.001322751,0.003925585,0.002304147,0.00285885,0.002261478,0.002218809,0.003029527,0.003968254,0.006656426,0.007680492,0.003584229,0.003328213,0.001493429,0.003584229,0.003456221,0.003157535,0.002048131,0.001664107,0.000981396,0.00426694,0.003968254,0.002218809,0.001920123,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;
Sordariomycetes_ord_Incertae_sedis,0.00140809,0.002773511,0.001066735,0.004906981,0.00853388,0.00213347,0.000298686,0.000512033,0.003840246,0.001152074,0.000341355,0.000981396,0.00145076,0.004437617,0.000213347,0.000341355,0.00072538,0.005333675,0.001664107,0.000810719,0.008789896,0.001664107,0.001322751,0.000170678,0.003882915,0.001834784,0.000213347,0.000170678,0.000896057,0.004309609,0.000853388,0.000213347,0.000853388,0.005717699,0.003626899,0.001920123,0.001749445,0.000298686,0.001109404,0.000170678,0.001365421,0.001792115,0.000810719,0.001194743,0.001536098,0.002730841,0.000384025,0,0.000170678,0.004565626,0.001621437,0.000170678,0.001877453,0,0.000640041,0.000128008,0.001749445,0.000384025,0.000128008,8.53E-05,0.001066735,0.001237413,0.000213347,0,8.53E-05,0.001194743,0.002688172,0.000597372,0.000768049,0.000597372,0.000810719,0.000170678,0.001792115,0.000426694,0.00140809,0.000128008,0.000170678,0.001536098,8.53E-05,0,0.000128008,0.001493429,0.002218809,0.003200205,0.001109404,0.000384025,0.000426694,0,0.000341355,4.27E-05,0.000469363,0.002432156,0.000128008,0.000170678,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;
Trichosporonales,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0.001578768,0,0,0,0.000298686,0,0,0,0.005120328,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0.000170678,0,0,0,0,0,0.000810719,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000170678,0.000213347,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0.0078085,0,4.27E-05,0,0,4.27E-05,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;
Glomerales,0.002304147,0.002730841,0.002346817,0.001578768,0.003754907,0.002474825,0.000896057,0.001920123,0.001152074,0.000426694,0.001066735,0.001152074,0.001792115,0.001920123,0.001749445,0.000853388,0.004821642,0.005077658,0.007595153,0.004522956,0.002730841,0.00422427,0.002346817,0.000640041,0.007253798,0.003285544,0.003328213,0.00281618,0.001578768,0.00281618,0.003285544,0.004138932,0.001237413,0.006955112,0.001578768,0.00145076,0.002261478,0.000426694,0.000469363,0.000896057,0.000981396,0.000938727,0.001024066,0.000512033,0.002773511,0.00068271,0.001962792,0.000170678,0.000768049,0.002474825,0.003797576,0.00145076,0.002986858,0.000981396,0.00354156,0.001664107,0.002048131,0.002560164,0.005120328,0.001322751,0.001706776,0.001237413,0.001194743,0.001024066,0.003797576,0.003797576,0.003882915,0.001749445,0.003029527,0.002346817,0.000981396,0.001109404,0.00140809,0.000554702,0.002730841,0.000298686,0.001237413,0.001322751,0.00072538,0.001152074,0.001621437,0.001664107,0.00281618,0.000896057,0.002517494,0.001280082,0.001621437,0.000768049,0.004010923,0.00068271,0.000469363,0.001365421,0.00140809,0.000810719,0.000384025,0.001664107,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;
GS05,0.000384025,0,0,0,0.000298686,0,0,0,0.000213347,0,0,0,0.000341355,0.000128008,0.000128008,0.000512033,0,0,0.000170678,0.000213347,0,8.53E-05,0,0,8.53E-05,0,8.53E-05,8.53E-05,0,4.27E-05,8.53E-05,0.000981396,8.53E-05,0,0.000128008,0.000213347,0,0,0,0,0,4.27E-05,0,0,8.53E-05,0,0,0.000298686,0,0,0,4.27E-05,4.27E-05,0,0,0,0.000213347,0,0,4.27E-05,0,8.53E-05,0,0,0,0.000128008,8.53E-05,0,0.000256016,0.000213347,0.000170678,0,0,0,0.000298686,0,0.000213347,0.000298686,0.000170678,0.000170678,8.53E-05,0.000341355,0.000298686,8.53E-05,0.000256016,0.000213347,0.000170678,0,0,0,0,0,0.000640041,0,0.006571087,0.001664107,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS05;
Phomatosporales,0.004480287,0.000341355,0.000896057,0.000341355,0.000256016,0.001109404,0.001066735,0.000256016,0.000597372,0.000512033,0.000213347,0.000341355,0.000469363,0.000853388,8.53E-05,0,8.53E-05,0.000213347,0.00140809,0.000256016,0,0.000170678,0.000597372,4.27E-05,0.000426694,0.000298686,0.006016385,0.000170678,0.000384025,0.000469363,0.000341355,0,0.000384025,0.001621437,0.001365421,0.000512033,0.000256016,0.000938727,0.000853388,0.000896057,0.000554702,0.000384025,0.00068271,0.000554702,0.000426694,0.000128008,0.000213347,0.000213347,0.000128008,0.00068271,0.000597372,0.000597372,0.000256016,0.001877453,0.000170678,0.00140809,0.00068271,0.000170678,0.000384025,0.000469363,0.000384025,0.00068271,0.000213347,0.000554702,0.000298686,0.000810719,0.000426694,0.000128008,0.000170678,0.000853388,0.000938727,0.000341355,0.000298686,0.000213347,0.001237413,0.000128008,0.000384025,0.000298686,0.003712238,0.000384025,0.000341355,0.00145076,0.000469363,0.000554702,0.000298686,0.000426694,0.000640041,0.001024066,0.001066735,0.000213347,0.000384025,0.000341355,0.000469363,0.000597372,0.000213347,0.000853388,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;
Dothideales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0.000298686,0,0,0,0,0,0.005973716,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000170678,0.000128008,0,0,0.000128008,0,0.001066735,0,0,0,0,0,0,0,0.000213347,0,0.000213347,0.000213347,0.000896057,0.000938727,0,0,0.000170678,0,0,0,0.000128008,0.000554702,0,0,8.53E-05,0,0,0.000640041,4.27E-05,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;
Lobulomycetales,0,4.27E-05,0.000298686,0.000384025,0.000597372,0.000170678,4.27E-05,0.000256016,0.000128008,8.53E-05,0.000170678,0.000170678,0.000128008,0.000213347,0.000256016,0.000341355,0.000213347,0.000128008,0.000469363,0.000512033,0.000384025,0.000554702,0.000256016,8.53E-05,0.000256016,0.000256016,4.27E-05,0.000426694,8.53E-05,0.000128008,0.000426694,0.001536098,0.00072538,0.00072538,0.001749445,0.000512033,0.000640041,0,0.000426694,0.000213347,0,0.000128008,0.000256016,0.000256016,0.001237413,8.53E-05,0.001152074,0.001280082,0.000640041,0.000256016,0.000938727,0.000128008,0.000384025,0.000298686,8.53E-05,0.000597372,0.000170678,0.000938727,0.000341355,0.000554702,0.000981396,0.000469363,0.000213347,0.00068271,0.00072538,0.000981396,0.000768049,0.000853388,0.001578768,0.001877453,0.000426694,0.001280082,0.000554702,0.005888377,0.000810719,0.000213347,0.000469363,0.000256016,0.002944188,0.001109404,0.000213347,0.001024066,0.001322751,0.00068271,0.000853388,0.000853388,0.000469363,0.000981396,0.000896057,0.000597372,0.000810719,0.000469363,0.001536098,0.000554702,0.000384025,0.001621437,k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;
Orbiliales,0,0.000938727,0.000426694,0.000512033,0.000213347,4.27E-05,0.000128008,0.000426694,0.000512033,0.000469363,8.53E-05,0.000768049,0.000213347,0.001365421,0.000384025,0.000341355,0.001493429,0.000341355,0.000128008,0.005547022,8.53E-05,0.000170678,0.000384025,0.000170678,0.00068271,0.000469363,0.002602833,0.000170678,0.000170678,0.000128008,0.000170678,0.000426694,0.00068271,0.000213347,0.000384025,0.000512033,0.000341355,0,0.000170678,0.000384025,0.000298686,0.000213347,0.000597372,0,0.000597372,0.000170678,0.000426694,8.53E-05,0.000768049,0.000341355,8.53E-05,0.000384025,0.000128008,0.000128008,0,0,0.000341355,0.000213347,0,0.000256016,0,0.000128008,0.000170678,4.27E-05,0.000256016,0.000768049,0.000768049,0.000341355,0.000170678,8.53E-05,0.000170678,8.53E-05,0.000213347,0,0.000128008,0,0.000128008,0,0.000128008,0,8.53E-05,0.000512033,0.001024066,0.000170678,0.000597372,0,8.53E-05,0.000213347,0.000426694,0.000512033,0.000298686,0,0.000597372,0.000128008,0.000384025,0.000469363,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;
Auriculariales,0.000298686,0,4.27E-05,0.000128008,0.001194743,8.53E-05,0.000128008,0.000554702,0,4.27E-05,0,0,0,0.000298686,8.53E-05,0,0.005205666,0.000298686,0.001194743,0.000810719,0.000213347,0.000213347,8.53E-05,0.000128008,0.000853388,0.000981396,0.000298686,0.000213347,8.53E-05,0,0,0,0.001066735,0.000256016,4.27E-05,0.000512033,0,0,0,0.001237413,0.000128008,0,0,8.53E-05,8.53E-05,0,0.001365421,0,0.000512033,0.000384025,4.27E-05,0.000426694,0.000256016,0,0.000426694,0,0,0.000170678,0.0020908,0.000853388,0,0,0,0,0.000981396,0.000128008,0.000128008,0.000128008,0.000426694,0.000256016,8.53E-05,0.00068271,4.27E-05,0.000128008,0.000128008,0.000512033,4.27E-05,0.000341355,0.000554702,0,0.000170678,0,0.000512033,0,0.000384025,0,0,0.000213347,0.000384025,0.000170678,0,0,8.53E-05,0.000469363,0.001194743,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;
Trechisporales,0,0,0.005162997,8.53E-05,0.001834784,0.000384025,0.000128008,0.000170678,0.000256016,0,0,0.000768049,0.001237413,0.000640041,0,0.000341355,0.000384025,0,0.000170678,4.27E-05,0.000170678,0,0,0,0,0,0.000640041,0,8.53E-05,0,0,0,0,0,8.53E-05,0.000128008,0.001066735,0,0,0.00140809,0.000597372,0,0.000256016,0.001578768,0,4.27E-05,0,0.000256016,0.000512033,0,8.53E-05,0,0,0,0,0,0.00072538,0,0.000810719,0.000128008,0,0,0,0.000341355,0.000213347,0,0.001109404,8.53E-05,0.000128008,8.53E-05,0.000426694,0.000298686,0.000128008,0.000170678,0,0.000170678,0,8.53E-05,0.000298686,4.27E-05,0.001237413,0.000298686,8.53E-05,0,0.000298686,8.53E-05,0.000213347,0,0,0,0,0,0.000170678,0.000213347,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;
Sebacinales,0.000213347,0.000128008,0,0.000213347,8.53E-05,0.000128008,0,0.000213347,0.000384025,0,0,0,8.53E-05,0,0,0,0.001237413,0,0,0.000384025,0.000341355,0,0.000341355,0,0.000128008,0,0,0.000213347,0,0,0,0,0.000170678,0.00072538,0,0.000298686,4.27E-05,0,0,0,4.27E-05,0,0,0.000298686,0,8.53E-05,0,0,8.53E-05,0,0.000128008,0.00068271,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0.000170678,0.000298686,0.005120328,0,0,0,0,0.000426694,0,0,0,0,0,0,0,0.000213347,0,0,0.000170678,0,0,0,0,0,0,0,0.000426694,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;
Sporidiobolales,0,0,0.000170678,0,0.000213347,0.000298686,0,4.27E-05,0,0,8.53E-05,0,4.27E-05,4.27E-05,0,0.000170678,0.000426694,0,0,0.000256016,8.53E-05,0,0.000298686,0,0.000256016,4.27E-05,0,0.001194743,4.27E-05,0,0,8.53E-05,0.000512033,0.000256016,0.000384025,0.000213347,0.002645503,0.000938727,0.00499232,0,0.000512033,0,0.000426694,0.003242874,0,8.53E-05,0.000128008,8.53E-05,0,0,0.000341355,0.000128008,0.003370882,0.001237413,0.000640041,0,0.000512033,0,0.000341355,8.53E-05,8.53E-05,0.000256016,0.000128008,0.000298686,0.000512033,0,0.000128008,4.27E-05,0,4.27E-05,0.000128008,0.000128008,0.000256016,0,0.000128008,0,8.53E-05,8.53E-05,0,0.000128008,0.000213347,0,8.53E-05,0,0.000170678,0,0,0,0.00068271,0,0.000128008,0.000213347,0.000170678,0,8.53E-05,0.000128008,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;
Coniochaetales,0,0.001237413,0,8.53E-05,0.000341355,4.27E-05,0,0.000426694,0.000170678,0,0,0,0.000341355,0.00140809,0,0.000213347,0.000469363,0.001109404,0,0,0.000128008,8.53E-05,0,0.000213347,0.000213347,0,0,0.000213347,0.000298686,0.004480287,0,0,0.000554702,0.004693634,0,0,0,0.000213347,0,0.000170678,0,0,0,0.000213347,0.000170678,0,0,0,0.000213347,0.001749445,0,0.000341355,0.001109404,0,0,0.001194743,0.000341355,0,0,0.000298686,0,0.001237413,0,0.001237413,0.00072538,0,0.003968254,0,0,0,0,0,0.000213347,0,0,0,0.000256016,0,0,0,0.000213347,0.000512033,0,0.00068271,8.53E-05,0.000298686,0,0.001066735,0.000554702,0,0,0.000810719,0.000384025,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;
