Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Microbotryomycetes_ord_Incertae_sedis,0,0.001834784,0.000640041,0.001066735,0.001322751,0.000768049,0,0.000640041,0.000213347,0.000426694,0.000384025,0.000384025,0.000384025,0.000981396,0.00068271,0.000256016,0.000640041,0.000554702,0.00145076,0.00140809,0.000213347,0.001237413,0.000213347,0.000128008,0.00072538,0.000256016,0.001024066,0.000896057,0.000469363,0.000810719,0.001152074,0.00140809,8.53E-05,0.001322751,0.001792115,0.000896057,0.000640041,0.000170678,0.001152074,0.00072538,0.00068271,0.00068271,0.001152074,0.00068271,0.002432156,0.000554702,0.002901519,0.00068271,0.000469363,0.003029527,0.001322751,0.000256016,0.000384025,0.000554702,0,0.000896057,0.00068271,0.000938727,0.001664107,0.000853388,0.001109404,0.000853388,0.000341355,0.000853388,0.000640041,0.001920123,0.003029527,0.000853388,0.001664107,0.001280082,0.000469363,0.000426694,0.00072538,0.000256016,0.001237413,0.000341355,0.001194743,0.000469363,0.001024066,0.000469363,0.000426694,0.002389486,0.00145076,0.000810719,0.001237413,0.000256016,0.00068271,0.001237413,0.002560164,0.000469363,0.001024066,0.00068271,0.001749445,0.000597372,0.003285544,0.004138932,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;
Olpidiales,0.000128008,0,4.27E-05,0.000128008,0.001237413,8.53E-05,0,8.53E-05,0.000170678,8.53E-05,0,0.00068271,0.000256016,0.00068271,0.000256016,0.000170678,0.000426694,0,0,0.000213347,0,4.27E-05,0.000128008,0,8.53E-05,0.000256016,4.27E-05,0.000469363,0,0.000128008,0,0.000341355,0.000170678,0.000213347,0,0,0,0,0,0.000512033,8.53E-05,0,8.53E-05,0.000426694,0,0.000128008,8.53E-05,0,0.000128008,0,0,0.000384025,0,0.000128008,0,0.000170678,0,0.000170678,0,0.000384025,8.53E-05,0.000384025,0,0.000128008,0.001152074,0.000384025,0.000298686,0.000128008,0.000256016,0,0.000170678,0.001237413,0.000128008,0,0.000426694,0.000128008,0.000298686,8.53E-05,0.000426694,0.001365421,0.000469363,0,0.000384025,4.27E-05,0.000469363,0,0,0.000298686,0.000341355,0.000170678,0,0.000213347,0.004053593,0.000170678,4.27E-05,0.001493429,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;
Cystobasidiomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0,0,0,0,0,0,0,4.27E-05,0.000170678,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000170678,8.53E-05,0.000256016,0,0,0.000426694,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0.000384025,0,0.001024066,0,0,0.003626899,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;
Heterogastridiales,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0.00354156,8.53E-05,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0.002602833,0.000426694,0,0.000469363,0.001322751,0,0,0,0,8.53E-05,0.000426694,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002517494,0,0.001109404,0,0,0,0,0,0.000128008,0,0,0,0,0,0.000128008,0,0,0.000213347,0.000256016,0,0,0,0,0.001493429,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Heterogastridiales;
Entylomatales,0,0,0.000170678,4.27E-05,0.000810719,0.000128008,4.27E-05,0,0.000341355,8.53E-05,0,0,0.000810719,0.000981396,4.27E-05,0.000128008,4.27E-05,0,0.000213347,0,0.000170678,0.000298686,0,0,8.53E-05,0.000128008,0.000170678,0,0,0.000384025,0.000128008,8.53E-05,8.53E-05,0.000213347,8.53E-05,0.000213347,0,0,0,0.000256016,0,0.000426694,0.000469363,0,0.000384025,0.000213347,0,0.000256016,8.53E-05,0.000298686,0,4.27E-05,0,0.000128008,0,0.000256016,0,0.000128008,0,0.000213347,0.000938727,0.000810719,0.000170678,0.000341355,0.000256016,0,0,0.000170678,0.000256016,0.000384025,0,0.000256016,8.53E-05,0,0.000213347,0,0.000938727,0.000256016,0,0,0.000341355,0.000213347,0,0.000341355,0.000768049,0.000298686,0,0.000213347,0.000896057,0.000469363,0.000213347,0,0.000640041,0,0.003498891,0.001109404,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;
Olpidiomycota_ord_Incertae_sedis,0,0,0,0,0,0.000128008,4.27E-05,4.27E-05,0,0,0,4.27E-05,0,0,0,8.53E-05,0,0,0,0,0,0.000128008,0,4.27E-05,0,0.000469363,4.27E-05,0,0,0,8.53E-05,0,8.53E-05,0.000469363,0.002688172,0,0,0,0,0,0,0,0.003498891,0,0,0,0,0,0,4.27E-05,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0.000981396,4.27E-05,0,0,0.000384025,0,0,0.000554702,0.001365421,0.000170678,0.000256016,0.000298686,4.27E-05,0,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0.000213347,4.27E-05,0,0.000170678,0.000213347,0,k__Fungi;p__Olpidiomycota;c__Olpidiomycota_cls_Incertae_sedis;o__Olpidiomycota_ord_Incertae_sedis;
Leucosporidiales,0.003370882,0,0,0,0.000170678,0,0,0.000128008,0,0,0,0.000426694,0,0,0,4.27E-05,0.001792115,0,4.27E-05,0,4.27E-05,0,0,0,0.000256016,0,0,8.53E-05,0,0,4.27E-05,0.000213347,0.000170678,8.53E-05,4.27E-05,0,0,0,4.27E-05,0.000128008,0,8.53E-05,0,0.000213347,0,0,4.27E-05,0,0.000469363,0,0,0.000640041,0.000384025,0,0,8.53E-05,8.53E-05,0,0.000170678,0,0,0,0,0,0,0,0,0.000128008,4.27E-05,0,0,4.27E-05,0,0,4.27E-05,4.27E-05,0.000170678,0,0,0,0.001536098,0,0.000640041,0.000298686,0.001066735,0.000256016,0.00072538,0.001066735,0.001664107,4.27E-05,0.000298686,0.000128008,0,0,0,0.002261478,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;
Zoopagales,0,0,0,0.000128008,0,0,0,0,0,0,0.000597372,0,0,0,0.000341355,0.000213347,0,0,0.000512033,0.000128008,0.000426694,0.000298686,0,0.000256016,0,0.00072538,0.000298686,0,0.000213347,0.000256016,0.000512033,0.000938727,0,4.27E-05,0.000640041,0,0,0,0.000512033,0,0.000981396,0.001664107,0.000128008,0.000341355,0,0,0.000981396,0.000256016,0,0.000469363,8.53E-05,0.000298686,0,0,0,0,0,0,0,0,0,0,0.001152074,0.003370882,0.000128008,0,8.53E-05,0.000554702,0.000128008,0,0,0,0,0,8.53E-05,0,0,0,0,8.53E-05,0,0.000170678,0.000170678,0.001024066,0.000128008,0.001834784,0.000128008,0,0,4.27E-05,0.000213347,0,0,0,0.000554702,0.000469363,k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;
Geoglossales,0,0.001792115,0.000768049,0.002346817,0.000597372,0,0,0.000213347,0.000469363,0.000170678,8.53E-05,0.000341355,0.00072538,0.000341355,4.27E-05,0.000170678,0.000810719,0.000213347,0.000640041,0.000853388,0.000298686,0,0.000170678,0.000128008,0.000981396,0,0,0.000896057,0,0.000128008,0.000341355,0.000768049,0,0.000512033,0.000853388,0.000640041,0.000213347,0,0,0.000768049,0.000256016,0.000256016,0.000298686,0.000554702,0.000128008,0.000256016,0.000256016,0.000170678,0,0.000256016,0.000597372,0.002688172,0,0,0.000170678,0.000170678,0.000256016,0,0.000128008,0.00072538,0,4.27E-05,8.53E-05,8.53E-05,0.000213347,0.00145076,0.000640041,0.000128008,0.000213347,0,0,4.27E-05,0.000341355,0.000213347,0,0.000128008,0,8.53E-05,0,0.000128008,0,0,0.00068271,0.000640041,8.53E-05,0,0,0.000298686,0.000597372,0,0,0.000213347,0.000170678,8.53E-05,4.27E-05,8.53E-05,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;
Pyxidiophorales,0,0.000298686,0,0.000128008,8.53E-05,0.000128008,0,0.000213347,0.001280082,0,8.53E-05,0.000384025,0.000554702,0.001152074,0,0.000554702,0.000384025,4.27E-05,0.000256016,0.000469363,0.000213347,0,0,0,0.000341355,8.53E-05,0,0.000768049,0.000213347,0.000213347,0,0.000768049,0.00068271,0.000128008,0,0.000128008,0.000853388,0,0,0.000554702,0.000554702,0.000298686,0.00068271,0.000554702,0.000512033,0.000512033,8.53E-05,0.002218809,0.000256016,0.000554702,0.000341355,0,0.001578768,0.000213347,0,0.000768049,0.001024066,0.000512033,0.000554702,0.001109404,0.001621437,0.000298686,4.27E-05,0.002645503,0.001322751,0.000853388,4.27E-05,0.000554702,0.000981396,0.000128008,0.000213347,0.000213347,0.000426694,4.27E-05,0.002048131,0.000469363,0.000597372,0.000170678,0.001280082,0.001706776,0.000938727,0,0.00072538,0.000384025,0.000896057,0,0.000170678,0.000213347,0.000938727,0.000170678,8.53E-05,0.001365421,0.000981396,0.000469363,0,0.001194743,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;
Blastocladiomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,4.27E-05,0,0.00068271,4.27E-05,0,0,0,8.53E-05,0,0,0.000298686,0,0,0,0,0.00072538,0.000384025,0.002560164,0.00145076,4.27E-05,0,0,0,0.000384025,0.000426694,0.000512033,0.00072538,0,0,0,0,0,0.000384025,0.001024066,0.000426694,0,0,0,0,0.000469363,0.000256016,0.000597372,0.000213347,0,0,0,0,0,0,0.000256016,0.000128008,0,0,0,0,0,0.000469363,0.001962792,0.000298686,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;
Agaricostilbales,0.000640041,0.000469363,8.53E-05,0.000298686,0.000213347,0.000512033,0,0.000853388,8.53E-05,8.53E-05,0,0.002517494,0.000128008,0.000938727,0,0.000170678,0.000426694,8.53E-05,0.000170678,0,0.000128008,0,8.53E-05,0.000128008,0.000256016,0,8.53E-05,0.000298686,4.27E-05,0,0.000384025,0.001536098,0.000298686,0.000341355,0.000213347,0.000384025,0,0,0.000170678,0.000384025,8.53E-05,4.27E-05,0.000298686,0.000640041,4.27E-05,4.27E-05,0.000128008,8.53E-05,4.27E-05,0.000554702,0.000768049,0.000938727,0,0.000170678,0,0.000256016,4.27E-05,0.000256016,0.000256016,0.000256016,0.000341355,0,0,0.000213347,0.000298686,0,0.000128008,0,8.53E-05,8.53E-05,0.000213347,0.001237413,0,4.27E-05,0.000128008,0,4.27E-05,0,8.53E-05,8.53E-05,0.000768049,0,0.000128008,8.53E-05,0.000170678,0.001621437,0.000298686,0.000341355,0.000554702,0,0.000213347,0.000341355,0,0.000170678,0.000341355,0.000512033,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;
Branch06,0.000128008,0,0.000170678,0.000426694,0.000341355,0.000640041,0.000640041,0.000554702,0.000853388,0.000469363,8.53E-05,0.000170678,8.53E-05,0.000597372,0.000810719,0.000426694,0.00072538,0.000128008,0.000384025,0.000341355,0.000256016,0.001024066,0.000384025,4.27E-05,0.000256016,0.000384025,0.000256016,0.000896057,0.000298686,0.000256016,0.000298686,0.000554702,0.00072538,0.001493429,0.000469363,0.000213347,0.000170678,0.000170678,0,0.000256016,0.000298686,0.000213347,0.000128008,0.000213347,0.000213347,8.53E-05,0.000384025,0.000213347,0,0.000384025,0.000298686,0.00072538,0.000170678,0,0,0.000853388,0,0.000170678,0.00068271,0.000384025,0,0.000298686,0,0.000298686,0,0.000640041,0.001152074,0.000213347,0.001152074,0.00068271,0,0.000426694,0.00068271,8.53E-05,4.27E-05,0.000128008,0,0,0.000554702,8.53E-05,0.000213347,0.000170678,0.000213347,0.002346817,0.000853388,0.001194743,0.000597372,0.000981396,0.000341355,0.000170678,0,8.53E-05,0.000213347,0.000128008,0.000341355,0.00072538,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;
Mycosphaerellales,0.001237413,0.000384025,0,0,8.53E-05,0.002346817,0,8.53E-05,4.27E-05,0.000981396,4.27E-05,0,4.27E-05,0.000384025,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000426694,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0.000128008,0.000597372,0,0.000341355,0.000512033,0,0,0,0,0,0.000853388,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;
GS11,0,0,0,0,0,0.000170678,0.000341355,0,0,0.000213347,0,0,0,0.000896057,0,0,0,0,0,0,0,0.000597372,0.000597372,0,0,0.000128008,8.53E-05,0,0,0.000256016,4.27E-05,0,0,0,0,0,0,0,0.000170678,0,0,0.000426694,0,0,0,0.000981396,0,0,0,0,0,0,0,0,0,0,0,0.001024066,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0.000128008,0.002346817,0,0,0,0,0,0,0.00072538,0,0,0,0.000128008,0.000341355,0,0.000170678,0,0.000298686,0,0,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;
Ramicandelaberales,0,0,8.53E-05,8.53E-05,0.000213347,0.000128008,0,8.53E-05,0,8.53E-05,0,0,0,8.53E-05,0,0.000128008,0,0,0.000298686,0.000170678,0.001322751,0,0.000170678,0,8.53E-05,0,0.000213347,0.00140809,0,8.53E-05,0,0.000128008,0,0,0.000512033,0.000256016,0.000128008,0.000256016,8.53E-05,0,0.000256016,0,0,0,0,0,0.000853388,0.00068271,0,0,0.000128008,0.000341355,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0,0.000170678,0.000170678,0.000426694,0,0.000298686,0.000298686,0,0,0.000128008,0,4.27E-05,0,0.000170678,0,0,8.53E-05,0.000213347,0,0,0.000128008,0.001024066,0,0.000810719,0.000256016,0.001877453,0.000170678,0,0.000128008,0.001322751,0,0,8.53E-05,0,k__Fungi;p__Kickxellomycota;c__Ramicandelaberomycetes;o__Ramicandelaberales;
Diversisporales,0.000298686,0.000298686,0,4.27E-05,0.000170678,0.000128008,0,0.000128008,4.27E-05,4.27E-05,0,0.000213347,0.000384025,0.000170678,0.000256016,0,0.000981396,0,0.000426694,0.000128008,0.000426694,0,8.53E-05,0.000469363,0,0,0.000170678,0.000298686,0,0.000170678,0,0.000170678,0,0.000213347,0.000213347,0.000128008,0,0,0,0,0,0,4.27E-05,8.53E-05,0.000341355,0.000170678,0,0,0,0.000426694,0.000170678,0,0,8.53E-05,0,0,0,0.000256016,0,8.53E-05,0.000512033,0,0.000128008,8.53E-05,0.00068271,0,0,0,0,0,0,0.000170678,0.000298686,0.000170678,0.000170678,0,0,0,0.000170678,4.27E-05,4.27E-05,0.000128008,0.000298686,0,0.001024066,0.000213347,0,0.00068271,0,0,4.27E-05,0.000256016,0.001706776,8.53E-05,0.000554702,0.000341355,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;
Myrmecridiales,0,0.000128008,0.000256016,4.27E-05,0.000128008,0.000554702,0.000341355,0.000128008,0,0.000384025,0.000256016,0.001664107,8.53E-05,4.27E-05,0,0,0.000128008,0,8.53E-05,8.53E-05,0,0.000170678,0.000256016,0,0,0.000597372,0.000426694,0.000469363,4.27E-05,4.27E-05,4.27E-05,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0.000512033,8.53E-05,4.27E-05,0,0,0,0.000128008,0,4.27E-05,0.000170678,0,0,0,0.000128008,0,0,0.000981396,0.001066735,0,0,8.53E-05,0,0,8.53E-05,0.000298686,0.000298686,8.53E-05,0,0.000341355,0.000512033,0,0,0.000853388,0,0,0,0,0.00068271,0,0,0.000170678,0.000213347,8.53E-05,0,0,0,0,0.00140809,0.000426694,0.000512033,0,0,0,0.000128008,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;
Sakaguchiales,0,0,0.000213347,0,0.000213347,0.000469363,0.000213347,4.27E-05,0.000128008,0.000213347,4.27E-05,0,0.000597372,0,0.000298686,0.000128008,0.000341355,0.000213347,0.000298686,0.000426694,0.000298686,0.000554702,0.000170678,0.000128008,4.27E-05,0.000512033,0.000384025,0.000128008,0,8.53E-05,0.000298686,0.000341355,0.000213347,0.000853388,0.000938727,8.53E-05,0.000298686,0,0.000554702,0.000256016,8.53E-05,0.000384025,0.000341355,0.000128008,0.000896057,0.000128008,0.000768049,0.000170678,0,0.000384025,0.000810719,0.000213347,0.000469363,8.53E-05,0.000981396,0.000256016,0.000256016,0.000256016,0.001578768,0.000128008,0.000213347,0.000341355,0.000341355,0.000170678,0.000170678,0.000426694,0.000768049,0.000128008,0.000640041,0.000298686,0.000384025,0.000170678,0,0.000341355,0.00145076,0,0.000170678,0.000213347,0.000384025,0,0,0.000640041,0.000853388,0.000341355,0.000298686,0.000512033,0.000810719,0.000128008,0.000170678,0.000512033,0.000298686,4.27E-05,0.000341355,0.000213347,0.000213347,0.000128008,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;
Tubeufiales,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.001536098,0,0,0,0,0,0,0,0.000256016,0,0,0,0.000170678,0,0,0,0,0,0,0,8.53E-05,0.000341355,0.000170678,0,0,0,0,0,0,0.000810719,0,4.27E-05,0.000256016,0.000341355,0,0,0,0.001109404,4.27E-05,0,0,0,0.000384025,0.000170678,0,0.000469363,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;
Lulworthiales,0,0.000341355,0.000128008,0,0.000426694,0.000256016,0,0,0,0.000128008,0.000170678,0,8.53E-05,0.00072538,0.000256016,0,0,8.53E-05,0.000341355,0.000170678,0.000384025,0.000512033,0.001365421,0,8.53E-05,0.000128008,4.27E-05,0,0.000426694,0.000213347,0.000384025,8.53E-05,0,0.000298686,0.000554702,0,0.000469363,8.53E-05,0.000170678,0,0,0.000128008,0.000128008,0,0.000640041,4.27E-05,0.000256016,8.53E-05,0,0.000469363,0.000256016,0,0.000170678,0.000341355,0.000128008,0,0,8.53E-05,0.00068271,0,0.000298686,0,4.27E-05,0.000256016,0,0,0.000128008,0,0,0,0.000298686,0,4.27E-05,0,0.000384025,0,4.27E-05,8.53E-05,8.53E-05,0,0.000213347,0.000128008,0.000128008,0.000384025,0.000554702,0.000298686,8.53E-05,0,0,4.27E-05,0.000170678,0,0.000170678,0.000170678,0.000170678,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;
Diaporthales,0,0,0,8.53E-05,0,0.000170678,0,4.27E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,8.53E-05,0,0.000128008,0.000128008,0,0,0,0.000170678,0.000298686,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0.000384025,0.000170678,0,0,0,0,0,0,8.53E-05,0.000170678,0,0.001322751,0,0.000128008,0.000170678,0.000170678,4.27E-05,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0.000256016,0,0,0,0.000256016,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;
Archaeosporales,0.000128008,0,0.000128008,0.000597372,0.000298686,0,8.53E-05,0.00068271,8.53E-05,4.27E-05,0.000128008,0,0.000938727,4.27E-05,0.000256016,0.000256016,0.000554702,0,0.001024066,0.001280082,4.27E-05,8.53E-05,0.000128008,0.000256016,0.000341355,0,0,0.000597372,0,0,0,0.000512033,0,0,0.000896057,0.000597372,0.000298686,0,0,0.000384025,0,0.000298686,0,8.53E-05,0.000384025,0.000128008,0,0.000384025,8.53E-05,0,0,0.000341355,0.000128008,0,0.000128008,0.000256016,0.000298686,4.27E-05,0.000341355,0.000256016,0,0,4.27E-05,0,0.000256016,0.000298686,0.000128008,0,0.000170678,8.53E-05,0,0.000170678,0,0,4.27E-05,0,0.000213347,0,0.00068271,0.000256016,0,0,0.000213347,0.000384025,0.000853388,0,0.000256016,0.000640041,0,0.000128008,0,0.000128008,0.000128008,0.000213347,0.000298686,0.000170678,k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;
Eurotiomycetes_ord_Incertae_sedis,0,0,0,0.000213347,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0.000128008,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001152074,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001280082,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetes_ord_Incertae_sedis;
Kickxellales,0,0,0,0,4.27E-05,0,8.53E-05,0,4.27E-05,8.53E-05,0,8.53E-05,8.53E-05,4.27E-05,0,0,8.53E-05,0,0,0,0.000170678,4.27E-05,0,0,0,0,0,0.000426694,0.000128008,0.000170678,0,0,0.000426694,0,0,0,0.001237413,8.53E-05,0.000213347,0,0.000170678,0.000597372,0,4.27E-05,0,0.00072538,0,0,0.000298686,0,0,0,0,0.000213347,0,0.000128008,0,0.000469363,0.000170678,8.53E-05,0,0.000469363,0,0,0.000384025,0,0,8.53E-05,0,0.000128008,0,8.53E-05,0.000554702,4.27E-05,0.000128008,0.000128008,0,8.53E-05,0,0,0.000341355,0,0.000170678,0,0,0,0,8.53E-05,0.00068271,0.000128008,0,8.53E-05,0.000128008,8.53E-05,0,0.000213347,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;
Thelephorales,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001194743,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,4.27E-05,0,0,0,0,0.000341355,0,0.000128008,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0.000128008,4.27E-05,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;
Taphrinales,0.001066735,0.000170678,0,0,0.000170678,0.000128008,0,8.53E-05,8.53E-05,8.53E-05,0,0,0,0,0,0,0.000469363,4.27E-05,0,4.27E-05,0,0,8.53E-05,0,0.000298686,0,0,0,0,0,0,0,0.000170678,8.53E-05,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000213347,0,0.000341355,0,0,0.000213347,0.000170678,0,8.53E-05,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;
Erysiphales,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000896057,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;
Erythrobasidiales,0.000298686,4.27E-05,0,0,8.53E-05,0,0.000298686,0,8.53E-05,4.27E-05,0,0.000512033,0,0.000170678,0,0,0.000896057,8.53E-05,0,8.53E-05,0,0,0.000170678,0,0.000170678,0,0,0,0,0,4.27E-05,0,0.000213347,0,4.27E-05,8.53E-05,0,0,0,0,0.000128008,0.000128008,0,0,0,0,0,0,0.000128008,0,8.53E-05,0.000426694,0,0,0,0,4.27E-05,0.000128008,0.000640041,4.27E-05,0,0,0,0.000128008,0,0,4.27E-05,4.27E-05,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0.000298686,0,4.27E-05,0,0,0,0.000128008,0,0,0.000810719,0,4.27E-05,0,0,0.000170678,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;
Savoryellales,0,0,0,0,4.27E-05,0.000170678,4.27E-05,0.000128008,8.53E-05,0,0.000896057,8.53E-05,0.000128008,8.53E-05,8.53E-05,8.53E-05,0,0.000128008,4.27E-05,0.000128008,0.000213347,0,0,0,8.53E-05,0.000170678,0.000128008,4.27E-05,0,0,0,0.000170678,0,0.000426694,8.53E-05,0,0,0,0,0,0,0,0.000128008,0,0,0,0,4.27E-05,0,0.000213347,0,0,0,4.27E-05,0,0.000170678,0,8.53E-05,0,0,0,0.000170678,8.53E-05,0.00072538,0,0.000341355,4.27E-05,0,0,0,0,8.53E-05,0,0,0.000384025,0,0,0,0.000298686,0,0.000128008,0.000170678,0.000170678,8.53E-05,0,0,0,8.53E-05,0.000298686,0.000128008,0,0.000170678,0.000170678,8.53E-05,0.000170678,0.000128008,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales;
Physodermatales,0,0,0,0,0,0,0.000256016,0,0,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0.000298686,0,0,0,0,0,0,0,0,0,0.000298686,0,k__Fungi;p__Blastocladiomycota;c__Physodermatomycetes;o__Physodermatales;
