Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Nitrososphaeraceae,0.057154077,0.072111952,0.07007711,0.079251749,0.045444809,0.099314579,0.136762816,0.096601457,0.132835927,0.090318435,0.115878909,0.168713409,0.133264315,0.095637584,0.095601885,0.062437527,0.034199629,0.059724404,0.097958018,0.089533057,0.092567471,0.116949879,0.109310296,0.180672569,0.099742967,0.081500785,0.138440668,0.108989005,0.120519777,0.10317007,0.069077538,0.1549336,0.045016422,0.048657718,0.095030701,0.108739112,0.115700414,0.09578038,0.080108525,0.057832358,0.085284878,0.073789804,0.080394117,0.141510781,0.105312009,0.107703841,0.06372269,0.059831501,0.080965301,0.065971726,0.112808796,0.084428102,0.066757104,0.115878909,0.02395402,0.099028988,0.153112952,0.218834785,0.211694988,0.094887905,0.073789804,0.034699415,0.076360131,0.047979437,0.03980437,0.080108525,0.065364844,0.130729687,0.09331715,0.108382122,0.116628588,0.110845352,0.138047979,0.160609739,0.097493931,0.128730544,0.082714551,0.095566186,0.068042268,0.050049979,0.081143796,0.060438384,0.092674568,0.064900757,0.051228045,0.070327003,0.105776096,0.082250464,0.076538626,0.094138226,0.073504212,0.102384692,0.058474939,0.034985006,0.047051264,0.035020705,k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;
Isosphaeraceae,0.016135942,0.024596601,0.010245609,0.016064544,0.025381979,0.013137227,0.013137227,0.010352706,0.012458946,0.011530773,0.010459803,0.00599743,0.011138084,0.012601742,0.014136799,0.003855491,0.001927745,0.009388833,0.012566043,0.008603456,0.011102385,0.008781951,0.006175925,0.003891189,0.008282165,0.006568613,0.005569042,0.020634014,0.008710553,0.006640011,0.010995288,0.011138084,0.010673997,0.009710124,0.020455519,0.013994003,0.010816793,0.006568613,0.006318721,0.003998286,0.008389262,0.002070541,0.00881765,0.031022419,0.005069256,0.008853349,0.021883479,0.032700271,0.016992717,0.018135085,0.015386263,0.016921319,0.014529487,0.012423247,0.003391404,0.024953591,0.016064544,0.01549336,0.010888191,0.013565615,0.025988862,0.006640011,0.02709553,0.005890333,0.004141082,0.019206055,0.013244324,0.019063259,0.038055119,0.016635728,0.023561331,0.010138512,0.013565615,0.013172926,0.014136799,0.017028416,0.021883479,0.017099814,0.028559189,0.015743253,0.03416393,0.038554905,0.021169499,0.024525203,0.015386263,0.013922605,0.011423676,0.011209482,0.011423676,0.009924318,0.011852063,0.022740254,0.017206911,0.007139797,0.014279594,0.008781951,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;
Nocardioidaceae,0.023061545,0.013886906,0.026274454,0.028273597,0.030201342,0.024275311,0.018527774,0.018492075,0.018563473,0.025596173,0.020491218,0.01867057,0.017206911,0.018027988,0.017992289,0.035270598,0.023525632,0.028344995,0.019098958,0.022276167,0.014850778,0.017206911,0.013779809,0.014922176,0.016921319,0.024953591,0.015243467,0.017563901,0.017528202,0.025239183,0.024025418,0.017670998,0.030772526,0.029987148,0.015279166,0.021347994,0.020955305,0.015993146,0.019277453,0.020455519,0.023525632,0.023525632,0.018956162,0.01620734,0.022347565,0.021704984,0.024560902,0.022418963,0.018813366,0.032914465,0.019134657,0.028202199,0.032771669,0.027988005,0.026131658,0.01867057,0.016992717,0.020027131,0.014243895,0.02923747,0.027059832,0.027381122,0.027595316,0.035449093,0.026738541,0.019955733,0.014529487,0.031308011,0.024203913,0.026560046,0.015743253,0.022311866,0.021276596,0.021562188,0.018884764,0.023454234,0.024489504,0.022668856,0.022204769,0.024061117,0.013315722,0.026488648,0.015243467,0.018777667,0.021098101,0.018170784,0.018099386,0.024025418,0.017135513,0.021597887,0.021776382,0.02431101,0.024453806,0.01477938,0.018242182,0.018956162,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;
Xanthobacteraceae,0.014886477,0.011673568,0.020598315,0.01831358,0.02431101,0.025167785,0.024882193,0.023454234,0.023668428,0.02216907,0.022490361,0.018420677,0.017099814,0.019563044,0.014993574,0.023561331,0.024346709,0.016385835,0.019812937,0.021276596,0.020277024,0.024096816,0.022990147,0.021419392,0.02534628,0.023132943,0.021990575,0.025917464,0.016707126,0.021669285,0.017849493,0.015172069,0.017670998,0.019206055,0.020705412,0.019098958,0.025988862,0.018599172,0.019884335,0.028059403,0.03416393,0.026167357,0.025060688,0.017920891,0.017920891,0.022847351,0.017278309,0.015100671,0.016707126,0.014529487,0.017421105,0.015207768,0.017135513,0.015207768,0.020241325,0.018884764,0.020741111,0.018920463,0.022490361,0.0211338,0.013065829,0.025631872,0.016171641,0.023918321,0.033414251,0.018206483,0.015350564,0.016100243,0.014850778,0.022633157,0.019812937,0.020598315,0.020919606,0.019991432,0.022240468,0.019777238,0.009710124,0.015814651,0.013565615,0.015279166,0.015421962,0.013280023,0.018277881,0.008924747,0.017849493,0.023097244,0.027666714,0.026167357,0.017206911,0.021990575,0.025167785,0.015778952,0.013601314,0.024453806,0.016849921,0.018884764,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;
Planococcaceae,0.010602599,0.013637013,0.006854205,0.008389262,0.010602599,0.012066257,0.01477938,0.016528631,0.01267314,0.015921748,0.011352278,0.013672712,0.011209482,0.011423676,0.011387977,0.015243467,0.026488648,0.028809082,0.010388405,0.015743253,0.010531201,0.01303013,0.019277453,0.018242182,0.013994003,0.019206055,0.01549336,0.016921319,0.01128088,0.013886906,0.021062402,0.014136799,0.013815508,0.016742825,0.009281736,0.012351849,0.01513637,0.011780665,0.011887762,0.021240897,0.012708839,0.011637869,0.010816793,0.00738969,0.014208196,0.015814651,0.011637869,0.007925175,0.008889048,0.010317007,0.008603456,0.014350992,0.015707554,0.013672712,0.012815936,0.018063687,0.009460231,0.010602599,0.008210767,0.012601742,0.010459803,0.01477938,0.010852492,0.013601314,0.01831358,0.027559617,0.007925175,0.011495074,0.009103241,0.013565615,0.006854205,0.016314437,0.012780237,0.010602599,0.01267314,0.014136799,0.008960446,0.009817221,0.009103241,0.017099814,0.010245609,0.015743253,0.009781522,0.014315293,0.012994431,0.013137227,0.010888191,0.020241325,0.011459375,0.011030987,0.010495502,0.012280451,0.010317007,0.006889904,0.009067542,0.011744966,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;
Pseudonocardiaceae,0.015957447,0.017885192,0.018884764,0.017778095,0.017742396,0.017314008,0.017099814,0.015029273,0.017385406,0.018492075,0.01724261,0.015993146,0.015743253,0.014743681,0.016421534,0.016957018,0.018277881,0.019491646,0.015814651,0.016635728,0.014029702,0.014922176,0.015707554,0.013137227,0.015207768,0.010959589,0.013779809,0.017635299,0.016385835,0.019741539,0.01688562,0.013922605,0.020169927,0.020955305,0.013922605,0.017528202,0.017314008,0.015743253,0.019670141,0.016135942,0.010531201,0.019527345,0.015778952,0.014458089,0.021098101,0.017635299,0.020169927,0.015743253,0.014993574,0.017635299,0.016100243,0.027952306,0.019812937,0.017135513,0.019455947,0.015743253,0.0141011,0.015172069,0.015457661,0.023311438,0.018706269,0.022918749,0.023739826,0.021347994,0.024203913,0.01867057,0.014600885,0.021776382,0.016385835,0.016992717,0.01513637,0.01620734,0.016921319,0.015957447,0.018170784,0.01970584,0.020205626,0.016635728,0.019741539,0.017028416,0.016350136,0.018956162,0.019170356,0.020669713,0.017813794,0.015778952,0.020669713,0.021383693,0.01620734,0.020027131,0.023097244,0.019634442,0.02534628,0.018135085,0.01795659,0.013886906,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;
Beijerinckiaceae,0.010031415,0.011030987,0.01267314,0.011852063,0.012887334,0.010067114,0.011673568,0.013494217,0.012458946,0.013137227,0.013637013,0.012494645,0.014636584,0.013351421,0.013065829,0.018027988,0.018492075,0.018206483,0.013886906,0.016457233,0.012887334,0.013779809,0.015957447,0.010995288,0.012994431,0.013315722,0.014243895,0.017099814,0.017742396,0.018027988,0.018277881,0.01338712,0.018741968,0.018135085,0.013137227,0.020312723,0.018170784,0.009960017,0.012494645,0.013994003,0.015886049,0.015243467,0.016135942,0.012851635,0.020134228,0.017492503,0.018027988,0.011637869,0.017171212,0.021383693,0.022097672,0.023061545,0.018277881,0.013708411,0.015743253,0.011744966,0.014707982,0.016135942,0.014957875,0.023418535,0.013351421,0.020848208,0.020705412,0.027059832,0.024418107,0.016849921,0.014493788,0.019063259,0.01374411,0.01724261,0.013422819,0.014279594,0.013244324,0.012209053,0.016028845,0.018135085,0.011423676,0.011852063,0.014957875,0.017849493,0.010067114,0.012994431,0.016278738,0.010281308,0.018884764,0.011066686,0.014993574,0.013137227,0.010531201,0.012458946,0.017206911,0.014243895,0.014850778,0.013994003,0.01549336,0.012708839,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;
Pseudomonadaceae,0.000214194,0.000285592,0.000142796,0.000142796,3.57E-05,0.000499786,0.000142796,0.00107097,0.000285592,0.00107097,0.000428388,0.000392689,0.000249893,0.000464087,0.000142796,0.00107097,0.000428388,0.000249893,0.000392689,0.000285592,0.001178067,0.000571184,0.000392689,0.001856347,0.000678281,0.007211195,0.000321291,0.000178495,0.000321291,0.000892475,0.001927745,0.001927745,0.00107097,0.001285164,0.000107097,7.14E-05,7.14E-05,0.023918321,0.000107097,0.002320434,0.000321291,0.000535485,0.000285592,0,0.000249893,0.000249893,0,0.000178495,0.000178495,0.010424104,0.000678281,3.57E-05,0.00071398,0.000107097,0.000571184,0.001713551,0.000571184,0.000428388,7.14E-05,0.000285592,0,0.00071398,0,0.000749679,7.14E-05,0.000214194,7.14E-05,0,0.000107097,0.000142796,0.000214194,0.001285164,0.000142796,0.000178495,0.000428388,0.000107097,0,0.000642582,0,0.023775525,0.000392689,0.004355276,0.000464087,0.000285592,0.009067542,0.001713551,0.001320862,0.000464087,0.0070327,0.000285592,0.001178067,0.004605169,0.001427959,0.003427103,0.005711838,0.011994859,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;
Promicromonosporaceae,0.00107097,0.00107097,0.001142368,0.001535056,0.002177638,0.000928174,0.000821077,0.000428388,0.000642582,0.001142368,0.001713551,0.000678281,0.001035271,0.000749679,0.001356561,0.00071398,0.000464087,0.002641725,0.000571184,0.001820648,0.000642582,0.001035271,0.00035699,0.000499786,0.000785378,0.001213766,0.000892475,0.000749679,0.000642582,0.002606026,0.000963873,0.000606883,0.003034414,0.002284735,0.000535485,0.001035271,0.000892475,0.000464087,0.000785378,0.000928174,0.00107097,0.001142368,0.000642582,0.000428388,0.000785378,0.001285164,0.001142368,0.00107097,0.001285164,0.023132943,0.000678281,0.002855919,0.001677852,0.000821077,0.000892475,0.000464087,0.000678281,0.000678281,0.00107097,0.000749679,0.000999572,0.001820648,0.000856776,0.000571184,0.000642582,0.00071398,0.000499786,0.000678281,0.000499786,0.000642582,0.000892475,0.000928174,0.000535485,0.000642582,0.000821077,0.000428388,0.001320862,0.001784949,0.000428388,0.001213766,0.000928174,0.00107097,0.000464087,0.000928174,0.000642582,0.00071398,0.000892475,0.001285164,0.002356133,0.000535485,0.000678281,0.000499786,0.002391832,0.000642582,0.00071398,0.001427959,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;
Streptomycetaceae,0.015243467,0.018956162,0.018813366,0.014600885,0.020526917,0.017064115,0.012637441,0.01831358,0.01724261,0.015778952,0.017421105,0.018242182,0.018277881,0.01795659,0.016278738,0.018206483,0.019812937,0.018599172,0.017028416,0.0175996,0.014279594,0.013779809,0.016385835,0.016457233,0.017706697,0.016921319,0.014565186,0.018599172,0.017278309,0.019098958,0.020598315,0.015921748,0.020205626,0.010888191,0.013137227,0.015100671,0.016921319,0.016421534,0.0141011,0.020562616,0.013101528,0.021990575,0.016064544,0.013851207,0.014815079,0.017635299,0.020526917,0.019098958,0.01231615,0.018634871,0.011495074,0.015243467,0.016028845,0.01231615,0.022847351,0.01160217,0.012637441,0.013672712,0.013529916,0.012708839,0.015314865,0.021919177,0.017028416,0.017456804,0.018384978,0.014315293,0.011030987,0.013172926,0.011423676,0.013565615,0.010067114,0.015029273,0.015636156,0.013958304,0.015029273,0.013815508,0.015993146,0.014529487,0.0141011,0.017064115,0.013172926,0.012173354,0.013565615,0.014029702,0.011173783,0.01724261,0.016921319,0.017028416,0.017064115,0.017992289,0.015100671,0.014350992,0.020848208,0.018527774,0.016635728,0.016957018,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;
Xiphinematobacteraceae,0.006175925,0.004033985,0.003462802,0.002606026,0.002427531,0.005176353,0.0105669,0.006711409,0.01267314,0.006889904,0.009460231,0.006532914,0.009388833,0.009960017,0.008210767,0.001999143,0.000963873,0.003605598,0.014957875,0.003926888,0.012494645,0.005604741,0.005961731,0.003712695,0.0070327,0.003498501,0.007425389,0.007568185,0.006640011,0.006818506,0.006425818,0.006175925,0.003819792,0.00421248,0.017992289,0.003962587,0.005033557,0.002070541,0.002606026,0.002284735,0.006818506,0.003676996,0.009031843,0.022740254,0.00282022,0.004855062,0.005926032,0.011173783,0.007675282,0.004676567,0.010781094,0.004319577,0.004783664,0.002713123,0.001963444,0.014743681,0.00985292,0.007425389,0.010281308,0.006604312,0.006568613,0.003248608,0.005104955,0.00317721,0.00210624,0.004283878,0.008067971,0.003605598,0.016421534,0.005426246,0.018741968,0.005069256,0.007532486,0.006961302,0.007960874,0.011816364,0.008674854,0.012209053,0.014458089,0.006925603,0.018741968,0.010067114,0.006461516,0.00846066,0.008139369,0.006532914,0.008389262,0.004462373,0.007104098,0.006068828,0.008317864,0.00985292,0.005747537,0.005961731,0.006925603,0.003641297,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;
Microbacteriaceae,0.00810367,0.011852063,0.010102813,0.011209482,0.011923461,0.010816793,0.008210767,0.013244324,0.006175925,0.014600885,0.00846066,0.009174639,0.008424961,0.009924318,0.006604312,0.015029273,0.0105669,0.022347565,0.007461088,0.011816364,0.007175496,0.008853349,0.008282165,0.0105669,0.007104098,0.015421962,0.006532914,0.009603027,0.008317864,0.013851207,0.011102385,0.011637869,0.014886477,0.017349707,0.005926032,0.009745823,0.009674425,0.010959589,0.008710553,0.018991861,0.009174639,0.012815936,0.007996573,0.005461945,0.009674425,0.008674854,0.009388833,0.010245609,0.009888619,0.020455519,0.008781951,0.01128088,0.008960446,0.009960017,0.008889048,0.008246466,0.009888619,0.009246037,0.006104527,0.010459803,0.0070327,0.01092389,0.006747108,0.013137227,0.00949593,0.010673997,0.005426246,0.007675282,0.006532914,0.008532058,0.006497215,0.014743681,0.007246894,0.00810367,0.008353563,0.00738969,0.008175068,0.010352706,0.00667571,0.014707982,0.005104955,0.013280023,0.00635442,0.006711409,0.00738969,0.01020991,0.007461088,0.015778952,0.007782379,0.008067971,0.007568185,0.007960874,0.010745395,0.007496787,0.007532486,0.011066686,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;
Ilumatobacteraceae,0.014922176,0.013922605,0.017849493,0.021098101,0.002963016,0.018170784,0.01303013,0.011780665,0.014743681,0.013494217,0.012173354,0.012458946,0.011852063,0.013886906,0.011066686,0.017385406,0.017635299,0.012637441,0.011852063,0.01231615,0.009745823,0.012030558,0.010781094,0.011495074,0.010531201,0.014993574,0.012958732,0.014315293,0.011423676,0.018956162,0.014850778,0.012244752,0.015172069,0.016278738,0.012601742,0.012351849,0.012423247,0.013815508,0.017813794,0.018849065,0.016992717,0.015064972,0.013529916,0.008246466,0.012780237,0.018063687,0.01303013,0.012815936,0.01092389,0.011530773,0.009460231,0.012387548,0.015100671,0.013601314,0.012530344,0.009067542,0.013779809,0.008282165,0.009174639,0.011495074,0.013280023,0.019420248,0.013065829,0.016243039,0.021954876,0.015207768,0.011459375,0.01267314,0.008960446,0.01513637,0.011673568,0.011173783,0.012280451,0.009781522,0.012101956,0.012351849,0.001535056,0.013065829,0.009924318,0.011316579,0.012173354,0.014493788,0.016171641,0.016385835,0.013315722,0.013565615,0.014886477,0.014172498,0.012744538,0.015386263,0.017920891,0.010888191,0.016457233,0.012744538,0.014136799,0.015921748,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;
Oxalobacteraceae,0.000571184,0.001463658,0.000785378,0.001035271,0.00035699,0.001213766,0.000321291,0.001713551,0.000214194,0.000606883,0.000928174,0.000642582,0.000785378,0.000678281,0.000821077,0.001356561,0.000821077,0.001427959,0.001642153,0.001249465,0.001106669,0.001249465,0.000392689,0.00071398,0.000464087,0.001320862,0.000571184,0.000856776,0.000571184,0.00071398,0.002070541,0.000856776,0.001035271,0.003105812,0.000642582,0.000928174,0.000642582,0.000821077,0.000464087,0.001285164,0.000821077,0.001142368,0.000499786,0.000963873,0.002070541,0.000928174,0.000892475,0.000749679,0.001142368,0.005533343,0.003070113,0.001892046,0.001213766,0.002498929,0.001463658,0.000499786,0.00139226,0.004069684,0.000963873,0.004783664,0.000963873,0.00317721,0.002391832,0.001642153,0.004283878,0.003248608,0.001642153,0.002606026,0.002784521,0.003569899,0.001249465,0.006140226,0.000963873,0.002498929,0.001535056,0.00317721,0.002070541,0.002748822,0.003355705,0.012887334,0.003641297,0.009281736,0.005426246,0.004355276,0.004462373,0.00528345,0.0070327,0.005140654,0.020277024,0.004605169,0.006068828,0.009210338,0.0070327,0.0070327,0.012744538,0.014172498,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;
Propionibacteriaceae,0.010495502,0.003748394,0.012101956,0.009960017,0.0105669,0.007282593,0.007104098,0.006068828,0.006318721,0.006247323,0.00667571,0.009067542,0.00846066,0.007211195,0.007568185,0.011495074,0.009424532,0.008139369,0.007282593,0.005747537,0.009960017,0.005854634,0.008532058,0.006604312,0.006568613,0.005926032,0.008889048,0.008317864,0.008996145,0.009960017,0.011138084,0.009531629,0.010888191,0.009103241,0.006925603,0.009031843,0.009067542,0.007925175,0.006568613,0.00810367,0.01092389,0.007568185,0.007425389,0.004962159,0.011923461,0.006711409,0.01620734,0.009995716,0.009710124,0.013958304,0.011637869,0.011816364,0.010424104,0.006033129,0.01267314,0.007425389,0.007782379,0.005033557,0.009781522,0.011709267,0.009281736,0.016350136,0.012030558,0.018849065,0.013708411,0.009174639,0.010745395,0.013137227,0.007889476,0.00635442,0.005533343,0.004712266,0.006997001,0.005783236,0.007246894,0.007889476,0.014886477,0.008960446,0.011780665,0.012994431,0.010638298,0.00985292,0.010317007,0.007318292,0.009317435,0.008781951,0.007461088,0.011709267,0.006604312,0.006818506,0.010388405,0.006068828,0.01267314,0.013137227,0.011495074,0.00528345,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;
Mycobacteriaceae,0.010602599,0.010888191,0.011387977,0.010638298,0.010281308,0.0175996,0.008781951,0.009745823,0.011923461,0.008424961,0.010424104,0.010673997,0.00949593,0.009317435,0.008175068,0.011352278,0.012137655,0.00985292,0.009674425,0.009174639,0.009745823,0.008710553,0.010531201,0.008996145,0.00881765,0.008282165,0.011352278,0.013351421,0.01020991,0.011316579,0.012137655,0.007818078,0.012030558,0.011852063,0.009603027,0.010174211,0.011495074,0.006497215,0.010531201,0.011816364,0.011637869,0.010816793,0.012101956,0.009924318,0.01092389,0.010602599,0.011637869,0.009567328,0.00913894,0.013601314,0.011637869,0.012030558,0.012173354,0.008853349,0.014815079,0.008532058,0.009531629,0.009888619,0.009710124,0.013280023,0.010352706,0.012209053,0.010995288,0.013065829,0.014065401,0.010424104,0.008674854,0.010495502,0.008889048,0.010245609,0.008175068,0.008853349,0.009353134,0.009246037,0.012173354,0.011495074,0.010959589,0.010245609,0.008282165,0.010673997,0.009246037,0.011387977,0.011102385,0.009638726,0.01020991,0.010067114,0.011852063,0.012173354,0.011994859,0.010495502,0.011709267,0.010888191,0.012494645,0.010995288,0.009281736,0.009388833,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;
Chthoniobacteraceae,0.004319577,0.002963016,0.003427103,0.004533771,0.002677424,0.004105383,0.008781951,0.005354848,0.010459803,0.005676139,0.005818935,0.004176781,0.005104955,0.0070327,0.005711838,0.001142368,0.000499786,0.002284735,0.011709267,0.0035342,0.008781951,0.004855062,0.004141082,0.002070541,0.006068828,0.003605598,0.005140654,0.007068399,0.004676567,0.004498072,0.005176353,0.003284307,0.004033985,0.003819792,0.015529059,0.003819792,0.005069256,0.002034842,0.003212909,0.002213337,0.006104527,0.003891189,0.007282593,0.01724261,0.002427531,0.004319577,0.004033985,0.009317435,0.00810367,0.004141082,0.00810367,0.003248608,0.003391404,0.002998715,0.000285592,0.011852063,0.00810367,0.006247323,0.006997001,0.005247751,0.003998286,0.001677852,0.003962587,0.001892046,0.001570755,0.004605169,0.008139369,0.004747965,0.012423247,0.004498072,0.014386691,0.004498072,0.007639583,0.006068828,0.007603884,0.007568185,0.00564044,0.00738969,0.008960446,0.003569899,0.012601742,0.008924747,0.007282593,0.00599743,0.006782807,0.005461945,0.005676139,0.003998286,0.005926032,0.003748394,0.005247751,0.008567757,0.00282022,0.00421248,0.003070113,0.003141511,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;
Micrococcaceae,0.005569042,0.004390975,0.005890333,0.002713123,0.006532914,0.00738969,0.00456947,0.009710124,0.00599743,0.007282593,0.003784093,0.004890761,0.002963016,0.004533771,0.003034414,0.002177638,0.004819363,0.006889904,0.004890761,0.004319577,0.004640868,0.003926888,0.004962159,0.004962159,0.00317721,0.014243895,0.004069684,0.00564044,0.002891618,0.017028416,0.005212052,0.004997858,0.014386691,0.010102813,0.004176781,0.003605598,0.006247323,0.005961731,0.004676567,0.006461516,0.004783664,0.008603456,0.003855491,0.002963016,0.0070327,0.006175925,0.003784093,0.002891618,0.004855062,0.006140226,0.005033557,0.009960017,0.007853777,0.006640011,0.004533771,0.004033985,0.00421248,0.004747965,0.002927317,0.012815936,0.00317721,0.003248608,0.003676996,0.002855919,0.002534628,0.003855491,0.003605598,0.003391404,0.003498501,0.00528345,0.001963444,0.00599743,0.003891189,0.004498072,0.004283878,0.004819363,0.003676996,0.004176781,0.002748822,0.006711409,0.003320006,0.005747537,0.005890333,0.003355705,0.005497644,0.008960446,0.004747965,0.006247323,0.009281736,0.003855491,0.005247751,0.007996573,0.008532058,0.004176781,0.005069256,0.004319577,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;
JG30-KF-CM45,0.011816364,0.013101528,0.008067971,0.012923033,0.008424961,0.009281736,0.009817221,0.010602599,0.013601314,0.011923461,0.007461088,0.007211195,0.009531629,0.009246037,0.007710981,0.011744966,0.01128088,0.0105669,0.00949593,0.011352278,0.008746252,0.010852492,0.007282593,0.006640011,0.012387548,0.010031415,0.009603027,0.007104098,0.008567757,0.009281736,0.010352706,0.007461088,0.012423247,0.011744966,0.009424532,0.014850778,0.009210338,0.010067114,0.011673568,0.009531629,0.007425389,0.010781094,0.005854634,0.00846066,0.006604312,0.00949593,0.012280451,0.012887334,0.010531201,0.011994859,0.012244752,0.012030558,0.009710124,0.01513637,0.014672283,0.012101956,0.012173354,0.009960017,0.008210767,0.007568185,0.009817221,0.011780665,0.014350992,0.014279594,0.012423247,0.011030987,0.005711838,0.010852492,0.009924318,0.014993574,0.009067542,0.011780665,0.01303013,0.013315722,0.013351421,0.01267314,0.009924318,0.009674425,0.015314865,0.013672712,0.008853349,0.009924318,0.009246037,0.006211624,0.008389262,0.012958732,0.009246037,0.012566043,0.009031843,0.013280023,0.007889476,0.011994859,0.009710124,0.011852063,0.014172498,0.012566043,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;
Defluviicoccaceae,0.005104955,0.003891189,0.004390975,0.005497644,0.00564044,0.00456947,0.006925603,0.00949593,0.013922605,0.008353563,0.011316579,0.010067114,0.00881765,0.006532914,0.004962159,0.007246894,0.009210338,0.007139797,0.006604312,0.009460231,0.008889048,0.010495502,0.012780237,0.010781094,0.012244752,0.008032272,0.011709267,0.013458518,0.010709696,0.007853777,0.006818506,0.005569042,0.007568185,0.00774668,0.005604741,0.010638298,0.008139369,0.005569042,0.0070327,0.010317007,0.01477938,0.011066686,0.012280451,0.007425389,0.011816364,0.008674854,0.005961731,0.004355276,0.00635442,0.006532914,0.007532486,0.008424961,0.007818078,0.007175496,0.015279166,0.006747108,0.00985292,0.007318292,0.01020991,0.011387977,0.006425818,0.008282165,0.005783236,0.007139797,0.007104098,0.004890761,0.006068828,0.006247323,0.003926888,0.006532914,0.006532914,0.008139369,0.0105669,0.006390119,0.007425389,0.006818506,0.005961731,0.00456947,0.003784093,0.004640868,0.003784093,0.003712695,0.004855062,0.005854634,0.008139369,0.005926032,0.007246894,0.006854205,0.00738969,0.005354848,0.009638726,0.006782807,0.008210767,0.010281308,0.006818506,0.004676567,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;
Comamonadaceae,0.004105383,0.00599743,0.006425818,0.005747537,0.003712695,0.009424532,0.006604312,0.006747108,0.006283022,0.00846066,0.006104527,0.004676567,0.005854634,0.004962159,0.005426246,0.007782379,0.006068828,0.007068399,0.005926032,0.007710981,0.004640868,0.006997001,0.004498072,0.004997858,0.006925603,0.007353991,0.004747965,0.004141082,0.006854205,0.00635442,0.006604312,0.005604741,0.007889476,0.01160217,0.00421248,0.004855062,0.003569899,0.004819363,0.004605169,0.005426246,0.006604312,0.007175496,0.006104527,0.004355276,0.007104098,0.006461516,0.005926032,0.006640011,0.005247751,0.007461088,0.006104527,0.005212052,0.003784093,0.006175925,0.007496787,0.006318721,0.005569042,0.005818935,0.005426246,0.005533343,0.005569042,0.011744966,0.006318721,0.010352706,0.011530773,0.006818506,0.004283878,0.006747108,0.003784093,0.006604312,0.004962159,0.007353991,0.005818935,0.006104527,0.007211195,0.005890333,0.004676567,0.008924747,0.004962159,0.01092389,0.004605169,0.01303013,0.007425389,0.00949593,0.007461088,0.008496359,0.010388405,0.011173783,0.01128088,0.007853777,0.010281308,0.011066686,0.007889476,0.00774668,0.007175496,0.010031415,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;
