Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Alicyclobacillales,0.000107097,0.000214194,0.000249893,0.000142796,0.000321291,0.000142796,0.000107097,0.000142796,7.14E-05,0.000392689,7.14E-05,0.000499786,0.000428388,0.000249893,0.000499786,0.000749679,0.000785378,0.000178495,0.000178495,7.14E-05,0.000107097,0.000178495,0.000107097,0.000178495,0,0.000249893,0.000107097,0,0.000321291,0.000321291,0.000428388,0.000678281,0.000178495,0.00035699,0.000142796,0.000321291,0.000285592,0.000107097,3.57E-05,0.000321291,0.00035699,7.14E-05,7.14E-05,7.14E-05,0.00071398,0.000142796,0.000749679,0.00035699,0.000214194,3.57E-05,0.000107097,0.000214194,0.000142796,0.000464087,0,0.000107097,0,0,0.000107097,0.000214194,0.001142368,0.000785378,0.000785378,0.000963873,0.000178495,0.000214194,0.000107097,0.000214194,0.000249893,0.000285592,0.000178495,0.000107097,7.14E-05,0.000214194,0.000535485,0.000285592,0.000321291,0.000535485,0.000464087,0.000392689,7.14E-05,0.000178495,7.14E-05,0,0.00035699,0.000285592,7.14E-05,0.000142796,0.000142796,7.14E-05,0.000142796,0.000249893,0.000535485,0.000535485,0.000499786,0.000571184,k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;
Caldilineales,0.000428388,0.000464087,0.00035699,0.000321291,0.000178495,0.00035699,0.000535485,0.000428388,0.000499786,0.000499786,0.000321291,0.000142796,0.000499786,0.000321291,0.000464087,0.000606883,0.000321291,0.000428388,0.000178495,0.000571184,0.000428388,0.000642582,0.000392689,0,0.000464087,0.000464087,0.000214194,0.000392689,0.000499786,0.000428388,0.000535485,0.000428388,0.00071398,0.000392689,0.000285592,0.000785378,0.000392689,0.000642582,0.000499786,0.000428388,0.000321291,0.000642582,0.000821077,0.000321291,0.000321291,0.000321291,0.000785378,0.000392689,0.000642582,0.000571184,0.000499786,0.000785378,0.000642582,0.000499786,0.000214194,0.000499786,0.000928174,0.000821077,0.000214194,0.00035699,0.000606883,0.000392689,0.000785378,0.000535485,0.000499786,0.000392689,0.00071398,0.000249893,0.000107097,0.000785378,0.000428388,0.000428388,0.000678281,0.000428388,0.000785378,0.000499786,0.00035699,0.00035699,0.000606883,0.000428388,0.000606883,0.000606883,0.000392689,0.000285592,0.001142368,0.000392689,0.000428388,0.000178495,0.000428388,0.000535485,0.000606883,0.000285592,0.000535485,0.000785378,0.000892475,0.000571184,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;
Blastocatellales,0.000428388,0.000464087,0.000107097,0.000214194,0.000142796,0.000214194,0.000214194,0.000285592,0.000428388,0.000606883,0.000285592,0.000214194,0.000428388,0.000499786,0.000606883,0.000107097,0,0.00035699,0.000499786,0.000535485,0.000678281,0.000392689,0.000214194,0.000142796,0.000285592,0.000214194,0.000285592,0.000249893,0.000321291,0.000392689,0.000499786,0.000428388,0.000535485,0.000464087,0.000571184,0.000856776,0.000642582,0.000321291,0.000606883,0.000142796,0.000428388,0.000285592,0.000571184,0.000571184,0.000249893,0.00035699,0.000606883,0.000821077,0.000821077,0.000928174,0.00071398,0.000249893,0.000499786,0.000749679,0.000142796,0.000642582,0.00035699,0.000428388,0.000321291,0.000321291,0.000428388,0.000214194,0.000285592,0.000285592,0.000142796,0.000321291,0.001106669,0.000392689,0.000999572,0.000678281,0.000963873,0.000428388,0.000499786,0.00035699,0.000285592,0.00035699,0.000428388,0.000606883,0.000785378,0.000392689,0.000785378,0.000999572,0.000642582,0.000606883,0.00071398,0.000142796,0.00035699,0.000392689,0.000107097,0.000499786,0.000249893,0.000321291,7.14E-05,0.000285592,0.000392689,0.000571184,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;
unidentified_Limnochordia,0.000214194,0.000321291,0.000214194,0.000214194,0.000464087,0.000178495,0.000107097,0.000249893,0.000142796,0.000285592,0.00035699,0.000464087,0.000606883,0.000428388,0.000535485,0.000178495,7.14E-05,3.57E-05,0.000107097,3.57E-05,0.000107097,7.14E-05,0.000142796,0.000142796,0.000285592,7.14E-05,0.000285592,0.000499786,3.57E-05,3.57E-05,0.000321291,0.000249893,0.000249893,0.000142796,0.000285592,3.57E-05,0.000142796,0.000249893,0.000107097,0.000142796,7.14E-05,3.57E-05,0.000249893,0.000178495,3.57E-05,0.000178495,7.14E-05,0.00107097,0,7.14E-05,0.000214194,0,0,0.000464087,3.57E-05,0,0,7.14E-05,0.000214194,7.14E-05,0.000285592,7.14E-05,0.000107097,0,0,0,0.000107097,0,0.000107097,0.000107097,0.000107097,0,0,7.14E-05,7.14E-05,0,0.000107097,0.000214194,0.000107097,3.57E-05,0.000321291,7.14E-05,0.000249893,0.000142796,0.000178495,0.000321291,0,3.57E-05,3.57E-05,0.000214194,0.000285592,0.000249893,0.000214194,0.000249893,0.000178495,0.000535485,k__Bacteria;p__Firmicutes;c__Limnochordia;o__unidentified_Limnochordia;
Oscillospirales,0.000178495,0.000321291,0.000249893,0.000142796,3.57E-05,0.000285592,0.000285592,0.000464087,0.000428388,0.00035699,0.000464087,0.000249893,0.000535485,0.000499786,0.000464087,0.000571184,0.00035699,0.001035271,0.000678281,0.000642582,0.00035699,0.000785378,0.000428388,0.000642582,0.000571184,0.000642582,0.000428388,0.000392689,0.000107097,0.00035699,0.000464087,0.000499786,0.000285592,0.000642582,0.00035699,0.000535485,0.000321291,0.000856776,0.000464087,0.000392689,0.000392689,0.000321291,0.000499786,0.000249893,0.000214194,0.000285592,0.000249893,0.000107097,3.57E-05,0.00035699,7.14E-05,0.000178495,0.00035699,0.000999572,0.000464087,0.000214194,7.14E-05,0.000142796,0.000107097,0.000464087,0.000249893,0.000321291,0.000285592,0.000392689,7.14E-05,0.000428388,0.000107097,3.57E-05,0.000142796,0.000285592,7.14E-05,0.000142796,0.000142796,0.000428388,0.000142796,0.000499786,0.000107097,0.00035699,0.000214194,0.00035699,7.14E-05,0.000249893,0.000214194,0.00035699,0.000428388,0.000464087,0,0.000178495,0.000107097,0.000107097,0.000285592,0.000178495,0.000142796,0.000249893,0.00071398,0.000928174,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;
Fibrobacterales,0,0.00035699,0.000142796,0.000499786,0.000107097,0.000678281,0.000214194,0,0.000178495,0.000142796,0.000107097,0.000178495,0.000178495,0.000249893,0.000142796,0,0,0.000178495,0.000107097,0.000249893,0.000214194,0.000321291,0,7.14E-05,0.000107097,0.000321291,0.000107097,0.000249893,0.000249893,0.001035271,3.57E-05,0.000321291,0.000249893,0.00035699,7.14E-05,7.14E-05,7.14E-05,3.57E-05,0.000107097,0.000142796,0.000142796,0.000107097,0.000142796,0.000107097,0.000214194,0.000249893,0.000107097,0.000214194,7.14E-05,0.000142796,0.000142796,0.000285592,0.000178495,0.000214194,3.57E-05,7.14E-05,0.000178495,0,0.000142796,0.000107097,0,0.000107097,0,0.000214194,7.14E-05,0.000142796,0.000214194,7.14E-05,0.000178495,0.000107097,0.000464087,0.000142796,0.000214194,0.000178495,0,0.000178495,0.000142796,0.000178495,0.000499786,0.000249893,0.000107097,0.000249893,0,0,0.000214194,0.000321291,0.000214194,0.000428388,0.000214194,0.000285592,0.000464087,0.00035699,0.000107097,0.000428388,0.000249893,0.000142796,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;
Peptostreptococcales-Tissierellales,0.000178495,0.000499786,0.000178495,0.000178495,0.000249893,0.000321291,0.00035699,0.000642582,0.000499786,0.000678281,0.000321291,0.000642582,0.000749679,0.00035699,0.000107097,0.000892475,0.000571184,0.000963873,0.000321291,0.000464087,0.000464087,0.000571184,0.00071398,0.000963873,0.000606883,0.000749679,0.000392689,0.000571184,0.000464087,0.000392689,0.000499786,0.000678281,0.000142796,0.000892475,0.000285592,0.000464087,0.00035699,0.000392689,0.00071398,0.000464087,0.000678281,0.000392689,0.00035699,0.000142796,0.000499786,0.000642582,0.000285592,0.000249893,0.000178495,3.57E-05,0.000142796,0.000285592,0.000678281,0.000785378,0.000428388,0.00035699,0.000214194,0.000428388,7.14E-05,0.000214194,0.000107097,0.000392689,0.000178495,0.00035699,0.000142796,0.000178495,0.000499786,0,7.14E-05,0.000321291,0.000285592,0.000499786,0.000321291,0.000178495,0.00035699,0.000107097,0.000107097,0.000249893,0.000142796,0.00035699,0.000214194,0.000142796,0.000142796,0.00035699,0.000963873,0.00035699,0.000214194,0.000249893,0.000178495,0.000178495,0.000392689,0.00035699,0.000249893,0.000392689,0.000499786,0.000428388,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;
unidentified_Alphaproteobacteria,0.000321291,0.000249893,0.000428388,0.000535485,0.000678281,0.000571184,0.000321291,0.000571184,0.000571184,0.000428388,0.000749679,0.000499786,0.000392689,0.000249893,0.000321291,0.000571184,0.000464087,0.000178495,0.000499786,0.000678281,0.000606883,0.000678281,0.000321291,0.000535485,0.000678281,0.000678281,0.000464087,0.000678281,0.000678281,0.000464087,0.000464087,0.000571184,0.000499786,0.000321291,0.000499786,0.000285592,0.00071398,0.00035699,0.000856776,0.000678281,0.000464087,0.000963873,0.000678281,0.000249893,0.000606883,0.000571184,0.000464087,0.000464087,0.000214194,0.000249893,0.000464087,0.000321291,0.000392689,0.000392689,0.000785378,0.000285592,0.000428388,0.00035699,0.000428388,0.000606883,0.000499786,0.000571184,0.000214194,0.000571184,0.000642582,0.000178495,0.000571184,0.000107097,0.000285592,0.000392689,0.000178495,0.000285592,0.000321291,0.000499786,0.000499786,0.000678281,0.000249893,0.000464087,0.000107097,0.000178495,0.000142796,0.000107097,0.000428388,0.000428388,0.000642582,0.000428388,0.000428388,0.000535485,0.000571184,0.000606883,0.000428388,0.000392689,0.000428388,0.000571184,0.000499786,0.000606883,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unidentified_Alphaproteobacteria;
Euzebyales,0.000642582,0.000249893,0.000642582,0.000892475,0.00071398,0.000499786,0.000392689,0.000464087,0.000321291,0.00035699,0.000499786,0.00035699,0.000428388,0.000535485,0.000678281,0.000785378,0.000428388,0.000749679,0.000535485,0.000499786,0.000285592,0.000285592,0.000428388,0.000428388,0.000428388,0.000499786,0.000464087,0.000642582,0.000535485,0.000642582,0.000892475,0.000678281,0.00071398,0.000392689,0.000321291,0.000392689,0.000249893,0.000249893,0.000928174,0.000571184,0.000571184,0.000571184,0.000642582,0.00035699,0.000606883,0.000392689,0.000606883,0.000606883,0.000285592,0.000571184,0.000214194,0.000535485,0.000535485,0.000428388,0.000928174,0.000321291,0.000428388,0.000535485,0.000606883,0.000678281,0.000678281,0.000571184,0.000856776,0.000749679,0.000785378,0.000107097,0.000535485,0.000321291,0.000214194,0.000464087,0.000499786,0.00035699,0.000499786,0.000678281,0.000499786,0.000321291,0.000749679,0.000428388,0.000678281,0.000392689,0.000321291,0.000428388,0.000571184,0.00035699,0.000428388,0.000499786,0.00035699,0.000285592,0.000535485,0.000464087,0.000606883,0.000499786,0.000535485,0.000821077,0.000571184,0.000571184,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;
Chloroflexales,0.000178495,0.000321291,0.000178495,0.000464087,0.000249893,0.000214194,0.000428388,0.000464087,0.000571184,0.00035699,0.000285592,0.000321291,0.000535485,0.000249893,0.00035699,0.000535485,0.000321291,0.000464087,0.000249893,0.000928174,0.000428388,0.00035699,0.000249893,7.14E-05,0.00035699,0.00035699,0.000535485,0.000321291,0.000214194,0.000214194,0.000321291,0.000214194,0.000285592,0.000249893,0.000214194,0.000321291,0.000214194,0.000178495,0.000321291,0.000499786,0.000499786,0.000321291,0.000178495,0.000321291,0.000285592,0.000571184,0.000785378,0.000392689,0.000249893,0.000178495,0.000499786,0.00035699,0.000142796,0.000321291,0.000285592,0.000107097,0.000535485,0.000321291,0.000214194,0.000178495,0.000214194,0.000285592,0.000178495,0.000892475,0.000785378,0.000749679,0.00035699,0.000428388,0.000142796,0.000178495,0.000464087,0.000321291,0.000464087,0.000107097,0.000464087,0.000285592,0.000249893,0.000428388,0.000499786,0.000821077,0.000321291,0.000249893,0.000392689,0.000535485,0.000785378,0.000249893,0.000214194,0.00035699,0.000178495,0.000214194,0.000428388,0.000321291,0.000321291,0.000428388,0.000606883,0.000499786,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;
Exiguobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000821077,0,0.000785378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;
Limnochordales,0.000142796,0,0.000178495,0.000178495,0.000249893,0.000142796,0.000107097,0,0.000107097,0.000142796,0.000107097,0.000464087,0.000571184,0.000178495,0.000392689,0.00035699,0.000142796,0,0,0.000107097,0.000142796,3.57E-05,3.57E-05,0.000392689,0.000142796,0.000321291,0.000178495,0.000178495,0,0,0.000214194,0.000821077,0.000142796,0.000142796,3.57E-05,7.14E-05,0.000214194,0.000178495,0.00035699,0.000142796,0.000428388,0.000107097,0.000214194,0.000178495,0.000392689,0.00035699,0.000142796,0.000571184,3.57E-05,7.14E-05,0,0,7.14E-05,0.00071398,3.57E-05,3.57E-05,3.57E-05,0.000142796,0.000142796,0,0.000392689,0.000142796,7.14E-05,3.57E-05,0,7.14E-05,0.000107097,0.000107097,3.57E-05,0,0.000107097,7.14E-05,7.14E-05,0.000249893,0,0.000214194,0.000142796,0.000178495,0.000142796,0,7.14E-05,3.57E-05,0.000178495,0,3.57E-05,0.000285592,7.14E-05,0.000107097,3.57E-05,0.000214194,0.000214194,0.000214194,3.57E-05,0.000499786,0.000214194,0.000785378,k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;
Nannocystales,0.000249893,0.000321291,0.000178495,0.00035699,0.000107097,0.000392689,0.000178495,0.000535485,0.000464087,0.000464087,0.000535485,0.000285592,0.000178495,0.000178495,3.57E-05,0.000321291,0.000285592,0.000428388,0.000321291,0.000392689,0.00035699,0.000535485,0.000571184,0.000214194,0.000285592,0.000392689,0.00035699,0.000392689,0.000249893,0.000321291,0.000214194,0.000178495,0.000142796,0.000214194,0.000214194,0.000214194,0.000392689,0.000571184,0.000428388,0.000285592,0.000821077,0.000428388,0.000392689,0.000107097,0.000285592,0.00035699,0.000142796,0.000142796,0.000249893,7.14E-05,0.000535485,0.000107097,0.000285592,0.000214194,0.00035699,0.000214194,0.000392689,0.000178495,0.000178495,7.14E-05,0,0.000178495,0.000107097,0.000142796,0.000428388,0.000107097,0.000178495,0.000249893,7.14E-05,0.000214194,0.000214194,0.000107097,0.000249893,0.000285592,0.000214194,0,0,0,0.000142796,0,7.14E-05,0.000142796,0.000178495,0.000249893,0.000642582,0.000142796,0.000321291,0.000178495,0.000107097,7.14E-05,3.57E-05,7.14E-05,0.000107097,0.000214194,0.000142796,0.000285592,k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;
Blfdi19,7.14E-05,0.000107097,0.000142796,0.000107097,0.000285592,0.000178495,0.000249893,0.000249893,0.000249893,0.000464087,0.000214194,0,0.000249893,3.57E-05,0.000178495,0.000392689,0.000142796,0.000178495,0,0.000178495,0.000142796,0.000285592,0.000285592,0.00035699,0.00035699,0.000249893,0.000214194,0.000249893,7.14E-05,0.000214194,0.000285592,0.000107097,0.000107097,0.000142796,0,0.000285592,0.000428388,0.000678281,0.000392689,0.000285592,3.57E-05,3.57E-05,0.000285592,0,0.000499786,0.000249893,0.000142796,0.000321291,0.000142796,0.000214194,7.14E-05,7.14E-05,7.14E-05,0.000107097,0.000178495,0.000107097,0,3.57E-05,0.000107097,0,3.57E-05,0.000214194,7.14E-05,0,0.000178495,0.000107097,0.000392689,3.57E-05,0.000142796,0.000178495,0.000178495,0.00035699,0.000107097,0.000107097,0.000142796,7.14E-05,0.000142796,0.000142796,0.000142796,0,0,0,0.000214194,0.000107097,0.000142796,0.000142796,0,0.000214194,7.14E-05,0.000249893,0.000107097,0.000142796,3.57E-05,0.000285592,0.000249893,3.57E-05,k__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;
Bdellovibrionales,0.000107097,0.00035699,0.000249893,0.000285592,0.00035699,7.14E-05,3.57E-05,0.000606883,0.000249893,0.000535485,0.000249893,0.000285592,0.000214194,7.14E-05,0.00035699,0.000321291,0.00035699,0.000392689,0.000285592,0.000249893,0.000214194,0.000285592,0.000321291,0.00035699,0.000321291,0.000571184,7.14E-05,0.000392689,0.000142796,0.000285592,0.000321291,0.000214194,0.000142796,0.000464087,3.57E-05,0.000107097,0.000464087,0.000249893,0.000535485,0.00035699,0.000678281,0.00035699,0.000142796,0.000107097,0.000321291,0.000321291,0.000249893,0.000321291,0.000249893,0.000107097,0.000107097,0.000107097,0.000321291,0.000142796,0.00035699,0,0.000321291,0.000142796,0.000285592,0.000392689,0.000178495,0,0.000214194,0.00035699,0.000285592,0.000142796,0.00035699,7.14E-05,7.14E-05,0.000142796,3.57E-05,3.57E-05,0.000249893,0.000142796,0.000107097,0.000178495,0.000142796,0.000392689,0.000107097,0.000107097,3.57E-05,0.000142796,3.57E-05,0.000249893,0.000249893,3.57E-05,0.000249893,0.00035699,0.000107097,0.000142796,0.000107097,0.000249893,0.000178495,0.00035699,0.000678281,0.000571184,k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;
Opitutales,7.14E-05,0.000321291,0.000107097,0.000142796,3.57E-05,0.000321291,0.00035699,0.000285592,7.14E-05,0.000392689,0.000107097,0,0.000178495,7.14E-05,0.000142796,0.000285592,0.000321291,0.000107097,0,3.57E-05,0.000107097,0.000321291,0.000107097,0.000107097,0.000249893,0.000285592,0.000107097,7.14E-05,0.000214194,0.000499786,7.14E-05,0.000285592,0.000285592,0.000321291,7.14E-05,0.000107097,7.14E-05,0.000142796,0.000142796,0,0.000142796,0.000178495,0.000285592,0.000178495,0.000285592,0.000214194,3.57E-05,0.000285592,0.000214194,0.000392689,0.000214194,0.000178495,7.14E-05,0.000214194,0.000142796,0.000107097,0.00035699,0.000214194,0,0.000178495,0.000214194,0.000142796,0.000142796,0.00035699,0.000678281,0.000392689,0.000392689,0.000249893,0.000214194,0.000285592,0.000249893,0,0.000214194,0.000178495,0.000214194,0.000249893,0.000606883,0.00035699,0.000142796,0.000249893,0,0.000606883,0,0.000214194,0.000464087,0.000214194,7.14E-05,0.00035699,0.000392689,0.000285592,0.000428388,0.000178495,0.000392689,0.000142796,0.000642582,0.000321291,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;
Brevibacillales,0,0,0.000642582,0,0.000107097,0,3.57E-05,0.000142796,0,0,0,0,0,0,0,0.000142796,3.57E-05,3.57E-05,0.000178495,7.14E-05,0,0,0,0,0,0,7.14E-05,0,0,0,0,0,0,0,0.000249893,0,0,7.14E-05,0,0,0,0.000142796,0.000142796,0,0,0,0,0,0,3.57E-05,0.000321291,3.57E-05,0,3.57E-05,0,0,7.14E-05,0,0,0,0,0,0,0,7.14E-05,0.000285592,0.000285592,0,0,0,0,0,0,7.14E-05,0,0,3.57E-05,0.000107097,0,0,0,0,0.000249893,0,0,0,0,0,0,0,0,0.000107097,0,0,0,0.000107097,k__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;
DS-100,0.000392689,0.000464087,0.000107097,7.14E-05,0,0.000178495,0.000142796,0.000107097,0.000285592,0.000142796,0.000214194,3.57E-05,0.000107097,0.000249893,0.000214194,0.000142796,0,0.000285592,0.000178495,0.000178495,0,0.000285592,0.000285592,3.57E-05,0.000464087,0.000178495,0.000142796,0.00035699,7.14E-05,0.000107097,0.000142796,0.000249893,0.000249893,0.000107097,0.000571184,0.000178495,0.000107097,3.57E-05,0.000285592,7.14E-05,0.000178495,3.57E-05,0.000107097,0.000249893,7.14E-05,0.000107097,7.14E-05,0.00035699,0.000107097,7.14E-05,0.000142796,0.000142796,0.000214194,0.000249893,0.000107097,0.000178495,0.00035699,0,3.57E-05,0.000214194,7.14E-05,0,0.000142796,0.000142796,0,0,0.000249893,0.000178495,0.000535485,0.000107097,0.000142796,0.000178495,0.00035699,0.000249893,3.57E-05,0.000178495,0.000142796,0.000178495,0.000464087,0.000178495,0.000214194,0.000321291,0.000142796,0.000249893,0.000285592,0.000107097,0.000178495,7.14E-05,0.000142796,0.000428388,7.14E-05,0.000249893,7.14E-05,0,0.000142796,0.000285592,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__DS-100;
Nitrosococcales,0.000214194,0,0.000249893,0.000142796,0.000214194,0.000107097,0.000178495,0.000499786,0.000392689,3.57E-05,0.000178495,0.000535485,0.000285592,0.000214194,0.000249893,0.000178495,0.000142796,0.000214194,0.000428388,0.000249893,0.000392689,0.00035699,0.000214194,0.00035699,0.000392689,0.000214194,0.000214194,0.000392689,0.00035699,0.00035699,0.000142796,0.000249893,0.000464087,0.000214194,0.000428388,0.000142796,0.000464087,0.000178495,0.000142796,0.000249893,0.000321291,0.000321291,0.000499786,0.000214194,0.000249893,0.00035699,0.000249893,0.000214194,7.14E-05,0,0.00035699,0.000142796,0.000392689,0.000214194,0.000249893,0.000142796,0.000392689,0.000178495,0.000214194,0.000249893,0.000107097,7.14E-05,0.000107097,0.000249893,0.000142796,3.57E-05,0.000214194,0,0.000214194,0,0.000249893,0.000214194,0.000285592,7.14E-05,0.000214194,0.000214194,0.000142796,0.000142796,0.000107097,0,7.14E-05,0.000107097,0.000107097,0.000178495,0.000214194,0.000214194,0.000285592,0.000392689,0.000214194,0.000249893,0.000178495,0.000178495,0.000214194,0.000392689,0.000499786,0.000107097,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;
R7C24,0,0.000142796,0.000107097,0.000178495,0.000214194,0.000249893,0.000214194,0,0.000214194,0.000535485,0.000178495,0.000214194,0.000178495,0,0.000178495,0.000321291,0.000249893,0.000321291,0.000142796,0.000142796,0.000107097,0.000178495,0.000249893,0.00035699,0.000214194,0.000321291,0.000142796,0,0.000214194,0.000321291,0.000285592,0.000249893,0.000285592,0.00035699,0.000107097,0.000142796,7.14E-05,0.000178495,0.000428388,0.000428388,0.000392689,0.000214194,0.000178495,0.000107097,0.000107097,0.000285592,0.000107097,0.000285592,0,0.000285592,0,7.14E-05,0.000178495,0.000178495,0.000285592,0.000285592,0.000249893,0,7.14E-05,0,0.000178495,0.000392689,0,0.00035699,0.000214194,0.000178495,0.000142796,0.000214194,0,0.000178495,0.000249893,0.00035699,0.000214194,0.000107097,0.000214194,0.000107097,0.000142796,0.000214194,0,0.000428388,0.000107097,0.000285592,0.000107097,0,0.00035699,7.14E-05,0,0.000535485,0.000214194,0,0.00035699,0.000107097,0.000142796,0.000249893,0,0.000464087,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24;
Solibacterales,7.14E-05,0.000499786,0.000178495,0,3.57E-05,0.000249893,0.000142796,0.00035699,0.000178495,0.000214194,0.000178495,0.000107097,0.000321291,0.000214194,0,7.14E-05,0,0.000107097,3.57E-05,0.000249893,0.000178495,0.00035699,0.000285592,0,0,3.57E-05,0.000178495,0.000142796,0.000321291,0.000285592,0.000178495,7.14E-05,0.000285592,0.000214194,0.000249893,0,0.000107097,0,0.000107097,0.000107097,0.000285592,0.000249893,0.000249893,0.000178495,0.000142796,0.000249893,0.000285592,0.000107097,0,3.57E-05,0.000178495,0.000321291,0.000142796,0,0.000214194,0.000142796,0.000499786,0,0.00035699,0.00035699,3.57E-05,0.000249893,0.000107097,0.000178495,0.000535485,0.000178495,0.000392689,0,3.57E-05,0,0.000142796,0.000107097,0,0.000142796,0,0.000214194,0.000392689,0.000107097,0.000178495,0.000107097,0.000214194,0.000321291,3.57E-05,0.000178495,0.000214194,0.000142796,0.000392689,0,0.000214194,0.000142796,0.000214194,0.000107097,0.000214194,0.000321291,0.000142796,0.000142796,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;
unidentified_Clostridia,3.57E-05,0.000142796,7.14E-05,0.000178495,0.000107097,3.57E-05,0,0.000321291,0.000142796,0.000285592,0,0.000214194,0,0.000249893,0.000178495,0.000535485,0.000214194,0.000428388,7.14E-05,0.000249893,0,0,0.000142796,0.000214194,0.000214194,0.000321291,0.000321291,0,0.000178495,0.000142796,0.000249893,0.000214194,0.000142796,0.000178495,0,0.000107097,3.57E-05,0.000249893,0,0.000178495,0,0.00035699,0,0,0.000142796,0.000107097,7.14E-05,0.000249893,0,0.000142796,0.000142796,3.57E-05,0.000142796,7.14E-05,7.14E-05,0.000107097,0,7.14E-05,0.000107097,3.57E-05,7.14E-05,0.000178495,3.57E-05,3.57E-05,0,0.000214194,0.000178495,0,7.14E-05,0.000107097,3.57E-05,7.14E-05,0.000107097,0.000178495,7.14E-05,0,0,3.57E-05,0.000107097,0,0,0,7.14E-05,0,3.57E-05,0.000107097,0,0,3.57E-05,0,7.14E-05,0.000142796,7.14E-05,7.14E-05,0.000142796,0.000142796,k__Bacteria;p__Firmicutes;c__Clostridia;o__unidentified_Clostridia;
unidentified_Acidimicrobiia,0.000392689,0.000214194,0.000321291,0.00035699,0.00035699,0.000285592,0.000107097,0.000392689,0.000285592,7.14E-05,0.000142796,0.000214194,0.000392689,0.000107097,0,0.000142796,0.000392689,0.000214194,0.000178495,0,0.000214194,0.000142796,0.000249893,0.000142796,0.000142796,0.000178495,0.000107097,0,0.000214194,0.000285592,0.000178495,0,0.000178495,0.000178495,0.000107097,0.000285592,0.000107097,0.000178495,0.000285592,0.000464087,7.14E-05,0.000142796,0.000392689,0.000107097,7.14E-05,0.000321291,0.000214194,0.000178495,0.00035699,0.000249893,0.000107097,0.000178495,0.000178495,0.000178495,0,0.000178495,0,0.000142796,0.000142796,0.000107097,7.14E-05,0.000178495,0,0.000249893,0.000499786,0.000214194,0.000178495,0.000142796,0,7.14E-05,0.000107097,0.000142796,0.000214194,0.000178495,0.000321291,0.000107097,0.000214194,0.000107097,0.000178495,0,0.000178495,0.000249893,0.000285592,0,0.000178495,0.000142796,0.000285592,0.000178495,0.000107097,0.000285592,7.14E-05,0.000107097,0,0.000428388,0.000142796,0.000249893,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__unidentified_Acidimicrobiia;
