Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Ilumatobacter,0.00139226,0.000963873,0.00139226,0.002249036,0.000107097,0.001999143,0.000856776,0.000642582,0.00107097,0.001356561,0.000821077,0.000963873,0.000642582,0.000785378,0.000571184,0.000963873,0.001178067,0.000963873,0.000642582,0.000856776,0.000606883,0.001213766,0.000642582,0.000642582,0.000642582,0.001356561,0.001213766,0.000892475,0.000571184,0.001927745,0.000999572,0.00107097,0.00139226,0.001356561,0.000678281,0.000821077,0.001035271,0.000785378,0.001463658,0.001106669,0.001356561,0.001499357,0.001035271,0.000571184,0.001427959,0.001213766,0.001178067,0.000999572,0.00071398,0.001142368,0.000928174,0.001427959,0.000928174,0.001178067,0.000785378,0.000642582,0.001320862,0.001356561,0.000642582,0.001213766,0.000535485,0.000928174,0.000785378,0.000749679,0.001499357,0.001320862,0.000606883,0.000999572,0.000642582,0.001535056,0.000928174,0.001285164,0.000856776,0.000749679,0.000642582,0.000678281,0,0.00139226,0.000464087,0.000928174,0.000856776,0.001320862,0.001035271,0.000892475,0.001106669,0.001249465,0.001142368,0.001213766,0.001320862,0.001677852,0.001642153,0.000749679,0.001713551,0.000535485,0.001142368,0.001213766,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;
Tundrisphaera,0.000535485,0.001106669,0.00035699,0.000928174,0.000856776,0,0.000214194,0.000464087,0.000428388,0.000142796,0.000321291,0.000178495,0,0.000642582,0.000749679,0.000249893,0,0.00035699,0.000392689,0.000464087,0.000678281,0.00035699,0.000249893,0,0.000249893,0.000249893,0.000214194,0.000571184,0.000499786,0,0.00071398,0.000606883,0.000642582,0.000249893,0.000963873,0.000571184,0.000107097,0,0,0.000214194,0.000285592,0,0.000392689,0.000749679,0.000428388,0.00035699,0.001320862,0.001642153,0.001249465,0.001713551,0.000178495,0.000499786,0.000107097,0.000107097,0.00035699,0.00071398,0.000606883,0.000499786,0.00071398,0.000464087,0.000821077,0.000178495,0.000821077,0.000142796,0.000214194,0.001320862,0.000464087,0.000928174,0.001178067,0.000285592,0.000928174,0.000392689,0.000321291,0,0.000678281,0.000499786,0.00071398,0.00107097,0.000285592,0.000821077,0.001249465,0.002249036,0.000571184,0.000606883,0.000107097,0.000428388,0.000571184,0.000321291,0.000392689,0.000178495,0.000499786,0.000214194,0.000571184,0.000142796,0.000678281,0.000321291,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Tundrisphaera;
Cellulomonas,0.001570755,0.000571184,0.000928174,0.001713551,0.00107097,0.000856776,0.000464087,7.14E-05,0.000464087,0.001249465,0.000321291,0.000392689,0.000785378,0.000606883,0.000785378,0.000499786,0.000249893,0.000892475,0.000499786,0.000678281,0.000321291,0.000249893,0.000499786,0.000214194,0.000642582,0.001213766,0.000392689,0.000499786,0.000464087,0.001570755,0.000785378,0.001213766,0.002177638,0.001927745,0.000392689,0.000499786,0.000785378,0.000499786,0.000821077,0.000571184,0.000535485,0.001035271,0.000642582,0.000464087,0.00174925,0.000821077,0.000821077,0.001427959,0.000749679,0.001142368,0.000856776,0.001999143,0.000856776,0.001178067,0.000464087,0.001106669,0.000571184,0.000678281,0.000178495,0.000785378,0.00107097,0.000535485,0.001106669,0.000642582,0.000428388,0.000678281,0.000178495,0.00107097,0.000535485,0.000785378,0.000499786,0.000642582,0.000571184,0.000249893,0.000678281,0.000428388,0.001320862,0.001142368,0.000928174,0.001213766,0.000321291,0.001784949,0.000428388,0.000392689,0.000821077,0.000535485,0.000535485,0.000928174,0.000856776,0.000606883,0.000464087,0.000392689,0.001106669,0.000285592,0.000928174,0.000749679,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;
Psychrobacillus,0.000285592,0.000249893,0.000142796,0.000142796,0.000214194,0.000321291,0.000214194,0.000392689,0,0.000178495,0.00035699,0.00035699,0.000285592,0.000214194,0.000321291,0.00035699,0.000678281,0.000464087,0.000464087,0.000285592,0.000428388,0.000464087,0.000428388,0.000249893,0.000249893,0.000428388,0.000464087,0.000178495,0.000142796,0.000428388,0.000606883,0.00035699,0,0.00035699,0.000178495,0.000285592,0.000499786,0,0.00035699,0.000499786,0.000214194,0.000249893,0.000249893,0,0.000392689,0.000249893,0.000464087,0.000214194,0.000285592,0.000321291,0.000178495,0.000499786,0.000392689,0.00035699,0,0.000535485,0,0,0.000178495,0.000214194,0.000214194,0.000428388,0.000285592,0.00035699,0.000464087,0.000642582,0.000214194,0.000321291,0.000142796,0,0.000178495,0.000178495,0.000142796,0.00035699,0.000428388,0.00035699,0,0.000214194,0.000392689,0.002177638,0,0.000178495,0.000249893,0,0.000142796,0,0.00035699,0.000214194,0,0,0,0.000321291,0.000178495,0,0.000249893,0.000392689,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus;
Ellin6067,0.000785378,0.000785378,0.000821077,0.001356561,0.000606883,0.001463658,0.000928174,0.000928174,0.000499786,0.000928174,0.000856776,0.000392689,0.000749679,0.000571184,0.000535485,0.001535056,0.001213766,0.000928174,0.000571184,0.00071398,0.000535485,0.00071398,0.000606883,0.000571184,0.000535485,0.000678281,0.00035699,0.000142796,0.000856776,0.000499786,0.00071398,0.000856776,0.001285164,0.00210624,0.000678281,0.000499786,0.000428388,0.000499786,0.001535056,0.00107097,0.001106669,0.001035271,0.00071398,0.000214194,0.000606883,0.00107097,0.001178067,0.001427959,0.000785378,0.000963873,0.000464087,0.000535485,0.000642582,0.000678281,0.001606454,0.000642582,0.000678281,0.000785378,0.000535485,0.000571184,0.000856776,0.001713551,0.000821077,0.001820648,0.001535056,0.000678281,0.000678281,0.00071398,0.00035699,0.00071398,0.000856776,0.001213766,0.000606883,0.000678281,0.00107097,0.000249893,0.000321291,0.001213766,0.000606883,0.001249465,0.000571184,0.001570755,0.000821077,0.000785378,0.000749679,0.001142368,0.001142368,0.000821077,0.001320862,0.000999572,0.001035271,0.000464087,0.00071398,0.001106669,0.000606883,0.001642153,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067;
Steroidobacter,0.00071398,0.00139226,0.000749679,0.000392689,0.000142796,0.000963873,0.000928174,0.000606883,0.000892475,0.001535056,0.001213766,0.001178067,0.00107097,0.000928174,0.001213766,0.001178067,0.00139226,0.001677852,0.000642582,0.001106669,0.000892475,0.000856776,0.000856776,0.000749679,0.000678281,0.001178067,0.000642582,0.000856776,0.000571184,0.000928174,0.001106669,0.001106669,0.001213766,0.001356561,0.000321291,0.000963873,0.000963873,0.000785378,0.000963873,0.000785378,0.001463658,0.001213766,0.000963873,0.000214194,0.001178067,0.000856776,0.001213766,0.001606454,0.000606883,0.000749679,0.000999572,0.000571184,0.000928174,0.000785378,0.001142368,0.000749679,0.000606883,0,0.000535485,0.000999572,0.000785378,0.001320862,0.000928174,0.00139226,0.000749679,0,0.00071398,0.00035699,0,0.000892475,0.000606883,0.001106669,0.000499786,0.000642582,0.000999572,0.000892475,0.00071398,0.000749679,0.000142796,0.002034842,0.000499786,0.000785378,0.000678281,0.000999572,0.00139226,0.000892475,0.000571184,0.000285592,0.000392689,0.000428388,0.000642582,0.00071398,0.000749679,0.000785378,0.001570755,0.001249465,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;
Gemmatimonas,0.000928174,0.000963873,0.000785378,0.001106669,0.000678281,0.000606883,0.00035699,0.001142368,0.000642582,0.000785378,0.000928174,0.00035699,0.000821077,0.000856776,0.00071398,0.001320862,0.002034842,0.001999143,0.000856776,0.001035271,0.001142368,0.000535485,0.000642582,0.000821077,0.000571184,0.001356561,0.000642582,0.000892475,0.000856776,0.000785378,0.001356561,0.001463658,0.000963873,0.001285164,0.000856776,0.001356561,0.001320862,0.000856776,0.001213766,0.001142368,0.000821077,0.000464087,0.000928174,0.000535485,0.001642153,0.001106669,0.001249465,0.000999572,0.000928174,0.001285164,0.001285164,0.001213766,0.001213766,0.00139226,0.001427959,0.00071398,0.00071398,0.000928174,0.000535485,0.001285164,0.00107097,0.000856776,0.001106669,0.00174925,0.00071398,0.000928174,0.001249465,0.001035271,0.001035271,0.001035271,0.000642582,0.001320862,0.000749679,0.001499357,0.001142368,0.00107097,0.000749679,0.000892475,0.000642582,0.001213766,0.000428388,0.000642582,0.000785378,0.00071398,0.001213766,0.000642582,0.000499786,0.000321291,0.000214194,0.000821077,0.000856776,0.000821077,0.000928174,0.000821077,0.001035271,0.001892046,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;
Actinocorallia,0.000785378,0.000678281,0.000499786,0.000428388,0.001249465,0.000606883,0.000464087,0.000499786,0.000571184,0.000642582,0.000749679,0.000642582,0.00071398,0.000571184,0.00071398,0.001178067,0.000999572,0.000963873,0.000499786,0.000785378,0.000464087,0.000499786,0.000499786,0.000428388,0.000571184,0.000821077,0.00035699,0.000535485,0.00071398,0.000785378,0.000678281,0.001249465,0.000535485,0.001142368,0.000499786,0.000499786,0.000821077,0.000392689,0.000571184,0.000749679,0.000642582,0.000892475,0.000856776,0.000571184,0.00139226,0.000428388,0.001463658,0.000678281,0.00035699,0.00035699,0.000571184,0.001035271,0.000821077,0.000928174,0.000535485,0.000214194,0.000214194,0.000249893,0.000428388,0.000749679,0.001427959,0.00107097,0.000821077,0.001999143,0.000642582,0.000963873,0.000499786,0.001784949,0.000678281,0.000821077,0.000571184,0.000642582,0.000428388,0.000392689,0.000392689,0.000499786,0.000606883,0.000464087,0.000535485,0.000856776,0.000428388,0.000606883,0.000535485,0.000571184,0.00035699,0.000535485,0.000107097,0.00071398,0.000428388,0.000499786,0.000606883,0.000535485,0.000571184,0.000785378,0.000535485,0.000464087,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinocorallia;
Nakamurella,0.000606883,0.001427959,0.000892475,0.000999572,0.000892475,0.00107097,0.000785378,0.000928174,0.000785378,0.001642153,0.000642582,0.000963873,0.000856776,0.000928174,0.000892475,0.001713551,0.001035271,0.00139226,0.00071398,0.001142368,0.000606883,0.000928174,0.000749679,0.000749679,0.000999572,0.001642153,0.00071398,0.00107097,0.001178067,0.001535056,0.001499357,0.00107097,0.00139226,0.001463658,0.001106669,0.000999572,0.000892475,0.001106669,0.001035271,0.001677852,0.001320862,0.001106669,0.001035271,0.000678281,0.000963873,0.001535056,0.001142368,0.00071398,0.000856776,0.001820648,0.000999572,0.001499357,0.000678281,0.000821077,0.00139226,0.000928174,0.001463658,0,0.000606883,0.001356561,0.001035271,0.001892046,0.001142368,0.001999143,0.001535056,0.001570755,0.000571184,0.001035271,0.001106669,0.001356561,0.001178067,0.001106669,0.000963873,0.000642582,0.001035271,0.000821077,0.001178067,0.001285164,0.000821077,0.00107097,0.000571184,0.001356561,0.00071398,0.000856776,0.001035271,0.000749679,0.001142368,0.001285164,0.000428388,0.001213766,0.001106669,0.000892475,0.00071398,0.001142368,0.001106669,0.00071398,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;
Nonomuraea,0.000678281,0.000428388,0.000749679,0.000428388,0.000321291,0.000821077,0.000535485,0.000678281,0.000606883,0.000285592,0.000928174,0.000535485,0.001142368,0.000749679,0.000928174,0.000928174,0.001178067,0.000892475,0.000428388,0.000678281,0.00035699,0.000178495,0.000785378,0.000499786,0.000499786,0.000499786,0.000749679,0.000428388,0.00071398,0.000892475,0.000785378,0.000392689,0.000678281,0.000785378,0.000285592,0.000642582,0.000428388,0.000999572,0.000785378,0.000642582,0.000428388,0.000606883,0.000428388,0.000499786,0.001106669,0.000856776,0.000571184,0.000999572,0.000571184,0.000428388,0.000535485,0.000535485,0.000606883,0.000392689,0.000606883,0.000214194,0.000249893,0.000321291,0.000142796,0.000535485,0.001892046,0.000856776,0.000535485,0.000642582,0.000535485,0.000535485,0.00035699,0.000464087,0.000499786,0.000178495,0.000321291,0.000785378,0.000392689,0.00035699,0.000428388,0.000642582,0.000749679,0.000642582,0.000392689,0.000499786,0.000499786,0.000392689,0.00071398,0.000999572,0.000428388,0.000642582,0.00035699,0.000642582,0.000321291,0.000678281,0.000499786,0.000606883,0.000571184,0.000606883,0.00071398,0.00071398,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;
Rhizocola,0.000749679,0.000428388,0.00071398,0.000606883,0.000428388,0.000428388,0.000892475,0.000606883,0.001356561,0.000785378,0.000535485,0.000428388,0.000214194,0.000499786,0.000321291,0.00071398,0.000678281,0.000392689,0.000785378,0.000499786,0.000392689,0.000499786,0.000535485,0.000142796,0.000928174,0.000571184,0.00035699,0.000428388,0.000464087,0.000499786,0.000392689,0.000285592,0.00071398,0.000428388,0.000499786,0.000464087,0.000606883,0.001856347,0.000892475,0.000571184,0.000642582,0.000642582,0.000428388,0.00035699,0.000785378,0.000749679,0.000428388,0.000214194,0.000321291,0.000571184,0.000678281,0.000392689,0.000642582,0.000571184,0.00071398,0.000749679,0.000571184,0.000214194,0.000392689,0.000392689,0.000785378,0.00071398,0.000606883,0.000499786,0.000856776,0.000606883,0.000499786,0.000535485,0.000321291,0.000999572,0.000428388,0.000678281,0.000642582,0.001677852,0.000571184,0.000606883,0.000749679,0.000392689,0.000214194,0.000856776,0.000606883,0.000535485,0.000642582,0.000678281,0.000571184,0.000571184,0.000464087,0.000428388,0.000821077,0.000678281,0.000749679,0.000249893,0.000535485,0.000642582,0.000214194,0.000464087,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Rhizocola;
Reyranella,0.000249893,0.000428388,0.000642582,0.00071398,0.000821077,0.000856776,0.000606883,0.000856776,0.000892475,0.001463658,0.000892475,0.000535485,0.000892475,0.000499786,0.000749679,0.000999572,0.000892475,0.001285164,0.000571184,0.000678281,0.000321291,0.000785378,0.000571184,0.000963873,0.001035271,0.001320862,0.001035271,0.000892475,0.000749679,0.000999572,0.000606883,0.000785378,0.001178067,0.001356561,0.000535485,0.000785378,0.00107097,0.000606883,0.000856776,0.001249465,0.001463658,0.000821077,0.000928174,0.000535485,0.000785378,0.000856776,0.000785378,0.000499786,0.000392689,0.000785378,0.000892475,0.000535485,0.000678281,0.000571184,0.001427959,0.000392689,0.000999572,0.00071398,0.000642582,0.000428388,0.000428388,0.001178067,0.000678281,0.000642582,0.000963873,0.001142368,0.00107097,0.000428388,0.000499786,0.000678281,0.000428388,0.000749679,0.00071398,0.000392689,0.000856776,0.000642582,0.000749679,0.000428388,0.000428388,0.00071398,0.000321291,0.000571184,0.000749679,0.000785378,0.000999572,0.000571184,0.00107097,0.000963873,0.000285592,0.000642582,0.000928174,0.000321291,0.000392689,0.000856776,0.00139226,0.001820648,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;
RB41,0.000963873,0.000535485,0.00035699,0.000214194,0.00071398,0.000321291,0.000749679,0.000928174,0.000464087,0.00035699,0.000821077,0.000285592,0.000642582,0.000892475,0.001427959,0.000321291,0.000214194,0.000428388,0.000963873,0.000928174,0.001285164,0.000249893,0.000749679,0.000499786,0.000999572,0.000464087,0.001035271,0.000392689,0.000392689,0.00035699,0.00107097,0.00071398,0.000606883,0.000392689,0.000785378,0.000571184,0.00035699,0.000571184,0.000749679,7.14E-05,0.000321291,0.000571184,0.000821077,0.000642582,0.000428388,0.00035699,0.000642582,0.00071398,0.00174925,0.001035271,0.000999572,0.000678281,0.000963873,0.00071398,0.000464087,0.000642582,0.000606883,0.000535485,0.001178067,0.000571184,0.00071398,0.000606883,0.000963873,0.00035699,0.000178495,0.00035699,0.001784949,0.00071398,0.00139226,0.000464087,0.000963873,0.000464087,0.000785378,0.000499786,0.000571184,0.000464087,0.001213766,0.000749679,0.000928174,0.000321291,0.001035271,0.000285592,0.000928174,0.001106669,0.00107097,0.000892475,0.00071398,0.000499786,0.000428388,0.000428388,0.000499786,0.000535485,0.000464087,0.000928174,0.000928174,0.000392689,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;
Nitrospira,0.000571184,0.000606883,0.000606883,0.000642582,0.000499786,0.001035271,0.001035271,0.001249465,0.001213766,0.00107097,0.001178067,0.001178067,0.000785378,0.00071398,0.000321291,0.000428388,0.000464087,0.000285592,0.00071398,0.000642582,0.000892475,0.000821077,0.000821077,0.001784949,0.001320862,0.001356561,0.001320862,0.000749679,0.00107097,0.000928174,0.00071398,0.000642582,0.000678281,0.000749679,0.000892475,0.000821077,0.000892475,0.000856776,0.000678281,0.001285164,0.001320862,0.001427959,0.001106669,0.00071398,0.001356561,0.001106669,0.001035271,0.000535485,0.000392689,0.000392689,0.001035271,0.000499786,0.000856776,0.001106669,0.001285164,0.000642582,0.000928174,0.000928174,0.000678281,0.000678281,0.000571184,0.000963873,0.000321291,0.000464087,0.000464087,0.000285592,0.001178067,0.000499786,0.000428388,0.000642582,0.00035699,0.00107097,0.000892475,0.000928174,0.000535485,0.000678281,0.000821077,0.000499786,0.000642582,0.000963873,0.000428388,0.00035699,0.000856776,0.000321291,0.001713551,0.000999572,0.00071398,0.001356561,0.000642582,0.000892475,0.000428388,0.000642582,0.000928174,0.001570755,0.00139226,0.001570755,k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;
Fimbriiglobus,0.000606883,0.000749679,0.000249893,0.000249893,0.000749679,0.000499786,0.000785378,0.000678281,0.000392689,0.000464087,0.000321291,0.000428388,0.000321291,0.000464087,0.000392689,0.000392689,0.000214194,0.000535485,0.000392689,0.000249893,0.000214194,0.000499786,0.00035699,0.000249893,0.000535485,0.000178495,0.000392689,0.000535485,0.000464087,0.000142796,0.000678281,0.000892475,0.000321291,0.000856776,0.000749679,0.000678281,0.000178495,0.00035699,0.000178495,0.000142796,0.00035699,0.000142796,0.000321291,0.001213766,0.000499786,0.000321291,0.000785378,0.001677852,0.000535485,0.000749679,0.00035699,0.000535485,0.000249893,0.000606883,3.57E-05,0.001213766,0.000535485,7.14E-05,0.000464087,0.000107097,0.000856776,0.00035699,0.000499786,0.000392689,0.000321291,0.000107097,0.000428388,0.000464087,0.001356561,0.000499786,0.001463658,0.000642582,0.000928174,0.000571184,0.00071398,0.000606883,0.001320862,0.001106669,0.000678281,0.000606883,0.000892475,0.001784949,0.000606883,0.000178495,0.000642582,0.000392689,0.000142796,0.000535485,0.000464087,0.000856776,0.000535485,0.000821077,0.000678281,0.000107097,0.001035271,0.000499786,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;
CL500-29_marine_group,0.000571184,0.000856776,0.000785378,0.00174925,0,0.000999572,0.000785378,0.000999572,0.00071398,0.000678281,0.001106669,0.000499786,0.000821077,0.000821077,0.000821077,0.001285164,0.000963873,0.001178067,0.000678281,0.000606883,0.00035699,0.000821077,0.000535485,0.000678281,0.000392689,0.001035271,0.000642582,0.000785378,0.001285164,0.001427959,0.00107097,0.000606883,0.000892475,0.001035271,0.000606883,0.000678281,0.000571184,0.000963873,0.001213766,0.000928174,0.00107097,0.000963873,0.000821077,0.000214194,0.000678281,0.001427959,0.000928174,0.000999572,0.00071398,0.000856776,0.000571184,0.000571184,0.001142368,0.000642582,0.000999572,0.000499786,0.000821077,0.000606883,0.000535485,0.000535485,0.00071398,0.000928174,0.000678281,0.001570755,0.001035271,0.001106669,0.000464087,0.000428388,0.000428388,0.000963873,0.000499786,0.00071398,0.000535485,0.000642582,0.000892475,0.000678281,0,0.00071398,0.000606883,0.000749679,0.000606883,0.001213766,0.000606883,0.001142368,0.000892475,0.000892475,0.000606883,0.00071398,0.000464087,0.000928174,0.000892475,0.000499786,0.001142368,0.000642582,0.000963873,0.000892475,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;
SH-PL14,7.14E-05,0.000321291,0.000178495,0.000178495,0.000392689,0,0.000214194,7.14E-05,0.000214194,0.000321291,0.000214194,0.000142796,0.000107097,0.00035699,0.00035699,0,0,0.000535485,0.000107097,0.000107097,0.000107097,0.00035699,0.000142796,0.000178495,3.57E-05,0.000178495,0.000142796,0.000535485,3.57E-05,0.000142796,0.000214194,0.000142796,0.000249893,0.000142796,0.000107097,0,0.000178495,0.000249893,7.14E-05,0.000178495,0.000285592,0,0.000178495,0.000249893,0.000178495,0.000214194,0.00174925,0.000856776,0.000107097,0.000249893,0.000249893,0.000107097,7.14E-05,0.000321291,0,0.00035699,0.000214194,0.000178495,3.57E-05,0.000107097,7.14E-05,0,3.57E-05,0.000107097,0,0.000214194,0.000142796,0.000285592,0.000249893,0.000178495,0.000214194,0.000214194,0.000285592,7.14E-05,0.000142796,7.14E-05,0.000249893,0.000107097,7.14E-05,0.000785378,0.000285592,3.57E-05,7.14E-05,7.14E-05,0.000214194,0.000249893,0,0.000321291,0,0.000142796,7.14E-05,0.000392689,7.14E-05,0.00035699,0.000499786,0.000606883,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14;
unidentified_TK10,0.000428388,0.001035271,0.000678281,0.000856776,0.001570755,0.001178067,0.000464087,0.000963873,0.00139226,0.000999572,0.000999572,0.001035271,0.000642582,0.000678281,0.000928174,0.000963873,0.001035271,0.000963873,0.000678281,0.00071398,0.000999572,0.001427959,0.001106669,0.001178067,0.000856776,0.001142368,0.000142796,0.001178067,0.000499786,0.001142368,0.001356561,0.001213766,0.001142368,0.000142796,0.00107097,0.000892475,0.001535056,0.000892475,0.000856776,0.000999572,0.000392689,0.001142368,0.000785378,0.000821077,0.000999572,0.00107097,0.001427959,0.001178067,0.000999572,0.000785378,0.001320862,0.000606883,0.001142368,0.000285592,0.000785378,0.000678281,0.001356561,0.001035271,0.001106669,0.000142796,0.000142796,0.00107097,0.00107097,0.000856776,0.000821077,0.000749679,0.000892475,0.000928174,0.000571184,0.000749679,0.001249465,0.000928174,0.00174925,0.00071398,0.001213766,0.000821077,0.000499786,0.000499786,0.00107097,0.000892475,0.000856776,0.000392689,0.000821077,0.000749679,0.000678281,0.000821077,0.000606883,0.000606883,0.000392689,0.000785378,0.000178495,0.000678281,0.000678281,0.00139226,0.001178067,0.001035271,k__Bacteria;p__Chloroflexi;c__TK10;o__unidentified_TK10;f__unidentified_TK10;g__unidentified_TK10;
Luedemannella,0.00071398,0.000428388,0.000535485,0.000749679,0.000464087,0.001035271,0.000606883,0.000678281,0.000928174,0,0.000178495,0.000678281,0.000392689,0.000392689,0.000428388,0.000821077,0.000892475,0.000249893,0.000285592,0.00071398,0.000535485,0.000428388,0.000749679,0.000749679,0.000749679,0.000892475,0.000321291,0.00035699,0.000464087,0.000678281,0.000642582,0.000464087,0.000392689,0.00035699,0,0,0.000285592,0.001677852,0.001035271,0.000464087,0.000963873,0.000535485,0.000642582,0.000464087,0.000678281,0.000678281,0.000535485,0.000499786,0,0.000464087,0.000535485,0.00071398,0.000499786,0.000999572,0.001213766,0.000499786,0.000821077,0.001142368,0.000464087,0.000928174,0.000821077,0,0.000678281,0.000749679,0.00107097,0.00035699,0.000535485,0,0.000392689,0.001249465,0.000749679,0.000892475,0.000428388,0.000499786,0.00071398,0.000535485,0,0.000249893,0.000535485,0.00071398,0,0.000321291,0.000499786,0.000321291,0.000499786,0.00071398,0.000785378,0,0,0.000892475,0.000928174,0.00035699,0.000392689,0.000178495,0.000571184,0.000321291,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;
Nocardia,7.14E-05,0,0.000392689,0.000142796,0.000142796,0.000107097,0.000214194,0.000321291,0.000178495,0.000321291,0.000107097,0.000142796,0.000428388,0.000178495,3.57E-05,3.57E-05,0.000214194,0.000428388,0.001035271,7.14E-05,0.000285592,0.000142796,0.000142796,0.000142796,0.000107097,0.000321291,0.000178495,0.000285592,0.000107097,0.000571184,0.000321291,0.000392689,0.000821077,0.000107097,0.000178495,0.000249893,0.000214194,0.000249893,0,0.000214194,0.000214194,0.000178495,0,0.00035699,0.000107097,7.14E-05,7.14E-05,7.14E-05,0.000321291,0.000785378,0,0.000178495,0.000214194,0.001677852,0.000142796,0.000107097,0.000249893,0.000285592,0.000107097,0.000464087,0.000285592,0.000249893,0,0,0.000214194,0.000285592,0.000464087,0.000214194,3.57E-05,0.000107097,0,0.00035699,0.000107097,7.14E-05,0,0.000107097,0.000428388,3.57E-05,0.000249893,0.000142796,0.000178495,0,0.000178495,0,7.14E-05,0.000321291,0.000178495,0.000749679,0.000606883,0.000214194,3.57E-05,0.000428388,0,0.000107097,0,0.000178495,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia;
Ohtaekwangia,0.000249893,0.000285592,0.000178495,0.000571184,7.14E-05,0.000285592,0.000464087,0.000499786,0.000178495,0.001142368,0.000392689,0.000142796,0.000571184,0.000178495,0.000285592,0.001535056,0.000249893,0.000749679,0.000178495,0.000928174,0.000499786,0.000606883,7.14E-05,0.000392689,0.00035699,0.000392689,0.000107097,7.14E-05,0.000464087,0.000535485,0.000428388,0.000428388,0.000749679,7.14E-05,0.000178495,0.000392689,0.000142796,0.000107097,0,0.000107097,0.000249893,0.000249893,0.000428388,0.000392689,0.000499786,0.000214194,0.000535485,0.000142796,0.000142796,0.000535485,0.000499786,0.000214194,3.57E-05,7.14E-05,0.000392689,0.000178495,0.000535485,0.00035699,0.000214194,0.000392689,0.000249893,0.000178495,0.000107097,0.001106669,0.000678281,0,0.000285592,0.001106669,0.000285592,0.000321291,0.000535485,0.000892475,0.00071398,0.000285592,0.000606883,0.000428388,0.000499786,0.001499357,0.000464087,0.000963873,0.000178495,0.000892475,3.57E-05,0.000428388,0.000464087,3.57E-05,0.000464087,0.001249465,0.00035699,0.000285592,0.000249893,0.00035699,0.000428388,0.000214194,0.000464087,0.000285592,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;
