#OTU_num,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Taxonomy
ASV777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003712238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Pseudocoleophoma;s__Pseudocoleophoma_polygonicola
ASV778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.004736303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__Hygrocybe_sp
ASV779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005973716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
ASV780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000170678,0.000298686,0,0,0,0,0,0,0.000426694,0,0,0,0,0,0,0.000896057,0.000298686,0,0,0.000298686,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0.000170678,0,0,8.53E-05,0.000384025,0,0,0,0,4.27E-05,0.000128008,0.000170678,0,0.000298686,0,0,0,0,0,0,0.000170678,0,8.53E-05,0.000170678,0,0,0,0,0,8.53E-05,8.53E-05,0,8.53E-05,0,0,0,0.000341355,0.000128008,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
ASV781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810719,0,0,0,0,0,0,0,0.00285885,0,0.000298686,0,0,0,0,0,0,0,0.000512033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000768049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
ASV782,0,0,0,0,0.000128008,8.53E-05,0,0,8.53E-05,4.27E-05,0,8.53E-05,4.27E-05,0,0,0,0,4.27E-05,0,0.000170678,0,0,4.27E-05,0,0.000213347,8.53E-05,0,4.27E-05,0,4.27E-05,8.53E-05,0,0,0.000256016,8.53E-05,0,0.000128008,0,0,0,0.000213347,0.000128008,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0.000128008,0,0,0,0.000213347,4.27E-05,0,0,0,0,0,8.53E-05,0.000213347,0,0,0.000298686,8.53E-05,0,8.53E-05,4.27E-05,0,0,0.000213347,0,4.27E-05,0,0,8.53E-05,0.000640041,0.000170678,0,0,0,0,0,4.27E-05,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV783,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,8.53E-05,0,8.53E-05,0,0,0,0.001365421,8.53E-05,0,0,0,0.000469363,0,0.000128008,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0.000469363,0,0,0,0,0,0,0.000170678,0,0,0,0,0.000170678,0,0,4.27E-05,0,0,0,0.000554702,0,0,0,4.27E-05,0.000298686,0,0,0.000426694,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;g__Cristinia;s__Cristinia_sp
ASV784,0,0,0,0,0,0,0,0,0.000128008,0,0,0.000128008,0,0.000128008,0,0,0.000128008,0,4.27E-05,0,0,0,8.53E-05,0,0.000213347,4.27E-05,0,0,0,8.53E-05,0,0,0.000128008,0,0,0.000170678,0,0,0,0,8.53E-05,0,0,4.27E-05,0,0,0,0,0,0.000128008,8.53E-05,0,0,0.000128008,0,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0.000469363,0.000640041,0,0,0,8.53E-05,0,0,0,0.000128008,0.000128008,4.27E-05,0,0.000128008,0,0,0.000469363,0.000256016,0.000128008,0.000170678,0.000128008,0.000128008,0,0,0,8.53E-05,0,0,8.53E-05,0,0,0,k__Fungi
ASV785,0,0.000298686,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,4.27E-05,0,0.000256016,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0.000170678,0.000384025,0,0,0.00140809,0,0,0.001280082,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
ASV786,0,8.53E-05,0,0,0,0,0,0,4.27E-05,0,0,0,0,0.000853388,0,0,0,0,0,0,0,0,0,0,0.001237413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001920123,0,0,0.000213347,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_poae
ASV787,0,0,0,0,0.000554702,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072538,0,0,0,0.000170678,0,0,0,0,0.000256016,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512033,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0.000256016,0.000341355,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0.000426694,8.53E-05,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Microbotryomycetes_gen_Incertae_sedis;s__Microbotryomycetes_sp
ASV788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640041,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002517494,0,0.000170678,0,0,0,0,0,0,0,0,0.000469363,0,0,0,0,0.00072538,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_ichnusae
ASV789,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,4.27E-05,0,0,8.53E-05,0,4.27E-05,0,0,0,0,0.000554702,0.000170678,0,0,0,0,0,0,0,0,0,4.27E-05,0.000341355,0.000554702,0,0,0.000341355,4.27E-05,0,0,8.53E-05,0.000170678,0,0.000128008,0.000213347,4.27E-05,0.000128008,0.000213347,0,8.53E-05,0.000170678,0.000298686,0,0,0,8.53E-05,0,0.000170678,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0,4.27E-05,4.27E-05,0.000128008,0,0,8.53E-05,0,0,0.000128008,0,0.000128008,0,0,0,k__Fungi
ASV790,0,0.000128008,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0.000213347,0,0,0,0.000298686,0.000170678,0,0,0,0,0.000256016,0.000170678,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0.000298686,0,0.000170678,0.000256016,0,0,0.000213347,0,0.000213347,0,4.27E-05,0,0,0,0,0.000341355,0,0,0.000128008,0,0,0,0,0,0,0.000512033,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,k__Fungi;p__Chytridiomycota;c__Cladochytriomycetes;o__Cladochytriales;f__Cladochytriales_fam_Incertae_sedis;g__Cladochytriales_gen_Incertae_sedis;s__Cladochytriales_sp
ASV791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005973716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
ASV792,0,0,0,0,0.000384025,0,0.000426694,8.53E-05,0,0,0.000128008,0,0.000469363,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,8.53E-05,0,0,0,0,0,0.000170678,0,0,0,8.53E-05,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000170678,0,0,0.000256016,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0.000170678,0,8.53E-05,0.000512033,0,0,0.000384025,0,0,0,0,0.000256016,0,k__Fungi;p__Ascomycota
ASV793,0,0,0,0,0,0,0,0,0,8.53E-05,0,4.27E-05,0,4.27E-05,8.53E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0.000341355,0,0,0.000469363,0,0,0,0.000213347,0.000213347,0,0,0,0.000341355,0,0,0.001066735,0,0,0,0,4.27E-05,0,0,0,0,0,0.000298686,0,0,0,0,8.53E-05,0,0,0,0,0.000512033,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,0.000213347,0,0,0,0,0.000170678,0,0,0.000341355,0,k__Fungi
ASV794,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0.000256016,0,0,0,4.27E-05,0,0,4.27E-05,0.000213347,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000170678,0.000256016,0,0.000640041,0,0,0,0,0,0,0,0,0.000128008,0,0,0.000341355,0.000128008,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0.000298686,0,0,0.001109404,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
ASV795,0,0,0,0,0,0.000213347,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000640041,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001792115,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001877453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_tenuipes
ASV796,0,0,0.000298686,0,0,0,0.000298686,0,0,0,0.000298686,0,0,0,0,0,0,0,0.000256016,0,0.000128008,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0.000256016,0.000256016,0.000384025,4.27E-05,0,0,0,0,0.000384025,0,0,0,0,0,0,0.000128008,0.000341355,0,0.000128008,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,8.53E-05,0.000256016,0.000341355,0,0,0,0,0,0,0,0,0.000213347,0,0,0,k__Fungi;p__Chytridiomycota
ASV797,0,0,0,8.53E-05,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640041,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0.00140809,0.000597372,0,0,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0.000640041,8.53E-05,0,8.53E-05,0.000426694,0,0.000128008,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium;s__Subulicystidium_sp
ASV798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0.000384025,0.000597372,0.000256016,0.000128008,0,0,0,0,0,0,0,0,0.00072538,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0.000938727,0,0,0,0,0,0.000341355,0,0,0,0,0,8.53E-05,0,0,0,0.000341355,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0.000170678,0.000170678,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,0,0,k__Fungi
ASV799,0,0,0,0,0,0.000170678,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.002304147,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0.001962792,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Bartaliniaceae;g__Truncatella;s__Truncatella_angustata
ASV800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0.000128008,0,0,0,0.000341355,0,0,0,0,0,0,0,0.000512033,4.27E-05,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004181601,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Didymocyrtis;s__Didymocyrtis_sp
ASV801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0.004480287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
ASV802,0,0,0,0,0.002560164,0,0.000426694,0,0,0,0,0,0,0,0,0.000469363,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640041,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Cyathicula
ASV803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001066735,0.000768049,0.001152074,0,0,0,0,0,0.000597372,0.000170678,4.27E-05,0.000128008,0,0,0,0,0,0,0,0.001962792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ASV804,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000170678,0.003242874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_roseus
ASV805,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0.000213347,0,0,0.000213347,0,0,0,0.000554702,0,0,0,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0.000341355,0,0,0,0,0,0,8.53E-05,0,0.000256016,0,0,0,0.000128008,0,0,0,0,0,0,0.000768049,0,0,0.000298686,0,0.000170678,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;f__Sakaguchiaceae;g__Sakaguchia;s__Sakaguchia_lamellibrachiae
ASV806,0,0.000128008,8.53E-05,0,4.27E-05,0,0,8.53E-05,0.000341355,0,0,0,4.27E-05,4.27E-05,4.27E-05,8.53E-05,0.000128008,0,0.000170678,0,0,8.53E-05,4.27E-05,0,8.53E-05,8.53E-05,0.000128008,4.27E-05,0,0,0.000170678,0,0,0.000213347,0,0,0,0,8.53E-05,8.53E-05,0.000128008,0,0,0,0,0,0,8.53E-05,0,0.000170678,0.000128008,8.53E-05,0,0,0,8.53E-05,0,0,0,0,0,8.53E-05,8.53E-05,0.000170678,0,0.000170678,4.27E-05,0,0,0,8.53E-05,0.000128008,0,0,0,0,0,0,0,8.53E-05,0.000298686,0.000128008,0,0,0,8.53E-05,0,0,4.27E-05,0.000256016,0,0.000213347,4.27E-05,0.000170678,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_chrysogenum
ASV807,0,0.00068271,0.000128008,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,8.53E-05,0,0.000256016,0.000256016,0,0,0,0,0,0.000256016,0,0,0,0.000128008,4.27E-05,0,0,0,0,0.000213347,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0.000213347,0.000938727,0,0,0,0.000341355,0,0.000896057,0,0,0,8.53E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pulvinulaceae;g__Pulvinulaceae_gen_Incertae_sedis;s__Pulvinulaceae_sp
ASV808,0,0,0,0,0,0,0,0.004778973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium
ASV809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004565626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae
ASV810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Podila;s__Podila_minutissima
ASV811,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000426694,0,0.001024066,0,0,0,0.001109404,0,0,0.002176139,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_perplexans
ASV812,0,0,0,0.000256016,0,0,0,0,0.000426694,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001152074,0.000512033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001877453,0,0,0,0,0,0,0,0,0,0,0,0.00072538,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;g__Branch06_gen_Incertae_sedis;s__Branch06_sp
ASV813,0,0,0,0,0,0.000128008,0.000384025,0,0,0.000469363,0,0,0,4.27E-05,0.000554702,0,0,0,0,0,0,0.000426694,4.27E-05,0,0,0,0,0,8.53E-05,0.000128008,0,0,0,0,0,0,0,4.27E-05,0,0,0,0.000213347,0,0,0,0,0.000384025,0,0,0,0.000128008,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000170678,0,0,0,0.000597372,0,0,0,0,0,0,0.000213347,0,0.000341355,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;g__Branch06_gen_Incertae_sedis;s__Branch06_sp
ASV814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000256016,0,0.000128008,0,0,0,0,0.000597372,8.53E-05,0,0,8.53E-05,0,0,0,0,0.000298686,0.001280082,0,0.000640041,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0.000554702,0,0,0,0,0,0,0,0.000554702,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_sp
ASV815,0,0,0,0,0,0,0,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0.001066735,0,0,0,0,0,0,0,0,0,0,0,0.00140809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810719,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pulvinula;s__Pulvinula_sp
ASV816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002005462,0,0,0,0,0,0.000938727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002474825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Neoschizotheciaceae;g__Neoschizothecium;s__Neoschizothecium_carpinicola
ASV817,0,0,0,0,0,0,0,0,0,0,0.002901519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0.000853388,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
ASV818,0,0,0,0,0.000256016,0,0.000128008,0,8.53E-05,4.27E-05,0,0,0.000298686,0.000128008,0,0,0,0,0,0,8.53E-05,0.000512033,0.000640041,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0.000170678,0,0,4.27E-05,8.53E-05,0,0.000213347,0,4.27E-05,0,0,0,4.27E-05,0,0,0,0.000426694,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0.000384025,8.53E-05,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0,0.000170678,0,0,0.000170678,0,0.000170678,0,0,0,0,k__Fungi
ASV819,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0.000213347,0.000298686,0,0,0,0,0,0,0,0,0,0,0.000213347,4.27E-05,8.53E-05,0,0,0,4.27E-05,0,0,0,0.000469363,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0.000128008,4.27E-05,0,0,0,0.000128008,4.27E-05,0,0,0,0,8.53E-05,0,4.27E-05,4.27E-05,0,0,0,0.000170678,0,0,8.53E-05,0,0,0,4.27E-05,0,0,0,0,0.000170678,0.001536098,0.000128008,8.53E-05,0,4.27E-05,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Leucothecium;s__Leucothecium_emdenii
