Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Talaromyces_pinophilus,0.010197986,0,0.183094385,0,0.12250384,0.002346817,0,0.022742789,0.007979177,8.53E-05,0,0.007211128,0.049368493,0.006784434,0,4.27E-05,0.017110428,0,0.000384025,0,0.015403653,0.005034989,0,0.002944188,0.007253798,0.001194743,0,0.002944188,0.046168288,0.0177078,0,0,0.005419013,0.000256016,0.000128008,0,0.013355521,0.001621437,0,0.031746032,0.003456221,0.000554702,0,0.008661888,0.030337942,0.383384537,4.27E-05,0.000853388,0.002901519,0.001664107,0.00072538,0,0.008747226,0.006144393,0,0.006528418,0.001621437,0.002517494,0,0.001834784,0.014806281,0.074074074,0,0.006741765,0.003498891,0.000384025,0.000170678,8.53E-05,0.011563407,0.007125789,0.000170678,0.00285885,0.007595153,0.000640041,8.53E-05,0.00285885,0.018945212,0.330303806,0.000213347,0.000170678,0.061102577,0.000170678,0.002730841,0,0.005205666,0.003242874,0,0.032087387,0.024577573,0.026156341,0,0.001962792,0.021206691,0.087770951,0,8.53E-05,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Talaromyces;s__Talaromyces_pinophilus;
Neoascochyta_desmazieri,0.000384025,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,4.27E-05,0.000341355,0,0,0,0,0,0,0.000128008,0,0,0,0.001280082,0.000128008,0,0,0,0.371735791,0,0.000853388,0,0,0,0,0,0.000853388,0,0.000170678,0.00213347,0.001493429,0.000298686,0.000810719,0.010197986,0.022486772,0,0,0.000128008,0.000426694,0.000213347,0,0.008960573,0.047277692,0,0,0,0.000213347,0.000170678,0,0.000213347,0.003584229,0,0,0,0,0,0,0.008277863,0.003200205,4.27E-05,0,0,0,0,0,0.001237413,0.000170678,0,0,0,0,0,0,0.014123571,0.001152074,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_desmazieri;
Mortierella_alpina,0.009856631,0.203405018,0.062809353,0.174560505,0.010752688,0.029612562,0.035671616,0.118876941,0.053635433,0.153353815,0.175883257,0.065924219,0.036781021,0.025004267,0.023126813,0.167264038,0.053038061,0.277223076,0.100785117,0.172043011,0.288573135,0.064089435,0.039767878,0.251621437,0.048259089,0.174773852,0.103089264,0.114780679,0.180662229,0.176821983,0.036268988,0.149172214,0.040663936,0.013227513,0.028844513,0.076975593,0.06583888,0.308329066,0.009600614,0.034263526,0.149086875,0.01839051,0.150964328,0.033111452,0.045101553,0.037037037,0.0197986,0.040322581,0.032300734,0.014336918,0.012331456,0.005760369,0.01911589,0.011222052,0.007296467,0.011776754,0.022614781,0.011179382,0.026455026,0.010752688,0.053934118,0.011222052,0.005205666,0.00708312,0.038018433,0.027052398,0.025729647,0.017921147,0.050819252,0.028503158,0.03042328,0.027351084,0.022828128,0.008576549,0.030337942,0.073306025,0.066350913,0.016001024,0.011862093,0.03754907,0.024492234,0.005291005,0.010283325,0.02265745,0.028929852,0.013355521,0.009685953,0.050093873,0.025217614,0.00422427,0.040962622,0.036012971,0.031575354,0.063918757,0.016811743,0.013910224,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina;
Myriodontium_keratinophilum,0.000170678,0.005803038,0.000597372,0.001493429,0.000469363,0.00281618,0.000469363,0.000640041,0.000256016,0.000213347,0.001024066,0.002005462,0.000384025,0.005376344,0.000384025,0.000341355,0.000597372,0.000896057,0.001237413,0.001024066,0.000426694,0.002474825,0.000469363,0.000128008,0.000256016,0.000640041,0.001152074,0.009387267,0.001706776,0.000256016,0.000938727,0.001024066,0.000512033,0.001152074,0.001962792,0.001792115,0.000213347,0.000384025,0,0.000256016,0,0.001024066,0.000640041,0.001962792,0.00140809,0,0.000981396,0.001578768,0.000170678,0.005205666,0.001536098,0.00072538,0,0.00072538,0,0.000256016,0.000128008,0.000512033,0.000469363,0.002048131,0.001322751,0.000426694,0.000426694,0.00281618,0.000896057,0.001749445,0.003157535,0.001493429,0.000213347,0.001066735,0.000597372,4.27E-05,0.000469363,0.000810719,0.002176139,0.001493429,0.000938727,8.53E-05,0.000938727,0.000426694,0.000341355,0.29458952,0.005931046,0.002432156,0,0.000810719,0.000810719,0.00140809,0.000256016,0.00072538,0.000554702,0.001280082,0.001962792,0.000810719,0.000469363,0.00285885,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Myriodontium;s__Myriodontium_keratinophilum;
Hygrocybe_sp,0,0,0,0,0,0,0,0,0.012160778,0,0,0,0,0,0,0,0.000853388,0,0,0,0,0,0,8.53E-05,0.21812596,0,0,0.033111452,0,0,0,0,0.000640041,0,0,0,0,0,0,0,0.027564431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554702,0.027308414,0,0,0.000554702,0,0,0,0,0,0,0,0,0,0,0,0,0.002474825,0,0,0,0,0,0,0,0.00072538,0,0,0,0,0,0,0,0.012246117,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__Hygrocybe_sp;
Articulospora_proliferata,0.04181601,0.000768049,0.000768049,0.0020908,0.000170678,0.000512033,0.000981396,0.036183649,4.27E-05,0.001322751,0.002176139,0.006272401,0.001237413,0.004053593,0,0.012800819,0.016342379,4.27E-05,0.000981396,0.000213347,0.000298686,0.003114866,0.000426694,0.000512033,0,0.000170678,0.000768049,0.001066735,0.000170678,8.53E-05,4.27E-05,0.003840246,0.002560164,0,0.000640041,0.000768049,0,4.27E-05,0,0.000341355,0.000810719,0.00072538,0.009557945,0.005077658,0,0,0,0,0.000298686,0.004096262,0.001578768,0.002517494,0.00145076,8.53E-05,0.001877453,0.000981396,0.000768049,0.000298686,0.003242874,0.001322751,0.000981396,0.000384025,0,0.00068271,0.002304147,0.000640041,0.000384025,0.000170678,0.002432156,0.000213347,0.000554702,0.080261137,0.002261478,0.000170678,0.000896057,0.002176139,0,0.000640041,0.000170678,0.000128008,0.021718723,4.27E-05,0.021505376,0.00145076,0.000213347,0.215779143,0.001834784,0,0.001109404,0.028588496,0,0.000170678,0.000128008,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_proliferata;
Cladosporium_herbarum,0.01625704,0.003968254,0.000981396,0.001792115,0.000853388,0.00145076,0.001280082,0.004352279,0.005931046,0.038359788,0.018859874,0.005077658,0.067161632,0.006699095,0.014976959,0.007467145,0.027137737,0.003370882,0.002048131,0.005547022,0.000938727,0.001194743,0.019414576,0.000554702,0.036396996,0.020011947,0.009813961,0.035671616,0.03114866,0.032386073,0.024406895,0.004778973,0.026369688,0.008619218,0.025302953,0.015616999,0.13812084,0.005931046,0.061315924,0.000256016,0.039981225,0.009557945,0.028801843,0.008320533,0.002048131,0.003114866,0.055726233,0.010240655,0.045229561,0.022572111,0.076634238,0.047747056,0.088368322,0.03259942,0.039341185,0.007253798,0.055384878,0.034562212,0.078895716,0.026625704,0.026668373,0.109404335,0.213432326,0.006997781,0.004565626,0.002048131,0.006912442,0.006229732,0.009984639,0.001365421,0.003370882,0.012075439,0.01843318,0.000981396,0.007979177,0.003242874,0.000640041,0.013910224,0.02619901,0.005717699,0.001322751,0.000554702,0.00068271,0.00068271,0.000341355,0.001322751,0.00068271,4.27E-05,0.00708312,0.001877453,0.002389486,0.001578768,0.000213347,0.00072538,0.017153098,0.00145076,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_herbarum;
Podila_minutissima,0.000554702,0.003797576,0.004096262,0.008576549,0.004437617,0.006613757,0.006656426,0.01348353,0.016129032,0.013099505,0.008107186,0.006016385,0.000896057,0.002773511,0.016086363,0.016385049,0.000512033,0.001834784,0.006187063,0.017622461,0.004565626,0.004650964,0.025260283,0.011008705,0.00213347,0.022870797,0.002944188,0.009131251,0.003413552,0.025900324,0.013142174,0.040066564,0.013696877,0.019201229,0.052056665,0.088282983,0.009003243,0.020779997,0.025729647,0.00640041,0.016513057,0.037079706,0.010539341,0.00140809,0.007168459,0.006059054,0.027095067,0.117298174,0.004650964,0.002432156,0.006229732,0.005845707,0.003072197,0.00567503,0.014336918,0.003754907,0.002048131,0.009643284,0.008021847,0.002944188,0.001834784,0.002005462,0.004608295,0.033111452,0.0020908,0.009643284,0.024150879,0.123015873,0.00494965,0.003925585,0.112945895,0.006059054,0.002602833,0.009045912,0.016641065,0.195809865,0.014080901,0.003712238,0.013952893,0.107100188,0.001280082,0.002389486,0.005504352,0.013184844,0.001792115,0.009771292,0.003498891,0.003584229,0.003584229,0.010283325,0.031276668,0.044418843,0.002560164,0.005931046,0.011734084,0.006528418,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Podila;s__Podila_minutissima;
Neoascochyta_europaea,0.192823007,0.000170678,0,0,0.000341355,4.27E-05,0,0.000170678,0.000128008,0,0,0,0,0,0,0.000128008,0.044376173,8.53E-05,0,0,0.000128008,0,0,8.53E-05,0,0,0,0,0,0,0,0.000298686,0.008363202,0.001194743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029569892,0.001578768,0.000554702,0,0.00072538,0.000896057,0.001024066,0,0,0.000170678,0.002986858,0,0,0,0,0,0.004053593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469363,0,0,0,0.000128008,0.000384025,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_europaea;
Lecanicillium_dimorphum,0,0.001066735,8.53E-05,0,0.000170678,0.000128008,0,0,0.000170678,0,0.000341355,0.000128008,0.000341355,0,0.000128008,4.27E-05,0.000256016,0.002176139,0.00068271,0.000426694,0,0,0,8.53E-05,0.000384025,8.53E-05,0.006272401,0.001237413,0.000213347,0.000213347,0.000128008,0.000512033,0.000426694,0.001280082,0.001621437,0.000213347,0.000170678,0,0,0,0.000640041,0,0.000810719,0.00068271,0.000170678,0.000384025,0.000213347,0,0.000128008,0.000554702,0.000384025,0.000426694,0,0,0,0,0.000554702,0,0.000213347,0.174389828,0,0,0,0,4.27E-05,0.000256016,0.00281618,0.000128008,0,0,0,0,0.000256016,0.000213347,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__Lecanicillium_dimorphum;
