Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Plectosphaerella_oratosquillae,0,0.000768049,0.004096262,0.001237413,0.002346817,0.004309609,0.003626899,0.000640041,0.000938727,0.00354156,0.001578768,0.02764977,0.015659669,0.023254822,0.011691415,0.000512033,0.002432156,0.002218809,0.000853388,0.001706776,0.005248336,0.002517494,0.002986858,0,0.001664107,0.005162997,0.004906981,0.001536098,0.009387267,0.007168459,0.005419013,0.002304147,0.002048131,0.005034989,0.003072197,0.001237413,0,0.000426694,0.000768049,0.000256016,0.00567503,0.001664107,0.001962792,0.006571087,0.000896057,0,0.001365421,0.001024066,0.000981396,0.00140809,0.001109404,0.002048131,0,0,0.001365421,0.000256016,0.003498891,0.002218809,0,0.001322751,0.001536098,0,0,0.012630142,0,0.000469363,0,0,0,0,0.001877453,0.000256016,0.002346817,0,0.000298686,0.00072538,0.000768049,0,0,0.004053593,0,4.27E-05,0.000256016,0.00072538,0,8.53E-05,0.001578768,0.000810719,0.00145076,0.002730841,0,0.000298686,0.008405871,0.001237413,0.026668373,0.155700632,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae;
Verticillium_dahliae,0.037463731,0.046979007,0.017409114,0.018006486,0.019883939,0.028545827,0.021804062,0.016555726,0.059822495,0.017579792,0.026412357,0.022401434,0.025302953,0.036268988,0.012502133,0.008192524,0.098608978,0.029356545,0.017750469,0.019499915,0.009259259,0.022188087,0.016513057,0.006741765,0.045826933,0.021206691,0.034348865,0.01130739,0.008619218,0.012203448,0.015873016,0.011862093,0.045997611,0.037762417,0.016555726,0.018945212,0.006613757,0.012374125,0.005760369,0.019457245,0.041005291,0.023553507,0.02124936,0.036610343,0.012971497,0.007467145,0.009856631,0.009643284,0.01489162,0.133725892,0.00567503,0.024364226,0.008832565,0.028503158,0.009813961,0.014720942,0.013611538,0.035159584,0.011819423,0.008320533,0.01062468,0.013184844,0.009813961,0.027820447,0.050392558,0.012160778,0.038999829,0.014379587,0.012672811,0.026625704,0.009643284,0.009131251,0.020865335,0.008747226,0.026625704,0.005461683,0.013398191,0.009984639,0.013398191,0.018134494,0.041730671,0.041944018,0.020139956,0.022700119,0.013952893,0.013270183,0.008832565,0.016171702,0.025260283,0.015104967,0.02124936,0.032940775,0.015958355,0.018561188,0.013398191,0.029356545,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;s__Verticillium_dahliae;
Niesslia_mucida,0.001621437,0.000768049,0.000853388,0.00567503,0.005419013,0.000597372,8.53E-05,0.012672811,0.005034989,0.000640041,0.000341355,0.01203277,0.004352279,0.000938727,0.000170678,0.008320533,0.001834784,0.000426694,0.001109404,0.003669568,0.001621437,0.000640041,0,0.004650964,0.001920123,0.001365421,0.000128008,0.007979177,0.005803038,0.003754907,0.000384025,0.00849121,0.002560164,0.001536098,0.001322751,0.001066735,0.002560164,0.000170678,4.27E-05,0.012928827,0.001834784,0.00213347,0,0.021846732,0.005547022,0.006571087,0.000554702,0.006485748,0.001578768,0.000469363,0.001152074,0.00499232,0.001322751,0.000640041,0,0.018945212,0.003498891,0.00145076,0,0.006059054,0.004480287,0.004138932,0.000341355,0.005205666,0.003114866,0.133299198,0.002730841,0.00281618,0.005760369,0.000554702,0.000213347,0.006059054,0.003285544,0.003242874,0.000469363,0.005205666,0.002517494,0.001877453,0.000512033,0.004693634,0.001792115,0.001792115,0.00072538,0.004096262,0.003797576,0.000341355,0.000512033,0.016641065,0.005248336,0.001792115,0,0.019286568,0.008917904,0.002645503,0.000170678,0.007893839,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;s__Niesslia_mucida;
Cladosporium_sp,0.004608295,0.003370882,0.000426694,0.001109404,0.000640041,0.000896057,0.001066735,0.007637822,0.003242874,0.004522956,0.001322751,0.005547022,0.00281618,0.000853388,0.001664107,0.002176139,0.008875235,0.001706776,0.000298686,0.001024066,0.001066735,0.001109404,0.01348353,0.000810719,0.012800819,0.002304147,0.001152074,0.014763612,0.008320533,0.002432156,0.008619218,0.011136713,0.009429937,0.004778973,0.004352279,0.006784434,0.063918757,0.007595153,0.025260283,0.000597372,0.009387267,0.001962792,0.002048131,0.007637822,0.003072197,0.00068271,0.008149855,0.014208909,0.023126813,0.004650964,0.009685953,0.076719577,0.114908687,0.046125619,0.032172726,0.013782215,0.026455026,0.003584229,0.008789896,0.053208739,0.007040451,0.056110258,0.054702168,0.004480287,0.005803038,0.001194743,0.003072197,0.001706776,0.119730329,0.001920123,0.005077658,0.116444786,0.006272401,0.000384025,0.000554702,0.006827104,0.000896057,0.008405871,0.009813961,0.004010923,0.000853388,0.000170678,0.000597372,0.000298686,0.002773511,0.000853388,0.000597372,0,0.001024066,0.000213347,0.000170678,0.000213347,0.000469363,0.000384025,0.002304147,0.002730841,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sp;
Dermoloma_pseudocuneifolium,0,0.112945895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0.007595153,0,0,0.017878478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005248336,0,0.010454002,0,0,0,0,0,0,0,0.001024066,0,0,0,0,0.002389486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Dermoloma;s__Dermoloma_pseudocuneifolium;
Preussia_flanaganii,0.026071002,0.02974057,0.030124595,0.043266769,0.039383854,0.04458952,0.048557774,0.041986687,0.05666496,0.0432241,0.02619901,0.042925414,0.031959379,0.037037037,0.028929852,0.03328213,0.07223929,0.033111452,0.03968254,0.079791773,0.028247141,0.063364055,0.094342038,0.035330261,0.037037037,0.079877112,0.056110258,0.056280935,0.027308414,0.03328213,0.054830176,0.040706605,0.059097116,0.032343403,0.027777778,0.034988906,0.0276071,0.021420038,0.018859874,0.069764465,0.03119133,0.067887011,0.060462536,0.05525687,0.079407749,0.027820447,0.041346646,0.020865335,0.032044718,0.029356545,0.014507595,0.013227513,0.029271207,0.069209763,0.056366274,0.079023724,0.026796382,0.106076122,0.049496501,0.019585253,0.04318143,0.039597201,0.013696877,0.032684758,0.096176822,0.028801843,0.023638846,0.046979007,0.028759174,0.085466803,0.030892644,0.0375064,0.038530466,0.036567674,0.046509643,0.0197986,0.051587302,0.017579792,0.030636627,0.027777778,0.08145588,0.018006486,0.064601468,0.035330261,0.025985663,0.029783239,0.020353303,0.075610172,0.047619048,0.049453832,0.019414576,0.040407919,0.034306196,0.03255675,0.014678273,0.014080901,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_flanaganii;
Preussia_persica,0.024321557,0.04744837,0.018177163,0.027436423,0.036055641,0.099505035,0.071471241,0.028545827,0.060462536,0.028545827,0.023894863,0.048600444,0.045784264,0.050947261,0.032642089,0.019243898,0.036738351,0.026412357,0.022870797,0.019585253,0.021548046,0.046850998,0.054744837,0.017195767,0.031105991,0.034434204,0.055598225,0.035330261,0.021164021,0.018347841,0.024364226,0.015958355,0.031532685,0.054360812,0.017622461,0.022870797,0.017195767,0.021676054,0.016427718,0.049453832,0.043949479,0.036311657,0.043053422,0.029527223,0.030551289,0.016001024,0.020908005,0.01062468,0.006997781,0.048557774,0.007979177,0.01698242,0.01416624,0.044333504,0.0276071,0.05384878,0.014763612,0.043480116,0.021846732,0.01629971,0.026711043,0.032812767,0.010155317,0.048387097,0.027009729,0.019883939,0.035458269,0.022913466,0.01843318,0.060377197,0.033751493,0.022230756,0.023809524,0.026753712,0.05662229,0.011094043,0.0276071,0.017793139,0.014806281,0.015787677,0.032471412,0.03963987,0.026071002,0.046466974,0.03614098,0.031831371,0.034860898,0.044120157,0.029996586,0.030508619,0.044418843,0.028119133,0.060078512,0.037591739,0.017409114,0.024662912,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_persica;
Aaosphaeria_arxii,0.000384025,0,0,0.008875235,0.020395972,0.000469363,0,0.00072538,0,0.000128008,0,0.000426694,0.000213347,0,0.000341355,0.001664107,0.000426694,0,4.27E-05,0.003669568,0.066009558,0.000170678,0,8.53E-05,0,4.27E-05,0,0.001664107,0,0.000128008,0.000128008,0.001621437,0.000512033,0.000426694,0.000213347,0.016641065,0.033666155,8.53E-05,0,0.001280082,8.53E-05,4.27E-05,0.000128008,0.001066735,0,0.000640041,8.53E-05,0.002986858,0.000128008,0,0,0.003114866,0.041517324,0.000938727,0,0.00068271,4.27E-05,0.000128008,0,0.000384025,0,0.000170678,0.000384025,0.00281618,0.00068271,0.000213347,0,0.003498891,0.023297491,0.000512033,0,8.53E-05,8.53E-05,0,0.001706776,0.000597372,0,4.27E-05,0.000256016,0.001280082,0.00072538,0,0.000170678,0.000554702,0.095536781,0.000298686,0.000170678,0.001066735,0,0,0.000512033,0.000469363,0.000128008,0.000128008,0.000426694,0.002688172,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aaosphaeria;s__Aaosphaeria_arxii;
Fusarium_equiseti,0.095494112,0.010411333,0.006016385,0.011862093,0.011051374,0.012630142,0.024748251,0.00563236,0.011862093,0.010368664,0.007040451,0.026284349,0.022529442,0.005504352,0.010069978,0.01416624,0.015360983,0.010283325,0.009429937,0.013654207,0.004437617,0.011435399,0.011648746,0.017921147,0.009771292,0.009728623,0.008107186,0.011904762,0.014550265,0.0098993,0.008704557,0.016897081,0.020139956,0.017153098,0.015062297,0.011648746,0.011691415,0.013355521,0.006869773,0.011264721,0.007979177,0.029612562,0.019627923,0.015873016,0.019755931,0.009813961,0.021420038,0.029868578,0.025601639,0.015745008,0.00567503,0.031916709,0.013782215,0.036610343,0.059865165,0.025430961,0.089691074,0.023596177,0.017494453,0.018689196,0.022060079,0.025900324,0.046296296,0.023681516,0.023425499,0.015104967,0.014038232,0.019499915,0.015873016,0.015616999,0.018689196,0.006869773,0.026369688,0.011094043,0.01348353,0.011392729,0.035372931,0.017366445,0.025004267,0.020481311,0.025686977,0.004352279,0.012843489,0.011008705,0.014208909,0.014251579,0.008576549,0.007168459,0.014038232,0.016385049,0.006101724,0.009301929,0.019670592,0.026796382,0.017067759,0.010155317,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_equiseti;
Neoascochyta_tardicrescens,0,0,0.000170678,0.000298686,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000213347,0,0,0,0,0,0.001024066,8.53E-05,0,0.000298686,0.000640041,0,0,0.000341355,0,0.001877453,0.000384025,0.008405871,0.069764465,0.00145076,0.000213347,0.034562212,0.009643284,0.000256016,0.000128008,0.00072538,0.001152074,0.000341355,0,0.000981396,0.000640041,0.000597372,0.000298686,0.00068271,0.001322751,0.001109404,0,0.001024066,0.001237413,0.000853388,0.026113671,0,0.009856631,0.000213347,0,0.091909882,0.000213347,0.000128008,0.000256016,0.000896057,0.000213347,0,0,0.000341355,0,0,0.000298686,0,0,0,0,0.000341355,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_tardicrescens;
Botryotrichum_atrogriseum,0.00426694,0.009003243,0.026540365,0.006272401,0.023766854,0.006101724,0.052910053,0.003072197,0.026156341,0.038359788,0.009344598,0.0020908,0.004138932,0.010155317,0.010923366,0.009259259,0.00917392,0.012160778,0.013867554,0.006955112,0.032258065,0.007936508,0.028417819,0.040109234,0.006059054,0.018817204,0.006912442,0.001664107,0.014208909,0.014635603,0.01130739,0.00494965,0.006571087,0.012886158,0.013056836,0.009728623,0.038402458,0.021377368,0.062980031,0.002517494,0.01130739,0.023084144,0.008917904,0.002005462,0.013184844,0.013910224,0.016939751,0.00640041,0.02334016,0.007723161,0.007125789,0.008576549,0.012971497,0.009643284,0.019542584,0.00426694,0.004693634,0.018646527,0.015360983,0.001322751,0.011136713,0.013952893,0.00708312,0.011904762,0.005547022,0.010710019,0.0078085,0.006187063,0.013099505,0.014763612,0.082991978,0.002304147,0.007509814,0.041431985,0.015446322,0.000426694,0.005547022,0.004906981,0.010112647,0.008917904,0.008917904,0.004693634,0.008021847,0.009515276,0.025729647,0.0078085,0.021206691,0.002773511,0.006699095,0.080474484,0.006613757,0.000938727,0.006784434,0.012416795,0.002944188,0.006528418,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Botryotrichum;s__Botryotrichum_atrogriseum;
Humicola_nigrescens,0.000810719,0.001706776,0.002389486,0.01625704,0.001322751,0.001066735,0.001024066,0.003285544,0.001877453,0.000853388,0.001280082,0.009685953,0.001920123,0.003626899,0.002048131,0.006528418,0.001322751,0.001280082,0.002901519,0.002432156,0.040450589,0.00213347,0.010582011,0.076591569,0.000938727,0.003242874,0.0020908,0.001280082,0.002986858,0.003370882,0.001834784,0.002218809,0.006272401,0.002560164,0.003157535,0.000810719,0.00281618,0.007723161,0.000981396,0.00426694,0.010582011,0.003072197,0.001152074,0.002901519,0.003328213,0.002602833,0.014934289,0.002901519,0.002986858,0.002304147,0.002346817,0.001621437,0.001024066,0.001280082,0.002432156,0.00281618,0.001920123,0.001493429,0.000981396,0.000810719,0.003413552,0.002304147,0.000938727,0.002261478,0.002602833,0.001920123,0.00213347,0.001152074,0.001493429,0.001877453,0.001834784,0.001194743,0.00140809,0.001280082,0.001493429,0.001536098,0.001152074,0.001493429,0.002048131,0.00354156,0.00281618,0.002048131,0.002346817,0.002944188,0.003925585,0.001237413,0.001962792,0.002688172,0.001066735,0.000896057,0.00140809,0.001152074,0.004181601,0.002218809,0.001194743,0.003029527,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_nigrescens;
Sarocladium_summerbellii,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0.00213347,0,0,0.000256016,0.000128008,8.53E-05,0.010880696,8.53E-05,0,0,8.53E-05,0,0,0.000170678,0,0,0.002218809,0.004778973,4.27E-05,0.001066735,0.000256016,8.53E-05,0.001322751,0,0,0.000896057,0,0,0,0.000128008,0,8.53E-05,0.021206691,0.001109404,0.074714115,0,0,0,0,8.53E-05,0,0.000384025,0.000170678,0,0,0,0,0,0.001280082,0.034903567,0.000256016,0.000256016,0,0,0,8.53E-05,0,0,0,0,8.53E-05,0,0,0,0.000128008,8.53E-05,0.000170678,0.000128008,0,0,0,8.53E-05,0,0,0,0,0.00068271,0.000170678,0,0.000426694,0.013910224,0.000341355,8.53E-05,0.000256016,0.002304147,0.06088923,0.000341355,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_summerbellii;
