Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Debaryomyces,0,0.000426694,0.000384025,0.000426694,0,0.00068271,0.000469363,0.000554702,0.000298686,0.001706776,0.00072538,0.001109404,8.53E-05,0.000426694,0.000597372,0,0.000896057,0.000896057,0.000768049,0.001493429,0.000256016,0.000597372,0.000554702,0.005205666,0.000256016,0.000640041,0.000469363,0.001024066,0.001237413,0.000938727,0.000213347,0.000896057,0.007680492,0.000170678,0,0.001066735,0.000554702,0.00072538,0.000896057,0.002432156,0.002005462,0.001194743,0.00072538,0.001109404,0.00213347,0.001109404,0,0.002901519,0.001109404,0.000554702,0.000469363,0.000469363,0.000640041,0.00072538,0.00145076,0.000170678,0.000256016,0.001066735,0.000768049,0,0.000810719,0.001493429,0.001280082,0,0.000384025,0.001280082,0.000853388,0,0.002261478,0.001066735,0.000896057,0.000256016,0.000640041,0.000853388,0.000213347,0.002218809,0.001066735,0.000768049,0.000256016,0.001962792,0.003456221,0.000981396,0.003968254,0.000896057,0.001237413,0.001621437,0.002645503,0.001621437,0.000896057,0.000512033,0.002474825,0.001365421,0.001365421,0.002432156,0.001152074,0.002560164,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;
Thermomyces,0,0.000640041,8.53E-05,0,0,0.000128008,0.000426694,8.53E-05,0,0.000213347,0.000512033,8.53E-05,0.000170678,0.000213347,0.000128008,0.000170678,0,0.000384025,8.53E-05,8.53E-05,0.000426694,0.000170678,0.000298686,0.000128008,0.003584229,0,4.27E-05,0,0.002944188,0,8.53E-05,0,0.007637822,0,8.53E-05,0.000170678,0.002048131,0,0.000128008,8.53E-05,0.003754907,0,8.53E-05,0,0.005973716,0,0,0,0.000128008,0.000128008,0.000128008,0,0.000128008,0.000469363,8.53E-05,0,8.53E-05,0.000256016,0.000170678,0,4.27E-05,0.001877453,0.000128008,0,0.000170678,0.000213347,0.000128008,8.53E-05,0.000298686,0.000213347,8.53E-05,0,0.000128008,0.001237413,0,0.000170678,0,0.001024066,0,8.53E-05,4.27E-05,0.002730841,0,0.000298686,0,0.002645503,0,8.53E-05,0,0.00068271,0,0,0.000128008,0.002261478,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;
Coprinellus,0,0.000469363,0.000768049,0.000384025,4.27E-05,0.000256016,0.001578768,0.000938727,0.000170678,0.000298686,0.002346817,0.000469363,0,0.000128008,0.001109404,0.000426694,8.53E-05,0.001194743,4.27E-05,0.00072538,0.000298686,0.000554702,0.002773511,4.27E-05,0.000597372,0.000426694,4.27E-05,0,0.000298686,0.000469363,0.000469363,0,0.000298686,0,0.000469363,0,0.000469363,0,0.001237413,0,0,0.000469363,4.27E-05,4.27E-05,0,8.53E-05,0.000768049,8.53E-05,0.000640041,0,0,0.000128008,0.000213347,0.000170678,0.000938727,4.27E-05,0.000170678,0,0.000554702,0.000128008,0.000256016,0.000384025,0.000640041,0,0,0.000128008,0,0.000128008,0,0,0.000597372,0.000128008,0.000384025,0,0.001621437,0.000256016,0.000554702,8.53E-05,0.001024066,0.000213347,0.001962792,0,0.001322751,4.27E-05,0.007595153,0.000128008,0.000426694,8.53E-05,0.000341355,0,0,0.000341355,0.002176139,0,0.000213347,0.000256016,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;
Parastagonospora,0.001920123,8.53E-05,0,0.000341355,0.000298686,0,8.53E-05,4.27E-05,0,0,0,8.53E-05,0,0.00213347,0.000213347,0.000384025,0,0,0,0,0,4.27E-05,0.002517494,0,0.00640041,0.000256016,0.00068271,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0.000213347,0,0,0,0,0,0,0,0,8.53E-05,0,0.000298686,0,0.001237413,0,0.001322751,0.000426694,0,0.000298686,0.000384025,0.007552483,0.000256016,0,0.005888377,0.000128008,0.000298686,0,0.001664107,0,0.00068271,0,0,0,0.000298686,0.000938727,0,0.000341355,0.00072538,0,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;
Apodus,0.000853388,0.004138932,0.007339136,0.001237413,0.000810719,0.001066735,0.001493429,0.001152074,0.002474825,0.006571087,0.002261478,0.001920123,0.000469363,0.000128008,0,0.000341355,0.000640041,0.000981396,0.005077658,0.000981396,0.001493429,0.00140809,0.000554702,0.000640041,0.000938727,0.003200205,0.006315071,0.000810719,0.000341355,0.001792115,0.001493429,0.000213347,0.000384025,0.000597372,0.000426694,0.000810719,0.000981396,0.001237413,0.001109404,0.001749445,0.00068271,0.005291005,0.001536098,0.000384025,0.001621437,0.001066735,0.002176139,0,0.002218809,0.000810719,0.000768049,0.001280082,0.001536098,0.000640041,0.005034989,0.000426694,0.000298686,0.0020908,0.002773511,0.002261478,0.000298686,0.002432156,0.000896057,0.000810719,0.001365421,0.002005462,0.001792115,0.000256016,0.002602833,0.000597372,0.003626899,0.000554702,0.002773511,0.000640041,0.000896057,0.002901519,0.001280082,0.000853388,0.001066735,0.000384025,0.000938727,0.000469363,0.001152074,0.000640041,0.000853388,0.000981396,0.000256016,0.00140809,0.000256016,0.001792115,0.001194743,0.000554702,0.001066735,0.001920123,0.000213347,0.002560164,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus;
Trichothecium,0,0.000170678,8.53E-05,0,0,0,0.000170678,0,0,0.000213347,0,0.000128008,0,8.53E-05,0.000213347,0.000341355,0,0,0.000170678,0,0,0.000384025,4.27E-05,0.000170678,0.001706776,0,0.000640041,0,0.004821642,0,0.000554702,0,0.003754907,0,0.000256016,0,0.003157535,0,0.000341355,0.000128008,0.001834784,0,0.000298686,0,0.007125789,0,0.000256016,0,0,0,0.000341355,0,0,0.000384025,8.53E-05,0.000512033,0,0.000298686,0.000128008,8.53E-05,0,0.000384025,0,0,0,0.000554702,0,0,0,0.000384025,0,0,0,0,8.53E-05,0,4.27E-05,0.000170678,4.27E-05,0,0,0,0.000256016,0,0,0.000170678,0,0.000213347,0,0,0.000298686,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Trichothecium;
Peziza,0,0,0.006997781,0,4.27E-05,0,0.000469363,0.000128008,0,0,0.000128008,0,0.001066735,0,0.000384025,0.000128008,0.000298686,0.001194743,0,0.000256016,0,0,0.000298686,0,0,0,8.53E-05,0,0,0,0,0,0,0.000810719,0,0,0,0,0.000170678,0,0.001962792,0,0.000128008,0,0,0,0.000213347,0,0.00068271,0,4.27E-05,0,0.000469363,0,8.53E-05,0.001322751,0,0,0,0,0.001664107,0,0.000170678,0.000128008,0.000384025,0,0.000128008,0,0.000128008,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000213347,4.27E-05,8.53E-05,0,0.000256016,0,0.000170678,0,0,0.000341355,0.000597372,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;
Fusidium,0.002048131,0.001877453,0.001237413,0.0020908,0.0020908,0.001109404,0.002560164,0.001877453,0.002901519,0.005205666,0.002773511,0.00281618,0.001365421,0.002560164,0.002261478,0.001280082,0.002389486,0.001877453,0.001578768,0.001365421,0.000810719,0.001109404,0.001365421,0.003968254,0.001664107,0.000981396,0.000469363,0.002517494,0.001322751,0.000938727,0.000170678,0.00140809,0.001920123,0.000384025,0.000256016,0.003882915,0.000853388,0.000896057,0.00072538,0.001877453,0.0020908,0.000512033,0.000256016,0.001664107,0.001194743,0.001066735,0.001152074,0.002730841,0.003498891,0.001024066,0.001194743,0.001536098,0.00426694,0.000853388,0.006912442,0.001621437,0.001024066,0.000938727,0.004437617,0.002048131,0.001493429,0.000981396,0.001109404,0.002261478,0.002517494,0.000768049,0.001237413,0.002474825,0.003882915,0.000896057,0.000981396,0.00281618,0.001280082,0.002218809,0.000554702,0.001749445,0.001194743,0.000853388,0.001749445,0.002901519,0.0020908,0.000853388,0.001365421,0.002602833,0.001706776,0.001194743,0.000469363,0.00213347,0.000810719,0.000554702,0.001194743,0.001578768,0.001792115,0.00068271,0.000768049,0.002346817,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Fusidium;
Striaticonidium,0,0,8.53E-05,0,4.27E-05,0,0,0,0,0.000128008,0,0.000170678,0,0,0.000128008,0,0.000128008,0.000128008,0,0,8.53E-05,8.53E-05,4.27E-05,4.27E-05,0,0,0,0.001706776,0,0,0,0.002218809,0,0,0,0.006571087,0,0,0,0.006912442,0,0,4.27E-05,0.001237413,0,0,0,0.00213347,0,0,0,0.000640041,0.000213347,0,0,0.000469363,0.000213347,0,0,0.000597372,0.002261478,0.000128008,0,0.002005462,0.003797576,0,0,0.000853388,0.001237413,0,0,0.000810719,0,0,0,0.001578768,0,0.000213347,0,0.000469363,0,8.53E-05,0,0.000512033,0,0.000256016,4.27E-05,0.001152074,0,0.000853388,0.000256016,0.000938727,0,0.000597372,0,0.000384025,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Striaticonidium;
Pulvinula,8.53E-05,0,0,0,0.000213347,0,0.001920123,0.000810719,0.000597372,0,0.000512033,8.53E-05,0.000597372,0,0.000640041,0,4.27E-05,0.000426694,0,0,0,0,0,0,0.000128008,0,0,0,0.001237413,0,0,0.000170678,0.001322751,0,0,0,0.000170678,0,0,8.53E-05,0.00145076,0,0,0,0.000810719,0,0,0.000384025,0.000554702,0,0,0.000384025,0.006741765,0,0,8.53E-05,0.000298686,0,0,0.000213347,0.002645503,0,0,0,0,0,0,0,0.000256016,0,0,0.000298686,4.27E-05,8.53E-05,0,0,0.001877453,0.001664107,0,4.27E-05,0.000128008,0,0,0,0.000128008,0.000341355,0,0,0,0,0,0,0.00072538,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pulvinula;
GS05_gen_Incertae_sedis,0.000384025,0,0,0,0,0,0.000128008,0.000128008,8.53E-05,0,0.000128008,0.000298686,0,0,0,4.27E-05,0,8.53E-05,8.53E-05,0,0.000128008,8.53E-05,0.000256016,8.53E-05,0.000341355,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,4.27E-05,0,0,0,0.000213347,0.000213347,0.000213347,0,0.000256016,0.000213347,0.000170678,0,0.000298686,0,0,0,8.53E-05,0,0.000213347,8.53E-05,0,4.27E-05,0,0,0.000298686,0,0,4.27E-05,0,0,0.000341355,0,0,0,0,0,0.000298686,4.27E-05,8.53E-05,0.000426694,0,4.27E-05,0.000128008,0.001024066,8.53E-05,0,0,0.000298686,0,8.53E-05,0,0,0.000256016,0.000384025,0.000170678,0.000213347,0.00068271,0,0.006571087,0.001706776,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS05;f__GS05_fam_Incertae_sedis;g__GS05_gen_Incertae_sedis;
Paratricharina,0,0,4.27E-05,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0,0.000128008,0,0,4.27E-05,0,0,4.27E-05,4.27E-05,0.006528418,0,8.53E-05,4.27E-05,0.000426694,0,0.000256016,0,0,0,0.000128008,0,0.001152074,0,0.000128008,8.53E-05,0.000341355,0,0.000128008,0,0.00072538,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0.000128008,0,0.000128008,0,0.000341355,0,0.000298686,0,0.000128008,0,0,0,0.000170678,0,0.000170678,0,0.000384025,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Paratricharina;
Ochrocladosporium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006315071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ochrocladosporium;
Elaiopezia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0.006315071,0,0,0,0.000341355,0,0,0,0,0,0,0,0.000298686,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Elaiopezia;
Volucrispora,0.000341355,0,4.27E-05,8.53E-05,0.000298686,0,0,0,0.000128008,0,0,0,0,0,0,0.000128008,0,0,0,0,0.004821642,0.006272401,0.001066735,0.003285544,0,0,0,0.000298686,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640041,0.000597372,8.53E-05,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Volucrispora;
Cystofilobasidium,0.000554702,0,0,0,0.002432156,0,0,0,0.000341355,0.000256016,0.000640041,0,0.000213347,0,0,0,0.000213347,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,8.53E-05,0,0,0,4.27E-05,4.27E-05,0,0,0.002602833,0.000426694,0,0,0,0.000213347,0.000298686,0,0,0.000213347,0.000256016,0,0.000170678,0,8.53E-05,0,0,0.000128008,0.000128008,0,0,0,0.002346817,4.27E-05,0,0.000170678,0,8.53E-05,0,0.000640041,0.000170678,0,0.000554702,0.000981396,0.000170678,0,4.27E-05,0.000426694,0,0.000256016,0.000128008,0.000128008,0,0,0,0,4.27E-05,0,0,0.006229732,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;
Ramophialophora,0,0.000128008,0,0,0,0,4.27E-05,0,0,4.27E-05,0,4.27E-05,0,0,0,0,0,8.53E-05,0.000597372,8.53E-05,0,0,0,0,0.003072197,0,0.006059054,0,0.000213347,0,0,0.000426694,0.000170678,0,0.000597372,0,0,0,0,0,0.000341355,0.000469363,0.000469363,0,0.001194743,0,0,0,0.000426694,0,0,0,0,0,0,0,0.00072538,0,0,0,0,0.000298686,0,8.53E-05,0.000384025,0,0,0,0,0.000170678,4.27E-05,0,0.000256016,0,0,4.27E-05,0,4.27E-05,0,0,0,0.000128008,0,0.000128008,0,0,0.000256016,0,0.000469363,0,0.000298686,0,0.001152074,0,0,0.000128008,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Bombardiaceae;g__Ramophialophora;
Aureobasidium,0,0,0,0,0.000213347,0,0,0,0.000213347,0,0.000128008,0.000170678,0.000170678,0,0.000213347,0,4.27E-05,0,0,0.00068271,0,0,0,0,0,0,0,0,0,0,0.005973716,0,0,0,0.000128008,0,0.000853388,0.000896057,0,0,8.53E-05,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0.001066735,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0.000128008,0.000554702,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;
Phomatosporaceae_gen_Incertae_sedis,0.004437617,0.000384025,0.000938727,0.000384025,8.53E-05,0.000256016,0.00145076,0.000256016,0.000384025,0.001621437,0.001024066,0.000597372,0.000170678,0.00068271,0.000554702,0.000640041,0.000341355,0.000810719,0.000426694,0.000128008,0.000384025,0.001493429,0.000469363,0.000597372,0.000298686,0.001066735,0.001066735,0.000256016,0,0.000128008,0.000554702,8.53E-05,0.000213347,0.000341355,0.000810719,0.000768049,0.000256016,0.001877453,0.000170678,0.00140809,8.53E-05,0.000768049,0.000896057,0.000341355,0.000298686,0.000426694,0.000554702,0.000981396,0.000597372,0.000512033,0.000256016,0.000384025,0.000384025,0.000384025,0.005973716,0.000170678,0.000554702,0.000298686,0.000640041,0.000512033,0.00068271,0.000128008,0.000384025,0.000341355,0.000256016,0.000256016,0.001237413,0.000170678,0.001109404,0.000128008,0.000341355,0.000341355,0.000469363,0.000896057,0.000128008,0,0.000426694,0.000469363,0.000384025,0,0.000512033,0.000170678,0.000170678,0.000213347,0.000384025,0.00068271,0.000213347,0.000597372,0.000384025,0.000298686,0.003712238,0.000341355,0.000469363,0.000597372,0.000170678,0.000810719,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatosporaceae_gen_Incertae_sedis;
Lobulomycetales_gen_Incertae_sedis,0,4.27E-05,0.000170678,0.000384025,0.000213347,0.000128008,0.000512033,0.000597372,0.00072538,0.00072538,0.001834784,0.000554702,0.000554702,0.000256016,0.001066735,0.000128008,0.00072538,0.001066735,0.000853388,0.000938727,0.000256016,0.001024066,0.001322751,0.000896057,0.000597372,0.000170678,4.27E-05,0.000298686,0.000384025,0.000597372,0.000170678,0.000128008,0.000640041,0,0.000512033,0.000256016,0.000384025,0.000256016,8.53E-05,0.000597372,0.001706776,0.002005462,0.000298686,0.001152074,0.000853388,0.000810719,0.000554702,0.000853388,8.53E-05,0.000128008,0.000128008,0.000256016,0.000170678,0.000256016,4.27E-05,0.000469363,0,0.000128008,0.000256016,0.000170678,0.000256016,0.000896057,0.000298686,0.000512033,0.000512033,0.005888377,0.000768049,0.000298686,0.001024066,0.00072538,0.00072538,0.000426694,0.000128008,0.000213347,0.000170678,0.000256016,0.000128008,0.000128008,0.000554702,0.001322751,0.001280082,0.000170678,0.001066735,0.001152074,0.001024066,0.000554702,0.000298686,0.000640041,0.000512033,0.000341355,0.002901519,0.001237413,0.001365421,0.000469363,0.000426694,0.001493429,k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;f__Lobulomycetales_fam_Incertae_sedis;g__Lobulomycetales_gen_Incertae_sedis;
Paraphoma,0.000298686,0,0.000213347,0.000213347,0.001877453,0,0.000298686,0.000170678,0.000213347,0.000170678,0.000170678,0.000512033,0,8.53E-05,0.000256016,0.000341355,0.000170678,0.000213347,0,0.000128008,0,0.000128008,0,0,0.000128008,0.000170678,0,0.000213347,8.53E-05,0,0,0,0.000512033,0,0,0,0.002688172,0.000170678,0,0.000256016,0.005803038,0.000213347,0,0.000341355,0.00072538,0,0,8.53E-05,0.000298686,0,0.000128008,0.001578768,0.000298686,0,8.53E-05,8.53E-05,0.000853388,0,0,0,0.00072538,0,0.000298686,8.53E-05,0.000853388,0,0.000298686,0,0.000469363,0,0,0.000128008,4.27E-05,0,0,4.27E-05,0,0,0,4.27E-05,0,8.53E-05,0,0.000469363,0.000213347,0,0.000170678,0.000981396,0,0.000597372,0.000170678,0,4.27E-05,0,4.27E-05,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;
Furcasterigmium,0,0,0.000426694,0.000298686,0,0.000170678,0,0.000170678,0,0.000213347,0,0,0,0,0.000128008,0,0,0.000640041,0,0,0,0,0.00140809,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0,0,0,0.000170678,0,0.000170678,0,0.000170678,0.000256016,0.000170678,0.005547022,0,0.000469363,0,0.000298686,0,0.000469363,0,0,0.001792115,0,0.000597372,0,0,0.000469363,0,0,0,0.000384025,0.000426694,0,0,0.000341355,0,0,0,0,0,0,0,0.000341355,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0.000512033,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Furcasterigmium;
Cyphellophora,0,0,0,0.000298686,0.000256016,4.27E-05,0,0,0,8.53E-05,8.53E-05,0.000426694,0.000384025,0.002773511,0.000128008,0.001962792,0.000853388,0.000256016,0.000298686,0.000298686,0.000128008,0,8.53E-05,0.000170678,0.000128008,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0.000128008,0,0.000213347,0.000341355,0,0,0.000256016,0,0.000213347,0.000213347,0,8.53E-05,0,4.27E-05,0.000256016,0.000298686,0,8.53E-05,4.27E-05,0.000213347,0,0,0,0.000341355,0.000213347,0.000810719,0.000384025,0.000298686,0.000128008,0.000298686,0.000597372,0.005461683,4.27E-05,0,0,0,8.53E-05,8.53E-05,4.27E-05,0,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0.000128008,8.53E-05,0,0,8.53E-05,0,0,8.53E-05,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;
Boubovia,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001194743,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Boubovia;
Pseudopithomyces,0,0,0,0.000256016,0.000384025,0,0,4.27E-05,0.000256016,8.53E-05,0,0,0.001493429,0.000128008,0.000298686,0.000426694,0.005077658,0.000170678,0,0.000298686,0,4.27E-05,0.000384025,0,0.000213347,0,0,0,0,4.27E-05,4.27E-05,0,0.000128008,0,0,0,0.001536098,0.00213347,0.000170678,0.000640041,0.001109404,0,0,0.000170678,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0.000170678,8.53E-05,0,8.53E-05,0.000170678,0.000128008,0,0,0.005333675,4.27E-05,0.000469363,0.003072197,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0.000341355,0.001536098,0.00072538,8.53E-05,0.000597372,0.001792115,0.001578768,0.001280082,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;
Auricularia,0.000298686,0,0,0,0.005205666,0.000128008,0.001109404,0,0.001066735,0.000256016,4.27E-05,0.000256016,0.000512033,0.000384025,0.000170678,0.000512033,0.000981396,8.53E-05,0.000213347,0,0.000256016,0,0.000426694,0,0.001152074,0,0,0.000469363,0.000213347,4.27E-05,0,8.53E-05,0,0,0,8.53E-05,0,0,0,0,0.000426694,0,0,0.000597372,0,0,0,0.000170678,0,0.000128008,0,0,0.000256016,0.001024066,0,0,0,0,0,0,4.27E-05,0.000213347,0,0.000768049,4.27E-05,0.000128008,8.53E-05,0.000512033,0.000341355,0,0,0,0,0.000298686,0,0,0,4.27E-05,0,0,8.53E-05,0,0.001322751,0,0,0,8.53E-05,0,0,0.000256016,0.000554702,4.27E-05,8.53E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariaceae;g__Auricularia;
Subulicystidium,0,0,0.005162997,8.53E-05,0.000384025,0,8.53E-05,4.27E-05,0,0,8.53E-05,0,0.000512033,0,0.000128008,0,0.000128008,0,0.000981396,0.000213347,0.001280082,0.000298686,8.53E-05,0,0.001834784,0.000426694,0.000128008,0.000170678,0.000213347,0,0,0,0.001066735,0,0,0.00140809,0,0,0,0,0.000128008,0.000128008,0.000426694,0.000298686,0.000128008,0,0.000170678,0,0.000298686,0,0,0.000768049,0,0,0.000640041,0,0.000640041,0,0.000298686,0.001365421,0.00072538,0,0.000896057,8.53E-05,0.000170678,0.000128008,0,0.000170678,0,0,0,0,0.001152074,0.000640041,0,0.000384025,0,0,0,0,0,4.27E-05,0,0.000213347,0,0,0,0.000298686,0,8.53E-05,0.000170678,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium;
Efibulobasidium,0.000128008,8.53E-05,0,8.53E-05,0.000810719,0,0,0.000213347,0,0.000512033,0,0.000256016,0,0,0,0.000640041,0,4.27E-05,0.000128008,0.005120328,0,0,0,0.000170678,0.000170678,8.53E-05,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Efibulobasidium;
Pseudocoleophoma,0,0,4.27E-05,0,0,0,0,0,0.005077658,0.000298686,0,0,0.000128008,0.000128008,0.000213347,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002901519,0,0,0.000128008,0,0,0,0,0,0,0,0,0.003584229,0,0,0,0.000298686,4.27E-05,0,0,0.000896057,4.27E-05,0,0.000213347,0.000213347,0,0.000128008,0,0,0,0,0,0,0,0.00422427,0,0,8.53E-05,0,0,0,0,0,0,0.000128008,0,0,0,8.53E-05,0.000170678,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Pseudocoleophoma;
