Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Zoopagales,0,0,0,0.000213347,0,0,0.000512033,0.000128008,0,8.53E-05,0.000554702,0,0,0.000554702,8.53E-05,0.000256016,0.000128008,4.27E-05,8.53E-05,0.000512033,0,0.000170678,0.000213347,0.000853388,0,0,0,0,0.000384025,0.000298686,0,0.000256016,0,0,0.000554702,0,0,0,0,0,0.000128008,0,0,0,0.000213347,0.001877453,8.53E-05,0,0,4.27E-05,0.000640041,0,0,0.000768049,0.000298686,0,0.000938727,0.001706776,0.000213347,0.000341355,0,0,0,0,0,0,0.000170678,0,0,4.27E-05,0.000213347,0,0,0,0.000384025,0.000256016,0.000170678,0.000341355,0.000597372,0.000896057,0,0,0.000981396,0.000341355,0,0,0.001066735,0.003413552,0,0,0,8.53E-05,0,0,0.000512033,0.000426694,k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;
Leucosporidiales,0.003413552,0,0,0,0.001792115,0,0.000128008,0,0.000170678,8.53E-05,8.53E-05,0,0.000512033,0,0,0.000597372,0,0,0,0.000128008,0.001536098,0,0.000597372,0.000213347,0.000213347,0,0,0.000128008,4.27E-05,0,0,0,0,0,4.27E-05,0.000128008,0.000384025,0,0,8.53E-05,8.53E-05,0,0,4.27E-05,0.001024066,0.000213347,0.000640041,0.001066735,0,0,0,0.000384025,0.000256016,0,0,8.53E-05,0,0.000170678,0,0.000170678,8.53E-05,0,0.000170678,0,0,0,8.53E-05,4.27E-05,0.001664107,4.27E-05,0.000128008,0.000128008,0,0,0,4.27E-05,0,0,4.27E-05,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0.002176139,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;
Entylomatales,0,0,0.000128008,4.27E-05,8.53E-05,0,0.000213347,0,0.000128008,0.000213347,8.53E-05,0.000170678,4.27E-05,0.000256016,0,4.27E-05,0.000256016,0,0,0.000170678,0.000341355,0.000213347,0,0.000341355,0.000810719,0.000128008,8.53E-05,0,8.53E-05,0.000298686,0,0,0,0,0,0.000256016,0,0.000128008,0,0.000298686,0.000213347,0.000384025,0,0.000170678,0.000768049,0.000298686,0,0.000128008,0.000341355,8.53E-05,0,0,8.53E-05,0.000128008,0.000170678,0,0,0.000426694,0.000426694,0,0,0.000128008,0,0.000170678,4.27E-05,0,0.000213347,0,0.000896057,0.000512033,0.000256016,0,0.000810719,0.001024066,8.53E-05,4.27E-05,0,0.000384025,0.000128008,8.53E-05,0.000384025,0.000256016,0,0.000256016,0.000938727,0.000853388,0.000170678,0.000341355,0.000938727,0.000256016,0,0,0.000640041,0,0.003413552,0.001066735,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;
Geoglossales,0,0.001792115,0.000768049,0.002389486,0.000768049,0.000213347,0.000640041,0.000853388,0,0.000298686,0.000853388,0.000640041,0,0.000170678,0.000554702,0.002730841,0.000213347,0.001493429,0.000597372,0.000128008,0,0,0.00068271,0.000597372,0.000597372,4.27E-05,0,0.000298686,0.000298686,0,0.000128008,0.000170678,0.000213347,0,0,0.00072538,0,0,0.000170678,0.000128008,0.000213347,0,0,8.53E-05,0.000256016,0,0,0.000256016,0.000512033,0.000256016,8.53E-05,0.000341355,0.001024066,0,0,0.000896057,0.000213347,0.000256016,0.000213347,0.000512033,0.000298686,0,8.53E-05,0.000853388,0.000213347,0.000170678,0,0.000128008,0.000597372,0,0,0.000256016,0.00072538,0.000384025,4.27E-05,0.000170678,0,0.000128008,0.000298686,0.00072538,0.000128008,0.000298686,0.000256016,0.000170678,0,4.27E-05,0.000128008,4.27E-05,0,4.27E-05,0,0.000170678,4.27E-05,8.53E-05,4.27E-05,8.53E-05,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;
Pyxidiophorales,0,0.000213347,0,4.27E-05,0.000384025,4.27E-05,0.000256016,0.000426694,0.000768049,0.000128008,0,0.000128008,0.000256016,0.000554702,0.000341355,0,0.001365421,0.000938727,4.27E-05,0.000554702,0.001024066,0,0.000768049,0.000341355,0.000128008,0.000170678,0,0.000213347,0.000170678,0,0,0,0.000938727,0,0,0.000554702,0.001578768,0.000256016,0,0.000768049,0.000938727,0.000170678,0.000170678,0.000213347,0.000896057,0,0.000170678,0.000213347,0.001280082,0,4.27E-05,0.000426694,0.000341355,0.000213347,0,0.000810719,0.000554702,0.000256016,0.00068271,0.000597372,0.001024066,0.000512033,0.000554702,0.001066735,0.000426694,4.27E-05,0.002048131,0.000469363,0.000938727,0.000170678,0.000128008,0.001322751,0.000554702,0.001152074,0,0.000554702,0.000213347,0.000128008,0,0.000810719,0.000512033,0.000512033,0.000213347,0.002176139,0.001578768,0.000298686,4.27E-05,0.002688172,0.00068271,0.000213347,0.001322751,0.001706776,0.001024066,0.000426694,0,0.001152074,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;
Blastocladiomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,4.27E-05,0,0.000640041,0.000768049,0.000341355,0.002560164,0.001493429,0,0.000384025,0.001024066,0.000384025,0,0,0.000298686,0.000128008,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0.000341355,0.000384025,0.000384025,0.000512033,0.000768049,0.000469363,0.000213347,0.00068271,4.27E-05,0,0.000512033,0.001920123,0.000341355,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;
Agaricostilbales,0.00068271,0.000426694,4.27E-05,0.000298686,0.000469363,4.27E-05,0.000128008,4.27E-05,0.000298686,0.000384025,0.000170678,0.000341355,4.27E-05,0.000469363,0.000810719,0.000938727,0.000298686,4.27E-05,0.000128008,0,0.000768049,0.000170678,8.53E-05,8.53E-05,0.000170678,0.000469363,0,0.000810719,8.53E-05,0,0.000128008,0.000128008,0,0,0.000170678,0.000426694,0,0.000170678,0,0.000256016,0.000128008,4.27E-05,8.53E-05,0.001152074,0.000170678,0.001621437,0.000298686,0.000298686,8.53E-05,8.53E-05,0,0.002517494,0.000213347,0,4.27E-05,0.000298686,0.000128008,8.53E-05,0.000298686,0.00068271,4.27E-05,0.000213347,0.000256016,0.000256016,0,8.53E-05,4.27E-05,0,0.000554702,0,0.000213347,0.000384025,0.000128008,0.000938727,0,0.000170678,8.53E-05,0,0.000512033,0.001578768,8.53E-05,4.27E-05,0.000170678,0.000170678,0.000298686,0,0,0.000128008,4.27E-05,0,8.53E-05,8.53E-05,0,0.000128008,0.000298686,0.00068271,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;
Branch06,0.000170678,0,0.000170678,0.000298686,0.00072538,8.53E-05,0.000384025,0.000341355,0.000768049,0.001493429,0.000469363,0.000213347,0,0.000384025,0.000256016,0.00072538,0,0.000640041,0.001152074,0.000213347,0.000298686,0.000298686,0.000128008,0.002432156,0.000341355,0.000597372,0.000597372,0.000597372,0.000341355,0.001024066,0.000554702,8.53E-05,0.000170678,0.000170678,0,0.000256016,0.000170678,0,0,0.000810719,0.001237413,0.00068271,0,0.000469363,0.000853388,0.001237413,0.000597372,0.000896057,0.000810719,0.000384025,8.53E-05,0.000170678,0.000256016,0.000426694,0.000298686,0.000768049,0.000256016,0.000128008,0.000213347,0.000213347,0,0.000213347,0.000640041,0.000384025,0.00068271,4.27E-05,4.27E-05,0.000128008,0.000341355,0.000128008,0,8.53E-05,8.53E-05,0.000597372,0.000768049,0.000298686,0.000341355,0.000256016,0.000298686,0.000512033,0.000213347,8.53E-05,0.000384025,0.000170678,0,0.000298686,0,0.000256016,0,0,0.000512033,8.53E-05,0.000213347,4.27E-05,0.000341355,0.000768049,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;
Mycosphaerellales,0.001280082,0.000384025,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,8.53E-05,0.002346817,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0.000597372,0,4.27E-05,0.001024066,8.53E-05,0,0,0,0,0,8.53E-05,0,0,0,8.53E-05,0,0,0,0.000341355,0,0,0,0.000341355,0.000512033,0,0,0,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853388,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;
GS11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072538,0,0,0,0.000128008,0.000341355,0,0,0.000597372,0.000597372,0,0,0,8.53E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000256016,0,0,0.000213347,0,0,0,4.27E-05,8.53E-05,0,0,0.000341355,0,0,0,0.001024066,0,0,0,0.000128008,0.002346817,0,0.000170678,0,0.000341355,0,0,0.000896057,0,0,0,0.000256016,4.27E-05,0,0,0.000938727,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;
Ramicandelaberales,0,0,4.27E-05,4.27E-05,0,0,0.000298686,0.000213347,0,0,0.000512033,0.000298686,0,0,0.000128008,0.000298686,0.000170678,0.000512033,0,0.000341355,0,0,8.53E-05,0.001024066,0.000213347,0.000128008,0,8.53E-05,0.001365421,0,0.000128008,0,0.000128008,0.000341355,8.53E-05,0,0,0,0,8.53E-05,0.000341355,0,0,0.000170678,0,0.000810719,0.000298686,0.001877453,0,4.27E-05,0,0,4.27E-05,0,0.000213347,0.00145076,8.53E-05,0,0,0,0,0.000128008,0,0,0,4.27E-05,0,0.000170678,0.000170678,0,4.27E-05,0.001322751,0,4.27E-05,0,8.53E-05,0,8.53E-05,0,8.53E-05,0,0,0.000981396,0.000768049,0,0,0,0.000213347,0,0,8.53E-05,0.000128008,0,0,0,0,k__Fungi;p__Kickxellomycota;c__Ramicandelaberomycetes;o__Ramicandelaberales;
Myrmecridiales,0,0.000128008,0.000256016,4.27E-05,0.000170678,0,8.53E-05,8.53E-05,0,0,0,0.000128008,0,8.53E-05,0.000128008,0,8.53E-05,0.000298686,0.000298686,0.000170678,0,0.000128008,0.000256016,8.53E-05,8.53E-05,0.000554702,0.000426694,0.000170678,4.27E-05,0.000213347,0.000298686,0,0,0,0,8.53E-05,0,0,0.000128008,0,0,0.000298686,0.000554702,0,0,0,0,0,0,0.000341355,0.000298686,0.001664107,0,0.000554702,0.000426694,0.000469363,0,0.000469363,0.000170678,0.000128008,0,0.000938727,0.001066735,0,0,0.000896057,0,0,0.00140809,0.000426694,0.000469363,0,8.53E-05,0.000128008,0,0,0,8.53E-05,4.27E-05,0,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0.000768049,0,0,0,0.000170678,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;
Diversisporales,0.000341355,0.000256016,0,4.27E-05,0.000981396,0,0.000341355,8.53E-05,0,0.000213347,0.000213347,0.000170678,0,0.000384025,0.000128008,0,0.00072538,0,0,0,8.53E-05,0.000128008,0.000298686,0,0.000170678,0.000128008,0,0.000128008,0.000426694,0,8.53E-05,0.000469363,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000170678,0.000981396,0.000213347,0,0.000597372,4.27E-05,4.27E-05,0,0.000213347,0,0,8.53E-05,0.000298686,0,0,4.27E-05,0.000128008,0,0.000170678,0,8.53E-05,0.000298686,4.27E-05,0.000170678,0,0,0,8.53E-05,0.000256016,0.000426694,0.000170678,0.000170678,0,0,0.000170678,0,0.000170678,0.000298686,0.000128008,0,0,0.000469363,0,0.000128008,4.27E-05,0,0,0.000170678,4.27E-05,0.001621437,0.000128008,0.000597372,0.000341355,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;
Sakaguchiales,0,0,0.000213347,0,0.000170678,0.000213347,0.000341355,0.000426694,0.000213347,0.000853388,0.000810719,8.53E-05,0,0.000384025,0.00072538,0.000213347,0.000128008,0.000341355,0.000768049,8.53E-05,0,0.000640041,0.000853388,0.000341355,0.000256016,0.000426694,0.000256016,0.000170678,0.000256016,0.000512033,0.000170678,8.53E-05,0.000298686,0,0.000554702,0.000298686,0.000426694,8.53E-05,0.000981396,0.000298686,0.000512033,0.000298686,0.000426694,0.000213347,0.000298686,0.000597372,0.000810719,0.000128008,0.000128008,0.000213347,0.000128008,0,8.53E-05,0.000512033,0.000426694,0.000128008,8.53E-05,0.000384025,0.000384025,0.000128008,0.000170678,0.000256016,0.001621437,0.000213347,0,0.000298686,0.001536098,0,0.000170678,0.000469363,0.000298686,4.27E-05,0.000469363,0,0.000298686,0.000128008,0,8.53E-05,0.000341355,0.000384025,0.000768049,0.000128008,0.00072538,0.000170678,0.000256016,0.000341355,0.000298686,0.000256016,0.000170678,0.000213347,0.000384025,0,0.000384025,0.000128008,0.000213347,0.000170678,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;
Tubeufiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0.000426694,0.000213347,0,0,0.001109404,8.53E-05,0,0,0,0,4.27E-05,4.27E-05,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0.000426694,0.000256016,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.001578768,0,0,0,0,0.000810719,0,8.53E-05,0.000256016,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000256016,0,0,0,0,0,0,4.27E-05,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;
Lulworthiales,0,0.000298686,8.53E-05,0,0,0.000128008,0.000426694,0.000128008,0,0.000298686,0.000554702,0,0,0.000469363,0.000256016,0,0,0,4.27E-05,0,8.53E-05,8.53E-05,0.000128008,0.000469363,0.000426694,0.000256016,0,0,0.000384025,0.000512033,0.001365421,0,0.000512033,0.000128008,0.000170678,0,0.000213347,0.000384025,0.000128008,0,0,0,0.000298686,0,0.000554702,0.000298686,8.53E-05,0,0,0.000170678,0.000170678,0,8.53E-05,0.000128008,8.53E-05,0,0,0.000170678,8.53E-05,0,0,4.27E-05,0.000597372,0,4.27E-05,0,0.000384025,0,0,4.27E-05,0.000170678,0,4.27E-05,0.00072538,0.000256016,0,0.000384025,0.000170678,0.000426694,0.000128008,0.000640041,8.53E-05,0.000256016,8.53E-05,0.000298686,0,4.27E-05,0.000256016,4.27E-05,0.000128008,8.53E-05,0,0.000256016,4.27E-05,0.000128008,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;
Diaporthales,0,0,0,0.000170678,0,8.53E-05,0,0,4.27E-05,0,0.000170678,8.53E-05,0,0,0,0.000128008,0.000213347,0,0.001322751,0,0,0,0,0,0,0.000128008,0,0,0,4.27E-05,0,0,0,0,0,0.000170678,0,0,0,0.000384025,0.000128008,0.000128008,0.000128008,0.000128008,0,0,0,4.27E-05,0,0,0,0,0,0,0,0.000213347,0.000341355,0,0,0,0.000213347,0,0,0,4.27E-05,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,4.27E-05,0,0,0,0.000213347,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;
Archaeosporales,0.000128008,0,8.53E-05,0.00068271,0.000640041,0,0.001024066,0.001322751,0,0,0.000853388,0.000512033,8.53E-05,0,0,0.000384025,0.000256016,0.000298686,0.000128008,0,0,0,0.000213347,0.000384025,0.000341355,0,8.53E-05,0.00068271,4.27E-05,8.53E-05,0.000128008,0.000256016,0.000298686,0,0,0.000384025,0.000170678,0,0.000128008,0.000298686,0.000213347,0.000128008,0,0.000128008,0.00072538,0,0.000213347,0.000640041,8.53E-05,4.27E-05,0.000128008,0,0.000341355,0,0,0.000640041,0,0.000341355,0,8.53E-05,0.000298686,4.27E-05,0.000341355,0.000213347,0,0,4.27E-05,0,0,0,0,0.000128008,0.000938727,0,0.000341355,0.000256016,0,0,0,0.000512033,0.000384025,0.000128008,0,0.000341355,0,0,4.27E-05,0,0.000341355,0,0.00068271,0.000256016,0.000128008,0.000170678,0.000341355,0.000170678,k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;
Eurotiomycetes_ord_Incertae_sedis,0,0,0,0.000213347,0,0,0.000298686,0.000213347,0,0,0.001152074,0,0,0,0.000426694,0,0,0.000341355,8.53E-05,0,0,0,0,0,4.27E-05,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001280082,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetes_ord_Incertae_sedis;
Kickxellales,0,0,0,0,0.000128008,0,0,0,0.000426694,0,0,0,0.000213347,0,0,0,0.000384025,0,0,0.000128008,0.000384025,0,0.000213347,0,0.000128008,0,0.000128008,0,0.000170678,4.27E-05,0,0,0.001194743,8.53E-05,0.000170678,0,0,0.000213347,0,0.000128008,0,4.27E-05,0,4.27E-05,0,0,0,8.53E-05,4.27E-05,4.27E-05,0,8.53E-05,0,0,0,0.000384025,0.000213347,0.000597372,0,4.27E-05,0,0.000469363,0.000128008,8.53E-05,0.000512033,8.53E-05,4.27E-05,0.000128008,0.00068271,0.000128008,0,8.53E-05,8.53E-05,0.000128008,0,0,8.53E-05,0.000170678,0,0,0,0.00072538,0,0,0,0.000469363,0,0,0,8.53E-05,0,0,8.53E-05,8.53E-05,0,0.000170678,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;
Thelephorales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0.001194743,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0.000170678,0,0.000128008,4.27E-05,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;
Taphrinales,0.001024066,0.000170678,0,0,0.000469363,8.53E-05,0,4.27E-05,0.000256016,0.000128008,0,0.000128008,0,0,0,0.000256016,0.000170678,0,0,0,0.000170678,0,0.000341355,0,0.000128008,0.000128008,0,4.27E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0.000213347,0.000170678,0,0.000128008,0.000128008,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;
Erysiphales,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000938727,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;
Savoryellales,0,0,0,0,0,0.000128008,4.27E-05,0.000128008,0,0.000426694,4.27E-05,0,0,0.000170678,0,0,0,0.000384025,4.27E-05,0,8.53E-05,0.000128008,0.000170678,8.53E-05,4.27E-05,8.53E-05,4.27E-05,4.27E-05,0.000170678,0,0,0,0,0,0,0,0,8.53E-05,0,0.000170678,0,4.27E-05,0,4.27E-05,0,0,0,0.000128008,0.000170678,0,0.000896057,8.53E-05,8.53E-05,0.000213347,0.000128008,4.27E-05,0,0,8.53E-05,0,0,0.000128008,0,0,0,0,0.000384025,0,0.000256016,0.000128008,0,8.53E-05,4.27E-05,8.53E-05,0,0.000128008,0,0,0,0.000170678,0,0,0,0,0,0.000213347,0.000128008,0.00072538,0,0,0.000341355,0,0.000170678,8.53E-05,0.000128008,8.53E-05,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales;
Chytridiales,0,0,0,0,0.000896057,0,0,0.000213347,0.000170678,0,0.000298686,0,0,0.000256016,0,0,0,0,0,0,8.53E-05,0.000170678,0,0,0,0.000128008,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0.000128008,0,8.53E-05,0,0,0.000128008,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,4.27E-05,8.53E-05,0,0,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;
Erythrobasidiales,0.000298686,0.000128008,0,0,0.000896057,8.53E-05,0,0.000170678,0.000213347,0,4.27E-05,0.000128008,0.000128008,0,8.53E-05,0.000469363,0,0,4.27E-05,4.27E-05,0.000298686,0,8.53E-05,0,0.000170678,0,0.000213347,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0.000128008,0,0,4.27E-05,0,0.000512033,0.000128008,0,0,0,0.000170678,0.000128008,0,0,8.53E-05,0.000128008,0.000597372,4.27E-05,0,0,0,0,0,0.000810719,0,0,0,0.000128008,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000170678,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;
Physodermatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0.000128008,0,0,0,0.000213347,0,0,0,0,0,0,0,0.000853388,0,0,0,0,0,0.000213347,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,k__Fungi;p__Blastocladiomycota;c__Physodermatomycetes;o__Physodermatales;
Classiculales,0,0.000213347,0,8.53E-05,0,0,0,0,4.27E-05,0,0.000426694,8.53E-05,0.000170678,8.53E-05,8.53E-05,4.27E-05,0.000170678,0,0.000341355,4.27E-05,0.000469363,0.000170678,4.27E-05,0,0.000128008,0,0,8.53E-05,0,0,0,0,0.000170678,0,0,4.27E-05,0,0,0,0.000128008,4.27E-05,0,0,0.000128008,4.27E-05,0,0,0,0.000170678,0,4.27E-05,0,8.53E-05,0,0,0,0.000128008,8.53E-05,0,8.53E-05,4.27E-05,0,0,8.53E-05,0,8.53E-05,0,0,0.000512033,0,0,0.000298686,0.000170678,0.000256016,4.27E-05,0,0,0,0.000128008,0,0.000128008,0,0,0,0.000170678,0,0,0,8.53E-05,0,0.000426694,0,0.000768049,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Classiculomycetes;o__Classiculales;
Mucorales,0,0,0,0,0,0,4.27E-05,0,4.27E-05,8.53E-05,0.000128008,8.53E-05,0.000640041,0,0,0.000170678,0.000128008,0.000170678,0,0,0,0,0,0.000384025,0,0,0,0.000213347,0,0,0,0.000128008,0,0,8.53E-05,0.000170678,0,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,0.000213347,0,8.53E-05,0,0,0,0,0,0.000469363,4.27E-05,0,0.000128008,0,0,0,0,0.000384025,0.000256016,0,0,0.000128008,8.53E-05,0,0.000128008,0.000128008,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.000597372,0,0,0,0.000128008,4.27E-05,0,0,0.000128008,0,8.53E-05,0,0.000128008,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;
Cystobasidiales,0.000256016,0,0,0.000384025,8.53E-05,8.53E-05,0,0,8.53E-05,0,0,0,0,0.000640041,0,0.000213347,8.53E-05,0,0,0,0.000170678,0,4.27E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000128008,8.53E-05,0.000170678,0.000128008,0,0,8.53E-05,0,0,0,0,0,0,0,0,0.000128008,0,0,0.000128008,4.27E-05,0,0.000213347,8.53E-05,0.000213347,0,0,0.000213347,8.53E-05,0,0,0.000213347,0,0,0,0,0,8.53E-05,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,4.27E-05,4.27E-05,0,8.53E-05,4.27E-05,8.53E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;
Magnaporthales,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000298686,0,0.000213347,0,0,0,0,0,0,0,0.000554702,0,0.000170678,4.27E-05,0,0.000170678,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000213347,0,0,0,0,0,0.000256016,4.27E-05,0.000128008,0,0,4.27E-05,0,0,0.000298686,4.27E-05,0.000341355,0,0,0,0,8.53E-05,0.000128008,0,0,0.000597372,0,0,0.000426694,0,0,0,8.53E-05,4.27E-05,0.000256016,0.000170678,0.000341355,0,0,0,0.000128008,4.27E-05,0,0,0.000298686,4.27E-05,8.53E-05,0,0,0.000128008,0.000298686,8.53E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;
Cladochytriales,8.53E-05,0.000170678,0,0,0,0.000213347,0,0,0.000128008,0.000341355,0.000256016,0.000128008,8.53E-05,8.53E-05,0,0,0.000256016,0.000298686,0.000213347,8.53E-05,0,0,0.000469363,0,8.53E-05,0,0.000170678,0,0,0.000384025,0.000170678,0,0,8.53E-05,0,0.000341355,0,0,0,0.000512033,0.000256016,0.000170678,0,0.000256016,0.000213347,0,0,0.000213347,8.53E-05,0,0.000170678,0.000426694,0,0,0.000256016,0.000256016,0.000384025,0.000213347,0,0,0.000554702,0.000256016,0.000128008,0.000128008,0.000341355,0,0,0.000128008,0.000469363,4.27E-05,0,0.000128008,0,0,8.53E-05,0.000128008,0.000213347,0.000213347,0.000170678,0.000128008,0.000469363,0,0,0.000256016,0.000256016,4.27E-05,0,0.000213347,0.000213347,0,0,0.000128008,0.000256016,0,8.53E-05,0,k__Fungi;p__Chytridiomycota;c__Cladochytriomycetes;o__Cladochytriales;
