Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Thelebolales,0.001194743,0.002944188,0.006272401,0.005589691,0.004352279,0.003114866,0.005845707,0.00640041,0.004778973,0.006869773,0.00853388,0.004181601,0.001493429,0.004096262,0.004693634,0.002901519,0.002944188,0.003669568,0.003712238,0.003285544,0.004736303,0.002773511,0.004906981,0.020353303,0.01839051,0.003754907,0.004394948,0.006059054,0.018049155,0.006656426,0.00281618,0.004736303,0.010923366,0.001152074,0.00285885,0.004352279,0.018561188,0.003882915,0.004608295,0.006528418,0.02334016,0.005973716,0.004181601,0.002773511,0.013654207,0.008960573,0.003413552,0.00635774,0.00422427,0.004096262,0.012886158,0.002986858,0.003072197,0.004096262,0.008021847,0.003925585,0.002730841,0.005248336,0.005461683,0.002645503,0.003413552,0.003242874,0.006912442,0.001365421,0.002773511,0.001962792,0.005803038,0.000938727,0.007253798,0.002602833,0.004352279,0.003498891,0.001365421,0.003157535,0.005589691,0.003797576,0.001706776,0.00354156,0.006315071,0.006101724,0.004096262,0.001877453,0.005504352,0.005803038,0.001578768,0.004053593,0.003029527,0.003925585,0.001152074,0.001237413,0.006528418,0.003456221,0.006059054,0.002688172,0.003413552,0.005034989,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;
Chaetosphaeriales,0.000554702,0,0.001194743,0,0.000298686,8.53E-05,0.000554702,8.53E-05,0.003328213,0.000341355,0.001152074,0.000128008,0.001066735,0.000341355,0.000341355,8.53E-05,0.000128008,0.001109404,0.000469363,8.53E-05,0,0.00068271,0.000896057,0.000256016,8.53E-05,0.000384025,0.000256016,0,0.000128008,8.53E-05,0.000768049,0,0,0,8.53E-05,0,4.27E-05,4.27E-05,0.000170678,0,0,0.003029527,0.000170678,0,0,0.000768049,0.001066735,4.27E-05,0,8.53E-05,0.000896057,0.000128008,0.000640041,0.000256016,0.001280082,0.000170678,4.27E-05,0.000426694,0.001066735,0,0,8.53E-05,0.003413552,0,4.27E-05,4.27E-05,0.002432156,0,8.53E-05,0.000384025,0.000896057,0,0.021078682,0,0,4.27E-05,8.53E-05,0,0,0,0.000170678,0.000213347,0,0,0,0.000128008,0,0.000213347,0.000256016,4.27E-05,0,0,0.000128008,0,0,8.53E-05,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;
Fungi_ord_Incertae_sedis,0.000853388,0.002688172,0.005931046,0.004821642,0.00281618,0.002901519,0.005845707,0.002389486,0.005291005,0.012544803,0.008277863,0.005803038,0.00281618,0.012331456,0.00422427,0.010838027,0.011264721,0.009984639,0.011563407,0.00499232,0.009131251,0.020950674,0.012075439,0.007723161,0.004565626,0.003328213,0.00640041,0.003200205,0.001152074,0.004480287,0.004522956,0.003242874,0.006656426,0.001365421,0.003754907,0.009387267,0.001578768,0.007595153,0.002730841,0.011008705,0.002645503,0.008235194,0.005291005,0.007168459,0.010539341,0.010027308,0.007339136,0.010539341,0.005589691,0.005845707,0.005419013,0.003584229,0.002474825,0.005333675,0.004522956,0.007851169,0.002944188,0.006741765,0.01135006,0.000810719,0.002176139,0.008619218,0.003242874,0.006613757,0.013611538,0.003968254,0.013355521,0.002176139,0.009344598,0.006912442,0.00853388,0.005760369,0.004096262,0.002602833,0.002218809,0.003456221,0.006571087,0.003498891,0.001621437,0.003925585,0.009387267,0.001877453,0.004821642,0.00494965,0.005760369,0.005077658,0.003285544,0.009429937,0.006656426,0.003114866,0.006144393,0.00635774,0.012928827,0.012544803,0.003968254,0.005333675,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;
Ustilaginales,0,0.00068271,0.000384025,0,8.53E-05,0.002773511,0.000341355,0,4.27E-05,0.003456221,0.002389486,0.000170678,0,0.01484895,0.001109404,0,0.000170678,0.001280082,0.010496672,0.000128008,0.000768049,0.003882915,0.002176139,0,0.000554702,0.001237413,0.002986858,0.000213347,0.000298686,0.001024066,0.001280082,0.000170678,0.0020908,0.000298686,0.001962792,0.000512033,0.002304147,0.002304147,0.00140809,0.000384025,0.002048131,0.001109404,0.000810719,0.000128008,0.001109404,0.000938727,0.001536098,0.000298686,0,0.000810719,0.000213347,0,0,0.000512033,0.000384025,0.000512033,0,0.001322751,0.000810719,0,4.27E-05,0.004565626,0.003072197,4.27E-05,0,0.00213347,0.002389486,0,0,0.004480287,0.00145076,0,0.000256016,0.000384025,0.000853388,8.53E-05,0,0.000128008,0.000213347,0.000256016,0.000256016,0,0.00072538,0.000213347,0.000341355,0.000213347,0.000981396,0.000256016,0.001322751,0.000384025,0.00072538,0,0.000298686,0.000512033,0.000810719,0.000384025,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;
Malasseziales,0.005248336,0,0,0.0098993,0,4.27E-05,0.006827104,0,0,0,0.000213347,0,0,0.000128008,0,0,0,0,0,0,0.000128008,4.27E-05,4.27E-05,0,0.008405871,0,0,0.010283325,0,0,0.009771292,0,0.000256016,0,0,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0.000384025,0.000170678,0,0.000213347,0,0,0.011947431,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0.000128008,0,0.011648746,0.005034989,0,0,0,0,0,0.008363202,0,0.000128008,0,0,0.000213347,0,0.000256016,4.27E-05,0.000128008,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;
Pezizomycotina_ord_Incertae_sedis,0.005205666,0.005845707,0.001578768,0.00426694,0.004309609,0.000768049,0.001322751,0.003242874,0.001365421,0.004309609,0.002346817,0.001621437,0.000768049,0.003712238,0.001109404,0.006485748,0.000810719,0.001749445,0.002048131,0.002048131,0.002218809,0.002432156,0.00635774,0.00494965,0.00499232,0.002389486,0.001621437,0.006699095,0.002773511,0.001194743,0.002176139,0.001621437,0.00140809,0.000768049,0.000853388,0.004138932,0.000640041,0.000810719,0.001152074,0.002176139,0.001280082,0.001322751,0.001536098,0.001578768,0.003029527,0.011691415,0.002517494,0.003456221,0.010539341,0.000597372,0.001109404,0.004010923,0.01062468,0.001834784,0.001536098,0.002688172,0.001962792,0.001152074,0.001834784,0.005973716,0.000426694,0.002432156,0.000768049,0.00072538,0.001621437,0.00068271,0.00140809,0.001109404,0.008619218,0.001066735,0.002048131,0.003754907,0.003968254,0.006827104,0.00422427,0.001706776,0.000512033,0.001493429,0.00072538,0.003413552,0.001066735,0.000384025,0.00426694,0.00140809,0.000768049,0.001109404,0.00072538,0.001962792,0.000981396,0.000469363,0.000810719,0.000768049,0.001834784,0.001365421,0.001493429,0.002261478,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;
Saccharomycetales,8.53E-05,0.000938727,0.001322751,0.001322751,0.00072538,0.001066735,0.001749445,0.002346817,0.000298686,0.00281618,0.002005462,0.001152074,0.000469363,0.000640041,0.002048131,0.001152074,0.001280082,0.003200205,0.001024066,0.001706776,0.000810719,0.000768049,0.003413552,0.005931046,0.002474825,0.000640041,0.001024066,0.001322751,0.001962792,0.001152074,0.003456221,0.000896057,0.009472606,0.000170678,0.000640041,0.001066735,0.001152074,0.000853388,0.001237413,0.003072197,0.004480287,0.001664107,0.0020908,0.001109404,0.003328213,0.00140809,0.000853388,0.002901519,0.001322751,0.001365421,0.00072538,0.001365421,0.00140809,0.00140809,0.001664107,0.000341355,0.000256016,0.002176139,0.000896057,0,0.001024066,0.002560164,0.001920123,0.00068271,0.000938727,0.001621437,0.001066735,0,0.002645503,0.001066735,0.001194743,0.000810719,0.002474825,0.001237413,0.000810719,0.002432156,0.002432156,0.001194743,0.0020908,0.002304147,0.005973716,0.00140809,0.007296467,0.00140809,0.004394948,0.001920123,0.002730841,0.001792115,0.003925585,0.000853388,0.003285544,0.001621437,0.010155317,0.003157535,0.00213347,0.002560164,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;
Rhizophydiales,0.000768049,0.002602833,0.001536098,0.002346817,0.001194743,0.002517494,0.002944188,0.001877453,0.001152074,0.00354156,0.0098993,0.003498891,0.002688172,0.004522956,0.005205666,0.002389486,0.003968254,0.00354156,0.008875235,0.004437617,0.003840246,0.006485748,0.007680492,0.003584229,0.000640041,0.000384025,0.002645503,0.00213347,0.001066735,0.007936508,0.00213347,0.001322751,0.002346817,8.53E-05,0.000554702,0.00281618,0.001365421,0.001237413,0.003370882,0.001834784,0.001962792,0.003498891,0.001834784,0.001621437,0.003242874,0.001578768,0.003754907,0.003413552,0.001621437,0.003114866,0.002389486,0.001536098,0.001066735,0.004394948,0.001749445,0.00285885,0.000853388,0.004821642,0.002346817,0.001109404,0.003328213,0.005547022,0.006741765,0.002602833,0.001834784,0.001280082,0.003797576,0.002218809,0.003157535,0.001962792,0.001749445,0.001194743,0.000810719,0.001578768,0.002730841,0.001621437,0.003968254,0.005717699,0.00567503,0.002944188,0.009557945,0.004181601,0.007253798,0.001664107,0.006955112,0.003840246,0.002261478,0.001706776,0.002986858,0.002218809,0.002218809,0.002986858,0.004181601,0.003968254,0.0020908,0.001877453,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;
Sordariomycetes_ord_Incertae_sedis,0.001322751,0.00285885,0.001024066,0.004906981,0.00068271,0.005333675,0.001749445,0.000853388,0.000768049,0.005461683,0.003626899,0.002005462,0.000256016,0.004480287,0.001706776,8.53E-05,8.53E-05,0.001237413,0.002688172,0.00068271,8.53E-05,0.001493429,0.002218809,0.003285544,0.008448541,0.00213347,0.000384025,0.000554702,0.009045912,0.001706776,0.001237413,0.000128008,0.001749445,0.000341355,0.001066735,0.000128008,0.001962792,0,0.00072538,0.000128008,0.000810719,0.000554702,0.000853388,0.000128008,0.000981396,0.000469363,0.000426694,8.53E-05,0.003754907,0.001152074,0.000384025,0.000981396,0.003925585,0.001834784,0.000213347,0.000256016,0.001280082,0.001749445,0.000853388,0.001152074,0.001749445,0.000426694,0.000128008,8.53E-05,0.001749445,0.000341355,0.001365421,0.000256016,0.000341355,4.27E-05,0.000512033,0.002304147,0.001493429,0.00422427,0.000213347,0.000341355,0.001066735,0.00426694,0.00072538,0.000256016,0.001536098,0.00281618,0.000512033,0,0.001024066,0.001280082,0.000298686,0,0.000213347,0.00145076,4.27E-05,0,0.000128008,0.000170678,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;
Trichosporonales,0,0,0,0,0,0,0.000384025,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0.005162997,0,0,0,0.000810719,0,0,0.000128008,0.000213347,0,0,0,0.000128008,0,0,0.000128008,4.27E-05,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0.00776583,0,0,0,0.001536098,0,0,0,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,4.27E-05,0,4.27E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;
Glomerales,0.002432156,0.002560164,0.002346817,0.001621437,0.004906981,0.00499232,0.007296467,0.004352279,0.001152074,0.006997781,0.001664107,0.001365421,0.000768049,0.002773511,0.00354156,0.001493429,0.003797576,0.003882915,0.003840246,0.002005462,0.001621437,0.001664107,0.003157535,0.001024066,0.003925585,0.002389486,0.000853388,0.002218809,0.002645503,0.004096262,0.002389486,0.00068271,0.002304147,0.000426694,0.000512033,0.000938727,0.002901519,0.000981396,0.003626899,0.001706776,0.002944188,0.002389486,0.000853388,0.001194743,0.002261478,0.001322751,0.001706776,0.000853388,0.000981396,0.000426694,0.000938727,0.001152074,0.007296467,0.00354156,0.003328213,0.002560164,0.001024066,0.000938727,0.001194743,0.000597372,0.002304147,0.002517494,0.005248336,0.001194743,0.001664107,0.000469363,0.002773511,0.000341355,0.004053593,0.000512033,0.000426694,0.001280082,0.001706776,0.002176139,0.001834784,0.000810719,0.001536098,0.002901519,0.003029527,0.003968254,0.002645503,0.000554702,0.001962792,0.000213347,0.001792115,0.001152074,0.001280082,0.001066735,0.001109404,0.00145076,0.000896057,0.001066735,0.001280082,0.000896057,0.000426694,0.001749445,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;
GS05,0.000384025,0,0,0,0,0,0.000128008,0.000128008,8.53E-05,0,0.000128008,0.000298686,0,0,0,4.27E-05,0,8.53E-05,8.53E-05,0,0.000128008,8.53E-05,0.000256016,8.53E-05,0.000341355,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,4.27E-05,0,0,0,0.000213347,0.000213347,0.000213347,0,0.000256016,0.000213347,0.000170678,0,0.000298686,0,0,0,8.53E-05,0,0.000213347,8.53E-05,0,4.27E-05,0,0,0.000298686,0,0,4.27E-05,0,0,0.000341355,0,0,0,0,0,0.000298686,4.27E-05,8.53E-05,0.000426694,0,4.27E-05,0.000128008,0.001024066,8.53E-05,0,0,0.000298686,0,8.53E-05,0,0,0.000256016,0.000384025,0.000170678,0.000213347,0.00068271,0,0.006571087,0.001706776,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS05;
Dothideales,0,0,0,0,0.000213347,0,0,0,0.000213347,0,0.000128008,0.000170678,0.000170678,0,0.000213347,0.000298686,4.27E-05,0,0,0.00068271,0,0,0,0,0,0,0,0,0,0,0.005973716,0,0,0,0.000128008,0,0.000853388,0.000896057,0,0,8.53E-05,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0.001066735,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0.000128008,0.000554702,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;
Phomatosporales,0.004437617,0.000384025,0.000938727,0.000384025,8.53E-05,0.000256016,0.00145076,0.000256016,0.000384025,0.001664107,0.001365421,0.000597372,0.000170678,0.00068271,0.00068271,0.000640041,0.000341355,0.000810719,0.000426694,0.000128008,0.000384025,0.001493429,0.000469363,0.000597372,0.000298686,0.001066735,0.001066735,0.000256016,0,0.000128008,0.000554702,8.53E-05,0.000341355,0.001024066,0.000810719,0.000896057,0.000256016,0.001877453,0.000170678,0.00140809,8.53E-05,0.000768049,0.000896057,0.000341355,0.000298686,0.000426694,0.000554702,0.000981396,0.000597372,0.000512033,0.000256016,0.000384025,0.000384025,0.000384025,0.005973716,0.000170678,0.000554702,0.000298686,0.00068271,0.000597372,0.00068271,0.000128008,0.000384025,0.000469363,0.000256016,0.000256016,0.001237413,0.000170678,0.001109404,0.000128008,0.000341355,0.000341355,0.000469363,0.000938727,0.000128008,0,0.000426694,0.000469363,0.000384025,0,0.000512033,0.000170678,0.000170678,0.000213347,0.000384025,0.00068271,0.000213347,0.000597372,0.000384025,0.000298686,0.003712238,0.000341355,0.000469363,0.000597372,0.000170678,0.000810719,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;
Lobulomycetales,0,4.27E-05,0.000170678,0.000384025,0.000213347,0.000128008,0.000512033,0.000597372,0.00072538,0.00072538,0.001834784,0.000554702,0.000554702,0.000256016,0.001066735,0.000128008,0.00072538,0.001066735,0.000853388,0.000938727,0.000256016,0.001024066,0.001322751,0.000896057,0.000597372,0.000170678,4.27E-05,0.000298686,0.000384025,0.000597372,0.000170678,0.000128008,0.000640041,0,0.000512033,0.000256016,0.000384025,0.000256016,8.53E-05,0.000597372,0.001749445,0.002005462,0.000298686,0.001152074,0.000853388,0.000810719,0.000554702,0.000853388,8.53E-05,0.000128008,0.000128008,0.000256016,0.000170678,0.000256016,4.27E-05,0.000469363,0,0.000128008,0.000256016,0.000170678,0.000256016,0.000896057,0.000298686,0.000512033,0.000512033,0.005888377,0.000768049,0.000298686,0.001024066,0.00072538,0.00072538,0.000426694,0.000128008,0.000213347,0.000170678,0.000256016,0.000128008,0.000128008,0.000554702,0.001322751,0.001280082,0.000170678,0.001066735,0.001152074,0.001024066,0.000554702,0.000298686,0.000640041,0.000512033,0.000341355,0.002901519,0.001237413,0.001365421,0.000469363,0.000426694,0.001493429,k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;
Orbiliales,0,0.000981396,0.000426694,0.000426694,0.001664107,0.000256016,0.000128008,0.005717699,0.000554702,0.000213347,0.000384025,0.000554702,0.000768049,0.000469363,8.53E-05,0.000341355,0.000384025,0.000768049,0.00068271,0.000426694,8.53E-05,0.000512033,0.001066735,0.000128008,0.000341355,8.53E-05,0.000128008,0.000469363,8.53E-05,0.000170678,0.000469363,0.000170678,0.000298686,0,0.000256016,0.000384025,0.000170678,4.27E-05,0,0,0.000170678,8.53E-05,8.53E-05,0.000128008,0.000512033,0.000213347,8.53E-05,0.000213347,0.000512033,0.000554702,4.27E-05,0.000768049,0.000640041,0.000469363,0.002474825,0.000128008,0.000298686,0.000128008,0.000597372,0,0.000341355,0.000213347,0,0.000256016,0.000256016,0,0.000170678,0,0.000298686,0.000512033,0.000341355,0,0.000256016,0.00140809,0.000341355,0.000384025,0.000170678,0.000170678,0.000170678,0.000512033,0.000640041,0.000170678,0.000426694,0.000170678,0,0.000128008,0.000213347,4.27E-05,8.53E-05,0,8.53E-05,0,0.00072538,0.000128008,0.000341355,0.000512033,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;
Auriculariales,0.000298686,0,0,0.000128008,0.005205666,0.000128008,0.001237413,0.000768049,0.001066735,0.000256016,4.27E-05,0.000469363,0.000512033,0.000384025,0.000170678,0.000512033,0.000981396,0.000128008,0.000213347,4.27E-05,0.000256016,0,0.000469363,0,0.001237413,4.27E-05,0.000170678,0.000469363,0.000213347,0.000128008,4.27E-05,0.000170678,0,0,0,0.001194743,0.000128008,0,0.000426694,0,0.000426694,0.000213347,8.53E-05,0.000597372,0.000341355,0,0,0.000213347,0,0.000128008,0,0,0.00068271,0.001024066,0.000170678,0.000256016,0.000128008,0,0,8.53E-05,4.27E-05,0.000213347,0.0020908,0.000768049,4.27E-05,0.000170678,0.000128008,0.000512033,0.000341355,4.27E-05,0,0,0,0.000341355,4.27E-05,0,8.53E-05,4.27E-05,0,0,8.53E-05,0,0.001322751,0,0,0,8.53E-05,0,4.27E-05,0.000341355,0.000554702,4.27E-05,8.53E-05,0.000384025,0.001194743,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;
Trechisporales,0,0,0.005162997,8.53E-05,0.000384025,0,8.53E-05,0.000128008,0,0,8.53E-05,0.000128008,0.000512033,0,0.000128008,0,0.000128008,0,0.000981396,0.000213347,0.001280082,0.000298686,8.53E-05,0,0.001834784,0.000426694,0.000128008,0.000170678,0.000213347,0,0,0,0.001066735,0,0,0.00140809,0,0,0,0,0.000128008,0.000128008,0.000426694,0.000298686,0.000213347,4.27E-05,0.000170678,0,0.000298686,0,0,0.000768049,0,0,0.000640041,0,0.000640041,0,0.000298686,0.00145076,0.00072538,0,0.000896057,8.53E-05,0.000170678,0.000128008,0,0.000170678,0,0,0,0,0.001152074,0.000640041,0,0.000384025,0,0,0,0,0,4.27E-05,0,0.000213347,0,0,0,0.000298686,0,8.53E-05,0.000256016,0,0.000128008,0.000256016,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;
Sebacinales,0.000128008,8.53E-05,0,0.000213347,0.001280082,0,0,0.000341355,0.000170678,0.000853388,0,0.000256016,8.53E-05,0,0.000128008,0.000640041,0,4.27E-05,0.000213347,0.005120328,0.000128008,0,0,0.000170678,0.000170678,8.53E-05,0,0.000213347,0.000298686,0,0.000341355,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0.000256016,0,0,0.000170678,4.27E-05,0,0,0.000213347,0.000341355,0,0,0,0.000384025,0,0,0,0,0,0,0.000469363,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;
Sporidiobolales,0,0,0.000213347,0,0.000341355,0,0,0.000256016,0.00068271,0.000256016,0.000384025,0.000213347,0,0,0.000341355,0.000128008,0.000512033,0,0.000128008,0,0.000170678,0,8.53E-05,0,0.000213347,0.000213347,0,4.27E-05,4.27E-05,0,0.000384025,0,0.002645503,0.000981396,0.005034989,0,0.003370882,0.001152074,0.000640041,0,0,4.27E-05,0.000128008,0.000128008,0.000170678,0,0,0,0,0,8.53E-05,0,0.000256016,4.27E-05,0,0.001194743,0.000597372,0,0.000341355,0.003328213,0.000512033,0,0.000298686,0.000170678,0.000213347,0,0.000128008,0,0.000640041,0,0.000213347,0.000170678,4.27E-05,4.27E-05,0,0.000128008,8.53E-05,0,0,8.53E-05,0,8.53E-05,0.000170678,8.53E-05,8.53E-05,0.000213347,0.000170678,0.000341355,8.53E-05,8.53E-05,0,8.53E-05,0.000170678,0,8.53E-05,0.000128008,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;
Coniochaetales,0,0.001194743,0,4.27E-05,0.000512033,0.001109404,0,0,0.000554702,0.004693634,0,0,0.000213347,0.001706776,0,0.000384025,0.000768049,0,0.003882915,0,0.000256016,0.000554702,0,0.000640041,0.000341355,4.27E-05,0,0.000426694,4.27E-05,4.27E-05,0,0.000213347,0,0.000256016,0,0.000170678,0.001109404,0,0,0.001152074,0,0,0,0,8.53E-05,0.000298686,0,0.001109404,0.000128008,0,0,0,0.000213347,0,0,0.000256016,0,0,0,0.000256016,0.000341355,0,0,0.000341355,0.000213347,0,0,0,0.000469363,0,0,0.000810719,0.000256016,0.00145076,0,0.000213347,0.000170678,0.004394948,0,0,0.000213347,0,0,0,0,0.001280082,0,0.001322751,0.000256016,0,0,0,0.000384025,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;
Microbotryomycetes_ord_Incertae_sedis,0,0.001749445,0.000597372,0.001066735,0.000597372,0.000597372,0.00145076,0.00145076,8.53E-05,0.001322751,0.001749445,0.000853388,0.000469363,0.003029527,0.001322751,0.000170678,0.000640041,0.001834784,0.003157535,0.00068271,0.000384025,0.002346817,0.001536098,0.000938727,0.001322751,0.000768049,0,0.00068271,0.000213347,0.001280082,0.000298686,0.000128008,0.000640041,0.000256016,0.001152074,0.00072538,0.000384025,0.000554702,0,0.000853388,0.001621437,0.001237413,0.000426694,0.000512033,0.001237413,0.000256016,0.00072538,0.001365421,0.000213347,0.000426694,0.000384025,0.000384025,0.00072538,0.000256016,0.001066735,0.000853388,0.00068271,0.000640041,0.001152074,0.000640041,0.00072538,0.000938727,0.001536098,0.000810719,0.00072538,0.000256016,0.00145076,0.000469363,0.002560164,0.000426694,0.001024066,0.00068271,0.000469363,0.000938727,0.00068271,0.000256016,0.000512033,0.000896057,0.001194743,0.001322751,0.002432156,0.000597372,0.00285885,0.00072538,0.001109404,0.000938727,0.000298686,0.000853388,0.001194743,0.000469363,0.000981396,0.000512033,0.001792115,0.000640041,0.003242874,0.004138932,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;
Olpidiales,0.000128008,0,0,8.53E-05,0.000426694,0,0,0.000170678,0.000128008,0.000170678,0,0,0.000128008,0,0,0.000384025,0.001152074,0.000384025,0.000298686,0.000128008,0.000512033,0,0.000384025,4.27E-05,0.001237413,8.53E-05,0,4.27E-05,0,0,4.27E-05,0,0,0,0,0.000554702,0,0.000128008,0,0.000128008,0.000384025,0,0.000213347,0.001152074,0.000554702,0,0,0.000341355,0.000170678,8.53E-05,0,0.000640041,0.000170678,0.000256016,8.53E-05,0.000554702,8.53E-05,0,8.53E-05,0.000426694,0,0.000298686,0,0.000384025,0.000170678,0,0.000426694,0.000128008,0.000341355,0.000170678,0,0.000213347,0.000384025,0.00072538,0.000256016,0.000213347,0,8.53E-05,0,0.000298686,0,0.000128008,4.27E-05,0,0.000128008,0.000384025,0,8.53E-05,0.000256016,8.53E-05,0.000469363,0.001280082,0.004053593,0.000170678,4.27E-05,0.001536098,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;
Cystobasidiomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,4.27E-05,0.000256016,0,0,0,8.53E-05,8.53E-05,0.000256016,0,0.000170678,0.000384025,0,0.000213347,0,0,0,0,0,0,0,0,0,0.000469363,0,0,8.53E-05,0,0,0,0,0.000426694,0,0.000981396,0,0,0.003712238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;
Heterogastridiales,0,0,0,0,0,0.00354156,8.53E-05,8.53E-05,0,0.000469363,0.001365421,0,0,8.53E-05,0,0,0,0.002560164,0,0.001194743,0,0,0.000256016,0.000256016,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,8.53E-05,0,0,0,0.000426694,0,8.53E-05,0,0,0,0,0,0,8.53E-05,0,0,0.001536098,0,0,0,0,0,0,8.53E-05,0,0,0.002602833,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Heterogastridiales;
Olpidiomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,8.53E-05,0.000469363,0.002645503,0,0,4.27E-05,0.000469363,0,0.001066735,4.27E-05,0,0,0,4.27E-05,0,0,0,8.53E-05,0,0,0,8.53E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0.000298686,0,0,0.000512033,0,0,0,0,0,0,0,4.27E-05,0,0.000512033,0,0,0,0,0.003498891,0,0,0,0,0,0.001322751,8.53E-05,0.000256016,0.000256016,0,0,0.000341355,8.53E-05,0,0,0,4.27E-05,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0.000384025,0,0,0.000170678,0.000213347,0,k__Fungi;p__Olpidiomycota;c__Olpidiomycota_cls_Incertae_sedis;o__Olpidiomycota_ord_Incertae_sedis;
