Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Leucosporidiaceae,0.003370882,0,0,0,0.000170678,0,0,0.000128008,0,0,0,0.000426694,0,0,0,4.27E-05,0.001792115,0,4.27E-05,0,4.27E-05,0,0,0,0.000256016,0,0,8.53E-05,0,0,4.27E-05,0.000213347,0.000170678,8.53E-05,4.27E-05,0,0,0,4.27E-05,0.000128008,0,8.53E-05,0,0.000213347,0,0,4.27E-05,0,0.000469363,0,0,0.000640041,0.000384025,0,0,8.53E-05,8.53E-05,0,0.000170678,0,0,0,0,0,0,0,0,0.000128008,4.27E-05,0,0,4.27E-05,0,0,4.27E-05,4.27E-05,0.000170678,0,0,0,0.001536098,0,0.000640041,0.000298686,0.001066735,0.000256016,0.00072538,0.001066735,0.001664107,4.27E-05,0.000298686,0.000128008,0,0,0,0.002261478,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;
Piptocephalidaceae,0,0,0,0,0,0,0,0,0,0,0.000597372,0,0,0,0.000341355,0.000213347,0,0,0.000469363,0,0.000426694,0.000298686,0,0,0,0.000128008,0.000298686,0,0.000213347,0.000256016,0.000256016,0.000853388,0,4.27E-05,0.000256016,0,0,0,0.000512033,0,0.000981396,0.001664107,0,0.000341355,0,0,0.000512033,0.000256016,0,0.000469363,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0.003370882,0.000128008,0,0,0.000554702,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0.000938727,0.000128008,0.001834784,0,0,0,4.27E-05,0,0,0,0,0.000554702,0.000469363,k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;
Symmetrosporaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0.000170678,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000170678,8.53E-05,8.53E-05,0,0,0.000426694,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0.000384025,0,0.00072538,0,0,0.003200205,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;
Apiosporaceae,0,0,0,0,0,0,0.000640041,4.27E-05,0,0,0,0,0,4.27E-05,0,0.000170678,0,0,0.000128008,0.000213347,0,0,0.000298686,0,0,0,0,0,0,0,4.27E-05,0.000426694,0,0,0.000128008,0.000128008,0,0,0,0,0,0.000298686,0,4.27E-05,0.000213347,0,0,0.002602833,0,0,0,4.27E-05,0,0.000170678,0.000341355,4.27E-05,0,0,0,0,0.000170678,0.000341355,0,0.000597372,0,0.000810719,0.002901519,0.000554702,0,0,0.000170678,0.000170678,0,0.000256016,0,0,8.53E-05,0,0,0.000298686,0,0,0,8.53E-05,0,0,0.000597372,0,0,8.53E-05,0,0.000640041,0.000256016,0.000128008,8.53E-05,0.000213347,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Apiosporaceae;
Saccharomycetales_fam_Incertae_sedis,0.000256016,0,0,0,8.53E-05,0,0.000426694,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000298686,0.000256016,0,0,0.002773511,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,4.27E-05,0,0,0,0,0,0,0,0.000128008,0,0,0,8.53E-05,0.000128008,0,0,0.000341355,0,0,0,0.000256016,0.000597372,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0.000170678,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0.000128008,0,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;
Geoglossales_fam_Incertae_sedis,0,0.000170678,0.000768049,0.00072538,0.000597372,0,0,0.000213347,0.000469363,0.000170678,8.53E-05,0.000341355,0.00072538,0.000341355,4.27E-05,0.000170678,0.000810719,0.000213347,0.000640041,0.000853388,0.000298686,0,0.000170678,0.000128008,0.000981396,0,0,0.000896057,0,0.000128008,0.000341355,0.000768049,0,0.000256016,0.000640041,0.000640041,0.000213347,0,0,0.000768049,0.000256016,0.000256016,0.000298686,0.000469363,0.000128008,0.000128008,0,0.000170678,0,0.000170678,0.000597372,0.002688172,0,0,0.000170678,0.000170678,0.000256016,0,0.000128008,0.000256016,0,4.27E-05,8.53E-05,8.53E-05,0.000213347,0.00072538,0.000640041,0.000128008,0.000213347,0,0,4.27E-05,0.000341355,0.000213347,0,0.000128008,0,8.53E-05,0,0.000128008,0,0,0.000597372,0.000512033,8.53E-05,0,0,0.000298686,0.000597372,0,0,0.000213347,0.000170678,8.53E-05,4.27E-05,8.53E-05,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossales_fam_Incertae_sedis;
Pyxidiophoraceae,0,0.000298686,0,0.000128008,8.53E-05,0.000128008,0,0.000213347,0.001109404,0,8.53E-05,0.000384025,0.000554702,0.001152074,0,0.000554702,0.000384025,4.27E-05,0.000256016,0.000469363,0.000213347,0,0,0,0.000341355,4.27E-05,0,0.000768049,0.000213347,0.000213347,0,0.000640041,0.00068271,0.000128008,0,0.000128008,0.000853388,0,0,0.000554702,0.000554702,0.000298686,0.00068271,0.000554702,0.000512033,0.000512033,8.53E-05,0.002005462,0.000256016,0.000554702,0.000341355,0,0.001578768,0.000213347,0,0.00068271,0.001024066,0.000512033,0.000554702,0.001109404,0.001621437,0.000298686,4.27E-05,0.002645503,0.001322751,0.000853388,4.27E-05,0.000554702,0.000981396,0.000128008,0.000213347,0.000213347,0.000341355,4.27E-05,0.002048131,0.000469363,0.000597372,0.000170678,0.001280082,0.001664107,0.000938727,0,0.00072538,0.000384025,0.000896057,0,0.000170678,0.000213347,0.000853388,0.000170678,8.53E-05,0.001365421,0.000981396,0.000469363,0,0.001194743,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;f__Pyxidiophoraceae;
Hypocreaceae,0,0.000213347,4.27E-05,0.000213347,0,0.000384025,0.000256016,8.53E-05,0.002602833,8.53E-05,0.000170678,0,4.27E-05,0.000128008,0.000469363,0,8.53E-05,0.000213347,0,0.000469363,8.53E-05,4.27E-05,8.53E-05,8.53E-05,8.53E-05,0.000170678,4.27E-05,0,0.000213347,0,0,0,0.000128008,0.000426694,4.27E-05,0,0,4.27E-05,8.53E-05,8.53E-05,0.000213347,0.000298686,0,0,8.53E-05,0,8.53E-05,0,0,0,0,0.000256016,0,8.53E-05,0,8.53E-05,0.000128008,0.000298686,0,8.53E-05,0,0.000170678,0,0,0,0,0,0.000298686,0,0,4.27E-05,8.53E-05,0.000554702,0.000298686,8.53E-05,8.53E-05,0,0,0,0,0,0.000298686,0.000256016,0.000298686,0.000170678,0.000128008,0.000128008,0.000384025,0.001322751,0.000170678,0.000170678,0,0,4.27E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;
Blastocladiomycota_fam_Incertae_sedis,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,4.27E-05,0,0.00068271,4.27E-05,0,0,0,8.53E-05,0,0,0.000298686,0,0,0,0,0.00072538,0.000384025,0.002560164,0.00145076,4.27E-05,0,0,0,0.000384025,0.000426694,0.000512033,0.00072538,0,0,0,0,0,0.000384025,0.001024066,0.000426694,0,0,0,0,0.000469363,0.000256016,0.000597372,0.000213347,0,0,0,0,0,0,0.000256016,0.000128008,0,0,0,0,0,0.000469363,0.001962792,0.000298686,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;f__Blastocladiomycota_fam_Incertae_sedis;
Protrudomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,4.27E-05,0.002560164,0.000426694,0,0.001237413,0,0,0,0,0.000512033,0.000341355,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Protrudomycetaceae;
Tremellales_fam_Incertae_sedis,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001322751,0,0,0,8.53E-05,0,0,0,0.002560164,0,0,0,0,0,0,0.001280082,0,0,0,0,0.000426694,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000938727,4.27E-05,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;
Mycosphaerellaceae,0.000298686,0.000384025,0,0,8.53E-05,0.002346817,0,0,4.27E-05,0.000981396,4.27E-05,0,4.27E-05,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000426694,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0.000128008,0.000597372,0,0.000341355,0.000512033,0,0,0,0,0,0.000853388,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;
Teichosporaceae,0.000640041,0.00068271,0.000256016,0.000298686,0.00068271,0.000426694,0.000213347,0.00068271,0.000810719,0.000341355,0.000256016,0.000384025,0.000810719,0.001877453,0.000469363,0.000768049,0.000469363,0.000554702,0.000384025,0.000384025,0.000170678,0.000213347,0.000341355,0.000341355,0.001109404,0.000256016,0.000426694,0.000640041,0.000170678,0.000640041,0.000384025,0.001024066,0.000469363,0.001578768,0.000512033,0.000213347,0.000512033,0,0.000256016,0.000938727,0.000298686,0.001109404,0.000469363,0.000554702,0.000256016,0.000341355,0.000256016,0.000597372,0,0.000810719,0.000128008,0.00068271,0,0.000256016,0,0.001109404,8.53E-05,0.000341355,0.000469363,0.000170678,0,0.001322751,0,0.00145076,0.000341355,0.000128008,0.000512033,0.000128008,0.000256016,0.000512033,0.000213347,0.000512033,0.000298686,0.000170678,0.000426694,0.000128008,0.000170678,0.000213347,0.000341355,0.000981396,0,0.001280082,0.000512033,0.000597372,0.000896057,0.000554702,0.002346817,0.000938727,0.001024066,0.000341355,0.000256016,0.001536098,0.000170678,0.000896057,0.000384025,0.001493429,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;
Branch06_fam_Incertae_sedis,0.000128008,0,0.000170678,0.000426694,0.000341355,0.000640041,0.000640041,0.000554702,0.000853388,0.000469363,8.53E-05,0.000170678,8.53E-05,0.000597372,0.000810719,0.000426694,0.00072538,0.000128008,0.000384025,0.000341355,0.000256016,0.001024066,0.000384025,4.27E-05,0.000256016,0.000384025,0.000256016,0.000896057,0.000298686,0.000256016,0.000298686,0.000554702,0.00072538,0.001493429,0.000469363,0.000213347,0.000170678,0.000170678,0,0.000256016,0.000298686,0.000213347,0.000128008,0.000213347,0.000213347,8.53E-05,0.000384025,0.000213347,0,0.000384025,0.000298686,0.00072538,0.000170678,0,0,0.000853388,0,0.000170678,0.00068271,0.000384025,0,0.000298686,0,0.000298686,0,0.000640041,0.001152074,0.000213347,0.001152074,0.00068271,0,0.000426694,0.00068271,8.53E-05,4.27E-05,0.000128008,0,0,0.000554702,8.53E-05,0.000213347,0.000170678,0.000213347,0.002346817,0.000853388,0.001194743,0.000597372,0.000981396,0.000341355,0.000170678,0,8.53E-05,0.000213347,0.000128008,0.000341355,0.00072538,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;
GS11_fam_Incertae_sedis,0,0,0,0,0,0.000170678,0.000341355,0,0,0.000213347,0,0,0,0.000896057,0,0,0,0,0,0,0,0.000597372,0.000597372,0,0,0.000128008,8.53E-05,0,0,0.000256016,4.27E-05,0,0,0,0,0,0,0,0.000170678,0,0,0.000426694,0,0,0,0.000981396,0,0,0,0,0,0,0,0,0,0,0,0.001024066,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0.000128008,0.002346817,0,0,0,0,0,0,0.00072538,0,0,0,0.000128008,0.000341355,0,0.000170678,0,0.000298686,0,0,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__GS11_fam_Incertae_sedis;
Bartaliniaceae,0,0,0,0,0,0.000170678,0,0,0,0,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,0,0.000170678,0,0,0,0,0,0,0.000128008,0,0,0,0,8.53E-05,0,0,0,0.002304147,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0,8.53E-05,0,0.001962792,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Bartaliniaceae;
Pluteaceae,0,0,0,4.27E-05,0,0.00140809,0,8.53E-05,0,4.27E-05,0,0,0.000768049,4.27E-05,0.002261478,0.000213347,0,4.27E-05,0.000341355,0.000469363,4.27E-05,0.000469363,8.53E-05,0,0.000298686,0,0,0.000896057,4.27E-05,4.27E-05,4.27E-05,0.000512033,8.53E-05,8.53E-05,0.00068271,0,0,0,0,0,0,0.000597372,0,0,0,0,0.000213347,0,0,8.53E-05,0,0,0,0.001152074,0,4.27E-05,0.000128008,0.000128008,0,0.000170678,0,0,0,8.53E-05,0,0.000298686,0.000170678,0,0,0,0,8.53E-05,0.000384025,8.53E-05,0,0.001194743,0,0,0.000128008,0.000128008,0.000298686,0,0.000256016,8.53E-05,0,0.000554702,0,0,0,0,0,0,0.000298686,0,0.000170678,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;
Kondoaceae,0.000170678,0.000256016,0,0,4.27E-05,0.000128008,0,0.000213347,0,8.53E-05,0,0.00213347,0,4.27E-05,0,0,0.000170678,0,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,0,0,0,0,0.000128008,0.000341355,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068271,0.00068271,0,0,0,8.53E-05,0,0,0,0.000256016,0.000128008,0,0,0,4.27E-05,0,0.000128008,0,0,8.53E-05,0,0.000554702,0,0,0,0,0,0,0,0,0.000426694,0,0,0,4.27E-05,0,0,0,0,0,0.000213347,0.000170678,0,0,0.000170678,8.53E-05,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;
Amplistromataceae,0,8.53E-05,0,8.53E-05,0.000853388,0,8.53E-05,4.27E-05,0.000128008,0,0,0,0.000512033,0.000426694,0.0020908,0,0,0,0.000128008,0,0.000170678,0,8.53E-05,0,0,8.53E-05,0,0,0.000170678,0.000128008,0.000128008,0,0.000128008,0.000384025,0.000512033,8.53E-05,0.000597372,0,0,0,4.27E-05,0.000128008,0,0,0.000256016,0,4.27E-05,0,0.000128008,0,0,0,0.000341355,0,0,0.000170678,0,0,0,0,0,0.000213347,0,0,0,0.000213347,0,0,0.000384025,0,4.27E-05,0,0,0,0,0,0,0,0,4.27E-05,0,4.27E-05,0,8.53E-05,0,0.000170678,0,8.53E-05,0,0,0,0,0.000170678,0.000213347,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Amplistromataceae;
Auriculariales_fam_Incertae_sedis,0,0,4.27E-05,0,4.27E-05,8.53E-05,0.000128008,0,0,0,0,0,0,4.27E-05,8.53E-05,0,4.27E-05,4.27E-05,8.53E-05,0.000810719,0,0.000170678,8.53E-05,8.53E-05,0.000512033,0,0.000298686,0.000213347,8.53E-05,0,0,0,0,0,0,0.000170678,0,0,0,0.001152074,0.000128008,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0,0.0020908,0,0,0,0,0,0,4.27E-05,0,0,0,0.000256016,8.53E-05,0,0,0,4.27E-05,0,4.27E-05,8.53E-05,0,0,0,0,4.27E-05,0,0.000384025,0,0,4.27E-05,0,0.000170678,0,0,0,0.000469363,0.001194743,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;
Ajellomycetaceae,0,0,0.000469363,0,0.000896057,0.000170678,0.000512033,0,8.53E-05,0.000213347,8.53E-05,0,0,0,0,0.001664107,0,0,0.000554702,0.00072538,0.000298686,0.000128008,0.00072538,0,0,0.000384025,4.27E-05,0,0,0,0,0.001365421,0,0,0.001237413,0.000384025,0.000384025,4.27E-05,0.000128008,0,0,0.000256016,0,0,0,0.000213347,0,0.001706776,0,0.000768049,0.00068271,0.000170678,0.000512033,8.53E-05,0.000213347,0,0.000170678,0.000213347,0,0,0,0.000256016,0,0.000810719,0,0.000256016,0.000256016,0.00068271,0.000554702,0.000469363,0.000938727,0,8.53E-05,0.000341355,0,0,0,0,0,0.002048131,0,4.27E-05,0.000810719,0.001920123,0.000256016,0.000341355,0.000128008,0,0,0.000896057,0,0,0,0,0,0.000938727,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae;
Ramicandelaberaceae,0,0,8.53E-05,8.53E-05,0.000213347,0.000128008,0,8.53E-05,0,8.53E-05,0,0,0,8.53E-05,0,0.000128008,0,0,0.000298686,0.000170678,0.001322751,0,0.000170678,0,8.53E-05,0,0.000213347,0.00140809,0,8.53E-05,0,0.000128008,0,0,0.000512033,0.000256016,0.000128008,0.000256016,8.53E-05,0,0.000256016,0,0,0,0,0,0.000853388,0.00068271,0,0,0.000128008,0.000341355,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0,0.000170678,0.000170678,0.000426694,0,0.000298686,0.000298686,0,0,0.000128008,0,4.27E-05,0,0.000170678,0,0,8.53E-05,0.000213347,0,0,0.000128008,0.001024066,0,0.000810719,0.000256016,0.001877453,0.000170678,0,0.000128008,0.001322751,0,0,8.53E-05,0,k__Fungi;p__Kickxellomycota;c__Ramicandelaberomycetes;o__Ramicandelaberales;f__Ramicandelaberaceae;
Cryptococcaceae,0.001749445,0,0,0,0,0,0,0,0,0.000170678,4.27E-05,0.000256016,0,0,0,0,0.000768049,0,0,0,0,0,8.53E-05,0,0,0,0,0.000213347,0,0,0,0.000853388,4.27E-05,0,8.53E-05,0,0,0,0,0,4.27E-05,8.53E-05,0.000597372,0,0,0,0,0.000640041,0.000938727,0.000298686,4.27E-05,0.000256016,0.000426694,0.00145076,0.000597372,0.000426694,0.000128008,0,0.000981396,0.000213347,0,0.000384025,0.000213347,0.000512033,0,0,0,0,0.000213347,0.000128008,0.000170678,0.000384025,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0.000128008,0,0.000298686,0,0,0.000469363,0.000128008,0,0.000128008,0,0.000298686,0.001109404,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;
Pulvinulaceae,0,0.00068271,0.000426694,0.000426694,0.000128008,0.000256016,0,0,0.000298686,0,0,0,0,0.000640041,8.53E-05,8.53E-05,8.53E-05,0.000256016,0.00068271,4.27E-05,0,0,0.000128008,0,0.000256016,0.001664107,0.001024066,0,0.000128008,4.27E-05,0,8.53E-05,0,0,0.000213347,0,0.000256016,0,8.53E-05,0,0.000384025,4.27E-05,0,4.27E-05,0.000213347,8.53E-05,0,0,0,0.000213347,0.000938727,0.000213347,8.53E-05,0,0.000341355,0,0.000896057,0,0,0,8.53E-05,0.000469363,0.000128008,0,4.27E-05,0,0.000426694,0,0.000426694,0,0.000128008,0,0,0,0.000256016,0,0,0.000128008,0,0,0,0,0.000938727,0.000426694,0,0,0,4.27E-05,0,0,0,0,0,0,0.000170678,0,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pulvinulaceae;
Myrmecridiaceae,0,0.000128008,0.000256016,4.27E-05,0.000128008,0.000469363,0.000341355,0.000128008,0,0.000384025,0.000256016,0.001664107,8.53E-05,4.27E-05,0,0,0.000128008,0,8.53E-05,8.53E-05,0,0.000170678,0.000256016,0,0,0.000597372,0.000426694,0.000469363,4.27E-05,4.27E-05,4.27E-05,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0.000512033,8.53E-05,4.27E-05,0,0,0,0.000128008,0,4.27E-05,0.000170678,0,0,0,0.000128008,0,0,0.000981396,0.001066735,0,0,8.53E-05,0,0,8.53E-05,0.000298686,0.000298686,8.53E-05,0,0.000341355,0.000512033,0,0,0.000853388,0,0,0,0,0.00068271,0,0,0.000170678,0.000213347,8.53E-05,0,0,0,0,0.00140809,0.000426694,0.000512033,0,0,0,0.000128008,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;
Schizotheciaceae,0,0.000298686,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001664107,0,0,0,0,0,0,0,0,0.000512033,0,0,0,0,0,0,0,0,0,0,0,0,0.000853388,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0.000170678,0.000213347,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Schizotheciaceae;
Ploettnerulaceae,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0.001152074,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,4.27E-05,0.000768049,0,0,0,0,0,0.001621437,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae;
Geoglossaceae,0,0.001621437,0,0.001621437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0.000213347,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0.000256016,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000469363,0,0,0,0,0,0.00072538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;
Chionosphaeraceae,0.000469363,0.000213347,8.53E-05,0.000298686,0.000170678,0.000384025,0,0.000640041,8.53E-05,0,0,0.000384025,0.000128008,0.000896057,0,0.000170678,0.000256016,8.53E-05,0.000170678,0,0.000128008,0,8.53E-05,0.000128008,0.000170678,0,8.53E-05,0.000213347,4.27E-05,0,0.000213347,0.001536098,0.000170678,0,8.53E-05,0.000384025,0,0,0.000170678,0.000384025,8.53E-05,4.27E-05,0.000298686,0.000640041,4.27E-05,4.27E-05,0.000128008,8.53E-05,4.27E-05,0.000426694,8.53E-05,0.000256016,0,0.000170678,0,0.000170678,4.27E-05,0.000256016,0.000170678,0,0.000213347,0,0,0.000213347,0.000256016,0,0,0,8.53E-05,0,0.000213347,0.00068271,0,4.27E-05,0.000128008,0,4.27E-05,0,8.53E-05,8.53E-05,0.000341355,0,0.000128008,8.53E-05,0.000128008,0.001621437,0.000298686,0.000341355,0.000554702,0,0,0.000170678,0,0.000170678,0.000170678,0.000426694,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;
Sakaguchiaceae,0,0,0.000213347,0,0.000213347,0.000469363,0.000213347,4.27E-05,0.000128008,0.000213347,4.27E-05,0,0.000597372,0,0.000298686,0.000128008,0.000341355,0.000213347,0.000298686,0.000426694,0.000298686,0.000554702,0.000170678,0.000128008,4.27E-05,0.000512033,0.000384025,0.000128008,0,8.53E-05,0.000298686,0.000341355,0.000213347,0.000853388,0.000938727,8.53E-05,0.000298686,0,0.000554702,0.000256016,8.53E-05,0.000384025,0.000341355,0.000128008,0.000896057,0.000128008,0.000768049,0.000170678,0,0.000384025,0.000810719,0.000213347,0.000469363,8.53E-05,0.000981396,0.000256016,0.000256016,0.000256016,0.001578768,0.000128008,0.000213347,0.000341355,0.000341355,0.000170678,0.000170678,0.000426694,0.000768049,0.000128008,0.000640041,0.000298686,0.000384025,0.000170678,0,0.000341355,0.00145076,0,0.000170678,0.000213347,0.000384025,0,0,0.000640041,0.000853388,0.000341355,0.000298686,0.000512033,0.000810719,0.000128008,0.000170678,0.000512033,0.000298686,4.27E-05,0.000341355,0.000213347,0.000213347,0.000128008,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;f__Sakaguchiaceae;
Mortierellales_fam_Incertae_sedis,0,0,0,0.000128008,0,0,0,0.000213347,0,0,0,4.27E-05,0,0,0,0,0.000213347,0,8.53E-05,4.27E-05,0,0,0.000170678,0,0.000213347,0,0,0.000213347,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.001578768,0.000128008,0.000341355,0.000170678,0,0,0,0.000298686,0,8.53E-05,0,0,0,0.000256016,0,0,0,0,0,0.000640041,0,0.000128008,0,0,0,0,0,0,0,0.000341355,4.27E-05,0.000341355,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellales_fam_Incertae_sedis;
