"sampling","plot","treatment","species","abundance"
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","brst",0.4
"sampling 0","plot 3","p","coar",0.01
"sampling 0","plot 3","p","dagl",0.03
"sampling 0","plot 3","p","fear",0.03
"sampling 0","plot 3","p","gedi",0.03
"sampling 0","plot 3","p","gedi",0.03
"sampling 0","plot 3","p","mear",0.06
"sampling 0","plot 3","p","mear",0.06
"sampling 0","plot 3","p","mear",0.06
"sampling 0","plot 3","p","mepo",0.03
"sampling 0","plot 3","p","mepo",0.03
"sampling 0","plot 3","p","poan",0.01
"sampling 0","plot 3","p","pore",0.04
"sampling 0","plot 3","p","pore",0.04
"sampling 0","plot 3","p","pore",0.04
"sampling 0","plot 3","p","shar",0.08
"sampling 0","plot 3","p","shar",0.08
"sampling 0","plot 3","p","shar",0.08
"sampling 0","plot 3","p","shar",0.08
"sampling 0","plot 3","p","shar",0.08
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tono",0.1
"sampling 0","plot 3","p","tr",0.1
"sampling 0","plot 3","p","tr",0.1
"sampling 0","plot 3","p","tr",0.1
"sampling 0","plot 3","p","tr",0.1
"sampling 0","plot 3","p","tr",0.1
"sampling 0","plot 3","p","visa",0.01
"sampling 10","plot 3","p","ch",0.2
"sampling 10","plot 3","p","ch",0.2
"sampling 10","plot 3","p","ch",0.2
"sampling 10","plot 3","p","ch",0.2
"sampling 10","plot 3","p","ch",0.2
"sampling 10","plot 3","p","coar",0.06
"sampling 10","plot 3","p","coar",0.06
"sampling 10","plot 3","p","coar",0.06
"sampling 10","plot 3","p","coar",0.06
"sampling 10","plot 3","p","coar",0.06
"sampling 10","plot 3","p","dagl",0.05
"sampling 10","plot 3","p","dagl",0.05
"sampling 10","plot 3","p","elre",0.04
"sampling 10","plot 3","p","elre",0.04
"sampling 10","plot 3","p","elre",0.04
"sampling 10","plot 3","p","elre",0.04
"sampling 10","plot 3","p","fear",0.05
"sampling 10","plot 3","p","fear",0.05
"sampling 10","plot 3","p","fear",0.05
"sampling 10","plot 3","p","gedi",0.02
"sampling 10","plot 3","p","gedi",0.02
"sampling 10","plot 3","p","gedi",0.02
"sampling 10","plot 3","p","gedi",0.02
"sampling 10","plot 3","p","gedi",0.02
"sampling 10","plot 3","p","lyar",0.04
"sampling 10","plot 3","p","mear",0.01
"sampling 10","plot 3","p","mear",0.01
"sampling 10","plot 3","p","ni_p3_2",0.01
"sampling 10","plot 3","p","ni_p3_3",0.02
"sampling 10","plot 3","p","ni_p3_3",0.02
"sampling 10","plot 3","p","ni_p3_3",0.02
"sampling 10","plot 3","p","ni_p3_3",0.02
"sampling 10","plot 3","p","plla",0.03
"sampling 10","plot 3","p","plla",0.03
"sampling 10","plot 3","p","pore",0.1
"sampling 10","plot 3","p","pore",0.1
"sampling 10","plot 3","p","pore",0.1
"sampling 10","plot 3","p","shar",0.04
"sampling 10","plot 3","p","shar",0.04
"sampling 10","plot 3","p","shar",0.04
"sampling 10","plot 3","p","shar",0.04
"sampling 10","plot 3","p","to",0.01
"sampling 10","plot 3","p","to",0.01
"sampling 10","plot 3","p","to",0.01
"sampling 10","plot 3","p","trfr",0.08
"sampling 10","plot 3","p","trfr",0.08
"sampling 10","plot 3","p","trfr",0.08
"sampling 10","plot 3","p","trfr",0.08
"sampling 10","plot 3","p","trfr",0.08
"sampling 10","plot 3","p","veof",0.03
"sampling 10","plot 3","p","vepe",0.03
"sampling 10","plot 3","p","vepe",0.03
"sampling 10","plot 3","p","vepe",0.03
"sampling 10","plot 3","p","vepe",0.03
"sampling 2","plot 3","p","coar",0.008
"sampling 2","plot 3","p","dagl",0.015
"sampling 2","plot 3","p","dagl",0.015
"sampling 2","plot 3","p","dagl",0.015
"sampling 2","plot 3","p","fear",0.01
"sampling 2","plot 3","p","fear",0.01
"sampling 2","plot 3","p","fear",0.01
"sampling 2","plot 3","p","pore",0.005
"sampling 2","plot 3","p","pore",0.005
"sampling 2","plot 3","p","trre",0.005
"sampling 2","plot 3","p","trre",0.005
"sampling 2","plot 3","p","trre",0.005
"sampling 2","plot 3","p","trre",0.005
"sampling 3","plot 3","p","ch",0.04
"sampling 3","plot 3","p","ch",0.04
"sampling 3","plot 3","p","ch",0.04
"sampling 3","plot 3","p","ch",0.04
"sampling 3","plot 3","p","ch",0.04
"sampling 3","plot 3","p","coar",0.02
"sampling 3","plot 3","p","coar",0.02
"sampling 3","plot 3","p","dagl",0.03
"sampling 3","plot 3","p","elre",0.04
"sampling 3","plot 3","p","elre",0.04
"sampling 3","plot 3","p","elre",0.04
"sampling 3","plot 3","p","elre",0.04
"sampling 3","plot 3","p","elre",0.04
"sampling 3","plot 3","p","fear",0.01
"sampling 3","plot 3","p","kisp",0.01
"sampling 3","plot 3","p","lyar",0.02
"sampling 3","plot 3","p","ni_brasicacea_flores_amarillas",0.01
"sampling 3","plot 3","p","plla",0.02
"sampling 3","plot 3","p","pore",0.06
"sampling 3","plot 3","p","pore",0.06
"sampling 3","plot 3","p","pore",0.06
"sampling 3","plot 3","p","pore",0.06
"sampling 3","plot 3","p","shar",0.02
"sampling 3","plot 3","p","shar",0.02
"sampling 3","plot 3","p","shar",0.02
"sampling 3","plot 3","p","shar",0.02
"sampling 3","plot 3","p","shar",0.02
"sampling 3","plot 3","p","trfr",0.03
"sampling 3","plot 3","p","trfr",0.03
"sampling 3","plot 3","p","trfr",0.03
"sampling 3","plot 3","p","trfr",0.03
"sampling 3","plot 3","p","trfr",0.03
"sampling 4","plot 3","p","ch",0.17
"sampling 4","plot 3","p","ch",0.17
"sampling 4","plot 3","p","ch",0.17
"sampling 4","plot 3","p","ch",0.17
"sampling 4","plot 3","p","ch",0.17
"sampling 4","plot 3","p","coar",0.02
"sampling 4","plot 3","p","coar",0.02
"sampling 4","plot 3","p","coar",0.02
"sampling 4","plot 3","p","dagl",0.06
"sampling 4","plot 3","p","elre",0.06
"sampling 4","plot 3","p","elre",0.06
"sampling 4","plot 3","p","elre",0.06
"sampling 4","plot 3","p","elre",0.06
"sampling 4","plot 3","p","elre",0.06
"sampling 4","plot 3","p","fear",0.07
"sampling 4","plot 3","p","fear",0.07
"sampling 4","plot 3","p","fear",0.07
"sampling 4","plot 3","p","kisp",0.05
"sampling 4","plot 3","p","lyar",0.02
"sampling 4","plot 3","p","plla",0.02
"sampling 4","plot 3","p","plla",0.02
"sampling 4","plot 3","p","pore",0.08
"sampling 4","plot 3","p","pore",0.08
"sampling 4","plot 3","p","pore",0.08
"sampling 4","plot 3","p","pore",0.08
"sampling 4","plot 3","p","pore",0.08
"sampling 4","plot 3","p","shar",0.07
"sampling 4","plot 3","p","shar",0.07
"sampling 4","plot 3","p","shar",0.07
"sampling 4","plot 3","p","shar",0.07
"sampling 4","plot 3","p","shar",0.07
"sampling 4","plot 3","p","trfr",0.12
"sampling 4","plot 3","p","trfr",0.12
"sampling 4","plot 3","p","trfr",0.12
"sampling 4","plot 3","p","trfr",0.12
"sampling 4","plot 3","p","trfr",0.12
"sampling 5","plot 3","p","ch",0.3
"sampling 5","plot 3","p","ch",0.3
"sampling 5","plot 3","p","ch",0.3
"sampling 5","plot 3","p","ch",0.3
"sampling 5","plot 3","p","ch",0.3
"sampling 5","plot 3","p","coar",0.06
"sampling 5","plot 3","p","coar",0.06
"sampling 5","plot 3","p","coar",0.06
"sampling 5","plot 3","p","dagl",0.1
"sampling 5","plot 3","p","dagl",0.1
"sampling 5","plot 3","p","elre",0.04
"sampling 5","plot 3","p","elre",0.04
"sampling 5","plot 3","p","elre",0.04
"sampling 5","plot 3","p","elre",0.04
"sampling 5","plot 3","p","elre",0.04
"sampling 5","plot 3","p","fear",0.02
"sampling 5","plot 3","p","fear",0.02
"sampling 5","plot 3","p","fear",0.02
"sampling 5","plot 3","p","fear",0.02
"sampling 5","plot 3","p","hyra",0.03
"sampling 5","plot 3","p","kisp",0.12
"sampling 5","plot 3","p","lyar",0.06
"sampling 5","plot 3","p","ni_p3_3",0.01
"sampling 5","plot 3","p","plla",0.04
"sampling 5","plot 3","p","plla",0.04
"sampling 5","plot 3","p","pore",0.08
"sampling 5","plot 3","p","pore",0.08
"sampling 5","plot 3","p","pore",0.08
"sampling 5","plot 3","p","pore",0.08
"sampling 5","plot 3","p","pore",0.08
"sampling 5","plot 3","p","shar",0.08
"sampling 5","plot 3","p","shar",0.08
"sampling 5","plot 3","p","shar",0.08
"sampling 5","plot 3","p","shar",0.08
"sampling 5","plot 3","p","shar",0.08
"sampling 5","plot 3","p","trfr",0.25
"sampling 5","plot 3","p","trfr",0.25
"sampling 5","plot 3","p","trfr",0.25
"sampling 5","plot 3","p","trfr",0.25
"sampling 5","plot 3","p","trfr",0.25
"sampling 6","plot 3","p","ch",0.52
"sampling 6","plot 3","p","ch",0.52
"sampling 6","plot 3","p","ch",0.52
"sampling 6","plot 3","p","ch",0.52
"sampling 6","plot 3","p","ch",0.52
"sampling 6","plot 3","p","coar",0.06
"sampling 6","plot 3","p","coar",0.06
"sampling 6","plot 3","p","coar",0.06
"sampling 6","plot 3","p","coar",0.06
"sampling 6","plot 3","p","coar",0.06
"sampling 6","plot 3","p","dagl",0.03
"sampling 6","plot 3","p","fear",0.03
"sampling 6","plot 3","p","fear",0.03
"sampling 6","plot 3","p","hyra",0.03
"sampling 6","plot 3","p","kisp",0.12
"sampling 6","plot 3","p","lyar",0.03
"sampling 6","plot 3","p","plla",0.06
"sampling 6","plot 3","p","pore",0.08
"sampling 6","plot 3","p","pore",0.08
"sampling 6","plot 3","p","shar",0.05
"sampling 6","plot 3","p","shar",0.05
"sampling 6","plot 3","p","trfr",0.2
"sampling 6","plot 3","p","trfr",0.2
"sampling 6","plot 3","p","trfr",0.2
"sampling 6","plot 3","p","trfr",0.2
"sampling 6","plot 3","p","trfr",0.2
"sampling 6","plot 3","p","veof",0.02
"sampling 7","plot 3","p","ch",0.5
"sampling 7","plot 3","p","ch",0.5
"sampling 7","plot 3","p","ch",0.5
"sampling 7","plot 3","p","ch",0.5
"sampling 7","plot 3","p","ch",0.5
"sampling 7","plot 3","p","coar",0.07
"sampling 7","plot 3","p","coar",0.07
"sampling 7","plot 3","p","coar",0.07
"sampling 7","plot 3","p","coar",0.07
"sampling 7","plot 3","p","coar",0.07
"sampling 7","plot 3","p","dagl",0.06
"sampling 7","plot 3","p","dagl",0.06
"sampling 7","plot 3","p","elre",0.05
"sampling 7","plot 3","p","elre",0.05
"sampling 7","plot 3","p","elre",0.05
"sampling 7","plot 3","p","elre",0.05
"sampling 7","plot 3","p","elre",0.05
"sampling 7","plot 3","p","fear",0.06
"sampling 7","plot 3","p","fear",0.06
"sampling 7","plot 3","p","fear",0.06
"sampling 7","plot 3","p","plla",0.05
"sampling 7","plot 3","p","plla",0.05
"sampling 7","plot 3","p","pore",0.1
"sampling 7","plot 3","p","pore",0.1
"sampling 7","plot 3","p","shar",0.06
"sampling 7","plot 3","p","shar",0.06
"sampling 7","plot 3","p","trfr",0.3
"sampling 7","plot 3","p","trfr",0.3
"sampling 7","plot 3","p","trfr",0.3
"sampling 7","plot 3","p","trfr",0.3
"sampling 7","plot 3","p","trfr",0.3
"sampling 7","plot 3","p","veof",0.02
"sampling 8","plot 3","p","bepe",0.01
"sampling 8","plot 3","p","ch",0.5
"sampling 8","plot 3","p","ch",0.5
"sampling 8","plot 3","p","ch",0.5
"sampling 8","plot 3","p","ch",0.5
"sampling 8","plot 3","p","ch",0.5
"sampling 8","plot 3","p","coar",0.01
"sampling 8","plot 3","p","coar",0.01
"sampling 8","plot 3","p","coar",0.01
"sampling 8","plot 3","p","dagl",0.06
"sampling 8","plot 3","p","fear",0.1
"sampling 8","plot 3","p","fear",0.1
"sampling 8","plot 3","p","lyar",0.05
"sampling 8","plot 3","p","lyar",0.05
"sampling 8","plot 3","p","ni_p3_2",0.03
"sampling 8","plot 3","p","ni_p3_3",0.04
"sampling 8","plot 3","p","ni_p3_3",0.04
"sampling 8","plot 3","p","ni_p3_3",0.04
"sampling 8","plot 3","p","ni_p3_3",0.04
"sampling 8","plot 3","p","ni_p3_3",0.04
"sampling 8","plot 3","p","plla",0.03
"sampling 8","plot 3","p","plla",0.03
"sampling 8","plot 3","p","pore",0.1
"sampling 8","plot 3","p","pore",0.1
"sampling 8","plot 3","p","pore",0.1
"sampling 8","plot 3","p","shar",0.03
"sampling 8","plot 3","p","shar",0.03
"sampling 8","plot 3","p","shar",0.03
"sampling 8","plot 3","p","shar",0.03
"sampling 8","plot 3","p","to",0.005
"sampling 8","plot 3","p","to",0.005
"sampling 8","plot 3","p","trfr",0.15
"sampling 8","plot 3","p","trfr",0.15
"sampling 8","plot 3","p","trfr",0.15
"sampling 8","plot 3","p","trfr",0.15
"sampling 8","plot 3","p","trfr",0.15
"sampling 8","plot 3","p","veof",0.03
"sampling 9","plot 3","p","bepe",0.03
"sampling 9","plot 3","p","bepe",0.03
"sampling 9","plot 3","p","bepe",0.03
"sampling 9","plot 3","p","bepe",0.03
"sampling 9","plot 3","p","bepe",0.03
"sampling 9","plot 3","p","ch",0.3
"sampling 9","plot 3","p","ch",0.3
"sampling 9","plot 3","p","ch",0.3
"sampling 9","plot 3","p","ch",0.3
"sampling 9","plot 3","p","ch",0.3
"sampling 9","plot 3","p","coar",0.1
"sampling 9","plot 3","p","coar",0.1
"sampling 9","plot 3","p","coar",0.1
"sampling 9","plot 3","p","coar",0.1
"sampling 9","plot 3","p","coar",0.1
"sampling 9","plot 3","p","dagl",0.05
"sampling 9","plot 3","p","dagl",0.05
"sampling 9","plot 3","p","elre",0.05
"sampling 9","plot 3","p","elre",0.05
"sampling 9","plot 3","p","elre",0.05
"sampling 9","plot 3","p","fear",0.05
"sampling 9","plot 3","p","fear",0.05
"sampling 9","plot 3","p","gedi",0.02
"sampling 9","plot 3","p","gedi",0.02
"sampling 9","plot 3","p","gedi",0.02
"sampling 9","plot 3","p","gedi",0.02
"sampling 9","plot 3","p","gedi",0.02
"sampling 9","plot 3","p","lyar",0.05
"sampling 9","plot 3","p","mear",0.01
"sampling 9","plot 3","p","ni_p3_2",0.03
"sampling 9","plot 3","p","ni_p3_3",0.04
"sampling 9","plot 3","p","ni_p3_3",0.04
"sampling 9","plot 3","p","ni_p3_3",0.04
"sampling 9","plot 3","p","ni_p3_3",0.04
"sampling 9","plot 3","p","ni_p3_3",0.04
"sampling 9","plot 3","p","plla",0.06
"sampling 9","plot 3","p","plla",0.06
"sampling 9","plot 3","p","pore",0.1
"sampling 9","plot 3","p","pore",0.1
"sampling 9","plot 3","p","pore",0.1
"sampling 9","plot 3","p","pore",0.1
"sampling 9","plot 3","p","shar",0.05
"sampling 9","plot 3","p","shar",0.05
"sampling 9","plot 3","p","shar",0.05
"sampling 9","plot 3","p","shar",0.05
"sampling 9","plot 3","p","shar",0.05
"sampling 9","plot 3","p","to",0.01
"sampling 9","plot 3","p","to",0.01
"sampling 9","plot 3","p","to",0.01
"sampling 9","plot 3","p","trfr",0.08
"sampling 9","plot 3","p","trfr",0.08
"sampling 9","plot 3","p","trfr",0.08
"sampling 9","plot 3","p","trfr",0.08
"sampling 9","plot 3","p","trfr",0.08
"sampling 9","plot 3","p","veof",0.02
"sampling 9","plot 3","p","vepe",0.01
"sampling 11","plot 3","p","pore",0.1
"sampling 11","plot 3","p","pore",0.1
"sampling 11","plot 3","p","pore",0.1
"sampling 11","plot 3","p","pore",0.1
"sampling 11","plot 3","p","pore",0.1
"sampling 11","plot 3","p","ni_p3_2",0.04
"sampling 11","plot 3","p","ni_p3_3",0.06
"sampling 11","plot 3","p","ni_p3_3",0.06
"sampling 11","plot 3","p","ni_p3_3",0.06
"sampling 11","plot 3","p","ni_p3_3",0.06
"sampling 11","plot 3","p","ni_p3_3",0.06
"sampling 11","plot 3","p","fear",0.06
"sampling 11","plot 3","p","dagl",0.05
"sampling 11","plot 3","p","dagl",0.05
"sampling 11","plot 3","p","fear",0.06
"sampling 11","plot 3","p","fear",0.06
"sampling 11","plot 3","p","elre",0.05
"sampling 11","plot 3","p","elre",0.05
"sampling 11","plot 3","p","elre",0.05
"sampling 11","plot 3","p","elre",0.05
"sampling 11","plot 3","p","elre",0.05
"sampling 11","plot 3","p","lyar",0.05
"sampling 11","plot 3","p","trfr",0.08
"sampling 11","plot 3","p","trfr",0.08
"sampling 11","plot 3","p","trfr",0.08
"sampling 11","plot 3","p","trfr",0.08
"sampling 11","plot 3","p","trfr",0.08
"sampling 11","plot 3","p","melu",0.03
"sampling 11","plot 3","p","mear",0.03
"sampling 11","plot 3","p","mear",0.03
"sampling 11","plot 3","p","vepe",0.04
"sampling 11","plot 3","p","vepe",0.04
"sampling 11","plot 3","p","vepe",0.04
"sampling 11","plot 3","p","vepe",0.04
"sampling 11","plot 3","p","vepe",0.04
"sampling 11","plot 3","p","shar",0.06
"sampling 11","plot 3","p","shar",0.06
"sampling 11","plot 3","p","shar",0.06
"sampling 11","plot 3","p","shar",0.06
"sampling 11","plot 3","p","shar",0.06
"sampling 11","plot 3","p","gedi",0.06
"sampling 11","plot 3","p","gedi",0.06
"sampling 11","plot 3","p","gedi",0.06
"sampling 11","plot 3","p","gedi",0.06
"sampling 11","plot 3","p","to",0.04
"sampling 11","plot 3","p","to",0.04
"sampling 11","plot 3","p","to",0.04
"sampling 11","plot 3","p","to",0.04
"sampling 11","plot 3","p","to",0.04
"sampling 11","plot 3","p","bepe",0.02
"sampling 11","plot 3","p","asteraceae",0.07
"sampling 11","plot 3","p","asteraceae",0.07
"sampling 11","plot 3","p","asteraceae",0.07
"sampling 11","plot 3","p","asteraceae",0.07
"sampling 11","plot 3","p","asteraceae",0.07
"sampling 11","plot 3","p","plla",0.06
"sampling 11","plot 3","p","plla",0.06
"sampling 8","plot 3","p","gedi",0.01
"sampling 8","plot 3","p","gedi",0.01
"sampling 8","plot 3","p","gedi",0.01
"sampling 8","plot 3","p","gedi",0.01
"sampling 8","plot 3","p","gedi",0.01
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","rapa",0.15
"sampling 0","plot 6","p","coar",0.01
"sampling 0","plot 6","p","dagl",0.08
"sampling 0","plot 6","p","dagl",0.08
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","fear",0.5
"sampling 0","plot 6","p","gedi",0.08
"sampling 0","plot 6","p","gedi",0.08
"sampling 0","plot 6","p","gedi",0.08
"sampling 0","plot 6","p","gedi",0.08
"sampling 0","plot 6","p","mear",0.03
"sampling 0","plot 6","p","mear",0.03
"sampling 0","plot 6","p","pore",0.08
"sampling 0","plot 6","p","pore",0.08
"sampling 0","plot 6","p","pore",0.08
"sampling 0","plot 6","p","pore",0.08
"sampling 0","plot 6","p","shar",0.06
"sampling 0","plot 6","p","shar",0.06
"sampling 0","plot 6","p","shar",0.06
"sampling 0","plot 6","p","shar",0.06
"sampling 0","plot 6","p","tono",0.02
"sampling 0","plot 6","p","tono",0.02
"sampling 0","plot 6","p","trdu",0.01
"sampling 0","plot 6","p","vepe",0.01
"sampling 0","plot 6","p","vepe",0.01
"sampling 0","plot 6","p","visa",0.1
"sampling 0","plot 6","p","visa",0.1
"sampling 0","plot 6","p","visa",0.1
"sampling 0","plot 6","p","visa",0.1
"sampling 0","plot 6","p","visa",0.1
"sampling 0","plot 6","p","visa",0.1
"sampling 10","plot 6","p","coar",0.04
"sampling 10","plot 6","p","coar",0.04
"sampling 10","plot 6","p","coar",0.04
"sampling 10","plot 6","p","coar",0.04
"sampling 10","plot 6","p","coar",0.04
"sampling 10","plot 6","p","elre",0.2
"sampling 10","plot 6","p","elre",0.2
"sampling 10","plot 6","p","elre",0.2
"sampling 10","plot 6","p","elre",0.2
"sampling 10","plot 6","p","elre",0.2
"sampling 10","plot 6","p","fear",0.12
"sampling 10","plot 6","p","gedi",0.01
"sampling 10","plot 6","p","gedi",0.01
"sampling 10","plot 6","p","gedi",0.01
"sampling 10","plot 6","p","gedi",0.01
"sampling 10","plot 6","p","gedi",0.01
"sampling 10","plot 6","p","mear",0.08
"sampling 10","plot 6","p","mear",0.08
"sampling 10","plot 6","p","mear",0.08
"sampling 10","plot 6","p","mear",0.08
"sampling 10","plot 6","p","mear",0.08
"sampling 10","plot 6","p","melu",0.03
"sampling 10","plot 6","p","ni_p6_1",0.08
"sampling 10","plot 6","p","ni_p6_2",0.02
"sampling 10","plot 6","p","pore",0.25
"sampling 10","plot 6","p","pore",0.25
"sampling 10","plot 6","p","pore",0.25
"sampling 10","plot 6","p","pore",0.25
"sampling 10","plot 6","p","pore",0.25
"sampling 10","plot 6","p","shar",0.06
"sampling 10","plot 6","p","shar",0.06
"sampling 10","plot 6","p","shar",0.06
"sampling 10","plot 6","p","shar",0.06
"sampling 10","plot 6","p","shar",0.06
"sampling 10","plot 6","p","to",0.005
"sampling 10","plot 6","p","trre",0.01
"sampling 10","plot 6","p","veof",0.01
"sampling 10","plot 6","p","vepe",0.01
"sampling 10","plot 6","p","vepe",0.01
"sampling 10","plot 6","p","vepe",0.01
"sampling 10","plot 6","p","vepe",0.01
"sampling 10","plot 6","p","vepe",0.01
"sampling 2","plot 6","p","elre",0.01
"sampling 2","plot 6","p","elre",0.01
"sampling 2","plot 6","p","fear",0.015
"sampling 2","plot 6","p","fear",0.015
"sampling 2","plot 6","p","pore",0.009
"sampling 2","plot 6","p","pore",0.009
"sampling 2","plot 6","p","pore",0.009
"sampling 3","plot 6","p","coar",0.02
"sampling 3","plot 6","p","elre",0.07
"sampling 3","plot 6","p","elre",0.07
"sampling 3","plot 6","p","elre",0.07
"sampling 3","plot 6","p","elre",0.07
"sampling 3","plot 6","p","elre",0.07
"sampling 3","plot 6","p","fear",0.15
"sampling 3","plot 6","p","fear",0.15
"sampling 3","plot 6","p","mear",0.01
"sampling 3","plot 6","p","pore",0.15
"sampling 3","plot 6","p","pore",0.15
"sampling 3","plot 6","p","pore",0.15
"sampling 3","plot 6","p","pore",0.15
"sampling 3","plot 6","p","pore",0.15
"sampling 3","plot 6","p","shar",0.06
"sampling 3","plot 6","p","shar",0.06
"sampling 3","plot 6","p","shar",0.06
"sampling 3","plot 6","p","shar",0.06
"sampling 3","plot 6","p","shar",0.06
"sampling 4","plot 6","p","asteraceae",0.01
"sampling 4","plot 6","p","coar",0.06
"sampling 4","plot 6","p","coar",0.06
"sampling 4","plot 6","p","coar",0.06
"sampling 4","plot 6","p","elre",0.11
"sampling 4","plot 6","p","elre",0.11
"sampling 4","plot 6","p","elre",0.11
"sampling 4","plot 6","p","elre",0.11
"sampling 4","plot 6","p","elre",0.11
"sampling 4","plot 6","p","fear",0.12
"sampling 4","plot 6","p","mear",0.01
"sampling 4","plot 6","p","mear",0.01
"sampling 4","plot 6","p","pore",0.18
"sampling 4","plot 6","p","pore",0.18
"sampling 4","plot 6","p","pore",0.18
"sampling 4","plot 6","p","pore",0.18
"sampling 4","plot 6","p","pore",0.18
"sampling 4","plot 6","p","shar",0.06
"sampling 4","plot 6","p","shar",0.06
"sampling 4","plot 6","p","shar",0.06
"sampling 4","plot 6","p","shar",0.06
"sampling 4","plot 6","p","shar",0.06
"sampling 5","plot 6","p","coar",0.04
"sampling 5","plot 6","p","coar",0.04
"sampling 5","plot 6","p","coar",0.04
"sampling 5","plot 6","p","cyec",0.01
"sampling 5","plot 6","p","cyec",0.01
"sampling 5","plot 6","p","elre",0.3
"sampling 5","plot 6","p","elre",0.3
"sampling 5","plot 6","p","elre",0.3
"sampling 5","plot 6","p","elre",0.3
"sampling 5","plot 6","p","elre",0.3
"sampling 5","plot 6","p","fear",0.22
"sampling 5","plot 6","p","mear",0.02
"sampling 5","plot 6","p","ni_p6_1",0.03
"sampling 5","plot 6","p","pore",0.22
"sampling 5","plot 6","p","pore",0.22
"sampling 5","plot 6","p","pore",0.22
"sampling 5","plot 6","p","pore",0.22
"sampling 5","plot 6","p","pore",0.22
"sampling 5","plot 6","p","shar",0.15
"sampling 5","plot 6","p","shar",0.15
"sampling 5","plot 6","p","shar",0.15
"sampling 5","plot 6","p","shar",0.15
"sampling 5","plot 6","p","shar",0.15
"sampling 6","plot 6","p","coar",0.08
"sampling 6","plot 6","p","coar",0.08
"sampling 6","plot 6","p","coar",0.08
"sampling 6","plot 6","p","coar",0.08
"sampling 6","plot 6","p","elre",0.1
"sampling 6","plot 6","p","elre",0.1
"sampling 6","plot 6","p","elre",0.1
"sampling 6","plot 6","p","elre",0.1
"sampling 6","plot 6","p","elre",0.1
"sampling 6","plot 6","p","fear",0.15
"sampling 6","plot 6","p","ni_p6_1",0.02
"sampling 6","plot 6","p","pore",0.25
"sampling 6","plot 6","p","pore",0.25
"sampling 6","plot 6","p","pore",0.25
"sampling 6","plot 6","p","pore",0.25
"sampling 6","plot 6","p","pore",0.25
"sampling 6","plot 6","p","shar",0.05
"sampling 6","plot 6","p","shar",0.05
"sampling 6","plot 6","p","shar",0.05
"sampling 6","plot 6","p","shar",0.05
"sampling 6","plot 6","p","shar",0.05
"sampling 6","plot 6","p","veof",0.02
"sampling 6","plot 6","p","veof",0.02
"sampling 7","plot 6","p","coar",0.06
"sampling 7","plot 6","p","coar",0.06
"sampling 7","plot 6","p","coar",0.06
"sampling 7","plot 6","p","coar",0.06
"sampling 7","plot 6","p","elre",0.2
"sampling 7","plot 6","p","elre",0.2
"sampling 7","plot 6","p","elre",0.2
"sampling 7","plot 6","p","elre",0.2
"sampling 7","plot 6","p","elre",0.2
"sampling 7","plot 6","p","fear",0.2
"sampling 7","plot 6","p","mear",0.09
"sampling 7","plot 6","p","mear",0.09
"sampling 7","plot 6","p","mear",0.09
"sampling 7","plot 6","p","mear",0.09
"sampling 7","plot 6","p","mear",0.09
"sampling 7","plot 6","p","melu",0.03
"sampling 7","plot 6","p","ni_p6_1",0.05
"sampling 7","plot 6","p","pore",0.26
"sampling 7","plot 6","p","pore",0.26
"sampling 7","plot 6","p","pore",0.26
"sampling 7","plot 6","p","pore",0.26
"sampling 7","plot 6","p","pore",0.26
"sampling 7","plot 6","p","shar",0.04
"sampling 7","plot 6","p","shar",0.04
"sampling 7","plot 6","p","shar",0.04
"sampling 7","plot 6","p","shar",0.04
"sampling 7","plot 6","p","shar",0.04
"sampling 7","plot 6","p","veof",0.03
"sampling 7","plot 6","p","veof",0.03
