"sampling","plot","treatment","species","abundance"
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","shar",0.15
"sampling 0","plot 1","w","tono",0.05
"sampling 0","plot 1","w","tono",0.05
"sampling 0","plot 1","w","tono",0.05
"sampling 0","plot 1","w","trdu",0.05
"sampling 0","plot 1","w","trdu",0.05
"sampling 0","plot 1","w","trdu",0.05
"sampling 0","plot 1","w","trnu",0.01
"sampling 0","plot 1","w","visa",0.15
"sampling 0","plot 1","w","visa",0.15
"sampling 0","plot 1","w","visa",0.15
"sampling 0","plot 1","w","visa",0.15
"sampling 0","plot 1","w","visa",0.15
"sampling 0","plot 1","w","visa",0.15
"sampling 1","plot 1","w","apar",0.03
"sampling 1","plot 1","w","apar",0.03
"sampling 1","plot 1","w","apar",0.03
"sampling 1","plot 1","w","bepe",0.01
"sampling 1","plot 1","w","bepe",0.01
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brho",0.15
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","brst",0.2
"sampling 1","plot 1","w","cegl",0.005
"sampling 1","plot 1","w","cegl",0.005
"sampling 1","plot 1","w","dile",0.01
"sampling 1","plot 1","w","dile",0.01
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.06
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","fear",0.2
"sampling 1","plot 1","w","gedi",0.04
"sampling 1","plot 1","w","gedi",0.04
"sampling 1","plot 1","w","gedi",0.04
"sampling 1","plot 1","w","mepo",0.08
"sampling 1","plot 1","w","mepo",0.08
"sampling 1","plot 1","w","mepo",0.08
"sampling 1","plot 1","w","plla",0.12
"sampling 1","plot 1","w","plla",0.12
"sampling 1","plot 1","w","plla",0.12
"sampling 1","plot 1","w","plla",0.12
"sampling 1","plot 1","w","poan",0.03
"sampling 1","plot 1","w","poan",0.03
"sampling 1","plot 1","w","poan",0.03
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","shar",0.08
"sampling 1","plot 1","w","tono",0.03
"sampling 1","plot 1","w","tono",0.03
"sampling 1","plot 1","w","tono",0.03
"sampling 1","plot 1","w","trdu",0.06
"sampling 1","plot 1","w","trdu",0.06
"sampling 1","plot 1","w","trdu",0.06
"sampling 1","plot 1","w","trdu",0.06
"sampling 1","plot 1","w","visa",0.04
"sampling 1","plot 1","w","visa",0.04
"sampling 1","plot 1","w","visa",0.04
"sampling 10","plot 1","w","cadi",0.06
"sampling 10","plot 1","w","fear",0.45
"sampling 10","plot 1","w","fear",0.45
"sampling 10","plot 1","w","fear",0.45
"sampling 10","plot 1","w","fear",0.45
"sampling 10","plot 1","w","fear",0.45
"sampling 10","plot 1","w","gedi",0.01
"sampling 10","plot 1","w","ni_p1_1",0.1
"sampling 10","plot 1","w","ni_p1_1",0.1
"sampling 10","plot 1","w","ni_p1_1",0.1
"sampling 10","plot 1","w","ni_p1_1",0.1
"sampling 10","plot 1","w","ni_p1_1",0.1
"sampling 10","plot 1","w","plla",0.03
"sampling 10","plot 1","w","shar",0.02
"sampling 10","plot 1","w","shar",0.02
"sampling 10","plot 1","w","shar",0.02
"sampling 10","plot 1","w","shar",0.02
"sampling 10","plot 1","w","shar",0.02
"sampling 10","plot 1","w","to",0.005
"sampling 10","plot 1","w","to",0.005
"sampling 10","plot 1","w","to",0.005
"sampling 10","plot 1","w","to",0.005
"sampling 10","plot 1","w","to",0.005
"sampling 2","plot 1","w","avst",0.03
"sampling 2","plot 1","w","avst",0.03
"sampling 2","plot 1","w","brho",0.1
"sampling 2","plot 1","w","brho",0.1
"sampling 2","plot 1","w","brho",0.1
"sampling 2","plot 1","w","brho",0.1
"sampling 2","plot 1","w","brho",0.1
"sampling 2","plot 1","w","brst",0.1
"sampling 2","plot 1","w","brst",0.1
"sampling 2","plot 1","w","brst",0.1
"sampling 2","plot 1","w","brst",0.1
"sampling 2","plot 1","w","brst",0.1
"sampling 2","plot 1","w","cadi",0.01
"sampling 2","plot 1","w","cyec",0.01
"sampling 2","plot 1","w","cyec",0.01
"sampling 2","plot 1","w","cyec",0.01
"sampling 2","plot 1","w","dagl",0.01
"sampling 2","plot 1","w","fear",0.05
"sampling 2","plot 1","w","fear",0.05
"sampling 2","plot 1","w","fear",0.05
"sampling 2","plot 1","w","fear",0.05
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","fear",0.3
"sampling 2","plot 1","w","gedi",0.02
"sampling 2","plot 1","w","hyra",0.02
"sampling 2","plot 1","w","hyra",0.02
"sampling 2","plot 1","w","mear",0.02
"sampling 2","plot 1","w","melu",0.04
"sampling 2","plot 1","w","melu",0.04
"sampling 2","plot 1","w","melu",0.04
"sampling 2","plot 1","w","plla",0.06
"sampling 2","plot 1","w","plla",0.06
"sampling 2","plot 1","w","plla",0.06
"sampling 2","plot 1","w","plla",0.06
"sampling 2","plot 1","w","shar",0.02
"sampling 2","plot 1","w","shar",0.02
"sampling 2","plot 1","w","shar",0.02
"sampling 2","plot 1","w","tono",0.02
"sampling 2","plot 1","w","tono",0.02
"sampling 2","plot 1","w","tono",0.02
"sampling 2","plot 1","w","visa",0.05
"sampling 2","plot 1","w","visa",0.05
"sampling 2","plot 1","w","visa",0.05
"sampling 3","plot 1","w","avst",0.05
"sampling 3","plot 1","w","avst",0.05
"sampling 3","plot 1","w","brst",0.02
"sampling 3","plot 1","w","cadi",0.02
"sampling 3","plot 1","w","cegl",0.01
"sampling 3","plot 1","w","crca",0.01
"sampling 3","plot 1","w","cyec",0.05
"sampling 3","plot 1","w","cyec",0.05
"sampling 3","plot 1","w","cyec",0.05
"sampling 3","plot 1","w","fear",0.5
"sampling 3","plot 1","w","fear",0.5
"sampling 3","plot 1","w","fear",0.5
"sampling 3","plot 1","w","fear",0.5
"sampling 3","plot 1","w","fear",0.5
"sampling 3","plot 1","w","gedi",0.01
"sampling 3","plot 1","w","hyra",0.06
"sampling 3","plot 1","w","hyra",0.06
"sampling 3","plot 1","w","hyra",0.06
"sampling 3","plot 1","w","melu",0.04
"sampling 3","plot 1","w","plla",0.1
"sampling 3","plot 1","w","plla",0.1
"sampling 3","plot 1","w","plla",0.1
"sampling 3","plot 1","w","plla",0.1
"sampling 3","plot 1","w","plla",0.1
"sampling 3","plot 1","w","shar",0.03
"sampling 3","plot 1","w","shar",0.03
"sampling 3","plot 1","w","shar",0.03
"sampling 3","plot 1","w","shar",0.03
"sampling 3","plot 1","w","shar",0.03
"sampling 3","plot 1","w","tono",0.03
"sampling 3","plot 1","w","tono",0.03
"sampling 3","plot 1","w","visa",0.02
"sampling 4","plot 1","w","bepe",0.025
"sampling 4","plot 1","w","bepe",0.025
"sampling 4","plot 1","w","bepe",0.025
"sampling 4","plot 1","w","bepe",0.025
"sampling 4","plot 1","w","bepe",0.025
"sampling 4","plot 1","w","cadi",0.05
"sampling 4","plot 1","w","cegl",0.005
"sampling 4","plot 1","w","cegl",0.005
"sampling 4","plot 1","w","cyec",0.01
"sampling 4","plot 1","w","fear",0.3
"sampling 4","plot 1","w","fear",0.3
"sampling 4","plot 1","w","fear",0.3
"sampling 4","plot 1","w","hyra",0.01
"sampling 4","plot 1","w","plla",0.15
"sampling 4","plot 1","w","plla",0.15
"sampling 4","plot 1","w","plla",0.15
"sampling 4","plot 1","w","plla",0.15
"sampling 4","plot 1","w","plla",0.15
"sampling 5","plot 1","w","cadi",0.12
"sampling 5","plot 1","w","cegl",0.02
"sampling 5","plot 1","w","fear",0.4
"sampling 5","plot 1","w","fear",0.4
"sampling 5","plot 1","w","fear",0.4
"sampling 5","plot 1","w","fear",0.4
"sampling 5","plot 1","w","fear",0.4
"sampling 5","plot 1","w","hyra",0.03
"sampling 5","plot 1","w","hyra",0.03
"sampling 5","plot 1","w","plla",0.12
"sampling 5","plot 1","w","plla",0.12
"sampling 5","plot 1","w","plla",0.12
"sampling 5","plot 1","w","plla",0.12
"sampling 5","plot 1","w","plla",0.12
"sampling 6","plot 1","w","cadi",0.1
"sampling 6","plot 1","w","fear",0.3
"sampling 6","plot 1","w","fear",0.3
"sampling 6","plot 1","w","fear",0.3
"sampling 6","plot 1","w","fear",0.3
"sampling 6","plot 1","w","fear",0.3
"sampling 6","plot 1","w","plla",0.2
"sampling 6","plot 1","w","plla",0.2
"sampling 7","plot 1","w","cadi",0.02
"sampling 7","plot 1","w","fear",0.4
"sampling 7","plot 1","w","fear",0.4
"sampling 7","plot 1","w","fear",0.4
"sampling 7","plot 1","w","fear",0.4
"sampling 7","plot 1","w","fear",0.4
"sampling 7","plot 1","w","plla",0.07
"sampling 7","plot 1","w","plla",0.07
"sampling 8","plot 1","w","cadi",0.12
"sampling 8","plot 1","w","cadi",0.12
"sampling 8","plot 1","w","fear",0.45
"sampling 8","plot 1","w","fear",0.45
"sampling 8","plot 1","w","fear",0.45
"sampling 8","plot 1","w","fear",0.45
"sampling 8","plot 1","w","fear",0.45
"sampling 8","plot 1","w","ni_p1_1",0.2
"sampling 8","plot 1","w","ni_p1_1",0.2
"sampling 8","plot 1","w","ni_p1_1",0.2
"sampling 8","plot 1","w","ni_p1_1",0.2
"sampling 8","plot 1","w","ni_p1_1",0.2
"sampling 8","plot 1","w","to",0.01
"sampling 8","plot 1","w","to",0.01
"sampling 9","plot 1","w","cadi",0.08
"sampling 9","plot 1","w","fear",0.4
"sampling 9","plot 1","w","fear",0.4
"sampling 9","plot 1","w","fear",0.4
"sampling 9","plot 1","w","fear",0.4
"sampling 9","plot 1","w","fear",0.4
"sampling 9","plot 1","w","ni_p1_1",0.17
"sampling 9","plot 1","w","ni_p1_1",0.17
"sampling 9","plot 1","w","ni_p1_1",0.17
"sampling 9","plot 1","w","ni_p1_1",0.17
"sampling 9","plot 1","w","ni_p1_1",0.17
"sampling 9","plot 1","w","plla",0.03
"sampling 9","plot 1","w","shar",0.06
"sampling 9","plot 1","w","shar",0.06
"sampling 9","plot 1","w","shar",0.06
"sampling 9","plot 1","w","shar",0.06
"sampling 9","plot 1","w","shar",0.06
"sampling 9","plot 1","w","to",0.05
"sampling 9","plot 1","w","to",0.05
"sampling 9","plot 1","w","to",0.05
"sampling 9","plot 1","w","to",0.05
"sampling 9","plot 1","w","to",0.05
"sampling 9","plot 1","w","visa",0.01
"sampling 11","plot 1","w","ni_p1_1",0.2
"sampling 11","plot 1","w","ni_p1_1",0.2
"sampling 11","plot 1","w","ni_p1_1",0.2
"sampling 11","plot 1","w","ni_p1_1",0.2
"sampling 11","plot 1","w","ni_p1_1",0.2
"sampling 11","plot 1","w","fear",0.4
"sampling 11","plot 1","w","fear",0.4
"sampling 11","plot 1","w","fear",0.4
"sampling 11","plot 1","w","fear",0.4
"sampling 11","plot 1","w","fear",0.4
"sampling 11","plot 1","w","asteraceae",0.03
"sampling 11","plot 1","w","visa",0.06
"sampling 11","plot 1","w","visa",0.06
"sampling 11","plot 1","w","visa",0.06
"sampling 11","plot 1","w","visa",0.06
"sampling 11","plot 1","w","visa",0.06
"sampling 11","plot 1","w","shar",0.07
"sampling 11","plot 1","w","shar",0.07
"sampling 11","plot 1","w","shar",0.07
"sampling 11","plot 1","w","shar",0.07
"sampling 11","plot 1","w","shar",0.07
"sampling 11","plot 1","w","cadi",0.05
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","to",0.07
"sampling 11","plot 1","w","bepe",0.02
"sampling 11","plot 1","w","gedi",0.05
"sampling 11","plot 1","w","gedi",0.05
"sampling 11","plot 1","w","plla",0.04
"sampling 11","plot 1","w","plla",0.04
"sampling 0","plot 16","w","rapa",0.002
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 16","w","avst",0.005
"sampling 0","plot 16","w","avst",0.005
"sampling 0","plot 16","w","avst",0.005
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","brst",0.95
"sampling 0","plot 16","w","coar",0.01
"sampling 0","plot 16","w","coar",0.01
"sampling 0","plot 16","w","coar",0.01
"sampling 0","plot 16","w","gemo",0.005
"sampling 0","plot 16","w","gemo",0.005
"sampling 0","plot 16","w","gemo",0.005
"sampling 0","plot 16","w","gemo",0.005
"sampling 0","plot 16","w","libi",0.002
"sampling 0","plot 16","w","mear",0.005
"sampling 0","plot 16","w","mear",0.005
"sampling 0","plot 16","w","mear",0.005
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 16","w","shar",0.005
"sampling 0","plot 16","w","shar",0.005
"sampling 0","plot 16","w","shar",0.005
"sampling 0","plot 16","w","tono",0.005
"sampling 0","plot 16","w","tono",0.005
"sampling 0","plot 16","w","tono",0.005
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","avst",0.35
"sampling 1","plot 16","w","brho",0.02
"sampling 1","plot 16","w","brho",0.02
"sampling 1","plot 16","w","brho",0.02
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","brst",0.55
"sampling 1","plot 16","w","coar",0.04
"sampling 1","plot 16","w","coar",0.04
"sampling 1","plot 16","w","coar",0.04
"sampling 1","plot 16","w","dagl",0.02
"sampling 1","plot 16","w","gemo",0.01
"sampling 1","plot 16","w","gemo",0.01
"sampling 1","plot 16","w","homu",0.03
"sampling 1","plot 16","w","homu",0.03
"sampling 1","plot 16","w","homu",0.03
"sampling 1","plot 16","w","libi",0.01
"sampling 1","plot 16","w","mear",0.02
"sampling 1","plot 16","w","shar",0.01
"sampling 1","plot 16","w","shar",0.01
"sampling 1","plot 16","w","tono",0.02
"sampling 1","plot 16","w","tono",0.02
"sampling 1","plot 16","w","visa",0.01
"sampling 1","plot 16","w","visa",0.01
"sampling 10","plot 16","w","coar",0.25
"sampling 10","plot 16","w","coar",0.25
"sampling 10","plot 16","w","coar",0.25
"sampling 10","plot 16","w","coar",0.25
"sampling 10","plot 16","w","coar",0.25
"sampling 10","plot 16","w","libi",0.01
"sampling 10","plot 16","w","libi",0.01
"sampling 10","plot 16","w","libi",0.01
"sampling 10","plot 16","w","libi",0.01
"sampling 10","plot 16","w","ni_p16_1",0.7
"sampling 10","plot 16","w","ni_p16_1",0.7
"sampling 10","plot 16","w","ni_p16_1",0.7
"sampling 10","plot 16","w","ni_p16_1",0.7
"sampling 10","plot 16","w","ni_p16_1",0.7
"sampling 10","plot 16","w","shar",0.01
"sampling 10","plot 16","w","shar",0.01
"sampling 10","plot 16","w","shar",0.01
"sampling 10","plot 16","w","shar",0.01
"sampling 10","plot 16","w","shar",0.01
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","avst",0.18
"sampling 2","plot 16","w","brst",0.3
"sampling 2","plot 16","w","brst",0.3
"sampling 2","plot 16","w","brst",0.3
"sampling 2","plot 16","w","brst",0.3
"sampling 2","plot 16","w","brst",0.3
"sampling 2","plot 16","w","coar",0.07
"sampling 2","plot 16","w","coar",0.07
"sampling 2","plot 16","w","coar",0.07
"sampling 2","plot 16","w","coar",0.07
"sampling 2","plot 16","w","cyec",0.03
"sampling 2","plot 16","w","cyec",0.03
"sampling 2","plot 16","w","cyec",0.03
"sampling 2","plot 16","w","homu",0.02
"sampling 2","plot 16","w","homu",0.02
"sampling 2","plot 16","w","libi",0.04
"sampling 2","plot 16","w","libi",0.04
"sampling 2","plot 16","w","mear",0.02
"sampling 2","plot 16","w","mear",0.02
"sampling 2","plot 16","w","shar",0.03
"sampling 2","plot 16","w","shar",0.03
"sampling 2","plot 16","w","tono",0.03
"sampling 2","plot 16","w","tono",0.03
"sampling 2","plot 16","w","tono",0.03
"sampling 2","plot 16","w","visa",0.01
"sampling 3","plot 16","w","avst",0.1
"sampling 3","plot 16","w","avst",0.1
"sampling 3","plot 16","w","avst",0.1
"sampling 3","plot 16","w","avst",0.1
"sampling 3","plot 16","w","avst",0.1
"sampling 3","plot 16","w","cadi",0.02
"sampling 3","plot 16","w","coar",0.15
"sampling 3","plot 16","w","coar",0.15
"sampling 3","plot 16","w","coar",0.15
"sampling 3","plot 16","w","coar",0.15
"sampling 3","plot 16","w","coar",0.15
"sampling 3","plot 16","w","cyec",0.04
"sampling 3","plot 16","w","cyec",0.04
"sampling 3","plot 16","w","cyec",0.04
"sampling 3","plot 16","w","cyec",0.04
"sampling 3","plot 16","w","cyec",0.04
"sampling 3","plot 16","w","dagl",0.03
"sampling 3","plot 16","w","fear",0.06
"sampling 3","plot 16","w","libi",0.02
"sampling 3","plot 16","w","libi",0.02
"sampling 3","plot 16","w","libi",0.02
"sampling 3","plot 16","w","plla",0.01
"sampling 3","plot 16","w","toar",0.02
"sampling 3","plot 16","w","toar",0.02
"sampling 3","plot 16","w","toar",0.02
"sampling 3","plot 16","w","toar",0.02
"sampling 4","plot 16","w","cadi",0.08
"sampling 4","plot 16","w","coar",0.12
"sampling 4","plot 16","w","coar",0.12
"sampling 4","plot 16","w","coar",0.12
"sampling 4","plot 16","w","coar",0.12
"sampling 4","plot 16","w","coar",0.12
"sampling 4","plot 16","w","cyec",0.03
"sampling 4","plot 16","w","cyec",0.03
"sampling 4","plot 16","w","dagl",0.07
"sampling 4","plot 16","w","fear",0.09
"sampling 4","plot 16","w","libi",0.02
"sampling 4","plot 16","w","libi",0.02
"sampling 4","plot 16","w","libi",0.02
"sampling 4","plot 16","w","libi",0.02
"sampling 5","plot 16","w","avst",0.02
"sampling 5","plot 16","w","avst",0.02
"sampling 5","plot 16","w","avst",0.02
"sampling 5","plot 16","w","avst",0.02
"sampling 5","plot 16","w","avst",0.02
"sampling 5","plot 16","w","cadi",0.06
"sampling 5","plot 16","w","coar",0.18
"sampling 5","plot 16","w","coar",0.18
"sampling 5","plot 16","w","coar",0.18
"sampling 5","plot 16","w","coar",0.18
"sampling 5","plot 16","w","coar",0.18
"sampling 5","plot 16","w","dagl",0.07
"sampling 5","plot 16","w","fear",0.09
"sampling 5","plot 16","w","fear",0.09
"sampling 5","plot 16","w","fear",0.09
"sampling 5","plot 16","w","fear",0.09
"sampling 5","plot 16","w","libi",0.04
"sampling 6","plot 16","w","avst",0.02
"sampling 6","plot 16","w","cadi",0.08
"sampling 6","plot 16","w","coar",0.2
"sampling 6","plot 16","w","coar",0.2
"sampling 6","plot 16","w","coar",0.2
"sampling 6","plot 16","w","coar",0.2
"sampling 6","plot 16","w","coar",0.2
"sampling 6","plot 16","w","dagl",0.06
"sampling 6","plot 16","w","fear",0.04
"sampling 7","plot 16","w","cadi",0.1
"sampling 7","plot 16","w","coar",0.4
"sampling 7","plot 16","w","coar",0.4
"sampling 7","plot 16","w","coar",0.4
"sampling 7","plot 16","w","coar",0.4
"sampling 7","plot 16","w","coar",0.4
"sampling 8","plot 16","w","coar",0.15
"sampling 8","plot 16","w","coar",0.15
"sampling 8","plot 16","w","coar",0.15
"sampling 8","plot 16","w","coar",0.15
"sampling 8","plot 16","w","coar",0.15
"sampling 8","plot 16","w","ni_p16_1",0.95
"sampling 8","plot 16","w","ni_p16_1",0.95
"sampling 8","plot 16","w","ni_p16_1",0.95
"sampling 8","plot 16","w","ni_p16_1",0.95
"sampling 8","plot 16","w","ni_p16_1",0.95
"sampling 9","plot 16","w","coar",0.3
"sampling 9","plot 16","w","coar",0.3
"sampling 9","plot 16","w","coar",0.3
"sampling 9","plot 16","w","coar",0.3
"sampling 9","plot 16","w","coar",0.3
"sampling 9","plot 16","w","gedi",0.01
"sampling 9","plot 16","w","libi",0.01
"sampling 9","plot 16","w","ni_p16_1",0.65
"sampling 9","plot 16","w","ni_p16_1",0.65
"sampling 9","plot 16","w","ni_p16_1",0.65
"sampling 9","plot 16","w","ni_p16_1",0.65
"sampling 9","plot 16","w","ni_p16_1",0.65
"sampling 9","plot 16","w","shar",0.01
"sampling 9","plot 16","w","shar",0.01
"sampling 9","plot 16","w","shar",0.01
"sampling 9","plot 16","w","shar",0.01
"sampling 9","plot 16","w","shar",0.01
"sampling 11","plot 16","w","ni_p16_1",0.95
"sampling 11","plot 16","w","ni_p16_1",0.95
"sampling 11","plot 16","w","ni_p16_1",0.95
"sampling 11","plot 16","w","ni_p16_1",0.95
"sampling 11","plot 16","w","ni_p16_1",0.95
"sampling 11","plot 16","w","coar",0.01
"sampling 11","plot 16","w","coar",0.01
"sampling 11","plot 16","w","coar",0.01
"sampling 11","plot 16","w","coar",0.01
"sampling 11","plot 16","w","coar",0.01
"sampling 11","plot 16","w","gedi",0.01
"sampling 11","plot 16","w","shar",0.01
"sampling 11","plot 16","w","shar",0.01
"sampling 11","plot 16","w","shar",0.01
"sampling 11","plot 16","w","shar",0.01
"sampling 11","plot 16","w","shar",0.01
"sampling 11","plot 16","w","libi",0.02
"sampling 11","plot 16","w","libi",0.02
"sampling 11","plot 16","w","visa",0.01
"sampling 11","plot 16","w","visa",0.01
"sampling 11","plot 16","w","libi",0.02
"sampling 11","plot 16","w","visa",0.01
"sampling 11","plot 16","w","visa",0.01
"sampling 11","plot 16","w","visa",0.01
"sampling 11","plot 16","w","to",0.01
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 8","w","rapa",0.3
"sampling 0","plot 9","w","rapa",0.1
"sampling 0","plot 9","w","rapa",0.1
"sampling 0","plot 9","w","rapa",0.1
"sampling 0","plot 9","w","rapa",0.1
"sampling 0","plot 9","w","rapa",0.1
"sampling 1","plot 1","w","rapa",0.1
"sampling 1","plot 1","w","rapa",0.1
"sampling 1","plot 1","w","rapa",0.1
