"sampling","plot","treatment","species","abundance"
"sampling 1","plot 1","w","rapa",0.1
"sampling 1","plot 1","w","rapa",0.1
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 8","w","rapa",0.25
"sampling 1","plot 9","w","rapa",0.07
"sampling 1","plot 9","w","rapa",0.07
"sampling 1","plot 9","w","rapa",0.07
"sampling 1","plot 9","w","rapa",0.07
"sampling 11","plot 16","w","rapa",0.005
"sampling 11","plot 16","w","rapa",0.005
"sampling 11","plot 16","w","rapa",0.005
"sampling 11","plot 16","w","rapa",0.005
"sampling 11","plot 16","w","rapa",0.005
"sampling 2","plot 1","w","rapa",0.05
"sampling 2","plot 1","w","rapa",0.05
"sampling 2","plot 1","w","rapa",0.05
"sampling 0","plot 8","w","brho",0.01
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","fear",0.4
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","gedi",0.2
"sampling 0","plot 8","w","mear",0.01
"sampling 0","plot 8","w","poan",0.01
"sampling 0","plot 8","w","poan",0.01
"sampling 0","plot 8","w","pore",0.06
"sampling 0","plot 8","w","pore",0.06
"sampling 0","plot 8","w","pore",0.06
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 8","w","rapa",0.2
"sampling 0","plot 8","w","tono",0.06
"sampling 0","plot 8","w","tono",0.06
"sampling 0","plot 8","w","visa",0.01
"sampling 1","plot 8","w","apar",0.01
"sampling 1","plot 8","w","brho",0.01
"sampling 1","plot 8","w","coar",0.03
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","elre",0.3
"sampling 1","plot 8","w","fear",0.01
"sampling 1","plot 8","w","fear",0.01
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","gedi",0.25
"sampling 1","plot 8","w","mear",0.02
"sampling 1","plot 8","w","poan",0.02
"sampling 1","plot 8","w","poan",0.02
"sampling 1","plot 8","w","pore",0.04
"sampling 1","plot 8","w","pore",0.04
"sampling 1","plot 8","w","pore",0.04
"sampling 2","plot 8","w","rapa",0.2
"sampling 2","plot 9","w","rapa",0.03
"sampling 2","plot 9","w","rapa",0.03
"sampling 2","plot 9","w","rapa",0.03
"sampling 3","plot 8","w","rapa",0.01
"sampling 1","plot 8","w","tono",0.03
"sampling 1","plot 8","w","tono",0.03
"sampling 1","plot 8","w","trre",0.01
"sampling 10","plot 8","w","bepe",0.03
"sampling 10","plot 8","w","bepe",0.03
"sampling 10","plot 8","w","coar",0.08
"sampling 10","plot 8","w","coar",0.08
"sampling 10","plot 8","w","coar",0.08
"sampling 10","plot 8","w","coar",0.08
"sampling 10","plot 8","w","coar",0.08
"sampling 10","plot 8","w","elre",0.85
"sampling 10","plot 8","w","elre",0.85
"sampling 10","plot 8","w","elre",0.85
"sampling 10","plot 8","w","elre",0.85
"sampling 10","plot 8","w","elre",0.85
"sampling 10","plot 8","w","gedi",0.1
"sampling 10","plot 8","w","gedi",0.1
"sampling 10","plot 8","w","gedi",0.1
"sampling 10","plot 8","w","gedi",0.1
"sampling 10","plot 8","w","gedi",0.1
"sampling 10","plot 8","w","ni_p8_1",0.01
"sampling 10","plot 8","w","pore",0.01
"sampling 10","plot 8","w","pore",0.01
"sampling 10","plot 8","w","shar",0.01
"sampling 10","plot 8","w","to",0.01
"sampling 10","plot 8","w","to",0.01
"sampling 10","plot 8","w","to",0.01
"sampling 2","plot 8","w","bepe",0.01
"sampling 2","plot 8","w","brho",0.01
"sampling 2","plot 8","w","coar",0.03
"sampling 2","plot 8","w","coar",0.03
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","elre",0.24
"sampling 2","plot 8","w","fear",0.01
"sampling 2","plot 8","w","fear",0.01
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","gedi",0.2
"sampling 2","plot 8","w","mear",0.06
"sampling 2","plot 8","w","mear",0.06
"sampling 2","plot 8","w","mear",0.06
"sampling 2","plot 8","w","poan",0.01
"sampling 2","plot 8","w","poan",0.01
"sampling 2","plot 8","w","pore",0.1
"sampling 2","plot 8","w","pore",0.1
"sampling 2","plot 8","w","pore",0.1
"sampling 2","plot 8","w","pore",0.1
"sampling 2","plot 8","w","pore",0.1
"sampling 2","plot 8","w","tono",0.08
"sampling 2","plot 8","w","tono",0.08
"sampling 2","plot 8","w","trre",0.03
"sampling 3","plot 8","w","cegl",0.01
"sampling 3","plot 8","w","coar",0.02
"sampling 3","plot 8","w","coar",0.02
"sampling 3","plot 8","w","elre",0.3
"sampling 3","plot 8","w","elre",0.3
"sampling 3","plot 8","w","elre",0.3
"sampling 3","plot 8","w","elre",0.3
"sampling 3","plot 8","w","elre",0.3
"sampling 3","plot 8","w","gedi",0.02
"sampling 3","plot 8","w","pore",0.1
"sampling 3","plot 8","w","pore",0.1
"sampling 3","plot 8","w","pore",0.1
"sampling 3","plot 8","w","pore",0.1
"sampling 3","plot 8","w","pore",0.1
"sampling 3","plot 8","w","toar",0.15
"sampling 3","plot 8","w","tono",0.05
"sampling 3","plot 8","w","tono",0.05
"sampling 3","plot 8","w","trre",0.02
"sampling 4","plot 8","w","cegl",0.01
"sampling 4","plot 8","w","coar",0.02
"sampling 4","plot 8","w","coar",0.02
"sampling 4","plot 8","w","elre",0.45
"sampling 4","plot 8","w","elre",0.45
"sampling 4","plot 8","w","elre",0.45
"sampling 4","plot 8","w","elre",0.45
"sampling 4","plot 8","w","elre",0.45
"sampling 4","plot 8","w","fear",0.01
"sampling 4","plot 8","w","poan",0.14
"sampling 4","plot 8","w","poan",0.14
"sampling 4","plot 8","w","poan",0.14
"sampling 4","plot 8","w","poan",0.14
"sampling 4","plot 8","w","poan",0.14
"sampling 4","plot 8","w","pore",0.1
"sampling 4","plot 8","w","pore",0.1
"sampling 4","plot 8","w","pore",0.1
"sampling 4","plot 8","w","pore",0.1
"sampling 5","plot 8","w","coar",0.06
"sampling 5","plot 8","w","coar",0.06
"sampling 5","plot 8","w","coar",0.06
"sampling 5","plot 8","w","elre",0.6
"sampling 5","plot 8","w","elre",0.6
"sampling 5","plot 8","w","elre",0.6
"sampling 5","plot 8","w","elre",0.6
"sampling 5","plot 8","w","elre",0.6
"sampling 5","plot 8","w","pore",0.1
"sampling 5","plot 8","w","pore",0.1
"sampling 5","plot 8","w","pore",0.1
"sampling 5","plot 8","w","pore",0.1
"sampling 5","plot 8","w","pore",0.1
"sampling 6","plot 8","w","coar",0.06
"sampling 6","plot 8","w","coar",0.06
"sampling 6","plot 8","w","coar",0.06
"sampling 6","plot 8","w","elre",0.12
"sampling 6","plot 8","w","elre",0.12
"sampling 6","plot 8","w","elre",0.12
"sampling 6","plot 8","w","elre",0.12
"sampling 6","plot 8","w","elre",0.12
"sampling 6","plot 8","w","ni_p8_1",0.01
"sampling 6","plot 8","w","pore",0.08
"sampling 6","plot 8","w","pore",0.08
"sampling 6","plot 8","w","pore",0.08
"sampling 6","plot 8","w","pore",0.08
"sampling 7","plot 8","w","bepe",0.02
"sampling 7","plot 8","w","coar",0.1
"sampling 7","plot 8","w","coar",0.1
"sampling 7","plot 8","w","coar",0.1
"sampling 7","plot 8","w","elre",0.08
"sampling 7","plot 8","w","elre",0.08
"sampling 7","plot 8","w","elre",0.08
"sampling 7","plot 8","w","elre",0.08
"sampling 7","plot 8","w","elre",0.08
"sampling 7","plot 8","w","pore",0.15
"sampling 7","plot 8","w","pore",0.15
"sampling 7","plot 8","w","pore",0.15
"sampling 7","plot 8","w","pore",0.15
"sampling 7","plot 8","w","pore",0.15
"sampling 8","plot 8","w","bepe",0.02
"sampling 8","plot 8","w","bepe",0.02
"sampling 8","plot 8","w","coar",0.05
"sampling 8","plot 8","w","coar",0.05
"sampling 8","plot 8","w","coar",0.05
"sampling 8","plot 8","w","coar",0.05
"sampling 8","plot 8","w","elre",0.2
"sampling 8","plot 8","w","elre",0.2
"sampling 8","plot 8","w","elre",0.2
"sampling 8","plot 8","w","elre",0.2
"sampling 8","plot 8","w","elre",0.2
"sampling 8","plot 8","w","ni_p8_1",0.01
"sampling 8","plot 8","w","pore",0.06
"sampling 8","plot 8","w","pore",0.06
"sampling 8","plot 8","w","pore",0.06
"sampling 9","plot 8","w","bepe",0.02
"sampling 9","plot 8","w","coar",0.07
"sampling 9","plot 8","w","coar",0.07
"sampling 9","plot 8","w","coar",0.07
"sampling 9","plot 8","w","coar",0.07
"sampling 9","plot 8","w","coar",0.07
"sampling 9","plot 8","w","elre",0.6
"sampling 9","plot 8","w","elre",0.6
"sampling 9","plot 8","w","elre",0.6
"sampling 9","plot 8","w","elre",0.6
"sampling 9","plot 8","w","elre",0.6
"sampling 9","plot 8","w","gedi",0.098
"sampling 9","plot 8","w","gedi",0.098
"sampling 9","plot 8","w","gedi",0.098
"sampling 9","plot 8","w","gedi",0.098
"sampling 9","plot 8","w","gedi",0.098
"sampling 9","plot 8","w","pore",0.06
"sampling 9","plot 8","w","pore",0.06
"sampling 9","plot 8","w","pore",0.06
"sampling 9","plot 8","w","pore",0.06
"sampling 9","plot 8","w","shar",0.01
"sampling 9","plot 8","w","shar",0.01
"sampling 11","plot 8","w","elre",0.75
"sampling 11","plot 8","w","elre",0.75
"sampling 11","plot 8","w","elre",0.75
"sampling 11","plot 8","w","elre",0.75
"sampling 11","plot 8","w","elre",0.75
"sampling 11","plot 8","w","ni_p8_2",0.06
"sampling 11","plot 8","w","ni_p8_2",0.06
"sampling 11","plot 8","w","ni_p8_2",0.06
"sampling 11","plot 8","w","bepe",0.03
"sampling 11","plot 8","w","bepe",0.03
"sampling 11","plot 8","w","rabu",0.01
"sampling 11","plot 8","w","shar",0.02
"sampling 11","plot 8","w","pore",0.04
"sampling 11","plot 8","w","gedi",0.08
"sampling 11","plot 8","w","gedi",0.08
"sampling 11","plot 8","w","gedi",0.08
"sampling 11","plot 8","w","gedi",0.08
"sampling 11","plot 8","w","gedi",0.08
"sampling 11","plot 8","w","ni_p8_1",0.01
"sampling 11","plot 8","w","to",0.03
"sampling 11","plot 8","w","to",0.03
"sampling 11","plot 8","w","to",0.03
"sampling 11","plot 8","w","to",0.03
"sampling 11","plot 8","w","to",0.03
"sampling 11","plot 8","w","pore",0.04
"sampling 0","plot 9","w","cegl",0.01
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","fear",0.25
"sampling 0","plot 9","w","gedi",0.15
"sampling 0","plot 9","w","gedi",0.15
"sampling 0","plot 9","w","gedi",0.15
"sampling 0","plot 9","w","gedi",0.15
"sampling 0","plot 9","w","gedi",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","ni_p9_1",0.15
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","poan",0.25
"sampling 0","plot 9","w","rabu",0.15
"sampling 0","plot 9","w","rabu",0.15
"sampling 0","plot 9","w","rabu",0.15
"sampling 0","plot 9","w","rabu",0.15
"sampling 0","plot 9","w","shar",0.03
"sampling 0","plot 9","w","shar",0.03
"sampling 0","plot 9","w","shar",0.03
"sampling 0","plot 9","w","tono",0.03
"sampling 0","plot 9","w","tono",0.03
"sampling 0","plot 9","w","trre",0.04
"sampling 0","plot 9","w","trre",0.04
"sampling 1","plot 9","w","bepe",0.02
"sampling 1","plot 9","w","bepe",0.02
"sampling 1","plot 9","w","brho",0.03
"sampling 1","plot 9","w","brho",0.03
"sampling 1","plot 9","w","brho",0.03
"sampling 1","plot 9","w","cegl",0.03
"sampling 1","plot 9","w","cegl",0.03
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","elre",0.5
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","gedi",0.15
"sampling 1","plot 9","w","poan",0.04
"sampling 1","plot 9","w","poan",0.04
"sampling 1","plot 9","w","poan",0.04
"sampling 1","plot 9","w","rabu",0.12
"sampling 1","plot 9","w","rabu",0.12
"sampling 1","plot 9","w","rabu",0.12
"sampling 1","plot 9","w","rabu",0.12
"sampling 1","plot 9","w","rabu",0.12
"sampling 8","plot 8","w","gedi",0.04
"sampling 8","plot 8","w","gedi",0.04
"sampling 1","plot 9","w","shar",0.08
"sampling 1","plot 9","w","shar",0.08
"sampling 1","plot 9","w","shar",0.08
"sampling 1","plot 9","w","shar",0.08
"sampling 1","plot 9","w","tono",0.05
"sampling 1","plot 9","w","tono",0.05
"sampling 1","plot 9","w","tono",0.05
"sampling 1","plot 9","w","trre",0.1
"sampling 1","plot 9","w","trre",0.1
"sampling 1","plot 9","w","trre",0.1
"sampling 1","plot 9","w","trre",0.1
"sampling 1","plot 9","w","trre",0.1
"sampling 10","plot 9","w","asteraceae",0.02
"sampling 10","plot 9","w","asteraceae",0.02
"sampling 10","plot 9","w","dagl",0.1
"sampling 10","plot 9","w","elre",0.35
"sampling 10","plot 9","w","elre",0.35
"sampling 10","plot 9","w","elre",0.35
"sampling 10","plot 9","w","elre",0.35
"sampling 10","plot 9","w","elre",0.35
"sampling 10","plot 9","w","fear",0.07
"sampling 10","plot 9","w","fear",0.07
"sampling 10","plot 9","w","ni_p9_1",0.3
"sampling 10","plot 9","w","ni_p9_1",0.3
"sampling 10","plot 9","w","ni_p9_1",0.3
"sampling 10","plot 9","w","ni_p9_1",0.3
"sampling 10","plot 9","w","ni_p9_1",0.3
"sampling 10","plot 9","w","shar",0.01
"sampling 10","plot 9","w","shar",0.01
"sampling 10","plot 9","w","shar",0.01
"sampling 10","plot 9","w","shar",0.01
"sampling 10","plot 9","w","shar",0.01
"sampling 10","plot 9","w","trre",0.04
"sampling 10","plot 9","w","trre",0.04
"sampling 10","plot 9","w","trre",0.04
"sampling 2","plot 9","w","avfr",0.01
"sampling 2","plot 9","w","bepe",0.01
"sampling 2","plot 9","w","bepe",0.01
"sampling 2","plot 9","w","brho",0.03
"sampling 2","plot 9","w","brho",0.03
"sampling 2","plot 9","w","brho",0.03
"sampling 2","plot 9","w","cadi",0.02
"sampling 2","plot 9","w","cegl",0.005
"sampling 2","plot 9","w","dagl",0.03
"sampling 2","plot 9","w","dagl",0.03
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","elre",0.3
"sampling 2","plot 9","w","gedi",0.1
"sampling 2","plot 9","w","gedi",0.1
"sampling 2","plot 9","w","gedi",0.1
"sampling 2","plot 9","w","gedi",0.1
"sampling 2","plot 9","w","gedi",0.1
"sampling 2","plot 9","w","opap",0.005
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","poan",0.15
"sampling 2","plot 9","w","rabu",0.06
"sampling 2","plot 9","w","rabu",0.06
"sampling 2","plot 9","w","rabu",0.06
"sampling 8","plot 8","w","gedi",0.04
"sampling 8","plot 8","w","gedi",0.04
"sampling 8","plot 8","w","gedi",0.04
"sampling 2","plot 9","w","shar",0.04
"sampling 2","plot 9","w","shar",0.04
"sampling 2","plot 9","w","shar",0.04
"sampling 2","plot 9","w","shar",0.04
"sampling 2","plot 9","w","tono",0.09
"sampling 2","plot 9","w","tono",0.09
"sampling 2","plot 9","w","tono",0.09
"sampling 2","plot 9","w","trre",0.07
"sampling 2","plot 9","w","trre",0.07
"sampling 2","plot 9","w","trre",0.07
"sampling 2","plot 9","w","trre",0.07
"sampling 2","plot 9","w","vear",0.005
"sampling 3","plot 9","w","bepe",0.02
"sampling 3","plot 9","w","cegl",0.03
"sampling 3","plot 9","w","cyec",0.02
"sampling 3","plot 9","w","elre",0.4
"sampling 3","plot 9","w","elre",0.4
"sampling 3","plot 9","w","elre",0.4
"sampling 3","plot 9","w","elre",0.4
"sampling 3","plot 9","w","elre",0.4
"sampling 3","plot 9","w","fear",0.1
"sampling 3","plot 9","w","gafr",0.08
"sampling 3","plot 9","w","gafr",0.08
"sampling 3","plot 9","w","gafr",0.08
"sampling 3","plot 9","w","gedi",0.03
"sampling 3","plot 9","w","poan",0.1
"sampling 3","plot 9","w","rabu",0.1
"sampling 3","plot 9","w","rabu",0.1
"sampling 3","plot 9","w","rabu",0.1
"sampling 3","plot 9","w","shar",0.02
"sampling 3","plot 9","w","shar",0.02
"sampling 3","plot 9","w","toar",0.05
"sampling 3","plot 9","w","tono",0.05
"sampling 3","plot 9","w","tono",0.05
"sampling 3","plot 9","w","trre",0.015
"sampling 4","plot 9","w","bepe",0.02
"sampling 4","plot 9","w","cegl",0.01
"sampling 4","plot 9","w","dagl",0.07
"sampling 4","plot 9","w","elre",0.4
"sampling 4","plot 9","w","elre",0.4
"sampling 4","plot 9","w","elre",0.4
"sampling 4","plot 9","w","elre",0.4
"sampling 4","plot 9","w","elre",0.4
"sampling 4","plot 9","w","fear",0.15
"sampling 4","plot 9","w","shar",0.02
"sampling 4","plot 9","w","shar",0.02
"sampling 4","plot 9","w","toar",0.08
"sampling 4","plot 9","w","trre",0.02
"sampling 4","plot 9","w","trre",0.02
"sampling 5","plot 9","w","bepe",0.01
"sampling 5","plot 9","w","bepe",0.01
"sampling 5","plot 9","w","cegl",0.02
"sampling 5","plot 9","w","cegl",0.02
"sampling 5","plot 9","w","dagl",0.12
"sampling 5","plot 9","w","elre",0.25
"sampling 5","plot 9","w","elre",0.25
"sampling 5","plot 9","w","elre",0.25
"sampling 5","plot 9","w","elre",0.25
"sampling 5","plot 9","w","elre",0.25
"sampling 5","plot 9","w","fear",0.05
"sampling 5","plot 9","w","hyra",0.02
"sampling 5","plot 9","w","ni_p9_1",0.18
"sampling 5","plot 9","w","ni_p9_1",0.18
"sampling 5","plot 9","w","ni_p9_1",0.18
"sampling 5","plot 9","w","ni_p9_1",0.18
"sampling 5","plot 9","w","ni_p9_1",0.18
"sampling 5","plot 9","w","rabu",0.02
"sampling 5","plot 9","w","rabu",0.02
"sampling 5","plot 9","w","rabu",0.02
"sampling 5","plot 9","w","trre",0.07
"sampling 5","plot 9","w","trre",0.07
"sampling 5","plot 9","w","trre",0.07
"sampling 5","plot 9","w","trre",0.07
"sampling 5","plot 9","w","trre",0.07
"sampling 6","plot 9","w","dagl",0.03
"sampling 6","plot 9","w","elre",0.09
"sampling 6","plot 9","w","elre",0.09
"sampling 6","plot 9","w","elre",0.09
"sampling 6","plot 9","w","elre",0.09
"sampling 6","plot 9","w","elre",0.09
"sampling 6","plot 9","w","fear",0.15
"sampling 6","plot 9","w","ni_p9_1",0.05
"sampling 6","plot 9","w","ni_p9_1",0.05
"sampling 6","plot 9","w","ni_p9_1",0.05
"sampling 6","plot 9","w","ni_p9_1",0.05
"sampling 6","plot 9","w","ni_p9_1",0.05
"sampling 6","plot 9","w","rabu",0.01
"sampling 6","plot 9","w","rabu",0.01
"sampling 6","plot 9","w","trre",0.06
"sampling 6","plot 9","w","trre",0.06
"sampling 7","plot 9","w","bepe",0.01
"sampling 7","plot 9","w","coar",0.03
"sampling 7","plot 9","w","dagl",0.06
"sampling 7","plot 9","w","elre",0.1
"sampling 7","plot 9","w","elre",0.1
"sampling 7","plot 9","w","elre",0.1
"sampling 7","plot 9","w","elre",0.1
"sampling 7","plot 9","w","elre",0.1
"sampling 7","plot 9","w","fear",0.07
"sampling 7","plot 9","w","ni_p9_1",0.15
"sampling 7","plot 9","w","ni_p9_1",0.15
"sampling 7","plot 9","w","ni_p9_1",0.15
"sampling 7","plot 9","w","ni_p9_1",0.15
"sampling 7","plot 9","w","ni_p9_1",0.15
"sampling 7","plot 9","w","ni_p9_2",0.01
"sampling 7","plot 9","w","rabu",0.03
"sampling 7","plot 9","w","rabu",0.03
"sampling 7","plot 9","w","trre",0.05
"sampling 7","plot 9","w","trre",0.05
"sampling 8","plot 9","w","bepe",0.03
"sampling 8","plot 9","w","coar",0.03
"sampling 8","plot 9","w","dagl",0.1
"sampling 8","plot 9","w","elre",0.25
"sampling 8","plot 9","w","elre",0.25
"sampling 8","plot 9","w","elre",0.25
"sampling 8","plot 9","w","elre",0.25
"sampling 8","plot 9","w","elre",0.25
"sampling 8","plot 9","w","ni_p9_1",0.25
"sampling 8","plot 9","w","ni_p9_1",0.25
"sampling 8","plot 9","w","ni_p9_1",0.25
"sampling 8","plot 9","w","ni_p9_1",0.25
"sampling 8","plot 9","w","ni_p9_1",0.25
"sampling 8","plot 9","w","ni_p9_2",0.03
"sampling 8","plot 9","w","gedi",0.01
"sampling 8","plot 9","w","gedi",0.01
"sampling 8","plot 9","w","gedi",0.01
"sampling 8","plot 9","w","trfr",0.03
"sampling 8","plot 9","w","trre",0.02
"sampling 8","plot 9","w","trre",0.02
"sampling 9","plot 9","w","bepe",0.01
"sampling 9","plot 9","w","elre",0.3
"sampling 9","plot 9","w","elre",0.3
"sampling 9","plot 9","w","elre",0.3
"sampling 9","plot 9","w","elre",0.3
"sampling 9","plot 9","w","elre",0.3
"sampling 9","plot 9","w","fear",0.06
"sampling 9","plot 9","w","gedi",0.04
"sampling 9","plot 9","w","gedi",0.04
"sampling 9","plot 9","w","gedi",0.04
"sampling 9","plot 9","w","gedi",0.04
"sampling 9","plot 9","w","gedi",0.04
"sampling 9","plot 9","w","ni_p9_1",0.2
"sampling 9","plot 9","w","ni_p9_1",0.2
"sampling 9","plot 9","w","ni_p9_1",0.2
"sampling 9","plot 9","w","ni_p9_1",0.2
"sampling 9","plot 9","w","ni_p9_1",0.2
"sampling 9","plot 9","w","ni_p9_2",0.01
"sampling 9","plot 9","w","rabu",0.01
"sampling 9","plot 9","w","trfr",0.02
"sampling 11","plot 9","w","elre",0.4
"sampling 11","plot 9","w","elre",0.4
"sampling 11","plot 9","w","elre",0.4
"sampling 11","plot 9","w","elre",0.4
"sampling 11","plot 9","w","elre",0.4
"sampling 11","plot 9","w","ni_p9_1",0.3
"sampling 11","plot 9","w","ni_p9_1",0.3
"sampling 11","plot 9","w","ni_p9_1",0.3
"sampling 11","plot 9","w","ni_p9_1",0.3
"sampling 11","plot 9","w","ni_p9_1",0.3
"sampling 11","plot 9","w","dagl",0.08
"sampling 11","plot 9","w","fear",0.04
"sampling 11","plot 9","w","rabu",0.07
"sampling 11","plot 9","w","rabu",0.07
"sampling 11","plot 9","w","rabu",0.07
"sampling 11","plot 9","w","rabu",0.07
"sampling 11","plot 9","w","rabu",0.07
"sampling 11","plot 9","w","to",0.005
