"plot","species","abundance_relative"
"plot 9","cegl",0.00888585099111415
"plot 9","fear",0.0984278879015721
"plot 9","gedi",0.0478468899521531
"plot 9","ni_p9_1",0.154477101845523
"plot 9","poan",0.0738209159261791
"plot 9","rabu",0.076555023923445
"plot 9","rapa",0.0273410799726589
"plot 9","shar",0.024606971975393
"plot 9","tono",0.0232399179767601
"plot 9","trre",0.0485304169514696
"plot 9","bepe",0.0164046479835953
"plot 9","brho",0.00410116199589884
"plot 9","cegl",0.00888585099111415
"plot 9","elre",0.272043745727956
"plot 9","poan",0.0738209159261791
"plot 9","rabu",0.076555023923445
"plot 9","rapa",0.0273410799726589
"plot 9","shar",0.024606971975393
"plot 9","tono",0.0232399179767601
"plot 9","trre",0.0485304169514696
"plot 9","fear",0.0984278879015721
"plot 9","dagl",0.0628844839371155
"plot 9","elre",0.272043745727956
"plot 9","ni_p9_1",0.154477101845523
"plot 9","asteraceae",0.00410116199589884
"plot 9","shar",0.024606971975393
"plot 9","elre",0.272043745727956
"plot 9","fear",0.0984278879015721
"plot 9","dagl",0.0628844839371155
"plot 9","rabu",0.076555023923445
"plot 9","asteraceae",0.00410116199589884
"plot 9","bepe",0.0164046479835953
"plot 9","gedi",0.0478468899521531
"plot 9","to",0.000683526999316473
"plot 9","avfr",0.00136705399863295
"plot 9","bepe",0.0164046479835953
"plot 9","cadi",0.00273410799726589
"plot 9","cegl",0.00888585099111415
"plot 9","dagl",0.0628844839371155
"plot 9","elre",0.272043745727956
"plot 9","gedi",0.0478468899521531
"plot 9","opap",0.000683526999316473
"plot 9","poan",0.0738209159261791
"plot 9","rabu",0.076555023923445
"plot 9","rapa",0.0273410799726589
"plot 9","shar",0.024606971975393
"plot 9","tono",0.0232399179767601
"plot 9","trre",0.0485304169514696
"plot 9","vear",0.000683526999316473
"plot 9","cyec",0.00273410799726589
"plot 9","gedi",0.0478468899521531
"plot 9","poan",0.0738209159261791
"plot 9","gafr",0.0109364319890636
"plot 9","toar",0.0177717019822283
"plot 9","rabu",0.076555023923445
"plot 9","fear",0.0984278879015721
"plot 9","shar",0.024606971975393
"plot 9","trre",0.0485304169514696
"plot 9","toar",0.0177717019822283
"plot 9","dagl",0.0628844839371155
"plot 9","fear",0.0984278879015721
"plot 9","trre",0.0485304169514696
"plot 9","elre",0.272043745727956
"plot 9","dagl",0.0628844839371155
"plot 9","ni_p9_1",0.154477101845523
"plot 9","fear",0.0984278879015721
"plot 9","hyra",0.00273410799726589
"plot 9","cegl",0.00888585099111415
"plot 9","rabu",0.076555023923445
"plot 9","elre",0.272043745727956
"plot 9","ni_p9_1",0.154477101845523
"plot 9","trre",0.0485304169514696
"plot 9","rabu",0.076555023923445
"plot 9","elre",0.272043745727956
"plot 9","dagl",0.0628844839371155
"plot 9","trre",0.0485304169514696
"plot 9","coar",0.00410116199589884
"plot 9","rabu",0.076555023923445
"plot 9","ni_p9_2",0.00546821599453178
"plot 9","trfr",0.00683526999316473
"plot 9","ni_p9_1",0.154477101845523
"plot 9","bepe",0.0164046479835953
"plot 9","ni_p9_2",0.00546821599453178
"plot 9","gedi",0.0478468899521531
"plot 9","fear",0.0984278879015721
"plot 9","ni_p9_1",0.154477101845523
"plot 9","trfr",0.00683526999316473
"plot 9","gedi",0.0478468899521531
