"plot","species","abundance_relative"
"plot 2","brho",0.109567705597914
"plot 2","brst",0.327797598565659
"plot 2","gedi",0.00615752395095713
"plot 2","gemo",0.000724414582465545
"plot 2","mear",0.000181103645616386
"plot 2","mepo",0.007968560407121
"plot 2","plla",0.0222757484108155
"plot 2","poan",0.00039842802035605
"plot 2","rabu",0.000905518228081931
"plot 2","rapa",0.0101418041545176
"plot 2","shar",0.0191969864353369
"plot 2","tono",0.0644728978394335
"plot 2","tono",0.0644728978394335
"plot 2","trdu",0.00181103645616386
"plot 2","trfr",0.0141260843580781
"plot 2","trre",0.00452759114040966
"plot 2","visa",0.00543310936849159
"plot 2","apar",0.000181103645616386
"plot 2","brho",0.109567705597914
"plot 2","brst",0.327797598565659
"plot 2","cegl",0.00162993281054748
"plot 2","gafr",0.000181103645616386
"plot 2","gedi",0.00615752395095713
"plot 2","gemo",0.000724414582465545
"plot 2","mepo",0.007968560407121
"plot 2","plla",0.0222757484108155
"plot 2","poan",0.00039842802035605
"plot 2","rabu",0.000905518228081931
"plot 2","tono",0.0644728978394335
"plot 2","trre",0.00452759114040966
"plot 2","visa",0.00543310936849159
"plot 2","dagl",0.191607657062137
"plot 2","ni_p2_1",0.197221870076245
"plot 2","shar",0.0191969864353369
"plot 2","to",0.00153938098773928
"plot 2","dagl",0.191607657062137
"plot 2","ni_p2_1",0.197221870076245
"plot 2","to",0.00153938098773928
"plot 2","libi",0.000543310936849159
"plot 2","gedi",0.00615752395095713
"plot 2","ni_p2_3",0.00108662187369832
"plot 2","asteraceae",0.000543310936849159
"plot 2","rapa",0.0101418041545176
"plot 2","brho",0.109567705597914
"plot 2","cyec",0.00217324374739664
"plot 2","homu",0.000724414582465545
"plot 2","me",0.00144882916493109
"plot 2","plla",0.0222757484108155
"plot 2","rapa",0.0101418041545176
"plot 2","shar",0.0191969864353369
"plot 2","tono",0.0644728978394335
"plot 2","trre",0.00452759114040966
"plot 2","bepe",0.000905518228081931
"plot 2","hyra",0.00162993281054748
"plot 2","plla",0.0222757484108155
"plot 2","libi",0.000543310936849159
"plot 2","toar",0.00289765832986218
"plot 2","gemo",0.000724414582465545
"plot 2","trfr",0.0141260843580781
"plot 2","dagl",0.191607657062137
"plot 2","asteraceae",0.000543310936849159
"plot 2","cegl",0.00162993281054748
"plot 2","dagl",0.191607657062137
"plot 2","plla",0.0222757484108155
"plot 2","hyra",0.00162993281054748
"plot 2","trfr",0.0141260843580781
"plot 2","trre",0.00452759114040966
"plot 2","bepe",0.000905518228081931
"plot 2","dagl",0.191607657062137
"plot 2","dagl",0.191607657062137
"plot 2","ni_p2_1",0.197221870076245
"plot 2","plla",0.0222757484108155
"plot 2","ni_p2_1",0.197221870076245
"plot 2","shar",0.0191969864353369
"plot 2","to",0.00153938098773928
"plot 2","ni_p2_1",0.197221870076245
